COMMAND: python3 /audit-output/evidence/rule_inventory.py
WORKDIR: /tmp/audit-work/27-flip-case
--- OUTPUT ---
id	location	kind	attributes	role_decision	entry_sha256	entry_preview
292	reference-semantics/semantics/concrete.k:15	requires	-	MODULE_STRUCTURE	412dca26dd89df7288fe26b715dda83f4b28a0ca0f4c16812f0ee17c0c241841	requires hasRefVS(A) orBool hasRefVS(B)
293	reference-semantics/semantics/concrete.k:16	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b2dd59a9473a861caa690756fff778dfcce1b2e21ba49dd6cbbb5fd207d987c1	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
294	reference-semantics/semantics/concrete.k:18	requires	concrete,priority	MODULE_STRUCTURE	a8f02b9ddc1e2d53f6c4ae80526af8c83ab0fdfe071e6acb034976882e352e19	requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================ // Computes each key by a REAL call through the uniform #callee machinery // (closures, len, type objects all work), stable-inserts on the key, and // allocates the result. priority(40) beats sort.k's opaque rules, so krun // runs this and proofs (which never see MPY-CONCRETE) keep sortKeyVS.
295	reference-semantics/semantics/concrete.k:25	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	2a90169184182c410fe4c2ce341278c2dedd8d7d6f8601a991c3dc2e0b42f634	syntax Val ::= kvP(Val, Val)
296	reference-semantics/semantics/concrete.k:26	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	c81660cf2dedd63a8ee7672ce7b20af8ec00e2a0b7462de560b4663e005bdffe	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
297	reference-semantics/semantics/concrete.k:28	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	69542fb8e5438746cc466f08577b098cb8d583d4f6214ad9d09b42704cf192d8	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
298	reference-semantics/semantics/concrete.k:31	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	00feff65cbca1395cd99428233dd29ab273306e4329d768563936e3c10fef121	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
299	reference-semantics/semantics/concrete.k:34	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	14b845c8db97157f52fa9eb1fb0853a61bfb146f9f537df2f9267f06eb0a0f6c	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
300	reference-semantics/semantics/concrete.k:36	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	fb87dc6e2e9f6c302d51ce0572d5a76514d22254534513c5d8c0b5b7ab3ccfca	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
301	reference-semantics/semantics/concrete.k:38	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a6ac788a9030de9b37287fad1c24d5db7575c9ecd2ddbe135f9c864153e90ce7	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
302	reference-semantics/semantics/concrete.k:40	requires	-	MODULE_STRUCTURE	7c60bcbf9de3c450cc62cc4a05c6e3094574e50634be0b519513da5e9105d4bf	requires notBool isKwV(K)
303	reference-semantics/semantics/concrete.k:42	syntax	function	UNUSED_OR_STRUCTURAL_DECLARATION	55dc07274299e7b58a622feb28c763987b5c35ead1b9d2cf9165912436433038	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
304	reference-semantics/semantics/concrete.k:43	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	1b9c47e83939876546f307ade1ff83df08d7a46c8ba0d6c86b5ae1a324438de2	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
305	reference-semantics/semantics/concrete.k:44	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	3f2d89b4b5bd8a54c62f2bedd42f81fc6646acd739264cc59fe652fa098f02b2	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
306	reference-semantics/semantics/concrete.k:46	requires	-	MODULE_STRUCTURE	ba5bbffe0f59ddf9da1796b9686d1bd23db9acbbcf1d98643a7d6eab61873914	requires kLt(K, K2)
307	reference-semantics/semantics/concrete.k:47	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	4677564bc0f6a0e31348e2f6204c00f1a721c36868559468bd45ed71bb2927e9	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
308	reference-semantics/semantics/concrete.k:49	requires	-	MODULE_STRUCTURE	156a213d281c1e075810165c82aa45063308da8132d383534be23b96667cc234	requires notBool kLt(K, K2)
309	reference-semantics/semantics/concrete.k:51	syntax	function	UNUSED_OR_STRUCTURAL_DECLARATION	a74ccb7aaf4fb0873480901bff971b092c9dbd03f69b4a4430f9e6813bad457d	syntax Bool ::= kLt(Val, Val) [function]
310	reference-semantics/semantics/concrete.k:52	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	fbdc0f5eaf8a7c25a1740bd9f4f4c0af8072c6e46405e76d325b130c4050f75e	rule kLt(I1:Int, I2:Int) => I1 <Int I2
311	reference-semantics/semantics/concrete.k:53	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b5c575a5cf7156a38288d730f2592923afe7520934e825981a2d28804187326d	rule kLt(F1:Float, F2:Float) => F1 <Float F2
312	reference-semantics/semantics/concrete.k:54	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	608ffd1665edfb59d472955da76f6ec8ad22974711f47c9d1117cc0cb9476b0a	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
313	reference-semantics/semantics/concrete.k:56	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	4f9bc29fa28a4ee808049a44a900983a4a13f51e3667cf63740414c413645975	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
314	reference-semantics/semantics/concrete.k:57	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a2e6dd066c677c3fbb8ae42e1bb4c4e08b35e98d6758e9817a1c0e32f2ed298d	rule unpairVS(.ValSeq) => .ValSeq
315	reference-semantics/semantics/concrete.k:58	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	84d1ae0473a111b622b6e1cdad885d3b2af53ee0c5cea2bb9e91888301892032	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
316	reference-semantics/semantics/concrete.k:59	rule	owise	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7ae54fdad398cb576570dee684b0148c5f7a140e6fef4af4509048db2f3d63e7	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
317	reference-semantics/semantics/concrete.k:60	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
318	reference-semantics/semantics/controls.k:3	module	-	MODULE_STRUCTURE	f64b2208f5bd8e4aed5d3dc9982419bc4a18cce867ec3ca3063120a89b7c4f48	module MPY-CONTROLS
319	reference-semantics/semantics/controls.k:4	imports	-	MODULE_STRUCTURE	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
320	reference-semantics/semantics/controls.k:5	imports	-	MODULE_STRUCTURE	b1d1ddeb005d397d01d2501033a979d991b52ce94dc5c6fcb2c801237e698309	imports MPY-TUPLE
321	reference-semantics/semantics/controls.k:6	imports	-	MODULE_STRUCTURE	d864334f5631ded50ff32890cda27b412923469c6312ee160eb533325c878d9c	imports MPY-ITER // ==== Assign / AugAssign (write the current scope; RHS evaluated by strictness) ==
322	reference-semantics/semantics/controls.k:9	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	727336c6ee2cfe6067accc720b6f2131f763150ba92b7f78182575af12d854d0	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
323	reference-semantics/semantics/controls.k:12	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	d4c949e51436121a831db974dff7b5b36d316651060c6f85b09eeb4daf97b94a	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
324	reference-semantics/semantics/controls.k:15	requires	priority	MODULE_STRUCTURE	a1026baff4549db19b00d299b3fd86bb99e98c638ebd66a76f3c18a0fa666858	requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
325	reference-semantics/semantics/controls.k:20	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	91d74859ea0f3abedfc16846fe67931ab686ea8addb478e66c4e725b048d87c1	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
326	reference-semantics/semantics/controls.k:23	requires	-	MODULE_STRUCTURE	4eff3ec30b2e6cab4aea96a6340a1d3e300dcd88634e4e3f418ecad2765b88ea	requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
327	reference-semantics/semantics/controls.k:27	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	403946905a98151fa217e9e68f9d58d5c7c6d28992d4002d1d60e8f7629d763e	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
328	reference-semantics/semantics/controls.k:30	requires	priority	MODULE_STRUCTURE	d934d8c273d7038924d4f4c659289005cbe9de53979455ad51f2ac89435379bb	requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
329	reference-semantics/semantics/controls.k:35	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f402a7269397fca0b1ac21aed748b760050ba708a163d261f974e913771da3c2	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
330	reference-semantics/semantics/controls.k:36	rule	owise	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	52700f6597b29ddb0bc621e8272d2fed465b14604d21641c831c107ffb9411fd	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
331	reference-semantics/semantics/controls.k:37	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	88b5590c6cf0d241359de642778c97d21462b7df276d7ff9da14b483221cd040	syntax KItem ::= #bindImports(ParamNames)
332	reference-semantics/semantics/controls.k:38	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	775670eae46ffc1b3ac3c61cc6400e6a17c0e758ff2a08cda58bb08045a0ad4d	rule <k> #bindImports(.ParamNames) => .K ... </k>
333	reference-semantics/semantics/controls.k:39	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b7b474bb1abc433bcdae8c89f30b599b7859d0cb75dcdd9860ceecaae9e9ddc2	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
334	reference-semantics/semantics/controls.k:42	requires	-	MODULE_STRUCTURE	dc4154d4a6e0dbeed6de01c729ca4c2910a7d6271beca0b21ed9c953f8a579ef	requires N ==String "floor" orBool N ==String "ceil"
335	reference-semantics/semantics/controls.k:43	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	9d67b2d50bed03757b62b1944af2148405601b6a737ef42a8888ece6bd22e0b5	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
336	reference-semantics/semantics/controls.k:44	requires	-	MODULE_STRUCTURE	4b00fd6c655772b2f0213dcd53693f36172d9195630beea75b67f7280a967e76	requires notBool (N ==String "floor" orBool N ==String "ceil") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)
337	reference-semantics/semantics/controls.k:48	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c6a1ea8d63abb1beb7b837a2cabef723c0661108979d1a4c1217c74a6e31f494	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
338	reference-semantics/semantics/controls.k:51	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	7b0fe50a62195a3b0fef8fb68b9e36bec75ecac9e75acf69e84b5201a689d177	syntax KItem ::= #branch(Bool, Stmts, Stmts)
339	reference-semantics/semantics/controls.k:52	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	cbe0a65ca8b486f863733c806119e1f4a10dbab29dfe59f18e11ba8a0eba3c24	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
340	reference-semantics/semantics/controls.k:53	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	5e1b96eb480c005b10b3da418ba32506ea88f229b85e332c9f021a88eb505350	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
341	reference-semantics/semantics/controls.k:54	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	e4b03b7b0df69b0ccdcb66d89cae665ad1c6d940adc8969e9b931119b9a6b75e	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
342	reference-semantics/semantics/controls.k:57	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	ea761d51b1834f68f3cd5e7c48cc1aba767cda1f2277c11b1b9dde9e81413490	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
343	reference-semantics/semantics/controls.k:58	requires	-	MODULE_STRUCTURE	c833e85c6376d44a4a5e0d8869985104dcef66a058ada6edf6862ecb130bc6f7	requires truthy(V)
344	reference-semantics/semantics/controls.k:59	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b2001a31b388cdaab25a42c0338a987231009bb19e6bb6af0db1799bdfb124e9	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
345	reference-semantics/semantics/controls.k:60	requires	-	MODULE_STRUCTURE	82886a2b6db0da209b5f50ba2a4d830fc1a6138b940bf32d1098be5db01b4ddc	requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
346	reference-semantics/semantics/controls.k:65	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	d3eeb935e6cc098a035391767235774d42deface1d76abdf0ea01852d285ed80	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
347	reference-semantics/semantics/controls.k:69	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	54e2c3c93eb9e29b84ab176aea9ecc6ea72a430e4d0191059235eb51231c0480	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
348	reference-semantics/semantics/controls.k:71	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f6431203e70c43ecb8a36acee40238048e5ae9c14481a6f5e8cb0b7b1d58b46e	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
349	reference-semantics/semantics/controls.k:72	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	e22f89d510cff7d36192b2a2ccfeaaf725796c8c8c827450ae307c7947ef155a	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
350	reference-semantics/semantics/controls.k:73	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	8b972de97f32cfd1a4a83ed23633ccbf4aa4ca29f24216c9a1ae8c7ba8cd37f8	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
351	reference-semantics/semantics/controls.k:77	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	cc778d0a7dee57761ad2083c164374f1ca61a417f970a113330d7964d8a869df	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
352	reference-semantics/semantics/controls.k:78	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	6b4a239ea0168f84cd9b863978fae9d5c0b970eabaf77a73c6bbda53ca569539	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
353	reference-semantics/semantics/controls.k:79	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	095c70d9baa7c77010a59b5cc9c5b6d1215c947eefac2be11505ff88edb3aba5	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
354	reference-semantics/semantics/controls.k:80	requires	-	MODULE_STRUCTURE	c833e85c6376d44a4a5e0d8869985104dcef66a058ada6edf6862ecb130bc6f7	requires truthy(V)
355	reference-semantics/semantics/controls.k:81	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	8a485fd3ae2c05570cbf10d7c3d7f8dba922700ea8e815fb9d26981eda946431	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
356	reference-semantics/semantics/controls.k:82	requires	-	MODULE_STRUCTURE	55ffe24e5a3a40a0bd67f9d0e0ffabd8e6e243cd5c1c63ec8755d9901cce2f74	requires notBool truthy(V) // ==== loop control (break / continue) =====================================
357	reference-semantics/semantics/controls.k:85	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	bb87d59b209abee2097a69ac0521f4f49fc8162769983885860572a9797f7f3a	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
358	reference-semantics/semantics/controls.k:86	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7987cb734506ffbd385ee94489bf6138d7d3e170c7e1bcf045a5de280ba0bb83	rule <k> Continue => #cont ... </k>
359	reference-semantics/semantics/controls.k:87	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	0c6690a88f1d95c9312e4548a2245797efb3794c54bd0b998bc299250012679e	rule <k> Break => #brk ... </k>
360	reference-semantics/semantics/controls.k:88	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	8617466b01468a24391f6c8144aa24fad531384c5ac6b67bf45ac202c9903691	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
361	reference-semantics/semantics/controls.k:89	rule	owise	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	5cabf37fa715399227a3a3ac10bbe5848811a4674872d38789dbcaaf8a962b70	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
362	reference-semantics/semantics/controls.k:90	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	5b9a5f06df03d210661bd4242bc729c182e9d98bf2ac35665f7d2c1cba2048f8	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
363	reference-semantics/semantics/controls.k:91	rule	owise,priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	9c411991a9cc3d354b4a10691a5751b31e6a81104aa893590fcf7733761b3ccf	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
364	reference-semantics/semantics/controls.k:95	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	aebf4530a7ab360e4f1286a99172e256a32a9d9ee285c4959dbfaa347b8ac4b7	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
365	reference-semantics/semantics/controls.k:98	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c18a31f5ea1dbfc2cf24e90bf2353fffce1bbd2542d9da496f9fe999f856775a	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
366	reference-semantics/semantics/controls.k:101	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a6ee6070532512fe4ee882b4d6ccc3b0c5f641f627e1b6a3ab86c3fb9095d8ff	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
367	reference-semantics/semantics/controls.k:106	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f3e64e39e89e271f06d0fd0ad67705152170c53f43f4dcf7bcb8737f1c607bdc	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
368	reference-semantics/semantics/controls.k:109	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
369	reference-semantics/semantics/core.k:3	module	-	MODULE_STRUCTURE	6f8de5b253608309bc62e1e06d6c9d794fdc890af16d988e5e49d07a95e3b1df	module MPY-CORE
370	reference-semantics/semantics/core.k:4	imports	-	MODULE_STRUCTURE	53e3bff8f927183283d900a5251fa5e2512a93c8faf32e529621ebe895d93050	imports MPY-SYNTAX
371	reference-semantics/semantics/core.k:5	imports	-	MODULE_STRUCTURE	e6c6a545c82f21825986f4acedb91066255b1648e6ea357da01ee474f877a7ec	imports INT
372	reference-semantics/semantics/core.k:6	imports	-	MODULE_STRUCTURE	a87b57b80409f2a188407cd25e5a2bd9c412a60b8d7e64f7d839e3e9593b8569	imports BOOL
373	reference-semantics/semantics/core.k:7	imports	-	MODULE_STRUCTURE	0285d3d5d999f874f605ab7b0a1c28e70d0b96e3b33c6590556e0032fa33fd39	imports STRING
374	reference-semantics/semantics/core.k:8	imports	-	MODULE_STRUCTURE	acf7e2a94c16324b89d1a51d98c5e05fc55dc40954dc9fcb6723ba7baeb4ec53	imports MAP
375	reference-semantics/semantics/core.k:9	imports	-	MODULE_STRUCTURE	82a7d762e10459837802636cd031705c66f6df450b6e63ea0e20f72dc5a6fcd0	imports LIST
376	reference-semantics/semantics/core.k:10	imports	-	MODULE_STRUCTURE	1b73a263ea21e6b521a1cc554a4bff8cbb7037c9ab0ab07166ac32141ececf6e	imports K-EQUAL // ==== values, the algebraic lists, and the scope heap =====================
377	reference-semantics/semantics/core.k:13	syntax	-	USED_DECLARATION_OR_STRICTNESS	2768b2d6c3a17c8dc96cd3fe2032aaa71938dc7e459f3302d39650b2eb1e8be4	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
378	reference-semantics/semantics/core.k:14	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	3571b0fa24f69901cc16fe43a413976e68db54b0f47c1857bba7bb311aec6578	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
379	reference-semantics/semantics/core.k:15	syntax	-	USED_DECLARATION_OR_STRICTNESS	4785e636d142fe61260c07b39088a19ce093ec3834fd48289870be1b89f08ccc	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
380	reference-semantics/semantics/core.k:18	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	95c276903d0fc27b4eaec5be301f45077c8dde47e748a03fdfd7a4d83a5b9b99	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
381	reference-semantics/semantics/core.k:25	syntax	function	USED_DECLARATION_OR_STRICTNESS	5093ac28883449f2c46b3d0405f435afba41dae57fbfeac713016c1419ac2102	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
382	reference-semantics/semantics/core.k:36	syntax	-	USED_DECLARATION_OR_STRICTNESS	c883cd56f6e685d5e8623d76e4aed287f4bffee3b2cea4f66f9451c765dfd5a2	syntax Parent ::= "root" | parent(Int)
383	reference-semantics/semantics/core.k:37	syntax	-	USED_DECLARATION_OR_STRICTNESS	364e84e4303edc97749aaf11c5b406463b42fd3abf1c5093021f3943454c734a	syntax Scope ::= scope(Map, Parent)
384	reference-semantics/semantics/core.k:38	syntax	-	USED_DECLARATION_OR_STRICTNESS	48fc3fcf188262b8158cb91b521e47fc57f5321156831f36d1c9f531499525a9	syntax KResult ::= Val
385	reference-semantics/semantics/core.k:39	syntax	-	USED_DECLARATION_OR_STRICTNESS	af287dc638f302c981d84bedb85d24be8becf783444634f4cb489ec041a1c4de	syntax Expr ::= Val // cooling puts results back into expression holes
386	reference-semantics/semantics/core.k:40	syntax	-	USED_DECLARATION_OR_STRICTNESS	2db74932694df17faa6d6ecd630eb3747966a6f14c58f43fc53c388008db2a2b	syntax Vals ::= List{Val, ","}
387	reference-semantics/semantics/core.k:41	syntax	-	USED_DECLARATION_OR_STRICTNESS	f742989919fe406cfc32d91cb9e3d83d8493b276c5a80b84f7f0bcfcd9e430c6	syntax Exc ::= "NoExc" | "AssertionError"
388	reference-semantics/semantics/core.k:42	syntax	-	USED_DECLARATION_OR_STRICTNESS	685995afea92f7983186637b0b323215636a78beaf857c9c5d9582e2d28b7e26	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
