id,path,line,kind,attributes,disposition,rationale
K0343,/reference/reference-semantics/semantics/concrete.k,36,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0344,/reference/reference-semantics/semantics/concrete.k,38,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0345,/reference/reference-semantics/semantics/concrete.k,40,requires,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0346,/reference/reference-semantics/semantics/concrete.k,42,syntax,function,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0347,/reference/reference-semantics/semantics/concrete.k,43,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0348,/reference/reference-semantics/semantics/concrete.k,44,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0349,/reference/reference-semantics/semantics/concrete.k,46,requires,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0350,/reference/reference-semantics/semantics/concrete.k,47,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0351,/reference/reference-semantics/semantics/concrete.k,49,requires,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0352,/reference/reference-semantics/semantics/concrete.k,51,syntax,function,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0353,/reference/reference-semantics/semantics/concrete.k,52,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0354,/reference/reference-semantics/semantics/concrete.k,53,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0355,/reference/reference-semantics/semantics/concrete.k,54,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0356,/reference/reference-semantics/semantics/concrete.k,56,syntax,"function, total",RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0357,/reference/reference-semantics/semantics/concrete.k,57,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0358,/reference/reference-semantics/semantics/concrete.k,58,rule,—,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0359,/reference/reference-semantics/semantics/concrete.k,59,rule,owise,RUNTIME_ONLY_FIXED_BASELINE,"Imported only by MPY-KRUN for concrete testing, not by VERIFICATION."
K0360,/reference/reference-semantics/semantics/controls.k,3,module,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0361,/reference/reference-semantics/semantics/controls.k,4,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0362,/reference/reference-semantics/semantics/controls.k,5,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0363,/reference/reference-semantics/semantics/controls.k,6,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0364,/reference/reference-semantics/semantics/controls.k,9,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0365,/reference/reference-semantics/semantics/controls.k,12,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0366,/reference/reference-semantics/semantics/controls.k,15,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0367,/reference/reference-semantics/semantics/controls.k,20,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0368,/reference/reference-semantics/semantics/controls.k,23,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0369,/reference/reference-semantics/semantics/controls.k,27,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0370,/reference/reference-semantics/semantics/controls.k,30,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0371,/reference/reference-semantics/semantics/controls.k,35,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0372,/reference/reference-semantics/semantics/controls.k,36,rule,owise,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0373,/reference/reference-semantics/semantics/controls.k,37,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0374,/reference/reference-semantics/semantics/controls.k,38,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0375,/reference/reference-semantics/semantics/controls.k,39,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0376,/reference/reference-semantics/semantics/controls.k,42,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0377,/reference/reference-semantics/semantics/controls.k,43,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0378,/reference/reference-semantics/semantics/controls.k,44,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0379,/reference/reference-semantics/semantics/controls.k,48,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0380,/reference/reference-semantics/semantics/controls.k,51,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0381,/reference/reference-semantics/semantics/controls.k,52,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0382,/reference/reference-semantics/semantics/controls.k,53,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0383,/reference/reference-semantics/semantics/controls.k,54,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0384,/reference/reference-semantics/semantics/controls.k,57,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0385,/reference/reference-semantics/semantics/controls.k,58,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0386,/reference/reference-semantics/semantics/controls.k,59,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0387,/reference/reference-semantics/semantics/controls.k,60,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0388,/reference/reference-semantics/semantics/controls.k,65,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0389,/reference/reference-semantics/semantics/controls.k,69,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0390,/reference/reference-semantics/semantics/controls.k,71,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0391,/reference/reference-semantics/semantics/controls.k,72,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0392,/reference/reference-semantics/semantics/controls.k,73,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0393,/reference/reference-semantics/semantics/controls.k,77,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0394,/reference/reference-semantics/semantics/controls.k,78,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0395,/reference/reference-semantics/semantics/controls.k,79,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0396,/reference/reference-semantics/semantics/controls.k,80,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0397,/reference/reference-semantics/semantics/controls.k,81,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0398,/reference/reference-semantics/semantics/controls.k,82,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0399,/reference/reference-semantics/semantics/controls.k,85,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0400,/reference/reference-semantics/semantics/controls.k,86,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0401,/reference/reference-semantics/semantics/controls.k,87,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0402,/reference/reference-semantics/semantics/controls.k,88,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0403,/reference/reference-semantics/semantics/controls.k,89,rule,owise,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0404,/reference/reference-semantics/semantics/controls.k,90,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0405,/reference/reference-semantics/semantics/controls.k,91,rule,owise,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0406,/reference/reference-semantics/semantics/controls.k,95,rule,priority,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0407,/reference/reference-semantics/semantics/controls.k,98,rule,priority,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0408,/reference/reference-semantics/semantics/controls.k,101,rule,priority,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0409,/reference/reference-semantics/semantics/controls.k,106,rule,priority,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0410,/reference/reference-semantics/semantics/core.k,3,module,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0411,/reference/reference-semantics/semantics/core.k,4,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0412,/reference/reference-semantics/semantics/core.k,5,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0413,/reference/reference-semantics/semantics/core.k,6,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0414,/reference/reference-semantics/semantics/core.k,7,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0415,/reference/reference-semantics/semantics/core.k,8,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0416,/reference/reference-semantics/semantics/core.k,9,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0417,/reference/reference-semantics/semantics/core.k,10,imports,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0418,/reference/reference-semantics/semantics/core.k,13,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0419,/reference/reference-semantics/semantics/core.k,14,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0420,/reference/reference-semantics/semantics/core.k,15,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0421,/reference/reference-semantics/semantics/core.k,18,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0422,/reference/reference-semantics/semantics/core.k,25,syntax,function,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0423,/reference/reference-semantics/semantics/core.k,36,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0424,/reference/reference-semantics/semantics/core.k,37,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0425,/reference/reference-semantics/semantics/core.k,38,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0426,/reference/reference-semantics/semantics/core.k,39,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0427,/reference/reference-semantics/semantics/core.k,40,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0428,/reference/reference-semantics/semantics/core.k,41,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0429,/reference/reference-semantics/semantics/core.k,42,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0430,/reference/reference-semantics/semantics/core.k,49,configuration,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0431,/reference/reference-semantics/semantics/core.k,68,syntax,"function, total",ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0432,/reference/reference-semantics/semantics/core.k,69,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0433,/reference/reference-semantics/semantics/core.k,70,rule,owise,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0434,/reference/reference-semantics/semantics/core.k,75,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0435,/reference/reference-semantics/semantics/core.k,76,syntax,"function, total",ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0436,/reference/reference-semantics/semantics/core.k,77,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0437,/reference/reference-semantics/semantics/core.k,78,rule,owise,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0438,/reference/reference-semantics/semantics/core.k,85,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0439,/reference/reference-semantics/semantics/core.k,89,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0440,/reference/reference-semantics/semantics/core.k,95,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0441,/reference/reference-semantics/semantics/core.k,96,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0442,/reference/reference-semantics/semantics/core.k,97,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0443,/reference/reference-semantics/semantics/core.k,98,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0444,/reference/reference-semantics/semantics/core.k,99,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0445,/reference/reference-semantics/semantics/core.k,100,syntax,"function, total",ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0446,/reference/reference-semantics/semantics/core.k,101,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0447,/reference/reference-semantics/semantics/core.k,102,rule,owise,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0448,/reference/reference-semantics/semantics/core.k,106,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0449,/reference/reference-semantics/semantics/core.k,107,syntax,function,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0450,/reference/reference-semantics/semantics/core.k,108,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0451,/reference/reference-semantics/semantics/core.k,109,syntax,"function, total",ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0452,/reference/reference-semantics/semantics/core.k,110,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0453,/reference/reference-semantics/semantics/core.k,111,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0454,/reference/reference-semantics/semantics/core.k,113,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0455,/reference/reference-semantics/semantics/core.k,114,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0456,/reference/reference-semantics/semantics/core.k,117,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0457,/reference/reference-semantics/semantics/core.k,118,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0458,/reference/reference-semantics/semantics/core.k,121,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0459,/reference/reference-semantics/semantics/core.k,124,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0460,/reference/reference-semantics/semantics/core.k,125,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0461,/reference/reference-semantics/semantics/core.k,126,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0462,/reference/reference-semantics/semantics/core.k,127,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0463,/reference/reference-semantics/semantics/core.k,130,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0464,/reference/reference-semantics/semantics/core.k,131,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0465,/reference/reference-semantics/semantics/core.k,132,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0466,/reference/reference-semantics/semantics/core.k,134,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0467,/reference/reference-semantics/semantics/core.k,145,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0468,/reference/reference-semantics/semantics/core.k,148,requires,priority,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0469,/reference/reference-semantics/semantics/core.k,152,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0470,/reference/reference-semantics/semantics/core.k,154,requires,—,STRUCTURAL_FIXED_MODULE,Assembly/import/require/module delimiter for the supplied semantics.
K0471,/reference/reference-semantics/semantics/core.k,157,syntax,"function, total",ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0472,/reference/reference-semantics/semantics/core.k,158,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0473,/reference/reference-semantics/semantics/core.k,185,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0474,/reference/reference-semantics/semantics/core.k,186,syntax,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0475,/reference/reference-semantics/semantics/core.k,189,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0476,/reference/reference-semantics/semantics/core.k,190,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0477,/reference/reference-semantics/semantics/core.k,191,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0478,/reference/reference-semantics/semantics/core.k,194,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0479,/reference/reference-semantics/semantics/core.k,195,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0480,/reference/reference-semantics/semantics/core.k,196,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0481,/reference/reference-semantics/semantics/core.k,199,syntax,function,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0482,/reference/reference-semantics/semantics/core.k,200,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0483,/reference/reference-semantics/semantics/core.k,201,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0484,/reference/reference-semantics/semantics/core.k,202,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0485,/reference/reference-semantics/semantics/core.k,203,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0486,/reference/reference-semantics/semantics/core.k,204,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0487,/reference/reference-semantics/semantics/core.k,205,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0488,/reference/reference-semantics/semantics/core.k,208,syntax,function,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0489,/reference/reference-semantics/semantics/core.k,209,syntax,function,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0490,/reference/reference-semantics/semantics/core.k,210,syntax,function,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0491,/reference/reference-semantics/semantics/core.k,213,syntax,"function, total",ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0492,/reference/reference-semantics/semantics/core.k,214,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
K0493,/reference/reference-semantics/semantics/core.k,215,rule,—,ACCEPTED_FIXED_MATERIAL_MODULE,Part of the selected supplied semantics. Constructor-level reachability and material rules are mapped in 05-rule-review.md.
