id	source	start_line	end_line	kind	attributes	decision	rationale	excerpt
192	semantics/builtins.k	209	209	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
193	semantics/builtins.k	210	210	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule tokOps(iCons(47, R:IntSeq)) => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
194	semantics/builtins.k	211	211	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule tokOps(iCons(43, R:IntSeq)) => oCons(""+"", tokOps(R))"
195	semantics/builtins.k	212	213	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule tokOps(iCons(45, R:IntSeq)) => oCons(""-"", tokOps(R))"
196	semantics/builtins.k	214	215	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
197	semantics/builtins.k	216	216	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule tokNds(.IntSeq) => .IntSeq
198	semantics/builtins.k	217	217	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
199	semantics/builtins.k	218	218	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
200	semantics/builtins.k	219	220	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
201	semantics/builtins.k	221	222	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
202	semantics/builtins.k	223	224	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
203	semantics/builtins.k	225	225	syntax	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax EvPair ::= evp(OpSeq, IntSeq)
204	semantics/builtins.k	226	226	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Int ::= firstNdE(EvPair) [function, total]
205	semantics/builtins.k	227	227	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
206	semantics/builtins.k	228	229	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule firstNdE(_:EvPair) => 0 [owise]
207	semantics/builtins.k	230	230	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Int ::= applyOpE(String, Int, Int) [function, total]
208	semantics/builtins.k	231	231	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyOpE(""+"", A:Int, B:Int) => A +Int B"
209	semantics/builtins.k	232	232	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyOpE(""-"", A:Int, B:Int) => A -Int B"
210	semantics/builtins.k	233	233	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyOpE(""*"", A:Int, B:Int) => A *Int B"
211	semantics/builtins.k	234	234	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
212	semantics/builtins.k	235	235	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
213	semantics/builtins.k	236	237	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
214	semantics/builtins.k	238	238	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
215	semantics/builtins.k	239	239	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
216	semantics/builtins.k	240	240	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
217	semantics/builtins.k	241	242	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
218	semantics/builtins.k	243	243	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
219	semantics/builtins.k	244	244	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
220	semantics/builtins.k	245	245	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
221	semantics/builtins.k	246	246	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
222	semantics/builtins.k	247	247	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
223	semantics/builtins.k	248	249	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
224	semantics/builtins.k	250	250	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
225	semantics/builtins.k	251	251	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
226	semantics/builtins.k	252	252	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
227	semantics/builtins.k	253	253	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
228	semantics/builtins.k	254	254	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
229	semantics/builtins.k	255	255	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
230	semantics/builtins.k	256	256	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
231	semantics/builtins.k	257	259	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
232	semantics/builtins.k	260	262	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
233	semantics/builtins.k	263	264	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
234	semantics/builtins.k	265	265	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Bool ::= inLevelE(String, String) [function, total]
235	semantics/builtins.k	266	266	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
236	semantics/builtins.k	267	267	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
237	semantics/builtins.k	268	268	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule inLevelE(_:String, _:String) => false [owise]
238	semantics/builtins.k	269	269	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
239	semantics/builtins.k	270	270	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
240	semantics/builtins.k	271	271	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
241	semantics/builtins.k	272	272	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
242	semantics/builtins.k	273	273	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
243	semantics/builtins.k	274	278	rule	concrete	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N)) // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== // The md5 value itself is a named shared trust (sortVS-style, no concrete // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
244	semantics/builtins.k	279	279	syntax	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"syntax KItem ::= ""#md5"""
245	semantics/builtins.k	280	281	rule	priority	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
246	semantics/builtins.k	282	282	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
247	semantics/builtins.k	283	283	syntax	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Val ::= md5Obj(IntSeq)
248	semantics/builtins.k	284	284	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
249	semantics/builtins.k	285	290	syntax	function,total,opaque/no-evaluators,symbol,owise,concrete	OPAQUE-UNUSED	Declared supplied-semantics trust primitive; no reachable term in this program mentions it.	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special c...
250	semantics/builtins.k	291	291	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
251	semantics/builtins.k	292	292	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
252	semantics/builtins.k	293	293	syntax	function	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
253	semantics/builtins.k	294	294	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule isIntV(_:Int) => true
254	semantics/builtins.k	295	295	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule isIntV(_:Val) => false [owise]
255	semantics/builtins.k	296	296	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule isStrV(str(_:IntSeq)) => true
256	semantics/builtins.k	297	297	rule	owise	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule isStrV(_:Val) => false [owise]
257	semantics/builtins.k	298	298	endmodule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	endmodule
258	semantics/call.k	10	10	module	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	module MPY-CALL
259	semantics/call.k	11	11	imports	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	imports MPY-METHODS
260	semantics/call.k	12	12	imports	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	imports MPY-BUILTINS
261	semantics/call.k	13	15	imports	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	imports MPY-FUNCTIONS // a cooled attribute is a bound method value
262	semantics/call.k	16	18	rule	owise	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
263	semantics/call.k	19	19	syntax	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	syntax KItem ::= #callee(Exprs)
264	semantics/call.k	20	20	rule	owise	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
265	semantics/call.k	21	23	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> // ==== dispatch on the callee value ========================================
266	semantics/call.k	24	25	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
267	semantics/call.k	26	26	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
268	semantics/call.k	27	27	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
269	semantics/call.k	28	28	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
270	semantics/call.k	29	29	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
271	semantics/call.k	30	30	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
272	semantics/call.k	31	31	rule	owise	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
273	semantics/call.k	32	37	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating l...
274	semantics/call.k	38	41	rule	priority	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
275	semantics/call.k	42	46	rule	priority	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
276	semantics/call.k	47	51	rule	priority	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
277	semantics/call.k	52	52	syntax	function,total	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Bool ::= isMutMethod(String) [function, total]
278	semantics/call.k	53	55	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
279	semantics/call.k	56	62	rule	priority	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)] // non-mutating methods READ their heap-object arguments too (join's list); // mutators keep refs (append of a ...
280	semantics/call.k	63	68	rule	priority	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
281	semantics/call.k	69	79	rule	-	ACCEPTED-USED-PATH	Matches the real program's syntax/execution path; checked for order, binding, cells, allocation, and control fidelity.	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListIt...
282	semantics/call.k	80	86	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc..."
283	semantics/call.k	87	87	syntax	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax KItem ::= #allocCells(ParamNames)
284	semantics/call.k	88	88	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #allocCells(.ParamNames) => .K ... </k>
285	semantics/call.k	89	94	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
286	semantics/call.k	95	95	endmodule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	endmodule
287	semantics/comprehension.k	3	3	module	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	module MPY-COMPREHENSION
288	semantics/comprehension.k	4	4	imports	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	imports MPY-CORE
289	semantics/comprehension.k	5	5	imports	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	imports MPY-OPERATORS
290	semantics/comprehension.k	6	6	imports	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	imports MPY-LIST
291	semantics/comprehension.k	7	7	imports	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	imports MPY-CONTROLS
292	semantics/comprehension.k	8	10	imports	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	imports MPY-FUNCTIONS // A comprehension is pure syntactic sugar
293	semantics/comprehension.k	11	11	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
294	semantics/comprehension.k	12	13	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
295	semantics/comprehension.k	14	14	syntax	macro	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Stmts ::= compBody(CompFors, Expr) [macro]
296	semantics/comprehension.k	15	17	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
297	semantics/comprehension.k	18	18	syntax	macro-rec,macro	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
298	semantics/comprehension.k	19	20	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
299	semantics/comprehension.k	21	23	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
300	semantics/comprehension.k	24	24	syntax	macro	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	syntax Expr ::= compGuard(Exprs) [macro]
301	semantics/comprehension.k	25	25	rule	-	REVIEWED-UNUSED	Supplied-semantics declaration/rule does not match any reachable term in this program; no overlap with used-path symbols.	rule compGuard(.Exprs) => Bool(true)
