id	file	line	kind	attributes	audit_class	assessment	text
277	reference-semantics/semantics/concrete.k	60	endmodule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	endmodule
278	reference-semantics/semantics/controls.k	3	module		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	module MPY-CONTROLS
279	reference-semantics/semantics/controls.k	4	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MPY-CORE
280	reference-semantics/semantics/controls.k	5	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MPY-TUPLE
281	reference-semantics/semantics/controls.k	6	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MPY-ITER
282	reference-semantics/semantics/controls.k	9	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
283	reference-semantics/semantics/controls.k	12	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
284	reference-semantics/semantics/controls.k	20	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
285	reference-semantics/semantics/controls.k	27	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
286	reference-semantics/semantics/controls.k	35	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
287	reference-semantics/semantics/controls.k	36	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
288	reference-semantics/semantics/controls.k	37	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #bindImports(ParamNames)
289	reference-semantics/semantics/controls.k	38	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #bindImports(.ParamNames) => .K ... </k>
290	reference-semantics/semantics/controls.k	39	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
291	reference-semantics/semantics/controls.k	43	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
292	reference-semantics/semantics/controls.k	48	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Expr(_:Val) => .K ... </k>
293	reference-semantics/semantics/controls.k	51	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #branch(Bool, Stmts, Stmts)
294	reference-semantics/semantics/controls.k	52	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
295	reference-semantics/semantics/controls.k	53	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
296	reference-semantics/semantics/controls.k	54	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
297	reference-semantics/semantics/controls.k	57	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
298	reference-semantics/semantics/controls.k	59	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
299	reference-semantics/semantics/controls.k	65	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
300	reference-semantics/semantics/controls.k	69	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
301	reference-semantics/semantics/controls.k	71	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
302	reference-semantics/semantics/controls.k	72	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
303	reference-semantics/semantics/controls.k	73	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
304	reference-semantics/semantics/controls.k	77	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
305	reference-semantics/semantics/controls.k	78	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
306	reference-semantics/semantics/controls.k	79	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
307	reference-semantics/semantics/controls.k	81	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
308	reference-semantics/semantics/controls.k	85	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
309	reference-semantics/semantics/controls.k	86	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Continue => #cont ... </k>
310	reference-semantics/semantics/controls.k	87	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Break => #brk ... </k>
311	reference-semantics/semantics/controls.k	88	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
312	reference-semantics/semantics/controls.k	89	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
313	reference-semantics/semantics/controls.k	90	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
314	reference-semantics/semantics/controls.k	91	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
315	reference-semantics/semantics/controls.k	95	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
316	reference-semantics/semantics/controls.k	98	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
317	reference-semantics/semantics/controls.k	101	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
318	reference-semantics/semantics/controls.k	106	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
319	reference-semantics/semantics/controls.k	109	endmodule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	endmodule
320	reference-semantics/semantics/core.k	3	module		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	module MPY-CORE
321	reference-semantics/semantics/core.k	4	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MPY-SYNTAX
322	reference-semantics/semantics/core.k	5	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports INT
323	reference-semantics/semantics/core.k	6	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports BOOL
324	reference-semantics/semantics/core.k	7	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports STRING
325	reference-semantics/semantics/core.k	8	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MAP
326	reference-semantics/semantics/core.k	9	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports LIST
327	reference-semantics/semantics/core.k	10	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports K-EQUAL
328	reference-semantics/semantics/core.k	13	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
329	reference-semantics/semantics/core.k	14	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
330	reference-semantics/semantics/core.k	15	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Str    ::= str(IntSeq)
331	reference-semantics/semantics/core.k	18	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
332	reference-semantics/semantics/core.k	25	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"
333	reference-semantics/semantics/core.k	36	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax Parent   ::= ""root"" | parent(Int)"
334	reference-semantics/semantics/core.k	37	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Scope    ::= scope(Map, Parent)
335	reference-semantics/semantics/core.k	38	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KResult  ::= Val
336	reference-semantics/semantics/core.k	39	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Expr     ::= Val
337	reference-semantics/semantics/core.k	40	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax Vals     ::= List{Val, "",""}"
338	reference-semantics/semantics/core.k	41	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
339	reference-semantics/semantics/core.k	42	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax RetState ::= ""noRet"" | retV(Val)"
340	reference-semantics/semantics/core.k	49	configuration		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
341	reference-semantics/semantics/core.k	68	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= isRefV(Val) [function, total]
342	reference-semantics/semantics/core.k	69	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isRefV(ref(_:Int)) => true
343	reference-semantics/semantics/core.k	70	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isRefV(_:Val)      => false [owise]
344	reference-semantics/semantics/core.k	75	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax HeapVal ::= cellV(Val)
345	reference-semantics/semantics/core.k	76	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= isCellRef(Val) [function, total]
346	reference-semantics/semantics/core.k	77	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isCellRef(cellRef(_:Int)) => true
347	reference-semantics/semantics/core.k	78	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isCellRef(_:Val)          => false [owise]
348	reference-semantics/semantics/core.k	85	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
349	reference-semantics/semantics/core.k	95	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Val ::= kwV(String, Val)
350	reference-semantics/semantics/core.k	96	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #kwTag(String)
351	reference-semantics/semantics/core.k	97	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
352	reference-semantics/semantics/core.k	98	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
353	reference-semantics/semantics/core.k	100	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= isKwV(Val) [function, total]
354	reference-semantics/semantics/core.k	101	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isKwV(kwV(_:String, _:Val)) => true
355	reference-semantics/semantics/core.k	102	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isKwV(_:Val)                => false [owise]
356	reference-semantics/semantics/core.k	106	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Val ::= cellsMark(ParamNames)
357	reference-semantics/semantics/core.k	107	syntax	function	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax ParamNames ::= cellsOf(Val) [function]
358	reference-semantics/semantics/core.k	108	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
359	reference-semantics/semantics/core.k	109	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= pnMember(String, ParamNames) [function, total]
360	reference-semantics/semantics/core.k	110	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule pnMember(_:String, .ParamNames) => false
361	reference-semantics/semantics/core.k	111	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
362	reference-semantics/semantics/core.k	113	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #cellW(Val, Val)
363	reference-semantics/semantics/core.k	114	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
364	reference-semantics/semantics/core.k	117	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #alloc(Val)
365	reference-semantics/semantics/core.k	118	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
366	reference-semantics/semantics/core.k	124	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #loadAll(Module)
367	reference-semantics/semantics/core.k	125	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
368	reference-semantics/semantics/core.k	126	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
369	reference-semantics/semantics/core.k	127	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> .Stmts => .K ... </k>
370	reference-semantics/semantics/core.k	130	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #look(String, Int)
371	reference-semantics/semantics/core.k	131	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
372	reference-semantics/semantics/core.k	132	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
373	reference-semantics/semantics/core.k	145	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
374	reference-semantics/semantics/core.k	152	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
375	reference-semantics/semantics/core.k	157	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax Scope ::= ""builtinsScope"" [function, total]"
376	reference-semantics/semantics/core.k	158	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
377	reference-semantics/semantics/core.k	185	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax ApplyK ::= toCall(Val)
378	reference-semantics/semantics/core.k	186	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
379	reference-semantics/semantics/core.k	189	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
380	reference-semantics/semantics/core.k	190	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
381	reference-semantics/semantics/core.k	191	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
382	reference-semantics/semantics/core.k	194	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Int(I:Int)   => I ... </k>
383	reference-semantics/semantics/core.k	195	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Bool(B:Bool) => B ... </k>
384	reference-semantics/semantics/core.k	196	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> NoneVal      => noneV ... </k>
385	reference-semantics/semantics/core.k	199	syntax	function	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= truthy(Val) [function]
386	reference-semantics/semantics/core.k	200	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule truthy(B:Bool)          => B
387	reference-semantics/semantics/core.k	201	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule truthy(noneV)           => false
388	reference-semantics/semantics/core.k	202	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule truthy(I:Int)           => I =/=Int 0
389	reference-semantics/semantics/core.k	203	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
390	reference-semantics/semantics/core.k	204	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
391	reference-semantics/semantics/core.k	205	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
392	reference-semantics/semantics/core.k	208	syntax	function	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Val  ::= applyUn(String, Val) [function]
393	reference-semantics/semantics/core.k	209	syntax	function	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Val  ::= applyBin(String, Val, Val) [function]
394	reference-semantics/semantics/core.k	210	syntax	function	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= applyCmp(String, Val, Val) [function]
395	reference-semantics/semantics/core.k	213	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Vals ::= appendVal(Vals, Val) [function, total]
396	reference-semantics/semantics/core.k	214	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule appendVal(.Vals, V:Val)              => V , .Vals
397	reference-semantics/semantics/core.k	215	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
398	reference-semantics/semantics/core.k	217	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
399	reference-semantics/semantics/core.k	218	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule vals2valSeq(.Vals)            => .ValSeq
400	reference-semantics/semantics/core.k	219	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
401	reference-semantics/semantics/core.k	223	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Int ::= vsLen(ValSeq) [function, total]
402	reference-semantics/semantics/core.k	224	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule vsLen(.ValSeq)                => 0
403	reference-semantics/semantics/core.k	225	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
404	reference-semantics/semantics/core.k	227	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Int ::= isLen(IntSeq) [function, total]
405	reference-semantics/semantics/core.k	228	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isLen(.IntSeq)                => 0
406	reference-semantics/semantics/core.k	229	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
407	reference-semantics/semantics/core.k	233	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
408	reference-semantics/semantics/core.k	234	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
409	reference-semantics/semantics/core.k	235	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
410	reference-semantics/semantics/core.k	236	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
411	reference-semantics/semantics/core.k	238	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
412	reference-semantics/semantics/core.k	240	endmodule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	endmodule
