id	file	line	module	kind	class	attributes	total	functional	text
236	reference-semantics/semantics/concrete.k	42	MPY-CONCRETE	syntax	function_declaration	function	no	yes	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	reference-semantics/semantics/concrete.k	43	MPY-CONCRETE	rule	ordinary_rule		no	no	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	reference-semantics/semantics/concrete.k	44	MPY-CONCRETE	rule	ordinary_rule		no	no	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
239	reference-semantics/semantics/concrete.k	47	MPY-CONCRETE	rule	ordinary_rule		no	no	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
240	reference-semantics/semantics/concrete.k	51	MPY-CONCRETE	syntax	function_declaration	function	no	yes	syntax Bool ::= kLt(Val, Val) [function]
241	reference-semantics/semantics/concrete.k	52	MPY-CONCRETE	rule	ordinary_rule		no	no	rule kLt(I1:Int, I2:Int) => I1 <Int I2
242	reference-semantics/semantics/concrete.k	53	MPY-CONCRETE	rule	ordinary_rule		no	no	rule kLt(F1:Float, F2:Float) => F1 <Float F2
243	reference-semantics/semantics/concrete.k	54	MPY-CONCRETE	rule	ordinary_rule		no	no	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	reference-semantics/semantics/concrete.k	56	MPY-CONCRETE	syntax	function_declaration	function, total	yes	yes	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	reference-semantics/semantics/concrete.k	57	MPY-CONCRETE	rule	ordinary_rule		no	no	rule unpairVS(.ValSeq) => .ValSeq
246	reference-semantics/semantics/concrete.k	58	MPY-CONCRETE	rule	ordinary_rule		no	no	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	reference-semantics/semantics/concrete.k	59	MPY-CONCRETE	rule	ordinary_rule	owise	no	no	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
248	reference-semantics/semantics/controls.k	9	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	reference-semantics/semantics/controls.k	12	MPY-CONTROLS	rule	priority_rule	priority(40)	no	no	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
250	reference-semantics/semantics/controls.k	20	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
251	reference-semantics/semantics/controls.k	27	MPY-CONTROLS	rule	priority_rule	priority(40)	no	no	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
252	reference-semantics/semantics/controls.k	35	MPY-CONTROLS	rule	ordinary_rule		no	no	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
253	reference-semantics/semantics/controls.k	36	MPY-CONTROLS	rule	ordinary_rule	owise	no	no	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	reference-semantics/semantics/controls.k	37	MPY-CONTROLS	syntax	syntax_declaration		no	no	syntax KItem ::= #bindImports(ParamNames)
255	reference-semantics/semantics/controls.k	38	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	reference-semantics/semantics/controls.k	39	MPY-CONTROLS	rule	ordinary_rule		no	no	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
257	reference-semantics/semantics/controls.k	43	MPY-CONTROLS	rule	ordinary_rule		no	no	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)"
258	reference-semantics/semantics/controls.k	48	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
259	reference-semantics/semantics/controls.k	51	MPY-CONTROLS	syntax	syntax_declaration		no	no	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	reference-semantics/semantics/controls.k	52	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	reference-semantics/semantics/controls.k	53	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
262	reference-semantics/semantics/controls.k	54	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
263	reference-semantics/semantics/controls.k	57	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	reference-semantics/semantics/controls.k	59	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
265	reference-semantics/semantics/controls.k	65	MPY-CONTROLS	syntax	syntax_declaration		no	no	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
266	reference-semantics/semantics/controls.k	69	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	reference-semantics/semantics/controls.k	71	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	reference-semantics/semantics/controls.k	72	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	reference-semantics/semantics/controls.k	73	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
270	reference-semantics/semantics/controls.k	77	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	reference-semantics/semantics/controls.k	78	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	reference-semantics/semantics/controls.k	79	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
273	reference-semantics/semantics/controls.k	81	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
274	reference-semantics/semantics/controls.k	85	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	reference-semantics/semantics/controls.k	86	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> Continue => #cont ... </k>
276	reference-semantics/semantics/controls.k	87	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> Break => #brk ... </k>
277	reference-semantics/semantics/controls.k	88	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	reference-semantics/semantics/controls.k	89	MPY-CONTROLS	rule	ordinary_rule	owise	no	no	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	reference-semantics/semantics/controls.k	90	MPY-CONTROLS	rule	ordinary_rule		no	no	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	reference-semantics/semantics/controls.k	91	MPY-CONTROLS	rule	ordinary_rule	owise	no	no	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
281	reference-semantics/semantics/controls.k	95	MPY-CONTROLS	rule	priority_rule	priority(40)	no	no	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	reference-semantics/semantics/controls.k	98	MPY-CONTROLS	rule	priority_rule	priority(40)	no	no	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	reference-semantics/semantics/controls.k	101	MPY-CONTROLS	rule	priority_rule	priority(40)	no	no	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
284	reference-semantics/semantics/controls.k	106	MPY-CONTROLS	rule	priority_rule	priority(40)	no	no	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	reference-semantics/semantics/core.k	13	MPY-CORE	syntax	syntax_declaration		no	no	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
286	reference-semantics/semantics/core.k	14	MPY-CORE	syntax	syntax_declaration		no	no	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
287	reference-semantics/semantics/core.k	15	MPY-CORE	syntax	syntax_declaration		no	no	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
288	reference-semantics/semantics/core.k	18	MPY-CORE	syntax	syntax_declaration		no	no	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	reference-semantics/semantics/core.k	25	MPY-CORE	syntax	syntax_declaration		no	no	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
290	reference-semantics/semantics/core.k	36	MPY-CORE	syntax	syntax_declaration		no	no	"syntax Parent ::= ""root"" | parent(Int)"
291	reference-semantics/semantics/core.k	37	MPY-CORE	syntax	syntax_declaration		no	no	syntax Scope ::= scope(Map, Parent)
292	reference-semantics/semantics/core.k	38	MPY-CORE	syntax	syntax_declaration		no	no	syntax KResult ::= Val
293	reference-semantics/semantics/core.k	39	MPY-CORE	syntax	syntax_declaration		no	no	syntax Expr ::= Val // cooling puts results back into expression holes
294	reference-semantics/semantics/core.k	40	MPY-CORE	syntax	syntax_declaration		no	no	"syntax Vals ::= List{Val, "",""}"
295	reference-semantics/semantics/core.k	41	MPY-CORE	syntax	syntax_declaration		no	no	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
296	reference-semantics/semantics/core.k	42	MPY-CORE	syntax	syntax_declaration		no	no	"syntax RetState ::= ""noRet"" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup."
297	reference-semantics/semantics/core.k	49	MPY-CORE	configuration	configuration		no	no	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate."
298	reference-semantics/semantics/core.k	68	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax Bool ::= isRefV(Val) [function, total]
299	reference-semantics/semantics/core.k	69	MPY-CORE	rule	ordinary_rule		no	no	rule isRefV(ref(_:Int)) => true
300	reference-semantics/semantics/core.k	70	MPY-CORE	rule	ordinary_rule	owise	no	no	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
301	reference-semantics/semantics/core.k	75	MPY-CORE	syntax	syntax_declaration		no	no	syntax HeapVal ::= cellV(Val)
302	reference-semantics/semantics/core.k	76	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax Bool ::= isCellRef(Val) [function, total]
303	reference-semantics/semantics/core.k	77	MPY-CORE	rule	ordinary_rule		no	no	rule isCellRef(cellRef(_:Int)) => true
304	reference-semantics/semantics/core.k	78	MPY-CORE	rule	ordinary_rule	owise	no	no	"rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The ""$cells"" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead."
305	reference-semantics/semantics/core.k	85	MPY-CORE	rule	priority_rule	priority(40)	no	no	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)"
306	reference-semantics/semantics/core.k	95	MPY-CORE	syntax	syntax_declaration		no	no	syntax Val ::= kwV(String, Val)
307	reference-semantics/semantics/core.k	96	MPY-CORE	syntax	syntax_declaration		no	no	syntax KItem ::= #kwTag(String)
308	reference-semantics/semantics/core.k	97	MPY-CORE	rule	ordinary_rule		no	no	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	reference-semantics/semantics/core.k	98	MPY-CORE	rule	ordinary_rule		no	no	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
310	reference-semantics/semantics/core.k	100	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax Bool ::= isKwV(Val) [function, total]
311	reference-semantics/semantics/core.k	101	MPY-CORE	rule	ordinary_rule		no	no	rule isKwV(kwV(_:String, _:Val)) => true
312	reference-semantics/semantics/core.k	102	MPY-CORE	rule	ordinary_rule	owise	no	no	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
313	reference-semantics/semantics/core.k	106	MPY-CORE	syntax	syntax_declaration		no	no	syntax Val ::= cellsMark(ParamNames)
314	reference-semantics/semantics/core.k	107	MPY-CORE	syntax	function_declaration	function	no	yes	syntax ParamNames ::= cellsOf(Val) [function]
315	reference-semantics/semantics/core.k	108	MPY-CORE	rule	ordinary_rule		no	no	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	reference-semantics/semantics/core.k	109	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	reference-semantics/semantics/core.k	110	MPY-CORE	rule	ordinary_rule		no	no	rule pnMember(_:String, .ParamNames) => false
318	reference-semantics/semantics/core.k	111	MPY-CORE	rule	ordinary_rule		no	no	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	reference-semantics/semantics/core.k	113	MPY-CORE	syntax	syntax_declaration		no	no	syntax KItem ::= #cellW(Val, Val)
320	reference-semantics/semantics/core.k	114	MPY-CORE	rule	ordinary_rule		no	no	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	reference-semantics/semantics/core.k	117	MPY-CORE	syntax	syntax_declaration		no	no	syntax KItem ::= #alloc(Val)
322	reference-semantics/semantics/core.k	118	MPY-CORE	rule	ordinary_rule		no	no	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================
323	reference-semantics/semantics/core.k	124	MPY-CORE	syntax	syntax_declaration		no	no	syntax KItem ::= #loadAll(Module)
324	reference-semantics/semantics/core.k	125	MPY-CORE	rule	ordinary_rule		no	no	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	reference-semantics/semantics/core.k	126	MPY-CORE	rule	ordinary_rule		no	no	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	reference-semantics/semantics/core.k	127	MPY-CORE	rule	ordinary_rule		no	no	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
327	reference-semantics/semantics/core.k	130	MPY-CORE	syntax	syntax_declaration		no	no	syntax KItem ::= #look(String, Int)
328	reference-semantics/semantics/core.k	131	MPY-CORE	rule	ordinary_rule		no	no	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	reference-semantics/semantics/core.k	132	MPY-CORE	rule	ordinary_rule		no	no	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)
330	reference-semantics/semantics/core.k	145	MPY-CORE	rule	priority_rule	priority(40)	no	no	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
331	reference-semantics/semantics/core.k	152	MPY-CORE	rule	ordinary_rule		no	no	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
332	reference-semantics/semantics/core.k	157	MPY-CORE	syntax	function_declaration	function, total	yes	yes	"syntax Scope ::= ""builtinsScope"" [function, total]"
333	reference-semantics/semantics/core.k	158	MPY-CORE	rule	ordinary_rule		no	no	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)"
334	reference-semantics/semantics/core.k	185	MPY-CORE	syntax	syntax_declaration		no	no	syntax ApplyK ::= toCall(Val)
335	reference-semantics/semantics/core.k	186	MPY-CORE	syntax	syntax_declaration		no	no	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	reference-semantics/semantics/core.k	189	MPY-CORE	rule	ordinary_rule		no	no	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	reference-semantics/semantics/core.k	190	MPY-CORE	rule	ordinary_rule		no	no	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	reference-semantics/semantics/core.k	191	MPY-CORE	rule	ordinary_rule		no	no	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
339	reference-semantics/semantics/core.k	194	MPY-CORE	rule	ordinary_rule		no	no	rule <k> Int(I:Int) => I ... </k>
340	reference-semantics/semantics/core.k	195	MPY-CORE	rule	ordinary_rule		no	no	rule <k> Bool(B:Bool) => B ... </k>
341	reference-semantics/semantics/core.k	196	MPY-CORE	rule	ordinary_rule		no	no	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
342	reference-semantics/semantics/core.k	199	MPY-CORE	syntax	function_declaration	function	no	yes	syntax Bool ::= truthy(Val) [function]
343	reference-semantics/semantics/core.k	200	MPY-CORE	rule	ordinary_rule		no	no	rule truthy(B:Bool) => B
344	reference-semantics/semantics/core.k	201	MPY-CORE	rule	ordinary_rule		no	no	rule truthy(noneV) => false
345	reference-semantics/semantics/core.k	202	MPY-CORE	rule	ordinary_rule		no	no	rule truthy(I:Int) => I =/=Int 0
346	reference-semantics/semantics/core.k	203	MPY-CORE	rule	ordinary_rule		no	no	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
347	reference-semantics/semantics/core.k	204	MPY-CORE	rule	ordinary_rule		no	no	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
348	reference-semantics/semantics/core.k	205	MPY-CORE	rule	ordinary_rule		no	no	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq) // ==== extensible operator dispatch (cases added by the construct modules) ==
349	reference-semantics/semantics/core.k	208	MPY-CORE	syntax	function_declaration	function	no	yes	syntax Val ::= applyUn(String, Val) [function]
350	reference-semantics/semantics/core.k	209	MPY-CORE	syntax	function_declaration	function	no	yes	syntax Val ::= applyBin(String, Val, Val) [function]
351	reference-semantics/semantics/core.k	210	MPY-CORE	syntax	function_declaration	function	no	yes	syntax Bool ::= applyCmp(String, Val, Val) [function] // ==== shared list helpers =================================================
352	reference-semantics/semantics/core.k	213	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax Vals ::= appendVal(Vals, Val) [function, total]
353	reference-semantics/semantics/core.k	214	MPY-CORE	rule	ordinary_rule		no	no	rule appendVal(.Vals, V:Val) => V , .Vals
354	reference-semantics/semantics/core.k	215	MPY-CORE	rule	ordinary_rule		no	no	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
355	reference-semantics/semantics/core.k	217	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
356	reference-semantics/semantics/core.k	218	MPY-CORE	rule	ordinary_rule		no	no	rule vals2valSeq(.Vals) => .ValSeq
357	reference-semantics/semantics/core.k	219	MPY-CORE	rule	ordinary_rule		no	no	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS)) // ==== shared sequence length (len / summaries across many modules) ======== // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)
358	reference-semantics/semantics/core.k	223	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax Int ::= vsLen(ValSeq) [function, total]
359	reference-semantics/semantics/core.k	224	MPY-CORE	rule	ordinary_rule		no	no	rule vsLen(.ValSeq) => 0
360	reference-semantics/semantics/core.k	225	MPY-CORE	rule	ordinary_rule		no	no	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
361	reference-semantics/semantics/core.k	227	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax Int ::= isLen(IntSeq) [function, total]
362	reference-semantics/semantics/core.k	228	MPY-CORE	rule	ordinary_rule		no	no	rule isLen(.IntSeq) => 0
363	reference-semantics/semantics/core.k	229	MPY-CORE	rule	ordinary_rule		no	no	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S) // in-bounds positional write (list subscript-assign); OOB leaves the seq unchanged // (valid programs write in-bounds — mirrors valSeqAt's total-but-underspecified stance)
364	reference-semantics/semantics/core.k	233	MPY-CORE	syntax	function_declaration	function, total	yes	yes	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
365	reference-semantics/semantics/core.k	234	MPY-CORE	rule	ordinary_rule		no	no	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
366	reference-semantics/semantics/core.k	235	MPY-CORE	rule	ordinary_rule		no	no	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
367	reference-semantics/semantics/core.k	236	MPY-CORE	rule	ordinary_rule		no	no	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
