id	scope	file	line	module	kind	classification	attributes	assessment	text
reference-semantics/semantics/controls.k:9	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	9	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k:12	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	12	MPY-CONTROLS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
reference-semantics/semantics/controls.k:20	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	20	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/controls.k:27	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	27	MPY-CONTROLS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/controls.k:35	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	35	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
reference-semantics/semantics/controls.k:36	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	36	MPY-CONTROLS	rule	operational-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k:37	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	37	MPY-CONTROLS	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k:38	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	38	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k:39	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	39	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
reference-semantics/semantics/controls.k:43	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	43	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
reference-semantics/semantics/controls.k:48	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	48	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k:51	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	51	MPY-CONTROLS	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k:52	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	52	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k:53	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	53	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k:54	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	54	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
reference-semantics/semantics/controls.k:57	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	57	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
reference-semantics/semantics/controls.k:59	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	59	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k:65	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	65	MPY-CONTROLS	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
reference-semantics/semantics/controls.k:69	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	69	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k:71	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	71	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k:72	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	72	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k:73	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	73	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
reference-semantics/semantics/controls.k:77	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	77	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k:78	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	78	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k:79	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	79	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
reference-semantics/semantics/controls.k:81	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	81	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k:85	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	85	MPY-CONTROLS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k:86	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	86	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k:87	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	87	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k:88	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	88	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k:89	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	89	MPY-CONTROLS	rule	operational-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k:90	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	90	MPY-CONTROLS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k:91	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	91	MPY-CONTROLS	rule	operational-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k:95	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	95	MPY-CONTROLS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k:98	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	98	MPY-CONTROLS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k:101	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	101	MPY-CONTROLS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k:106	launcher-trusted-supplied-semantics	reference-semantics/semantics/controls.k	106	MPY-CONTROLS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/core.k:13	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	13	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
reference-semantics/semantics/core.k:14	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	14	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
reference-semantics/semantics/core.k:15	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	15	MPY-CORE	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Str ::= str(IntSeq)
reference-semantics/semantics/core.k:18	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	18	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
reference-semantics/semantics/core.k:25	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	25	MPY-CORE	syntax	equational-symbol-declaration	function	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
reference-semantics/semantics/core.k:36	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	36	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax Parent ::= ""root"" | parent(Int)"
reference-semantics/semantics/core.k:37	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	37	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Scope ::= scope(Map, Parent)
reference-semantics/semantics/core.k:38	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	38	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax KResult ::= Val
reference-semantics/semantics/core.k:39	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	39	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Expr ::= Val // cooling puts results back into expression holes
reference-semantics/semantics/core.k:40	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	40	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax Vals ::= List{Val, "",""}"
reference-semantics/semantics/core.k:41	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	41	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
reference-semantics/semantics/core.k:42	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	42	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"syntax RetState ::= ""noRet"" | retV(Val)"
reference-semantics/semantics/core.k:49	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	49	MPY-CORE	configuration	configuration		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
reference-semantics/semantics/core.k:68	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	68	MPY-CORE	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k:69	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	69	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k:70	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	70	MPY-CORE	rule	equational-or-macro-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule isRefV(_:Val) => false [owise]
reference-semantics/semantics/core.k:75	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	75	MPY-CORE	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k:76	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	76	MPY-CORE	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k:77	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	77	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k:78	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	78	MPY-CORE	rule	equational-or-macro-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule isCellRef(_:Val) => false [owise]
reference-semantics/semantics/core.k:85	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	85	MPY-CORE	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
reference-semantics/semantics/core.k:95	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	95	MPY-CORE	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k:96	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	96	MPY-CORE	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k:97	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	97	MPY-CORE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k:98	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	98	MPY-CORE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
reference-semantics/semantics/core.k:100	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	100	MPY-CORE	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k:101	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	101	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k:102	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	102	MPY-CORE	rule	equational-or-macro-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule isKwV(_:Val) => false [owise]
reference-semantics/semantics/core.k:106	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	106	MPY-CORE	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k:107	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	107	MPY-CORE	syntax	equational-symbol-declaration	function	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k:108	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	108	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k:109	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	109	MPY-CORE	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k:110	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	110	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k:111	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	111	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k:113	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	113	MPY-CORE	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k:114	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	114	MPY-CORE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
