id	file	line	kind	attributes	target_scope	disposition	source
I0236	reference-semantics/semantics/concrete.k	42	syntax	function	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
I0237	reference-semantics/semantics/concrete.k	43	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
I0238	reference-semantics/semantics/concrete.k	44	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
I0239	reference-semantics/semantics/concrete.k	47	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
I0240	reference-semantics/semantics/concrete.k	51	syntax	function	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= kLt(Val, Val) [function]
I0241	reference-semantics/semantics/concrete.k	52	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule kLt(I1:Int, I2:Int) => I1 <Int I2
I0242	reference-semantics/semantics/concrete.k	53	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule kLt(F1:Float, F2:Float) => F1 <Float F2
I0243	reference-semantics/semantics/concrete.k	54	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
I0244	reference-semantics/semantics/concrete.k	56	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
I0245	reference-semantics/semantics/concrete.k	57	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule unpairVS(.ValSeq) => .ValSeq
I0246	reference-semantics/semantics/concrete.k	58	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
I0247	reference-semantics/semantics/concrete.k	59	rule	owise	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
I0248	reference-semantics/semantics/controls.k	9	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
I0249	reference-semantics/semantics/controls.k	12	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
I0250	reference-semantics/semantics/controls.k	20	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
I0251	reference-semantics/semantics/controls.k	27	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
I0252	reference-semantics/semantics/controls.k	35	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
I0253	reference-semantics/semantics/controls.k	36	rule	owise	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
I0254	reference-semantics/semantics/controls.k	37	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #bindImports(ParamNames)
I0255	reference-semantics/semantics/controls.k	38	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #bindImports(.ParamNames) => .K ... </k>
I0256	reference-semantics/semantics/controls.k	39	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
I0257	reference-semantics/semantics/controls.k	43	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)"
I0258	reference-semantics/semantics/controls.k	48	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
I0259	reference-semantics/semantics/controls.k	51	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #branch(Bool, Stmts, Stmts)
I0260	reference-semantics/semantics/controls.k	52	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
I0261	reference-semantics/semantics/controls.k	53	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
I0262	reference-semantics/semantics/controls.k	54	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
I0263	reference-semantics/semantics/controls.k	57	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
I0264	reference-semantics/semantics/controls.k	59	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
I0265	reference-semantics/semantics/controls.k	65	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
I0266	reference-semantics/semantics/controls.k	69	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
I0267	reference-semantics/semantics/controls.k	71	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
I0268	reference-semantics/semantics/controls.k	72	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
I0269	reference-semantics/semantics/controls.k	73	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
I0270	reference-semantics/semantics/controls.k	77	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
I0271	reference-semantics/semantics/controls.k	78	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
I0272	reference-semantics/semantics/controls.k	79	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
I0273	reference-semantics/semantics/controls.k	81	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
I0274	reference-semantics/semantics/controls.k	85	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
I0275	reference-semantics/semantics/controls.k	86	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> Continue => #cont ... </k>
I0276	reference-semantics/semantics/controls.k	87	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> Break => #brk ... </k>
I0277	reference-semantics/semantics/controls.k	88	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
I0278	reference-semantics/semantics/controls.k	89	rule	owise	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
I0279	reference-semantics/semantics/controls.k	90	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
I0280	reference-semantics/semantics/controls.k	91	rule	owise,priority	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
I0281	reference-semantics/semantics/controls.k	95	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
I0282	reference-semantics/semantics/controls.k	98	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
I0283	reference-semantics/semantics/controls.k	101	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
I0284	reference-semantics/semantics/controls.k	106	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
I0285	reference-semantics/semantics/core.k	13	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
I0286	reference-semantics/semantics/core.k	14	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
I0287	reference-semantics/semantics/core.k	15	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
I0288	reference-semantics/semantics/core.k	18	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
I0289	reference-semantics/semantics/core.k	25	syntax	function	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
I0290	reference-semantics/semantics/core.k	36	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax Parent ::= ""root"" | parent(Int)"
I0291	reference-semantics/semantics/core.k	37	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Scope ::= scope(Map, Parent)
I0292	reference-semantics/semantics/core.k	38	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax KResult ::= Val
I0293	reference-semantics/semantics/core.k	39	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Expr ::= Val // cooling puts results back into expression holes
I0294	reference-semantics/semantics/core.k	40	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax Vals ::= List{Val, "",""}"
I0295	reference-semantics/semantics/core.k	41	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
I0296	reference-semantics/semantics/core.k	42	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax RetState ::= ""noRet"" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup."
I0297	reference-semantics/semantics/core.k	49	configuration		TARGET_MATERIAL	ACCEPT_FIXED_CONFIGURATION	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate."
I0298	reference-semantics/semantics/core.k	68	syntax	function,total	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Bool ::= isRefV(Val) [function, total]
I0299	reference-semantics/semantics/core.k	69	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule isRefV(ref(_:Int)) => true
I0300	reference-semantics/semantics/core.k	70	rule	owise	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
I0301	reference-semantics/semantics/core.k	75	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax HeapVal ::= cellV(Val)
I0302	reference-semantics/semantics/core.k	76	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= isCellRef(Val) [function, total]
I0303	reference-semantics/semantics/core.k	77	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule isCellRef(cellRef(_:Int)) => true
I0304	reference-semantics/semantics/core.k	78	rule	function,owise	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The ""$cells"" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead."
I0305	reference-semantics/semantics/core.k	85	rule	priority	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)"
I0306	reference-semantics/semantics/core.k	95	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Val ::= kwV(String, Val)
I0307	reference-semantics/semantics/core.k	96	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #kwTag(String)
I0308	reference-semantics/semantics/core.k	97	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
I0309	reference-semantics/semantics/core.k	98	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
I0310	reference-semantics/semantics/core.k	100	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= isKwV(Val) [function, total]
I0311	reference-semantics/semantics/core.k	101	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule isKwV(kwV(_:String, _:Val)) => true
I0312	reference-semantics/semantics/core.k	102	rule	owise	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
I0313	reference-semantics/semantics/core.k	106	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Val ::= cellsMark(ParamNames)
I0314	reference-semantics/semantics/core.k	107	syntax	function	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax ParamNames ::= cellsOf(Val) [function]
I0315	reference-semantics/semantics/core.k	108	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
I0316	reference-semantics/semantics/core.k	109	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= pnMember(String, ParamNames) [function, total]
I0317	reference-semantics/semantics/core.k	110	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule pnMember(_:String, .ParamNames) => false
I0318	reference-semantics/semantics/core.k	111	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
I0319	reference-semantics/semantics/core.k	113	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #cellW(Val, Val)
I0320	reference-semantics/semantics/core.k	114	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
I0321	reference-semantics/semantics/core.k	117	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #alloc(Val)
I0322	reference-semantics/semantics/core.k	118	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================
I0323	reference-semantics/semantics/core.k	124	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #loadAll(Module)
I0324	reference-semantics/semantics/core.k	125	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
I0325	reference-semantics/semantics/core.k	126	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
I0326	reference-semantics/semantics/core.k	127	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
I0327	reference-semantics/semantics/core.k	130	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #look(String, Int)
I0328	reference-semantics/semantics/core.k	131	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
I0329	reference-semantics/semantics/core.k	132	rule	concrete,function,priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)
I0330	reference-semantics/semantics/core.k	145	rule	priority	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
I0331	reference-semantics/semantics/core.k	152	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
I0332	reference-semantics/semantics/core.k	157	syntax	function,total	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax Scope ::= ""builtinsScope"" [function, total]"
I0333	reference-semantics/semantics/core.k	158	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)"
I0334	reference-semantics/semantics/core.k	185	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax ApplyK ::= toCall(Val)
I0335	reference-semantics/semantics/core.k	186	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
I0336	reference-semantics/semantics/core.k	189	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
I0337	reference-semantics/semantics/core.k	190	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
I0338	reference-semantics/semantics/core.k	191	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
I0339	reference-semantics/semantics/core.k	194	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Int(I:Int) => I ... </k>
I0340	reference-semantics/semantics/core.k	195	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Bool(B:Bool) => B ... </k>
I0341	reference-semantics/semantics/core.k	196	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
I0342	reference-semantics/semantics/core.k	199	syntax	function	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Bool ::= truthy(Val) [function]
I0343	reference-semantics/semantics/core.k	200	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule truthy(B:Bool) => B
I0344	reference-semantics/semantics/core.k	201	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule truthy(noneV) => false
I0345	reference-semantics/semantics/core.k	202	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule truthy(I:Int) => I =/=Int 0
