file	kind	start_line	end_line	disposition	reason	source
reference-semantics/semantics/builtins.k	rule	251	251	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
reference-semantics/semantics/builtins.k	rule	252	252	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	rule	253	253	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
reference-semantics/semantics/builtins.k	rule	254	254	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	syntax	255	255	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	rule	256	256	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
reference-semantics/semantics/builtins.k	rule	257	259	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)
reference-semantics/semantics/builtins.k	rule	260	262	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)
reference-semantics/semantics/builtins.k	rule	263	264	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq)
reference-semantics/semantics/builtins.k	syntax	265	265	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Bool ::= inLevelE(String, String) [function, total]
reference-semantics/semantics/builtins.k	rule	266	266	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
reference-semantics/semantics/builtins.k	rule	267	267	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
reference-semantics/semantics/builtins.k	rule	268	268	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule inLevelE(_:String, _:String) => false [owise]
reference-semantics/semantics/builtins.k	syntax	269	269	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
reference-semantics/semantics/builtins.k	rule	270	270	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
reference-semantics/semantics/builtins.k	rule	271	271	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
reference-semantics/semantics/builtins.k	syntax	272	272	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k	rule	273	273	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
reference-semantics/semantics/builtins.k	rule	274	278	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
reference-semantics/semantics/builtins.k	syntax	279	279	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"syntax KItem ::= ""#md5"""
reference-semantics/semantics/builtins.k	rule	280	281	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k>"
reference-semantics/semantics/builtins.k	rule	282	282	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
reference-semantics/semantics/builtins.k	syntax	283	283	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Val ::= md5Obj(IntSeq)
reference-semantics/semantics/builtins.k	rule	284	284	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
reference-semantics/semantics/builtins.k	syntax	285	290	INSPECTED_FIXED_OPAQUE_UNREACHED	Opaque supplied declaration does not occur on the submitted program path.	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
reference-semantics/semantics/builtins.k	rule	291	291	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
reference-semantics/semantics/builtins.k	rule	292	292	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
reference-semantics/semantics/builtins.k	syntax	293	293	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
reference-semantics/semantics/builtins.k	rule	294	294	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule isIntV(_:Int)         => true
reference-semantics/semantics/builtins.k	rule	295	295	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule isIntV(_:Val)         => false [owise]
reference-semantics/semantics/builtins.k	rule	296	296	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule isStrV(str(_:IntSeq)) => true
reference-semantics/semantics/builtins.k	rule	297	297	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule isStrV(_:Val)         => false [owise]
reference-semantics/semantics/builtins.k	endmodule	298	298	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	endmodule
reference-semantics/semantics/call.k	module	10	10	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	module MPY-CALL
reference-semantics/semantics/call.k	imports	11	11	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-METHODS
reference-semantics/semantics/call.k	imports	12	12	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-BUILTINS
reference-semantics/semantics/call.k	imports	13	15	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-FUNCTIONS
reference-semantics/semantics/call.k	rule	16	18	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
reference-semantics/semantics/call.k	syntax	19	19	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax KItem ::= #callee(Exprs)
reference-semantics/semantics/call.k	rule	20	20	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
reference-semantics/semantics/call.k	rule	21	23	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
reference-semantics/semantics/call.k	rule	24	25	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
reference-semantics/semantics/call.k	rule	26	26	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
reference-semantics/semantics/call.k	rule	27	27	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
reference-semantics/semantics/call.k	rule	28	28	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
reference-semantics/semantics/call.k	rule	29	29	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
reference-semantics/semantics/call.k	rule	30	30	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
reference-semantics/semantics/call.k	rule	31	31	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
reference-semantics/semantics/call.k	rule	32	37	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
reference-semantics/semantics/call.k	rule	38	41	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals))
reference-semantics/semantics/call.k	rule	42	46	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals))
reference-semantics/semantics/call.k	rule	47	51	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals))
reference-semantics/semantics/call.k	syntax	52	52	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Bool ::= isMutMethod(String) [function, total]
reference-semantics/semantics/call.k	rule	53	55	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule isMutMethod(M:String)
reference-semantics/semantics/call.k	rule	56	62	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals)
reference-semantics/semantics/call.k	rule	63	68	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals))
reference-semantics/semantics/call.k	rule	69	79	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT
reference-semantics/semantics/call.k	rule	80	86	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT
reference-semantics/semantics/call.k	syntax	87	87	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax KItem ::= #allocCells(ParamNames)
reference-semantics/semantics/call.k	rule	88	88	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #allocCells(.ParamNames) => .K ... </k>
reference-semantics/semantics/call.k	rule	89	94	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k>
reference-semantics/semantics/call.k	endmodule	95	95	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	endmodule
reference-semantics/semantics/comprehension.k	module	3	3	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	module MPY-COMPREHENSION
reference-semantics/semantics/comprehension.k	imports	4	4	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	imports MPY-CORE
reference-semantics/semantics/comprehension.k	imports	5	5	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	imports MPY-OPERATORS
reference-semantics/semantics/comprehension.k	imports	6	6	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	imports MPY-LIST
reference-semantics/semantics/comprehension.k	imports	7	7	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	imports MPY-CONTROLS
reference-semantics/semantics/comprehension.k	imports	8	10	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	imports MPY-FUNCTIONS
reference-semantics/semantics/comprehension.k	rule	11	11	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	rule	12	13	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	syntax	14	14	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax Stmts ::= compBody(CompFors, Expr) [macro]
reference-semantics/semantics/comprehension.k	rule	15	17	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule compBody(Gs:CompFors, ELT:Expr)
reference-semantics/semantics/comprehension.k	syntax	18	18	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
reference-semantics/semantics/comprehension.k	rule	19	20	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule compNest(.CompFors, ELT:Expr)
reference-semantics/semantics/comprehension.k	rule	21	23	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr)
reference-semantics/semantics/comprehension.k	syntax	24	24	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	syntax Expr ::= compGuard(Exprs) [macro]
reference-semantics/semantics/comprehension.k	rule	25	25	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	rule compGuard(.Exprs)             => Bool(true)
reference-semantics/semantics/comprehension.k	rule	26	26	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
reference-semantics/semantics/comprehension.k	endmodule	27	27	INSPECTED_FIXED_UNREACHED	No submitted construct or proof state reaches this declaration.	endmodule
reference-semantics/semantics/concrete.k	module	8	8	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	module MPY-CONCRETE
reference-semantics/semantics/concrete.k	imports	9	12	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	imports MPY
reference-semantics/semantics/concrete.k	rule	13	15	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k>"
reference-semantics/semantics/concrete.k	rule	16	24	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k>"
reference-semantics/semantics/concrete.k	syntax	25	25	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	syntax Val ::= kvP(Val, Val)
reference-semantics/semantics/concrete.k	syntax	26	27	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool)
reference-semantics/semantics/concrete.k	rule	28	30	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals))"
reference-semantics/semantics/concrete.k	rule	31	33	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals))"
reference-semantics/semantics/concrete.k	rule	34	35	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool)
reference-semantics/semantics/concrete.k	rule	36	37	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)
reference-semantics/semantics/concrete.k	rule	38	41	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)
reference-semantics/semantics/concrete.k	syntax	42	42	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
reference-semantics/semantics/concrete.k	rule	43	43	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k	rule	44	46	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)
reference-semantics/semantics/concrete.k	rule	47	50	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)
reference-semantics/semantics/concrete.k	syntax	51	51	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	syntax Bool ::= kLt(Val, Val) [function]
reference-semantics/semantics/concrete.k	rule	52	52	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
reference-semantics/semantics/concrete.k	rule	53	53	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
reference-semantics/semantics/concrete.k	rule	54	55	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k	syntax	56	56	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
reference-semantics/semantics/concrete.k	rule	57	57	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	rule	58	58	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	rule	59	59	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/concrete.k	endmodule	60	60	INSPECTED_FIXED_CONCRETE_ONLY	Imported only by MPY-KRUN; absent from the target proof definition.	endmodule
reference-semantics/semantics/controls.k	module	3	3	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	module MPY-CONTROLS
reference-semantics/semantics/controls.k	imports	4	4	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-CORE
reference-semantics/semantics/controls.k	imports	5	5	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-TUPLE
reference-semantics/semantics/controls.k	imports	6	8	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-ITER
reference-semantics/semantics/controls.k	rule	9	11	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Assign(Name(X:String), V:Val) => .K ... </k>
reference-semantics/semantics/controls.k	rule	12	19	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>
