file	line	module	kind	attributes	statement
reference-semantics/semantics/builtins.k	260	MPY-BUILTINS	rule		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
reference-semantics/semantics/builtins.k	263	MPY-BUILTINS	rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
reference-semantics/semantics/builtins.k	265	MPY-BUILTINS	syntax	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
reference-semantics/semantics/builtins.k	266	MPY-BUILTINS	rule		"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String """
reference-semantics/semantics/builtins.k	267	MPY-BUILTINS	rule		"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
reference-semantics/semantics/builtins.k	268	MPY-BUILTINS	rule	owise	rule inLevelE(_:String, _:String) => false [owise]
reference-semantics/semantics/builtins.k	269	MPY-BUILTINS	syntax	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
reference-semantics/semantics/builtins.k	270	MPY-BUILTINS	rule		rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
reference-semantics/semantics/builtins.k	271	MPY-BUILTINS	rule		rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
reference-semantics/semantics/builtins.k	272	MPY-BUILTINS	syntax	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k	273	MPY-BUILTINS	rule		rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
reference-semantics/semantics/builtins.k	274	MPY-BUILTINS	rule		rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
reference-semantics/semantics/builtins.k	279	MPY-BUILTINS	syntax		"syntax KItem ::= ""#md5"""
reference-semantics/semantics/builtins.k	280	MPY-BUILTINS	rule	priority	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
reference-semantics/semantics/builtins.k	282	MPY-BUILTINS	rule		rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
reference-semantics/semantics/builtins.k	283	MPY-BUILTINS	syntax		syntax Val ::= md5Obj(IntSeq)
reference-semantics/semantics/builtins.k	284	MPY-BUILTINS	rule		"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
reference-semantics/semantics/builtins.k	285	MPY-BUILTINS	syntax	function,total	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
reference-semantics/semantics/builtins.k	291	MPY-BUILTINS	rule		"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
reference-semantics/semantics/builtins.k	292	MPY-BUILTINS	rule		"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
reference-semantics/semantics/builtins.k	293	MPY-BUILTINS	syntax	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
reference-semantics/semantics/builtins.k	294	MPY-BUILTINS	rule		rule isIntV(_:Int)         => true
reference-semantics/semantics/builtins.k	295	MPY-BUILTINS	rule	owise	rule isIntV(_:Val)         => false [owise]
reference-semantics/semantics/builtins.k	296	MPY-BUILTINS	rule		rule isStrV(str(_:IntSeq)) => true
reference-semantics/semantics/builtins.k	297	MPY-BUILTINS	rule	owise	rule isStrV(_:Val)         => false [owise]
reference-semantics/semantics/builtins.k	298	MPY-BUILTINS	endmodule		endmodule
reference-semantics/semantics/call.k	10	MPY-CALL	module		module MPY-CALL
reference-semantics/semantics/call.k	11	MPY-CALL	imports		imports MPY-METHODS
reference-semantics/semantics/call.k	12	MPY-CALL	imports		imports MPY-BUILTINS
reference-semantics/semantics/call.k	13	MPY-CALL	imports		imports MPY-FUNCTIONS
reference-semantics/semantics/call.k	16	MPY-CALL	rule		rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
reference-semantics/semantics/call.k	19	MPY-CALL	syntax		syntax KItem ::= #callee(Exprs)
reference-semantics/semantics/call.k	20	MPY-CALL	rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
reference-semantics/semantics/call.k	21	MPY-CALL	rule		rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
reference-semantics/semantics/call.k	24	MPY-CALL	rule		rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
reference-semantics/semantics/call.k	26	MPY-CALL	rule		"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
reference-semantics/semantics/call.k	27	MPY-CALL	rule		"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
reference-semantics/semantics/call.k	28	MPY-CALL	rule		"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
reference-semantics/semantics/call.k	29	MPY-CALL	rule		"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
reference-semantics/semantics/call.k	30	MPY-CALL	rule		"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
reference-semantics/semantics/call.k	31	MPY-CALL	rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
reference-semantics/semantics/call.k	32	MPY-CALL	rule		rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
reference-semantics/semantics/call.k	38	MPY-CALL	rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/call.k	42	MPY-CALL	rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
reference-semantics/semantics/call.k	47	MPY-CALL	rule	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/call.k	52	MPY-CALL	syntax	function,total	syntax Bool ::= isMutMethod(String) [function, total]
reference-semantics/semantics/call.k	53	MPY-CALL	rule		"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
reference-semantics/semantics/call.k	56	MPY-CALL	rule	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
reference-semantics/semantics/call.k	63	MPY-CALL	rule	priority	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
reference-semantics/semantics/call.k	69	MPY-CALL	rule		rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
reference-semantics/semantics/call.k	80	MPY-CALL	rule		"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
reference-semantics/semantics/call.k	87	MPY-CALL	syntax		syntax KItem ::= #allocCells(ParamNames)
reference-semantics/semantics/call.k	88	MPY-CALL	rule		rule <k> #allocCells(.ParamNames) => .K ... </k>
reference-semantics/semantics/call.k	89	MPY-CALL	rule		rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/call.k	95	MPY-CALL	endmodule		endmodule
reference-semantics/semantics/comprehension.k	3	MPY-COMPREHENSION	module		module MPY-COMPREHENSION
reference-semantics/semantics/comprehension.k	4	MPY-COMPREHENSION	imports		imports MPY-CORE
reference-semantics/semantics/comprehension.k	5	MPY-COMPREHENSION	imports		imports MPY-OPERATORS
reference-semantics/semantics/comprehension.k	6	MPY-COMPREHENSION	imports		imports MPY-LIST
reference-semantics/semantics/comprehension.k	7	MPY-COMPREHENSION	imports		imports MPY-CONTROLS
reference-semantics/semantics/comprehension.k	8	MPY-COMPREHENSION	imports		imports MPY-FUNCTIONS
reference-semantics/semantics/comprehension.k	11	MPY-COMPREHENSION	rule		rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	12	MPY-COMPREHENSION	rule		rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	14	MPY-COMPREHENSION	syntax	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
reference-semantics/semantics/comprehension.k	15	MPY-COMPREHENSION	rule		"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
reference-semantics/semantics/comprehension.k	18	MPY-COMPREHENSION	syntax	macro	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
reference-semantics/semantics/comprehension.k	19	MPY-COMPREHENSION	rule		"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
reference-semantics/semantics/comprehension.k	21	MPY-COMPREHENSION	rule		rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
reference-semantics/semantics/comprehension.k	24	MPY-COMPREHENSION	syntax	macro	syntax Expr ::= compGuard(Exprs) [macro]
reference-semantics/semantics/comprehension.k	25	MPY-COMPREHENSION	rule		rule compGuard(.Exprs)             => Bool(true)
reference-semantics/semantics/comprehension.k	26	MPY-COMPREHENSION	rule		"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
reference-semantics/semantics/comprehension.k	27	MPY-COMPREHENSION	endmodule		endmodule
reference-semantics/semantics/concrete.k	8	MPY-CONCRETE	module		module MPY-CONCRETE
reference-semantics/semantics/concrete.k	9	MPY-CONCRETE	imports		imports MPY
reference-semantics/semantics/concrete.k	13	MPY-CONCRETE	rule		"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
reference-semantics/semantics/concrete.k	16	MPY-CONCRETE	rule		"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
reference-semantics/semantics/concrete.k	25	MPY-CONCRETE	syntax		syntax Val ::= kvP(Val, Val)
reference-semantics/semantics/concrete.k	26	MPY-CONCRETE	syntax		syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
reference-semantics/semantics/concrete.k	28	MPY-CONCRETE	rule	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
reference-semantics/semantics/concrete.k	31	MPY-CONCRETE	rule	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
reference-semantics/semantics/concrete.k	34	MPY-CONCRETE	rule		rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
reference-semantics/semantics/concrete.k	36	MPY-CONCRETE	rule		rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
reference-semantics/semantics/concrete.k	38	MPY-CONCRETE	rule		rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
reference-semantics/semantics/concrete.k	42	MPY-CONCRETE	syntax	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
reference-semantics/semantics/concrete.k	43	MPY-CONCRETE	rule		rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k	44	MPY-CONCRETE	rule		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
reference-semantics/semantics/concrete.k	47	MPY-CONCRETE	rule		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
reference-semantics/semantics/concrete.k	51	MPY-CONCRETE	syntax	function	syntax Bool ::= kLt(Val, Val) [function]
reference-semantics/semantics/concrete.k	52	MPY-CONCRETE	rule		rule kLt(I1:Int, I2:Int)             => I1 <Int I2
reference-semantics/semantics/concrete.k	53	MPY-CONCRETE	rule		rule kLt(F1:Float, F2:Float)         => F1 <Float F2
reference-semantics/semantics/concrete.k	54	MPY-CONCRETE	rule		rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k	56	MPY-CONCRETE	syntax	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
reference-semantics/semantics/concrete.k	57	MPY-CONCRETE	rule		rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	58	MPY-CONCRETE	rule		rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	59	MPY-CONCRETE	rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/concrete.k	60	MPY-CONCRETE	endmodule		endmodule
reference-semantics/semantics/controls.k	3	MPY-CONTROLS	module		module MPY-CONTROLS
reference-semantics/semantics/controls.k	4	MPY-CONTROLS	imports		imports MPY-CORE
reference-semantics/semantics/controls.k	5	MPY-CONTROLS	imports		imports MPY-TUPLE
reference-semantics/semantics/controls.k	6	MPY-CONTROLS	imports		imports MPY-ITER
reference-semantics/semantics/controls.k	9	MPY-CONTROLS	rule		rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k	12	MPY-CONTROLS	rule	priority	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
reference-semantics/semantics/controls.k	20	MPY-CONTROLS	rule		rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/controls.k	27	MPY-CONTROLS	rule	priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/controls.k	35	MPY-CONTROLS	rule		"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
reference-semantics/semantics/controls.k	36	MPY-CONTROLS	rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k	37	MPY-CONTROLS	syntax		syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k	38	MPY-CONTROLS	rule		rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k	39	MPY-CONTROLS	rule		"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
reference-semantics/semantics/controls.k	43	MPY-CONTROLS	rule		"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
reference-semantics/semantics/controls.k	48	MPY-CONTROLS	rule		rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k	51	MPY-CONTROLS	syntax		syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k	52	MPY-CONTROLS	rule		rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k	53	MPY-CONTROLS	rule		rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k	54	MPY-CONTROLS	rule		rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
reference-semantics/semantics/controls.k	57	MPY-CONTROLS	rule		rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	59	MPY-CONTROLS	rule		rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k	65	MPY-CONTROLS	syntax		"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
reference-semantics/semantics/controls.k	69	MPY-CONTROLS	rule		rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k	71	MPY-CONTROLS	rule		rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k	72	MPY-CONTROLS	rule		rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	73	MPY-CONTROLS	rule		rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
reference-semantics/semantics/controls.k	77	MPY-CONTROLS	rule		rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k	78	MPY-CONTROLS	rule		rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k	79	MPY-CONTROLS	rule		rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	81	MPY-CONTROLS	rule		rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k	85	MPY-CONTROLS	rule		rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	86	MPY-CONTROLS	rule		rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k	87	MPY-CONTROLS	rule		rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k	88	MPY-CONTROLS	rule		rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	89	MPY-CONTROLS	rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	90	MPY-CONTROLS	rule		rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k	91	MPY-CONTROLS	rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	95	MPY-CONTROLS	rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	98	MPY-CONTROLS	rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	101	MPY-CONTROLS	rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	106	MPY-CONTROLS	rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	109	MPY-CONTROLS	endmodule		endmodule
reference-semantics/semantics/core.k	3	MPY-CORE	module		module MPY-CORE
reference-semantics/semantics/core.k	4	MPY-CORE	imports		imports MPY-SYNTAX
reference-semantics/semantics/core.k	5	MPY-CORE	imports		imports INT
reference-semantics/semantics/core.k	6	MPY-CORE	imports		imports BOOL
reference-semantics/semantics/core.k	7	MPY-CORE	imports		imports STRING
reference-semantics/semantics/core.k	8	MPY-CORE	imports		imports MAP
reference-semantics/semantics/core.k	9	MPY-CORE	imports		imports LIST
reference-semantics/semantics/core.k	10	MPY-CORE	imports		imports K-EQUAL
reference-semantics/semantics/core.k	13	MPY-CORE	syntax		"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
reference-semantics/semantics/core.k	14	MPY-CORE	syntax		"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
reference-semantics/semantics/core.k	15	MPY-CORE	syntax		syntax Str    ::= str(IntSeq)
reference-semantics/semantics/core.k	18	MPY-CORE	syntax		syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
reference-semantics/semantics/core.k	25	MPY-CORE	syntax		"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"
reference-semantics/semantics/core.k	36	MPY-CORE	syntax		"syntax Parent   ::= ""root"" | parent(Int)"
reference-semantics/semantics/core.k	37	MPY-CORE	syntax		syntax Scope    ::= scope(Map, Parent)
reference-semantics/semantics/core.k	38	MPY-CORE	syntax		syntax KResult  ::= Val
reference-semantics/semantics/core.k	39	MPY-CORE	syntax		syntax Expr     ::= Val
reference-semantics/semantics/core.k	40	MPY-CORE	syntax		"syntax Vals     ::= List{Val, "",""}"
reference-semantics/semantics/core.k	41	MPY-CORE	syntax		"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
reference-semantics/semantics/core.k	42	MPY-CORE	syntax		"syntax RetState ::= ""noRet"" | retV(Val)"
reference-semantics/semantics/core.k	49	MPY-CORE	configuration		"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
reference-semantics/semantics/core.k	68	MPY-CORE	syntax	function,total	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k	69	MPY-CORE	rule		rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k	70	MPY-CORE	rule	owise	rule isRefV(_:Val)      => false [owise]
reference-semantics/semantics/core.k	75	MPY-CORE	syntax		syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k	76	MPY-CORE	syntax	function,total	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k	77	MPY-CORE	rule		rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k	78	MPY-CORE	rule	owise	rule isCellRef(_:Val)          => false [owise]
reference-semantics/semantics/core.k	85	MPY-CORE	rule	priority	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
reference-semantics/semantics/core.k	95	MPY-CORE	syntax		syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k	96	MPY-CORE	syntax		syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k	97	MPY-CORE	rule		rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k	98	MPY-CORE	rule		rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
reference-semantics/semantics/core.k	100	MPY-CORE	syntax	function,total	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k	101	MPY-CORE	rule		rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k	102	MPY-CORE	rule	owise	rule isKwV(_:Val)                => false [owise]
reference-semantics/semantics/core.k	106	MPY-CORE	syntax		syntax Val ::= cellsMark(ParamNames)
