id	file	lines	kind	attributes	disposition	rationale
K0236	reference-semantics/semantics/concrete.k	42-42	syntax	function	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0237	reference-semantics/semantics/concrete.k	43-43	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0238	reference-semantics/semantics/concrete.k	44-46	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0239	reference-semantics/semantics/concrete.k	47-49	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0240	reference-semantics/semantics/concrete.k	51-51	syntax	function	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0241	reference-semantics/semantics/concrete.k	52-52	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0242	reference-semantics/semantics/concrete.k	53-53	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0243	reference-semantics/semantics/concrete.k	54-54	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0244	reference-semantics/semantics/concrete.k	56-56	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0245	reference-semantics/semantics/concrete.k	57-57	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0246	reference-semantics/semantics/concrete.k	58-58	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0247	reference-semantics/semantics/concrete.k	59-59	rule	owise	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0248	reference-semantics/semantics/controls.k	9-11	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0249	reference-semantics/semantics/controls.k	12-18	rule	priority	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0250	reference-semantics/semantics/controls.k	20-23	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0251	reference-semantics/semantics/controls.k	27-31	rule	priority	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0252	reference-semantics/semantics/controls.k	35-35	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0253	reference-semantics/semantics/controls.k	36-36	rule	owise	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0254	reference-semantics/semantics/controls.k	37-37	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0255	reference-semantics/semantics/controls.k	38-38	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0256	reference-semantics/semantics/controls.k	39-42	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0257	reference-semantics/semantics/controls.k	43-44	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0258	reference-semantics/semantics/controls.k	48-48	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0259	reference-semantics/semantics/controls.k	51-51	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0260	reference-semantics/semantics/controls.k	52-52	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0261	reference-semantics/semantics/controls.k	53-53	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0262	reference-semantics/semantics/controls.k	54-54	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0263	reference-semantics/semantics/controls.k	57-58	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0264	reference-semantics/semantics/controls.k	59-60	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0265	reference-semantics/semantics/controls.k	65-67	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0266	reference-semantics/semantics/controls.k	69-69	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0267	reference-semantics/semantics/controls.k	71-71	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0268	reference-semantics/semantics/controls.k	72-72	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0269	reference-semantics/semantics/controls.k	73-74	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0270	reference-semantics/semantics/controls.k	77-77	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0271	reference-semantics/semantics/controls.k	78-78	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0272	reference-semantics/semantics/controls.k	79-80	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0273	reference-semantics/semantics/controls.k	81-82	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0274	reference-semantics/semantics/controls.k	85-85	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0275	reference-semantics/semantics/controls.k	86-86	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0276	reference-semantics/semantics/controls.k	87-87	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0277	reference-semantics/semantics/controls.k	88-88	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0278	reference-semantics/semantics/controls.k	89-89	rule	owise	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0279	reference-semantics/semantics/controls.k	90-90	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0280	reference-semantics/semantics/controls.k	91-91	rule	owise	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0281	reference-semantics/semantics/controls.k	95-97	rule	priority	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0282	reference-semantics/semantics/controls.k	98-100	rule	priority	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0283	reference-semantics/semantics/controls.k	101-103	rule	priority	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0284	reference-semantics/semantics/controls.k	106-108	rule	priority	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0285	reference-semantics/semantics/core.k	13-13	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0286	reference-semantics/semantics/core.k	14-14	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0287	reference-semantics/semantics/core.k	15-15	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0288	reference-semantics/semantics/core.k	18-23	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0289	reference-semantics/semantics/core.k	25-34	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0290	reference-semantics/semantics/core.k	36-36	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0291	reference-semantics/semantics/core.k	37-37	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0292	reference-semantics/semantics/core.k	38-38	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0293	reference-semantics/semantics/core.k	39-39	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0294	reference-semantics/semantics/core.k	40-40	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0295	reference-semantics/semantics/core.k	41-41	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0296	reference-semantics/semantics/core.k	42-42	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0297	reference-semantics/semantics/core.k	49-60	configuration	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0298	reference-semantics/semantics/core.k	68-68	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0299	reference-semantics/semantics/core.k	69-69	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0300	reference-semantics/semantics/core.k	70-70	rule	owise	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0301	reference-semantics/semantics/core.k	75-75	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0302	reference-semantics/semantics/core.k	76-76	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0303	reference-semantics/semantics/core.k	77-77	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0304	reference-semantics/semantics/core.k	78-78	rule	owise	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0305	reference-semantics/semantics/core.k	85-90	rule	priority	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0306	reference-semantics/semantics/core.k	95-95	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0307	reference-semantics/semantics/core.k	96-96	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0308	reference-semantics/semantics/core.k	97-97	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0309	reference-semantics/semantics/core.k	98-99	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0310	reference-semantics/semantics/core.k	100-100	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0311	reference-semantics/semantics/core.k	101-101	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0312	reference-semantics/semantics/core.k	102-102	rule	owise	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0313	reference-semantics/semantics/core.k	106-106	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0314	reference-semantics/semantics/core.k	107-107	syntax	function	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0315	reference-semantics/semantics/core.k	108-108	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0316	reference-semantics/semantics/core.k	109-109	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0317	reference-semantics/semantics/core.k	110-110	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0318	reference-semantics/semantics/core.k	111-111	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0319	reference-semantics/semantics/core.k	113-113	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0320	reference-semantics/semantics/core.k	114-115	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0321	reference-semantics/semantics/core.k	117-117	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0322	reference-semantics/semantics/core.k	118-121	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0323	reference-semantics/semantics/core.k	124-124	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0324	reference-semantics/semantics/core.k	125-125	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0325	reference-semantics/semantics/core.k	126-126	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0326	reference-semantics/semantics/core.k	127-127	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0327	reference-semantics/semantics/core.k	130-130	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0328	reference-semantics/semantics/core.k	131-131	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0329	reference-semantics/semantics/core.k	132-134	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0330	reference-semantics/semantics/core.k	145-151	rule	priority	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0331	reference-semantics/semantics/core.k	152-154	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0332	reference-semantics/semantics/core.k	157-157	syntax	function,total	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0333	reference-semantics/semantics/core.k	158-181	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0334	reference-semantics/semantics/core.k	185-185	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0335	reference-semantics/semantics/core.k	186-188	syntax	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0336	reference-semantics/semantics/core.k	189-189	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0337	reference-semantics/semantics/core.k	190-190	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0338	reference-semantics/semantics/core.k	191-191	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0339	reference-semantics/semantics/core.k	194-194	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0340	reference-semantics/semantics/core.k	195-195	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0341	reference-semantics/semantics/core.k	196-196	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0342	reference-semantics/semantics/core.k	199-199	syntax	function	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0343	reference-semantics/semantics/core.k	200-200	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0344	reference-semantics/semantics/core.k	201-201	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0345	reference-semantics/semantics/core.k	202-202	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0346	reference-semantics/semantics/core.k	203-203	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0347	reference-semantics/semantics/core.k	204-204	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0348	reference-semantics/semantics/core.k	205-205	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0349	reference-semantics/semantics/core.k	208-208	syntax	function	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0350	reference-semantics/semantics/core.k	209-209	syntax	function	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0351	reference-semantics/semantics/core.k	210-210	syntax	function	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0352	reference-semantics/semantics/core.k	213-213	syntax	function,total	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0353	reference-semantics/semantics/core.k	214-214	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0354	reference-semantics/semantics/core.k	215-215	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0355	reference-semantics/semantics/core.k	217-217	syntax	function,total	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0356	reference-semantics/semantics/core.k	218-218	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0357	reference-semantics/semantics/core.k	219-219	rule	-	ACCEPTED_USED_FIXED_SEMANTICS	Part of the trusted supplied-semantics dependency slice for module loading, calls, integer evaluation, state, or control; checked against the submitted program's execution.
K0358	reference-semantics/semantics/core.k	223-223	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0359	reference-semantics/semantics/core.k	224-224	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0360	reference-semantics/semantics/core.k	225-225	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0361	reference-semantics/semantics/core.k	227-227	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0362	reference-semantics/semantics/core.k	228-228	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0363	reference-semantics/semantics/core.k	229-229	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0364	reference-semantics/semantics/core.k	233-233	syntax	function,total	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0365	reference-semantics/semantics/core.k	234-234	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0366	reference-semantics/semantics/core.k	235-235	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0367	reference-semantics/semantics/core.k	236-237	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0368	reference-semantics/semantics/core.k	238-239	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0369	reference-semantics/semantics/dict.k	20-20	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0370	reference-semantics/semantics/dict.k	23-25	syntax	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0371	reference-semantics/semantics/dict.k	26-26	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
K0372	reference-semantics/semantics/dict.k	27-27	rule	-	ACCEPTED_UNUSED_FIXED_SEMANTICS	Byte-identical trusted supplied-semantics declaration/rule; not reachable from solution.mpy or either reachability claim.
