id	file	line	end_line	module	kind	tags	text
K0159	reference-semantics/semantics/builtins.k	248	249	MPY-BUILTINS	rule	ordinary	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0160	reference-semantics/semantics/builtins.k	250	250	MPY-BUILTINS	syntax	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0161	reference-semantics/semantics/builtins.k	251	251	MPY-BUILTINS	rule	ordinary	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K0162	reference-semantics/semantics/builtins.k	252	252	MPY-BUILTINS	rule	ordinary	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0163	reference-semantics/semantics/builtins.k	253	253	MPY-BUILTINS	rule	ordinary	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K0164	reference-semantics/semantics/builtins.k	254	254	MPY-BUILTINS	rule	ordinary	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0165	reference-semantics/semantics/builtins.k	255	255	MPY-BUILTINS	syntax	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0166	reference-semantics/semantics/builtins.k	256	256	MPY-BUILTINS	rule	ordinary	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0167	reference-semantics/semantics/builtins.k	257	259	MPY-BUILTINS	rule	ordinary	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
K0168	reference-semantics/semantics/builtins.k	260	262	MPY-BUILTINS	rule	ordinary	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
K0169	reference-semantics/semantics/builtins.k	263	264	MPY-BUILTINS	rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0170	reference-semantics/semantics/builtins.k	265	265	MPY-BUILTINS	syntax	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
K0171	reference-semantics/semantics/builtins.k	266	266	MPY-BUILTINS	rule	ordinary	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String """
K0172	reference-semantics/semantics/builtins.k	267	267	MPY-BUILTINS	rule	ordinary	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
K0173	reference-semantics/semantics/builtins.k	268	268	MPY-BUILTINS	rule	owise	rule inLevelE(_:String, _:String) => false [owise]
K0174	reference-semantics/semantics/builtins.k	269	269	MPY-BUILTINS	syntax	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0175	reference-semantics/semantics/builtins.k	270	270	MPY-BUILTINS	rule	ordinary	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0176	reference-semantics/semantics/builtins.k	271	271	MPY-BUILTINS	rule	ordinary	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0177	reference-semantics/semantics/builtins.k	272	272	MPY-BUILTINS	syntax	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0178	reference-semantics/semantics/builtins.k	273	273	MPY-BUILTINS	rule	ordinary	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0179	reference-semantics/semantics/builtins.k	274	278	MPY-BUILTINS	rule	ordinary	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K0180	reference-semantics/semantics/builtins.k	279	279	MPY-BUILTINS	syntax		"syntax KItem ::= ""#md5"""
K0181	reference-semantics/semantics/builtins.k	280	281	MPY-BUILTINS	rule	priority,ordinary	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
K0182	reference-semantics/semantics/builtins.k	282	282	MPY-BUILTINS	rule	ordinary	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0183	reference-semantics/semantics/builtins.k	283	283	MPY-BUILTINS	syntax		syntax Val ::= md5Obj(IntSeq)
K0184	reference-semantics/semantics/builtins.k	284	284	MPY-BUILTINS	rule	ordinary	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
K0185	reference-semantics/semantics/builtins.k	285	290	MPY-BUILTINS	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0186	reference-semantics/semantics/builtins.k	291	291	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
K0187	reference-semantics/semantics/builtins.k	292	292	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
K0188	reference-semantics/semantics/builtins.k	293	293	MPY-BUILTINS	syntax	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0189	reference-semantics/semantics/builtins.k	294	294	MPY-BUILTINS	rule	ordinary	rule isIntV(_:Int) => true
K0190	reference-semantics/semantics/builtins.k	295	295	MPY-BUILTINS	rule	owise	rule isIntV(_:Val) => false [owise]
K0191	reference-semantics/semantics/builtins.k	296	296	MPY-BUILTINS	rule	ordinary	rule isStrV(str(_:IntSeq)) => true
K0192	reference-semantics/semantics/builtins.k	297	297	MPY-BUILTINS	rule	owise	rule isStrV(_:Val) => false [owise]
K0193	reference-semantics/semantics/call.k	16	18	MPY-CALL	rule	ordinary	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
K0194	reference-semantics/semantics/call.k	19	19	MPY-CALL	syntax		syntax KItem ::= #callee(Exprs)
K0195	reference-semantics/semantics/call.k	20	20	MPY-CALL	rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K0196	reference-semantics/semantics/call.k	21	23	MPY-CALL	rule	ordinary	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
K0197	reference-semantics/semantics/call.k	24	25	MPY-CALL	rule	ordinary	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K0198	reference-semantics/semantics/call.k	26	26	MPY-CALL	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
K0199	reference-semantics/semantics/call.k	27	27	MPY-CALL	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
K0200	reference-semantics/semantics/call.k	28	28	MPY-CALL	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
K0201	reference-semantics/semantics/call.k	29	29	MPY-CALL	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
K0202	reference-semantics/semantics/call.k	30	30	MPY-CALL	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
K0203	reference-semantics/semantics/call.k	31	31	MPY-CALL	rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K0204	reference-semantics/semantics/call.k	32	37	MPY-CALL	rule	ordinary	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
K0205	reference-semantics/semantics/call.k	38	41	MPY-CALL	rule	priority,ordinary	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0206	reference-semantics/semantics/call.k	42	46	MPY-CALL	rule	priority,ordinary	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
K0207	reference-semantics/semantics/call.k	47	51	MPY-CALL	rule	priority,ordinary	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0208	reference-semantics/semantics/call.k	52	52	MPY-CALL	syntax	function,total	syntax Bool ::= isMutMethod(String) [function, total]
K0209	reference-semantics/semantics/call.k	53	55	MPY-CALL	rule	ordinary	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
K0210	reference-semantics/semantics/call.k	56	62	MPY-CALL	rule	priority,ordinary	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
K0211	reference-semantics/semantics/call.k	63	68	MPY-CALL	rule	priority,ordinary	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
K0212	reference-semantics/semantics/call.k	69	79	MPY-CALL	rule	ordinary	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0213	reference-semantics/semantics/call.k	80	86	MPY-CALL	rule	ordinary	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
K0214	reference-semantics/semantics/call.k	87	87	MPY-CALL	syntax		syntax KItem ::= #allocCells(ParamNames)
K0215	reference-semantics/semantics/call.k	88	88	MPY-CALL	rule	ordinary	rule <k> #allocCells(.ParamNames) => .K ... </k>
K0216	reference-semantics/semantics/call.k	89	94	MPY-CALL	rule	ordinary	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0217	reference-semantics/semantics/comprehension.k	11	11	MPY-COMPREHENSION	rule	ordinary	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0218	reference-semantics/semantics/comprehension.k	12	13	MPY-COMPREHENSION	rule	ordinary	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0219	reference-semantics/semantics/comprehension.k	14	14	MPY-COMPREHENSION	syntax	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K0220	reference-semantics/semantics/comprehension.k	15	17	MPY-COMPREHENSION	rule	ordinary	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
K0221	reference-semantics/semantics/comprehension.k	18	18	MPY-COMPREHENSION	syntax	macro,macro-rec	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K0222	reference-semantics/semantics/comprehension.k	19	20	MPY-COMPREHENSION	rule	ordinary	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
K0223	reference-semantics/semantics/comprehension.k	21	23	MPY-COMPREHENSION	rule	ordinary	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K0224	reference-semantics/semantics/comprehension.k	24	24	MPY-COMPREHENSION	syntax	macro	syntax Expr ::= compGuard(Exprs) [macro]
K0225	reference-semantics/semantics/comprehension.k	25	25	MPY-COMPREHENSION	rule	ordinary	rule compGuard(.Exprs) => Bool(true)
K0226	reference-semantics/semantics/comprehension.k	26	26	MPY-COMPREHENSION	rule	ordinary	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
K0227	reference-semantics/semantics/concrete.k	13	15	MPY-CONCRETE	rule	ordinary	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
K0228	reference-semantics/semantics/concrete.k	16	24	MPY-CONCRETE	rule	ordinary	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
K0229	reference-semantics/semantics/concrete.k	25	25	MPY-CONCRETE	syntax		syntax Val ::= kvP(Val, Val)
K0230	reference-semantics/semantics/concrete.k	26	27	MPY-CONCRETE	syntax		syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K0231	reference-semantics/semantics/concrete.k	28	30	MPY-CONCRETE	rule	priority,ordinary	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
K0232	reference-semantics/semantics/concrete.k	31	33	MPY-CONCRETE	rule	priority,ordinary	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
K0233	reference-semantics/semantics/concrete.k	34	35	MPY-CONCRETE	rule	ordinary	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K0234	reference-semantics/semantics/concrete.k	36	37	MPY-CONCRETE	rule	ordinary	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K0235	reference-semantics/semantics/concrete.k	38	41	MPY-CONCRETE	rule	ordinary	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
K0236	reference-semantics/semantics/concrete.k	42	42	MPY-CONCRETE	syntax	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K0237	reference-semantics/semantics/concrete.k	43	43	MPY-CONCRETE	rule	ordinary	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K0238	reference-semantics/semantics/concrete.k	44	46	MPY-CONCRETE	rule	ordinary	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
K0239	reference-semantics/semantics/concrete.k	47	50	MPY-CONCRETE	rule	ordinary	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
K0240	reference-semantics/semantics/concrete.k	51	51	MPY-CONCRETE	syntax	function	syntax Bool ::= kLt(Val, Val) [function]
K0241	reference-semantics/semantics/concrete.k	52	52	MPY-CONCRETE	rule	ordinary	rule kLt(I1:Int, I2:Int) => I1 <Int I2
K0242	reference-semantics/semantics/concrete.k	53	53	MPY-CONCRETE	rule	ordinary	rule kLt(F1:Float, F2:Float) => F1 <Float F2
K0243	reference-semantics/semantics/concrete.k	54	55	MPY-CONCRETE	rule	ordinary	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0244	reference-semantics/semantics/concrete.k	56	56	MPY-CONCRETE	syntax	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K0245	reference-semantics/semantics/concrete.k	57	57	MPY-CONCRETE	rule	ordinary	rule unpairVS(.ValSeq) => .ValSeq
K0246	reference-semantics/semantics/concrete.k	58	58	MPY-CONCRETE	rule	ordinary	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0247	reference-semantics/semantics/concrete.k	59	59	MPY-CONCRETE	rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0248	reference-semantics/semantics/controls.k	9	11	MPY-CONTROLS	rule	ordinary	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0249	reference-semantics/semantics/controls.k	12	19	MPY-CONTROLS	rule	priority,ordinary	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
K0250	reference-semantics/semantics/controls.k	20	26	MPY-CONTROLS	rule	ordinary	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
K0251	reference-semantics/semantics/controls.k	27	34	MPY-CONTROLS	rule	priority,ordinary	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
K0252	reference-semantics/semantics/controls.k	35	35	MPY-CONTROLS	rule	ordinary	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
K0253	reference-semantics/semantics/controls.k	36	36	MPY-CONTROLS	rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0254	reference-semantics/semantics/controls.k	37	37	MPY-CONTROLS	syntax		syntax KItem ::= #bindImports(ParamNames)
K0255	reference-semantics/semantics/controls.k	38	38	MPY-CONTROLS	rule	ordinary	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0256	reference-semantics/semantics/controls.k	39	42	MPY-CONTROLS	rule	ordinary	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
K0257	reference-semantics/semantics/controls.k	43	47	MPY-CONTROLS	rule	ordinary	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
K0258	reference-semantics/semantics/controls.k	48	50	MPY-CONTROLS	rule	ordinary	rule <k> Expr(_:Val) => .K ... </k>
K0259	reference-semantics/semantics/controls.k	51	51	MPY-CONTROLS	syntax		syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0260	reference-semantics/semantics/controls.k	52	52	MPY-CONTROLS	rule	ordinary	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0261	reference-semantics/semantics/controls.k	53	53	MPY-CONTROLS	rule	ordinary	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K0262	reference-semantics/semantics/controls.k	54	56	MPY-CONTROLS	rule	ordinary	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0263	reference-semantics/semantics/controls.k	57	58	MPY-CONTROLS	rule	ordinary	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
K0264	reference-semantics/semantics/controls.k	59	64	MPY-CONTROLS	rule	ordinary	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
K0265	reference-semantics/semantics/controls.k	65	68	MPY-CONTROLS	syntax		"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
K0266	reference-semantics/semantics/controls.k	69	70	MPY-CONTROLS	rule	ordinary	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0267	reference-semantics/semantics/controls.k	71	71	MPY-CONTROLS	rule	ordinary	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0268	reference-semantics/semantics/controls.k	72	72	MPY-CONTROLS	rule	ordinary	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0269	reference-semantics/semantics/controls.k	73	76	MPY-CONTROLS	rule	ordinary	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0270	reference-semantics/semantics/controls.k	77	77	MPY-CONTROLS	rule	ordinary	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0271	reference-semantics/semantics/controls.k	78	78	MPY-CONTROLS	rule	ordinary	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0272	reference-semantics/semantics/controls.k	79	80	MPY-CONTROLS	rule	ordinary	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
K0273	reference-semantics/semantics/controls.k	81	84	MPY-CONTROLS	rule	ordinary	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
K0274	reference-semantics/semantics/controls.k	85	85	MPY-CONTROLS	rule	ordinary	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0275	reference-semantics/semantics/controls.k	86	86	MPY-CONTROLS	rule	ordinary	rule <k> Continue => #cont ... </k>
K0276	reference-semantics/semantics/controls.k	87	87	MPY-CONTROLS	rule	ordinary	rule <k> Break => #brk ... </k>
K0277	reference-semantics/semantics/controls.k	88	88	MPY-CONTROLS	rule	ordinary	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0278	reference-semantics/semantics/controls.k	89	89	MPY-CONTROLS	rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0279	reference-semantics/semantics/controls.k	90	90	MPY-CONTROLS	rule	ordinary	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0280	reference-semantics/semantics/controls.k	91	94	MPY-CONTROLS	rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0281	reference-semantics/semantics/controls.k	95	97	MPY-CONTROLS	rule	priority,ordinary	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	reference-semantics/semantics/controls.k	98	100	MPY-CONTROLS	rule	priority,ordinary	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	reference-semantics/semantics/controls.k	101	105	MPY-CONTROLS	rule	priority,ordinary	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0284	reference-semantics/semantics/controls.k	106	108	MPY-CONTROLS	rule	priority,ordinary	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0285	reference-semantics/semantics/core.k	13	13	MPY-CORE	syntax		"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
K0286	reference-semantics/semantics/core.k	14	14	MPY-CORE	syntax		"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
K0287	reference-semantics/semantics/core.k	15	17	MPY-CORE	syntax		syntax Str ::= str(IntSeq)
K0288	reference-semantics/semantics/core.k	18	24	MPY-CORE	syntax		syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0289	reference-semantics/semantics/core.k	25	35	MPY-CORE	syntax		"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"
K0290	reference-semantics/semantics/core.k	36	36	MPY-CORE	syntax		"syntax Parent ::= ""root"" | parent(Int)"
K0291	reference-semantics/semantics/core.k	37	37	MPY-CORE	syntax		syntax Scope ::= scope(Map, Parent)
K0292	reference-semantics/semantics/core.k	38	38	MPY-CORE	syntax		syntax KResult ::= Val
K0293	reference-semantics/semantics/core.k	39	39	MPY-CORE	syntax		syntax Expr ::= Val
K0294	reference-semantics/semantics/core.k	40	40	MPY-CORE	syntax		"syntax Vals ::= List{Val, "",""}"
K0295	reference-semantics/semantics/core.k	41	41	MPY-CORE	syntax		"syntax Exc ::= ""NoExc"" | ""AssertionError"""
K0296	reference-semantics/semantics/core.k	42	48	MPY-CORE	syntax		"syntax RetState ::= ""noRet"" | retV(Val)"
