id	file	start_line	end_line	kind	attributes	review_class	decision	text
reference-semantics/semantics/comprehension.k:27:endmodule:17	reference-semantics/semantics/comprehension.k	27	27	endmodule		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	endmodule
reference-semantics/semantics/concrete.k:8:module:1	reference-semantics/semantics/concrete.k	8	8	module		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	module MPY-CONCRETE
reference-semantics/semantics/concrete.k:9:imports:2	reference-semantics/semantics/concrete.k	9	9	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MPY
reference-semantics/semantics/concrete.k:13:rule:3	reference-semantics/semantics/concrete.k	13	15	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
reference-semantics/semantics/concrete.k:16:rule:4	reference-semantics/semantics/concrete.k	16	18	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
reference-semantics/semantics/concrete.k:25:syntax:5	reference-semantics/semantics/concrete.k	25	25	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Val ::= kvP(Val, Val)
reference-semantics/semantics/concrete.k:26:syntax:6	reference-semantics/semantics/concrete.k	26	27	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
reference-semantics/semantics/concrete.k:28:rule:7	reference-semantics/semantics/concrete.k	28	30	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
reference-semantics/semantics/concrete.k:31:rule:8	reference-semantics/semantics/concrete.k	31	33	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
reference-semantics/semantics/concrete.k:34:rule:9	reference-semantics/semantics/concrete.k	34	35	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
reference-semantics/semantics/concrete.k:36:rule:10	reference-semantics/semantics/concrete.k	36	37	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
reference-semantics/semantics/concrete.k:38:rule:11	reference-semantics/semantics/concrete.k	38	40	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
reference-semantics/semantics/concrete.k:42:syntax:12	reference-semantics/semantics/concrete.k	42	42	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
reference-semantics/semantics/concrete.k:43:rule:13	reference-semantics/semantics/concrete.k	43	43	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k:44:rule:14	reference-semantics/semantics/concrete.k	44	46	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
reference-semantics/semantics/concrete.k:47:rule:15	reference-semantics/semantics/concrete.k	47	49	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
reference-semantics/semantics/concrete.k:51:syntax:16	reference-semantics/semantics/concrete.k	51	51	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= kLt(Val, Val) [function]
reference-semantics/semantics/concrete.k:52:rule:17	reference-semantics/semantics/concrete.k	52	52	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule kLt(I1:Int, I2:Int) => I1 <Int I2
reference-semantics/semantics/concrete.k:53:rule:18	reference-semantics/semantics/concrete.k	53	53	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule kLt(F1:Float, F2:Float) => F1 <Float F2
reference-semantics/semantics/concrete.k:54:rule:19	reference-semantics/semantics/concrete.k	54	54	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k:56:syntax:20	reference-semantics/semantics/concrete.k	56	56	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
reference-semantics/semantics/concrete.k:57:rule:21	reference-semantics/semantics/concrete.k	57	57	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k:58:rule:22	reference-semantics/semantics/concrete.k	58	58	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k:59:rule:23	reference-semantics/semantics/concrete.k	59	59	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/concrete.k:60:endmodule:24	reference-semantics/semantics/concrete.k	60	60	endmodule		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	endmodule
reference-semantics/semantics/controls.k:3:module:1	reference-semantics/semantics/controls.k	3	3	module		MATERIAL_SCAFFOLD	ACCEPT: fixed-semantics module/import scaffolding	module MPY-CONTROLS
reference-semantics/semantics/controls.k:4:imports:2	reference-semantics/semantics/controls.k	4	4	imports		MATERIAL_SCAFFOLD	ACCEPT: fixed-semantics module/import scaffolding	imports MPY-CORE
reference-semantics/semantics/controls.k:5:imports:3	reference-semantics/semantics/controls.k	5	5	imports		MATERIAL_SCAFFOLD	ACCEPT: fixed-semantics module/import scaffolding	imports MPY-TUPLE
reference-semantics/semantics/controls.k:6:imports:4	reference-semantics/semantics/controls.k	6	6	imports		MATERIAL_SCAFFOLD	ACCEPT: fixed-semantics module/import scaffolding	imports MPY-ITER
reference-semantics/semantics/controls.k:9:rule:5	reference-semantics/semantics/controls.k	9	11	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k:12:rule:6	reference-semantics/semantics/controls.k	12	18	rule	priority	MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
reference-semantics/semantics/controls.k:20:rule:7	reference-semantics/semantics/controls.k	20	23	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/controls.k:27:rule:8	reference-semantics/semantics/controls.k	27	31	rule	priority	MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/controls.k:35:rule:9	reference-semantics/semantics/controls.k	35	35	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
reference-semantics/semantics/controls.k:36:rule:10	reference-semantics/semantics/controls.k	36	36	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k:37:syntax:11	reference-semantics/semantics/controls.k	37	37	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k:38:rule:12	reference-semantics/semantics/controls.k	38	38	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k:39:rule:13	reference-semantics/semantics/controls.k	39	42	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
reference-semantics/semantics/controls.k:43:rule:14	reference-semantics/semantics/controls.k	43	44	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
reference-semantics/semantics/controls.k:48:rule:15	reference-semantics/semantics/controls.k	48	48	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k:51:syntax:16	reference-semantics/semantics/controls.k	51	51	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax KItem ::= #branch(Bool, Stmts, Stmts)
reference-semantics/semantics/controls.k:52:rule:17	reference-semantics/semantics/controls.k	52	52	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k:53:rule:18	reference-semantics/semantics/controls.k	53	53	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k:54:rule:19	reference-semantics/semantics/controls.k	54	54	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
reference-semantics/semantics/controls.k:57:rule:20	reference-semantics/semantics/controls.k	57	58	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
reference-semantics/semantics/controls.k:59:rule:21	reference-semantics/semantics/controls.k	59	60	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k:65:syntax:22	reference-semantics/semantics/controls.k	65	67	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
reference-semantics/semantics/controls.k:69:rule:23	reference-semantics/semantics/controls.k	69	69	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k:71:rule:24	reference-semantics/semantics/controls.k	71	71	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k:72:rule:25	reference-semantics/semantics/controls.k	72	72	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k:73:rule:26	reference-semantics/semantics/controls.k	73	74	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
reference-semantics/semantics/controls.k:77:rule:27	reference-semantics/semantics/controls.k	77	77	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k:78:rule:28	reference-semantics/semantics/controls.k	78	78	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k:79:rule:29	reference-semantics/semantics/controls.k	79	80	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
reference-semantics/semantics/controls.k:81:rule:30	reference-semantics/semantics/controls.k	81	82	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
reference-semantics/semantics/controls.k:85:rule:31	reference-semantics/semantics/controls.k	85	85	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k:86:rule:32	reference-semantics/semantics/controls.k	86	86	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k:87:rule:33	reference-semantics/semantics/controls.k	87	87	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k:88:rule:34	reference-semantics/semantics/controls.k	88	88	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k:89:rule:35	reference-semantics/semantics/controls.k	89	89	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k:90:rule:36	reference-semantics/semantics/controls.k	90	90	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k:91:rule:37	reference-semantics/semantics/controls.k	91	91	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k:95:rule:38	reference-semantics/semantics/controls.k	95	97	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k:98:rule:39	reference-semantics/semantics/controls.k	98	100	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k:101:rule:40	reference-semantics/semantics/controls.k	101	103	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k:106:rule:41	reference-semantics/semantics/controls.k	106	108	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k:109:endmodule:42	reference-semantics/semantics/controls.k	109	109	endmodule		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	endmodule
reference-semantics/semantics/core.k:3:module:1	reference-semantics/semantics/core.k	3	3	module		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	module MPY-CORE
reference-semantics/semantics/core.k:4:imports:2	reference-semantics/semantics/core.k	4	4	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MPY-SYNTAX
reference-semantics/semantics/core.k:5:imports:3	reference-semantics/semantics/core.k	5	5	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports INT
reference-semantics/semantics/core.k:6:imports:4	reference-semantics/semantics/core.k	6	6	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports BOOL
reference-semantics/semantics/core.k:7:imports:5	reference-semantics/semantics/core.k	7	7	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports STRING
reference-semantics/semantics/core.k:8:imports:6	reference-semantics/semantics/core.k	8	8	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MAP
reference-semantics/semantics/core.k:9:imports:7	reference-semantics/semantics/core.k	9	9	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports LIST
reference-semantics/semantics/core.k:10:imports:8	reference-semantics/semantics/core.k	10	10	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports K-EQUAL
reference-semantics/semantics/core.k:13:syntax:9	reference-semantics/semantics/core.k	13	13	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
reference-semantics/semantics/core.k:14:syntax:10	reference-semantics/semantics/core.k	14	14	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
reference-semantics/semantics/core.k:15:syntax:11	reference-semantics/semantics/core.k	15	15	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Str ::= str(IntSeq)
reference-semantics/semantics/core.k:18:syntax:12	reference-semantics/semantics/core.k	18	23	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
reference-semantics/semantics/core.k:25:syntax:13	reference-semantics/semantics/core.k	25	34	syntax	function	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
reference-semantics/semantics/core.k:36:syntax:14	reference-semantics/semantics/core.k	36	36	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax Parent ::= ""root"" | parent(Int)"
reference-semantics/semantics/core.k:37:syntax:15	reference-semantics/semantics/core.k	37	37	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Scope ::= scope(Map, Parent)
reference-semantics/semantics/core.k:38:syntax:16	reference-semantics/semantics/core.k	38	38	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax KResult ::= Val
reference-semantics/semantics/core.k:39:syntax:17	reference-semantics/semantics/core.k	39	39	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Expr ::= Val // cooling puts results back into expression holes
reference-semantics/semantics/core.k:40:syntax:18	reference-semantics/semantics/core.k	40	40	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax Vals ::= List{Val, "",""}"
reference-semantics/semantics/core.k:41:syntax:19	reference-semantics/semantics/core.k	41	41	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
reference-semantics/semantics/core.k:42:syntax:20	reference-semantics/semantics/core.k	42	42	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	"syntax RetState ::= ""noRet"" | retV(Val)"
reference-semantics/semantics/core.k:49:configuration:21	reference-semantics/semantics/core.k	49	60	configuration		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
reference-semantics/semantics/core.k:68:syntax:22	reference-semantics/semantics/core.k	68	68	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= isRefV(Val) [function, total]
reference-semantics/semantics/core.k:69:rule:23	reference-semantics/semantics/core.k	69	69	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k:70:rule:24	reference-semantics/semantics/core.k	70	70	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule isRefV(_:Val) => false [owise]
reference-semantics/semantics/core.k:75:syntax:25	reference-semantics/semantics/core.k	75	75	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k:76:syntax:26	reference-semantics/semantics/core.k	76	76	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= isCellRef(Val) [function, total]
reference-semantics/semantics/core.k:77:rule:27	reference-semantics/semantics/core.k	77	77	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule isCellRef(cellRef(_:Int)) => true
