file	start_line	end_line	classification	statement	use_scope	assessment	rationale
reference-semantics/semantics/call.k	30	30	rule,ordinary	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	31	31	rule,owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	32	37	rule,ordinary	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	38	41	rule,priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	42	46	rule,priority	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	47	51	rule,priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	52	52	syntax,function,total	syntax Bool ::= isMutMethod(String) [function, total]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	53	55	rule,ordinary	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	56	62	rule,priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	63	68	rule,priority	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	69	79	rule,ordinary	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	80	86	rule,ordinary	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	87	87	syntax	syntax KItem ::= #allocCells(ParamNames)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	88	88	rule,ordinary	rule <k> #allocCells(.ParamNames) => .K ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/call.k	89	94	rule,ordinary	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	11	11	rule,ordinary	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	12	13	rule,ordinary	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	14	14	syntax,macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	15	17	rule,ordinary	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	18	18	syntax,macro,macro-rec	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	19	20	rule,ordinary	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	21	23	rule,ordinary	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	24	24	syntax,macro	syntax Expr ::= compGuard(Exprs) [macro]	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	25	25	rule,ordinary	rule compGuard(.Exprs) => Bool(true)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/comprehension.k	26	26	rule,ordinary	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	13	15	rule,ordinary	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	16	24	rule,ordinary	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	25	25	syntax	syntax Val ::= kvP(Val, Val)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	26	27	syntax	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	28	30	rule,priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	31	33	rule,priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	34	35	rule,ordinary	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	36	37	rule,ordinary	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	38	41	rule,ordinary	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	42	42	syntax,function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	43	43	rule,ordinary	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	44	46	rule,ordinary	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	47	50	rule,ordinary	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	51	51	syntax,function	syntax Bool ::= kLt(Val, Val) [function]	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	52	52	rule,ordinary	rule kLt(I1:Int, I2:Int) => I1 <Int I2	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	53	53	rule,ordinary	rule kLt(F1:Float, F2:Float) => F1 <Float F2	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	54	55	rule,ordinary	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	56	56	syntax,function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	57	57	rule,ordinary	rule unpairVS(.ValSeq) => .ValSeq	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	58	58	rule,ordinary	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/concrete.k	59	59	rule,owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]	selected-baseline; unused by this submitted program	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	9	11	rule,ordinary	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	12	19	rule,priority	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	20	26	rule,ordinary	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	27	34	rule,priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	35	35	rule,ordinary	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	36	36	rule,owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	37	37	syntax	syntax KItem ::= #bindImports(ParamNames)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	38	38	rule,ordinary	rule <k> #bindImports(.ParamNames) => .K ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	39	42	rule,ordinary	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	43	47	rule,ordinary	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	48	50	rule,ordinary	rule <k> Expr(_:Val) => .K ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	51	51	syntax	syntax KItem ::= #branch(Bool, Stmts, Stmts)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	52	52	rule,ordinary	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	53	53	rule,ordinary	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	54	56	rule,ordinary	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	57	58	rule,ordinary	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	59	64	rule,ordinary	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	65	68	syntax	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	69	70	rule,ordinary	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	71	71	rule,ordinary	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	72	72	rule,ordinary	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	73	76	rule,ordinary	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	77	77	rule,ordinary	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	78	78	rule,ordinary	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	79	80	rule,ordinary	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
reference-semantics/semantics/controls.k	81	84	rule,ordinary	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)	selected-baseline; constructs from this file are on the program path	ACCEPT_FIXED_SUPPLIED_BASELINE	Byte-identical to the trusted supplied semantics; it defines the selected semantics level. Program-used behavior is separately mapped in REVIEW.md.
