id	file	start_line	end_line	kind	source_class	tags	relevance	audit_decision	statement_one_line
191	reference-semantics/semantics/builtins.k	296	296	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule isStrV(str(_:IntSeq)) => true
192	reference-semantics/semantics/builtins.k	297	297	rule	SUPPLIED_BASELINE	owise	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule isStrV(_:Val) => false [owise]
193	reference-semantics/semantics/call.k	16	16	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
194	reference-semantics/semantics/call.k	19	19	syntax	SUPPLIED_BASELINE		USED: callee then argument evaluation	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax KItem ::= #callee(Exprs)
195	reference-semantics/semantics/call.k	20	20	rule	SUPPLIED_BASELINE	owise	USED: callee then argument evaluation	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
196	reference-semantics/semantics/call.k	21	21	rule	SUPPLIED_BASELINE		USED: callee then argument evaluation	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
197	reference-semantics/semantics/call.k	24	24	rule	SUPPLIED_BASELINE		USED: callee then argument evaluation	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
198	reference-semantics/semantics/call.k	26	26	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
199	reference-semantics/semantics/call.k	27	27	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
200	reference-semantics/semantics/call.k	28	28	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
201	reference-semantics/semantics/call.k	29	29	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
202	reference-semantics/semantics/call.k	30	30	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
203	reference-semantics/semantics/call.k	31	31	rule	SUPPLIED_BASELINE	owise	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
204	reference-semantics/semantics/call.k	32	32	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
205	reference-semantics/semantics/call.k	38	41	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
206	reference-semantics/semantics/call.k	42	46	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
207	reference-semantics/semantics/call.k	47	50	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
208	reference-semantics/semantics/call.k	52	52	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Bool ::= isMutMethod(String) [function, total]
209	reference-semantics/semantics/call.k	53	55	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
210	reference-semantics/semantics/call.k	56	60	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
211	reference-semantics/semantics/call.k	63	67	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
212	reference-semantics/semantics/call.k	69	74	rule	SUPPLIED_BASELINE		USED: user closure invocation and frame allocation	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
213	reference-semantics/semantics/call.k	80	85	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
214	reference-semantics/semantics/call.k	87	87	syntax	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax KItem ::= #allocCells(ParamNames)
215	reference-semantics/semantics/call.k	88	88	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #allocCells(.ParamNames) => .K ... </k>
216	reference-semantics/semantics/call.k	89	94	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
217	reference-semantics/semantics/comprehension.k	11	11	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
218	reference-semantics/semantics/comprehension.k	12	12	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
219	reference-semantics/semantics/comprehension.k	14	14	syntax	SUPPLIED_BASELINE	macro	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Stmts ::= compBody(CompFors, Expr) [macro]
220	reference-semantics/semantics/comprehension.k	15	16	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
221	reference-semantics/semantics/comprehension.k	18	18	syntax	SUPPLIED_BASELINE	macro	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
222	reference-semantics/semantics/comprehension.k	19	20	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
223	reference-semantics/semantics/comprehension.k	21	22	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
224	reference-semantics/semantics/comprehension.k	24	24	syntax	SUPPLIED_BASELINE	macro	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Expr ::= compGuard(Exprs) [macro]
225	reference-semantics/semantics/comprehension.k	25	25	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule compGuard(.Exprs) => Bool(true)
226	reference-semantics/semantics/comprehension.k	26	26	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
227	reference-semantics/semantics/concrete.k	13	15	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
228	reference-semantics/semantics/concrete.k	16	18	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
229	reference-semantics/semantics/concrete.k	25	25	syntax	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Val ::= kvP(Val, Val)
230	reference-semantics/semantics/concrete.k	26	27	syntax	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
231	reference-semantics/semantics/concrete.k	28	30	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
232	reference-semantics/semantics/concrete.k	31	33	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
233	reference-semantics/semantics/concrete.k	34	35	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
234	reference-semantics/semantics/concrete.k	36	37	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
235	reference-semantics/semantics/concrete.k	38	40	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
236	reference-semantics/semantics/concrete.k	42	42	syntax	SUPPLIED_BASELINE	function	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	reference-semantics/semantics/concrete.k	43	43	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	reference-semantics/semantics/concrete.k	44	46	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
239	reference-semantics/semantics/concrete.k	47	49	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
240	reference-semantics/semantics/concrete.k	51	51	syntax	SUPPLIED_BASELINE	function	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Bool ::= kLt(Val, Val) [function]
241	reference-semantics/semantics/concrete.k	52	52	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule kLt(I1:Int, I2:Int) => I1 <Int I2
242	reference-semantics/semantics/concrete.k	53	53	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule kLt(F1:Float, F2:Float) => F1 <Float F2
243	reference-semantics/semantics/concrete.k	54	54	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	reference-semantics/semantics/concrete.k	56	56	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	reference-semantics/semantics/concrete.k	57	57	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule unpairVS(.ValSeq) => .ValSeq
246	reference-semantics/semantics/concrete.k	58	58	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	reference-semantics/semantics/concrete.k	59	59	rule	SUPPLIED_BASELINE	owise	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
248	reference-semantics/semantics/controls.k	9	11	rule	SUPPLIED_BASELINE		USED: assignment and augmented assignment	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	reference-semantics/semantics/controls.k	12	18	rule	SUPPLIED_BASELINE	priority	USED: assignment and augmented assignment	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
250	reference-semantics/semantics/controls.k	20	23	rule	SUPPLIED_BASELINE		USED: assignment and augmented assignment	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
251	reference-semantics/semantics/controls.k	27	31	rule	SUPPLIED_BASELINE	priority	USED: assignment and augmented assignment	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
252	reference-semantics/semantics/controls.k	35	35	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
253	reference-semantics/semantics/controls.k	36	36	rule	SUPPLIED_BASELINE	owise	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	reference-semantics/semantics/controls.k	37	37	syntax	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax KItem ::= #bindImports(ParamNames)
255	reference-semantics/semantics/controls.k	38	38	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	reference-semantics/semantics/controls.k	39	42	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
257	reference-semantics/semantics/controls.k	43	44	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
258	reference-semantics/semantics/controls.k	48	48	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Expr(_:Val) => .K ... </k>
259	reference-semantics/semantics/controls.k	51	51	syntax	SUPPLIED_BASELINE		USED: If branch selection	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	reference-semantics/semantics/controls.k	52	52	rule	SUPPLIED_BASELINE		USED: If branch selection	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	reference-semantics/semantics/controls.k	53	53	rule	SUPPLIED_BASELINE		USED: If branch selection	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
262	reference-semantics/semantics/controls.k	54	54	rule	SUPPLIED_BASELINE		USED: If branch selection	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	reference-semantics/semantics/controls.k	57	58	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	reference-semantics/semantics/controls.k	59	60	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
265	reference-semantics/semantics/controls.k	65	67	syntax	SUPPLIED_BASELINE		USED: For/#loop protocol	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
266	reference-semantics/semantics/controls.k	69	69	rule	SUPPLIED_BASELINE		USED: For/#loop protocol	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	reference-semantics/semantics/controls.k	71	71	rule	SUPPLIED_BASELINE		USED: For/#loop protocol	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
