file	line	kind	classification	attributes	text	disposition	review_rationale
reference-semantics/semantics/builtins.k	211	rule	ordinary-rule		"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	212	rule	ordinary-rule		"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	214	syntax	syntax-declaration	function,total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	216	rule	ordinary-rule		rule tokNds(.IntSeq)                => .IntSeq	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	217	rule	ordinary-rule		rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	218	rule	ordinary-rule		rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	219	rule	ordinary-rule		rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	221	rule	ordinary-rule		rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	223	rule	ordinary-rule	owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	225	syntax	syntax-declaration		syntax EvPair ::= evp(OpSeq, IntSeq)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	226	syntax	syntax-declaration	function,total	syntax Int ::= firstNdE(EvPair) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	227	rule	ordinary-rule		rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	228	rule	ordinary-rule	owise	rule firstNdE(_:EvPair) => 0 [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	230	syntax	syntax-declaration	function,total	syntax Int ::= applyOpE(String, Int, Int) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	231	rule	ordinary-rule		"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	232	rule	ordinary-rule		"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	233	rule	ordinary-rule		"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	234	rule	ordinary-rule		"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	235	rule	ordinary-rule		"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	236	rule	ordinary-rule	owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	238	syntax	syntax-declaration	function,total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	239	rule	ordinary-rule		rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	240	rule	ordinary-rule		"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	241	rule	ordinary-rule		"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	243	rule	ordinary-rule	owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	244	syntax	syntax-declaration	function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	245	rule	ordinary-rule		rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	246	rule	ordinary-rule		rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	247	syntax	syntax-declaration	function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	248	rule	ordinary-rule		rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	250	syntax	syntax-declaration	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	251	rule	ordinary-rule		"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	252	rule	ordinary-rule		rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	253	rule	ordinary-rule		"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	254	rule	ordinary-rule		rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	255	syntax	syntax-declaration	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	256	rule	ordinary-rule		rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	257	rule	ordinary-rule		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	260	rule	ordinary-rule		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	263	rule	ordinary-rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	265	syntax	syntax-declaration	function,total	syntax Bool ::= inLevelE(String, String) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	266	rule	ordinary-rule		"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	267	rule	ordinary-rule		"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	268	rule	ordinary-rule	owise	rule inLevelE(_:String, _:String) => false [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	269	syntax	syntax-declaration	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	270	rule	ordinary-rule		rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	271	rule	ordinary-rule		rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	272	syntax	syntax-declaration	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	273	rule	ordinary-rule		rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	274	rule	ordinary-rule		rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	279	syntax	syntax-declaration		"syntax KItem ::= ""#md5"""	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	280	rule	priority-semantic-rule	priority	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	282	rule	ordinary-rule		rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	283	syntax	syntax-declaration		syntax Val ::= md5Obj(IntSeq)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	284	rule	ordinary-rule		"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	285	syntax	syntax-declaration	function,total,symbol,no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]	ACCEPTED-INERT-OPAQUE	Fixed supplied opaque primitive; unreachable from this solution term and therefore cannot affect its control, state, or result.
reference-semantics/semantics/builtins.k	291	rule	ordinary-rule		"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	292	rule	ordinary-rule		"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	293	syntax	syntax-declaration	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	294	rule	ordinary-rule		rule isIntV(_:Int)         => true	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	295	rule	ordinary-rule	owise	rule isIntV(_:Val)         => false [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	296	rule	ordinary-rule		rule isStrV(str(_:IntSeq)) => true	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	297	rule	ordinary-rule	owise	rule isStrV(_:Val)         => false [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	298	endmodule	endmodule		endmodule	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	10	module	module		module MPY-CALL	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	11	imports	imports		imports MPY-METHODS	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	12	imports	imports		imports MPY-BUILTINS	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	13	imports	imports		imports MPY-FUNCTIONS	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	16	rule	ordinary-rule		rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	19	syntax	syntax-declaration		syntax KItem ::= #callee(Exprs)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	20	rule	ordinary-rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	21	rule	ordinary-rule		rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	24	rule	ordinary-rule		rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	26	rule	ordinary-rule		"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	27	rule	ordinary-rule		"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	28	rule	ordinary-rule		"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	29	rule	ordinary-rule		"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	30	rule	ordinary-rule		"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	31	rule	ordinary-rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	32	rule	ordinary-rule		rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	38	rule	priority-semantic-rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	42	rule	priority-semantic-rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	47	rule	priority-semantic-rule	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	52	syntax	syntax-declaration	function,total	syntax Bool ::= isMutMethod(String) [function, total]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	53	rule	ordinary-rule		"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	56	rule	priority-semantic-rule	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	63	rule	priority-semantic-rule	priority	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
