id	source	line	kind	attributes	source_class	materiality	assessment	normalized_declaration
221	semantics/comprehension.k	18	syntax	macro	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
222	semantics/comprehension.k	19	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
223	semantics/comprehension.k	21	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
224	semantics/comprehension.k	24	syntax	macro	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	syntax Expr ::= compGuard(Exprs) [macro]
225	semantics/comprehension.k	25	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule compGuard(.Exprs) => Bool(true)
226	semantics/comprehension.k	26	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
227	semantics/concrete.k	13	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
228	semantics/concrete.k	16	rule	concrete;priority(40)	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================ // Computes each key by a REAL call through the uniform #callee machinery // (closures, len, type objects all work), stable-inserts on the key, and // allocates the result. priority(40) beats sort.k's opaque rules, so krun // runs this and proofs (which never see MPY-CONCRETE) keep sortKeyVS."
229	semantics/concrete.k	25	syntax		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	syntax Val ::= kvP(Val, Val)
230	semantics/concrete.k	26	syntax		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
231	semantics/concrete.k	28	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
232	semantics/concrete.k	31	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
233	semantics/concrete.k	34	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
234	semantics/concrete.k	36	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
235	semantics/concrete.k	38	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
236	semantics/concrete.k	42	syntax	function	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	semantics/concrete.k	43	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	semantics/concrete.k	44	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
239	semantics/concrete.k	47	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
240	semantics/concrete.k	51	syntax	function	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	syntax Bool ::= kLt(Val, Val) [function]
241	semantics/concrete.k	52	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule kLt(I1:Int, I2:Int) => I1 <Int I2
242	semantics/concrete.k	53	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule kLt(F1:Float, F2:Float) => F1 <Float F2
243	semantics/concrete.k	54	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	semantics/concrete.k	56	syntax	function;total	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	semantics/concrete.k	57	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule unpairVS(.ValSeq) => .ValSeq
246	semantics/concrete.k	58	rule		SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	semantics/concrete.k	59	rule	owise	SUPPLIED_FIXED_SEMANTICS	UNUSED_BY_SUBMITTED_PROGRAM	OUTSIDE_TARGET_PATH; cannot contribute to this proof execution	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
248	semantics/controls.k	9	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	semantics/controls.k	12	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
250	semantics/controls.k	20	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
251	semantics/controls.k	27	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
252	semantics/controls.k	35	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
253	semantics/controls.k	36	rule	owise	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	semantics/controls.k	37	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax KItem ::= #bindImports(ParamNames)
255	semantics/controls.k	38	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	semantics/controls.k	39	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
257	semantics/controls.k	43	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)"
258	semantics/controls.k	48	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
259	semantics/controls.k	51	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	semantics/controls.k	52	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	semantics/controls.k	53	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
262	semantics/controls.k	54	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
263	semantics/controls.k	57	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	semantics/controls.k	59	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
265	semantics/controls.k	65	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
266	semantics/controls.k	69	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	semantics/controls.k	71	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	semantics/controls.k	72	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	semantics/controls.k	73	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
270	semantics/controls.k	77	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	semantics/controls.k	78	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	semantics/controls.k	79	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
273	semantics/controls.k	81	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
274	semantics/controls.k	85	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	semantics/controls.k	86	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> Continue => #cont ... </k>
276	semantics/controls.k	87	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> Break => #brk ... </k>
277	semantics/controls.k	88	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	semantics/controls.k	89	rule	owise	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	semantics/controls.k	90	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	semantics/controls.k	91	rule	owise;priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
281	semantics/controls.k	95	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	semantics/controls.k	98	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	semantics/controls.k	101	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
284	semantics/controls.k	106	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	semantics/core.k	13	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
286	semantics/core.k	14	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
287	semantics/core.k	15	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
288	semantics/core.k	18	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	semantics/core.k	25	syntax	function	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
290	semantics/core.k	36	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax Parent ::= ""root"" | parent(Int)"
291	semantics/core.k	37	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax Scope ::= scope(Map, Parent)
292	semantics/core.k	38	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax KResult ::= Val
293	semantics/core.k	39	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax Expr ::= Val // cooling puts results back into expression holes
294	semantics/core.k	40	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax Vals ::= List{Val, "",""}"
295	semantics/core.k	41	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
296	semantics/core.k	42	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"syntax RetState ::= ""noRet"" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup."
297	semantics/core.k	49	configuration		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate."
298	semantics/core.k	68	syntax	function;total	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax Bool ::= isRefV(Val) [function, total]
299	semantics/core.k	69	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule isRefV(ref(_:Int)) => true
300	semantics/core.k	70	rule	owise	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
301	semantics/core.k	75	syntax		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax HeapVal ::= cellV(Val)
302	semantics/core.k	76	syntax	function;total	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	syntax Bool ::= isCellRef(Val) [function, total]
303	semantics/core.k	77	rule		SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	rule isCellRef(cellRef(_:Int)) => true
304	semantics/core.k	78	rule	owise;function	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The ""$cells"" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead."
305	semantics/core.k	85	rule	priority(40)	SUPPLIED_FIXED_SEMANTICS	TARGET_PATH_OR_SUPPORT_MODULE	ACCEPTED_SELECTED_SEMANTICS; no target-path false-rule witness found	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)"
