id,file,start_line,end_line,kind,attributes,disposition,review_basis,normalized_statement
182,semantics/builtins.k,198,198,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule evHead42(_:IntSeq)            => false [owise]
183,semantics/builtins.k,199,199,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax Bool ::= evHead47(IntSeq) [function, total]"
184,semantics/builtins.k,200,200,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule evHead47(iCons(47, _:IntSeq)) => true"
185,semantics/builtins.k,201,202,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule evHead47(_:IntSeq)            => false [owise]
186,semantics/builtins.k,203,203,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax OpSeq ::= tokOps(IntSeq) [function, total]"
187,semantics/builtins.k,204,204,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule tokOps(.IntSeq)                 => .OpSeq
188,semantics/builtins.k,205,205,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)"
189,semantics/builtins.k,206,206,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)"
190,semantics/builtins.k,207,207,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
191,semantics/builtins.k,208,208,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
192,semantics/builtins.k,209,209,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
193,semantics/builtins.k,210,210,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
194,semantics/builtins.k,211,211,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"
195,semantics/builtins.k,212,213,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"
196,semantics/builtins.k,214,215,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]"
197,semantics/builtins.k,216,216,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule tokNds(.IntSeq)                => .IntSeq
198,semantics/builtins.k,217,217,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)"
199,semantics/builtins.k,218,218,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)"
200,semantics/builtins.k,219,220,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32"
201,semantics/builtins.k,221,222,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)"
202,semantics/builtins.k,223,224,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]"
203,semantics/builtins.k,225,225,syntax declaration,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax EvPair ::= evp(OpSeq, IntSeq)"
204,semantics/builtins.k,226,226,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax Int ::= firstNdE(EvPair) [function, total]"
205,semantics/builtins.k,227,227,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N"
206,semantics/builtins.k,228,229,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule firstNdE(_:EvPair) => 0 [owise]
207,semantics/builtins.k,230,230,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax Int ::= applyOpE(String, Int, Int) [function, total]"
208,semantics/builtins.k,231,231,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
209,semantics/builtins.k,232,232,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
210,semantics/builtins.k,233,233,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
211,semantics/builtins.k,234,234,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
212,semantics/builtins.k,235,235,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
213,semantics/builtins.k,236,237,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyOpE(_:String, A:Int, _:Int) => A [owise]"
214,semantics/builtins.k,238,238,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]"
215,semantics/builtins.k,239,239,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)"
216,semantics/builtins.k,240,240,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
217,semantics/builtins.k,241,242,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
218,semantics/builtins.k,243,243,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]"
219,semantics/builtins.k,244,244,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax EvPair ::= powCombE(Int, EvPair) [function, total]"
220,semantics/builtins.k,245,245,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))"
221,semantics/builtins.k,246,246,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))"
222,semantics/builtins.k,247,247,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]"
223,semantics/builtins.k,248,249,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))"
224,semantics/builtins.k,250,250,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]"
225,semantics/builtins.k,251,251,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
226,semantics/builtins.k,252,252,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)"
227,semantics/builtins.k,253,253,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
228,semantics/builtins.k,254,254,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)"
229,semantics/builtins.k,255,255,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]"
230,semantics/builtins.k,256,256,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))"
231,semantics/builtins.k,257,259,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)"
232,semantics/builtins.k,260,262,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)"
233,semantics/builtins.k,263,264,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]"
234,semantics/builtins.k,265,265,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax Bool ::= inLevelE(String, String) [function, total]"
235,semantics/builtins.k,266,266,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
236,semantics/builtins.k,267,267,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
237,semantics/builtins.k,268,268,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule inLevelE(_:String, _:String) => false [owise]"
238,semantics/builtins.k,269,269,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]"
239,semantics/builtins.k,270,270,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)"
240,semantics/builtins.k,271,271,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))"
241,semantics/builtins.k,272,272,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]"
242,semantics/builtins.k,273,273,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)"
243,semantics/builtins.k,274,278,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))"
244,semantics/builtins.k,279,279,syntax declaration,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax KItem ::= ""#md5"""
245,semantics/builtins.k,280,281,priority semantic rule,priority,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
246,semantics/builtins.k,282,282,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
247,semantics/builtins.k,283,283,syntax declaration,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,syntax Val ::= md5Obj(IntSeq)
248,semantics/builtins.k,284,284,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
249,semantics/builtins.k,285,290,opaque syntax/function declaration,function;total;symbol;no-evaluators,OFF_PATH_OPAQUE_FIXED_PRIMITIVE,Constructor is absent from every reachable submitted-program term.,"syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]"
250,semantics/builtins.k,291,291,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
251,semantics/builtins.k,292,292,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
252,semantics/builtins.k,293,293,function syntax declaration,function,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
253,semantics/builtins.k,294,294,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule isIntV(_:Int)         => true
254,semantics/builtins.k,295,295,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule isIntV(_:Val)         => false [owise]
255,semantics/builtins.k,296,296,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule isStrV(str(_:IntSeq)) => true
256,semantics/builtins.k,297,297,owise semantic/equational rule,owise,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,rule isStrV(_:Val)         => false [owise]
257,semantics/builtins.k,298,298,endmodule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,endmodule
258,semantics/call.k,10,10,module,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,module MPY-CALL
259,semantics/call.k,11,11,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-METHODS
260,semantics/call.k,12,12,imports,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,imports MPY-BUILTINS
261,semantics/call.k,13,15,imports,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.",imports MPY-FUNCTIONS
262,semantics/call.k,16,18,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>"
263,semantics/call.k,19,19,syntax declaration,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.",syntax KItem ::= #callee(Exprs)
264,semantics/call.k,20,20,owise semantic/equational rule,owise,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]"
265,semantics/call.k,21,23,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>"
266,semantics/call.k,24,25,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>"
267,semantics/call.k,26,26,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
268,semantics/call.k,27,27,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
269,semantics/call.k,28,28,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
270,semantics/call.k,29,29,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
271,semantics/call.k,30,30,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
272,semantics/call.k,31,31,owise semantic/equational rule,owise,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]"
273,semantics/call.k,32,37,ordinary semantic/equational rule,,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>"
274,semantics/call.k,38,41,priority semantic rule,priority,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
275,semantics/call.k,42,46,priority semantic rule,priority,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]"
276,semantics/call.k,47,51,priority semantic rule,priority,ON_PATH_REVIEWED_SOUND_OR_FIXED_PRIMITIVE,"Matched against the constructor map and reviewed for binding, order, control, state, allocation, and result flow.","rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
277,semantics/call.k,52,52,function syntax declaration,function;total,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"syntax Bool ::= isMutMethod(String) [function, total]"
278,semantics/call.k,53,55,ordinary semantic/equational rule,,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
279,semantics/call.k,56,62,priority semantic rule,priority,OFF_PATH_FIXED_SEMANTICS_REVIEWED,Top constructor/sort cannot match any reachable term in this submitted program; no result or control influence on the target claim.,"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]"
