files=30
entries=1148
kind_counts={'claim': 5, 'configuration': 1, 'context': 5, 'endmodule': 33, 'imports': 95, 'module': 33, 'requires': 29, 'rule': 714, 'syntax': 233}
disposition_counts={'DEFINITIONAL_EQUATION_REVIEWED_SOUND_ON_GUARDED_DOMAIN': 16, 'DERIVED_SORT_LEMMA_REVIEWED_SOUND': 1, 'FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM': 170, 'FIXED_DECLARATION_USED_AND_REVIEWED': 58, 'FIXED_EVALUATION_CONTEXT_REVIEWED_ON_INTENDED_PATH': 4, 'FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH': 99, 'NO_INTENDED_PATH_MATCH;UNREACHED_CONTEXT': 1, 'NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED': 596, 'OPERATIONAL_BRIDGE_SEPARATE_CONNECTION_PROVED': 2, 'POSITIVE_REACHABILITY_CLAIM_REVIEWED': 5, 'PROOF_LOCAL_DECLARATION_REVIEWED': 6, 'PROOF_MODULE_WIRING_REVIEWED': 31, 'SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED': 159}
opaque_or_no_evaluators=22
total_declarations=113
functional_declarations=0
simplification_rules=1
priority_entries=47

ID	FILE	LINE	KIND	ATTRIBUTES	DISPOSITION	BLOCK_SHA256	NORMALIZED_SOURCE
I0254	semantics/builtins.k	295	rule	owise	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	77e3d8261af894bfc44fcb47c92661d994c0b2efa1fc925e53c21b62b81a4c5b	rule isIntV(_:Val)         => false [owise]
I0255	semantics/builtins.k	296	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	31cd47a2659a9a6679895d9a7fde1983d73a7b1bd7505b63b4b4237392bfa553	rule isStrV(str(_:IntSeq)) => true
I0256	semantics/builtins.k	297	rule	owise	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	3804e3f189bdee92d86f86e52c6edb922c788ab7c0da35704e1ad1a1d5493ac4	rule isStrV(_:Val)         => false [owise]
I0257	semantics/builtins.k	298	endmodule	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
I0258	semantics/call.k	10	module	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	876a0ba2b4a12f1d7c9d9b9078fa73163bb752f12602c9436ab479a8e7586358	module MPY-CALL
I0259	semantics/call.k	11	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	14630d96675d76454efd189e8d71d0b4c90851d2755c1560e51b09dd6b01f486	imports MPY-METHODS
I0260	semantics/call.k	12	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	500c56793acb47c875a9cf559a70a7182c3a39fe451e63e14e78cf64718850dd	imports MPY-BUILTINS
I0261	semantics/call.k	13	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	739140a909752aeb9d47272a85ba03df31dcb7df8e8ce17d63c6de115057cd7f	imports MPY-FUNCTIONS
I0262	semantics/call.k	16	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	658f07e8cf6b276c34e7a530fa673d4021aecc92ebba4e7d6cc0b3653ce51d94	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
I0263	semantics/call.k	19	syntax	-	FIXED_DECLARATION_USED_AND_REVIEWED	f166aadb7e70267d1ac8dc0a7ccfa40bfed6b91c69db7114d80898c8d0a31f64	syntax KItem ::= #callee(Exprs)
I0264	semantics/call.k	20	rule	owise	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	52db497eb3eacf57b8448e69d1073154eb6bad5d068145928a5ed80395493c99	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
I0265	semantics/call.k	21	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	c456b154882c5689417751596c4f834058a8d8a174a5bca3d4239c0ba774ef55	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
I0266	semantics/call.k	24	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	750b229f580a7c66666b292449fba22846f5e00cb3fc3153023bdf7fcfdd9efb	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
I0267	semantics/call.k	26	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	1095503bb36722e43cb8d6a37a2992b89d496c908e6eb4792f61ec94a7bea273	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
I0268	semantics/call.k	27	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	fc5ade210ed09a981990bca0854a89c461fff04c6e8f9f085c138802cf99ac24	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
I0269	semantics/call.k	28	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	0ebe2a3e7c13337161f56273d76e7cb61a698b81d73e9bbacbf86000af01e856	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
I0270	semantics/call.k	29	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	1970448220782168130c0df8a2d8cba18aab5257414dc8a435d28cf40f8b9c00	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
I0271	semantics/call.k	30	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	f1faea5df680cdb20b5a572233708b088969d6bda2758e2666db59ad7db36868	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
I0272	semantics/call.k	31	rule	owise	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	a1f8fc59300316a965c337cc6d5db688bdf37a444fc1e798ffa9b220217a4be7	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
I0273	semantics/call.k	32	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	98327c656305a5ab418c3acfcc9c64e0ec9d6bd40cffd131672eb7f3db871e46	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
I0274	semantics/call.k	38	rule	priority(40)	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	9d65e32ef1f7a99b4c9720a66be39f8d87d4a38924efd8f5c1049b09ba084aff	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
I0275	semantics/call.k	42	rule	priority(40)	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	abc7c6fabc488a5532a0d89cffb9686155957cf426156aeb412f8af065f5ad46	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
I0276	semantics/call.k	47	rule	priority(40)	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	b74ca48d3ca3325f235aa6d1cfbf8203e2cd1faafd8465bc03dc21881ef108e1	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
I0277	semantics/call.k	52	syntax	function,total	FIXED_DECLARATION_USED_AND_REVIEWED	b09f89518d3b2b7f4cf78590ca23dfe76c0cdc4752276a00c84a4ecfb6d43360	syntax Bool ::= isMutMethod(String) [function, total]
I0278	semantics/call.k	53	rule	-	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	8588f08d1b2ed833e2023cc8a6b5649617743e734444827d360de766c6521f0e	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
I0279	semantics/call.k	56	rule	priority(40)	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	521c0212fa4e6ca454bcd6fac899271125f343530ae16c2b4834ee72342cd878	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
I0280	semantics/call.k	63	rule	priority(40)	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	1885ecdcc62dc05b9552e9a33cf2e24d27abcc6dba27d3ba44a5bf204652aead	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
I0281	semantics/call.k	69	rule	<-,NEWL,parent(DEFL)),scope(.Map	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	19a3bd093db23c53e586aa6ee8621bcbeaaf309e193c4d366ae99a7fe6210648	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
I0282	semantics/call.k	80	rule	"$cells",<-,NEWL,[,cellsMark(CVS),scope(CM	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	332fed788642e8aca39ddc0533950ffcc8c7453b70236894166e368486adac05	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
I0283	semantics/call.k	87	syntax	-	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	e6caec0e698dbb9eac13976f324229251e3e2f3f91deab40ffd46d42422183ff	syntax KItem ::= #allocCells(ParamNames)
I0284	semantics/call.k	88	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	2a957c1d6ee6854a64e04f88378315c38c9ae4781a88a455f55e109f6b00d7f1	rule <k> #allocCells(.ParamNames) => .K ... </k>
I0285	semantics/call.k	89	rule	<-,CV,cellRef(N)	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	fac8259496fc577a9972bd14b41d0fd1b5c9cf1c540f6fbf26471852ee35155b	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
I0286	semantics/call.k	95	endmodule	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
I0287	semantics/comprehension.k	3	module	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	5d080156bedbd23cced0d31375ba799d8e28e2b518843fc2cec979392a9af1b3	module MPY-COMPREHENSION
I0288	semantics/comprehension.k	4	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	3f50aa9686f46b12bc0245cf0bb26236f25ed1b1ee14f4a29688bf26f127c3f8	imports MPY-CORE
I0289	semantics/comprehension.k	5	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	e95d12c38e22a0e539f00a62c2efacd00339db6057c36b62dd39679a08050704	imports MPY-OPERATORS
I0290	semantics/comprehension.k	6	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	39908357039a3a99946b85a4e33dd1a08ae14325b9a66390de11999b83eb73f2	imports MPY-LIST
I0291	semantics/comprehension.k	7	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	24ffa847e481c49f9af8af6a794dffe219ee123297d29e499f90d97d7caddc92	imports MPY-CONTROLS
I0292	semantics/comprehension.k	8	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	50ea5a2beea9cfa7ee32e79f76708bc1c9c42d2a63fb9b43475172a72a5e6027	imports MPY-FUNCTIONS
I0293	semantics/comprehension.k	11	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	d9ced0c5fd52d14ad767118816f8cd85ce01eb3837a8b675883e3f737234b601	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
I0294	semantics/comprehension.k	12	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	705f7d1ad181c5b2687baa2167182cf77881c9d2d8455dc8c7ca09155e4b7bf4	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
I0295	semantics/comprehension.k	14	syntax	macro	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	2072a041e18458272e7ed7938b18a4956a21c966b1f6d0298fb285585097d651	syntax Stmts ::= compBody(CompFors, Expr) [macro]
I0296	semantics/comprehension.k	15	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	2c6c9270a21330f7ae99641cb97511934558316fb4786d3dc7f5bf4d114f575a	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
I0297	semantics/comprehension.k	18	syntax	macro-rec	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	341eb0df70009c8249d1774ac0d97eb26bf40e0071ef89bfdc29b6dd10e96ac6	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
I0298	semantics/comprehension.k	19	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	e4cbb6c526d4356b46686afba23b8e88ad8f5da1f8d71ea951f8616a6ef33841	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
I0299	semantics/comprehension.k	21	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	284ed568b118294b0d2d794eab400b19dd902fde0b5d95340c6435b0a41e98a1	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
I0300	semantics/comprehension.k	24	syntax	macro	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	7a75804858f8c520217583343f7a42ced94e4728ec6d7d21030ca5a089e53694	syntax Expr ::= compGuard(Exprs) [macro]
I0301	semantics/comprehension.k	25	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	23ec4703a7843f12b6bbe0bc4edec6e2051bf3ec11290678bc04fbc24f903b97	rule compGuard(.Exprs)             => Bool(true)
I0302	semantics/comprehension.k	26	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	31ead01c4a851dd15c04edb49d7042e52aba33906f74cc808bdeeb9600c4e3d8	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
I0303	semantics/comprehension.k	27	endmodule	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
I0304	semantics/concrete.k	8	module	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	31e028e78e3cd17c58c12c312a9b611cc9c541190813a73e485ea085b096dc6b	module MPY-CONCRETE
I0305	semantics/concrete.k	9	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	59c4fc13fdd09225d03a4e6441f750217559ffd426660e83c682633dafdbbb8a	imports MPY
I0306	semantics/concrete.k	13	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	aa5c0e174df072c9a5f0234d978cd4239e3567274e6acb31fb7544700ce5eae5	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
I0307	semantics/concrete.k	16	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	8e7ac65e9d8649c981d169863b1e6427d90d8106d3a2f9bf79f7566584a76fad	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
I0308	semantics/concrete.k	25	syntax	-	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	5f2bf9f54ba1cae8a238ff566df26ae552572163691122549b9afae4cf10fd4b	syntax Val ::= kvP(Val, Val)
I0309	semantics/concrete.k	26	syntax	-	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	8546348584f9e23c7c0f9ceb9a13d9410e56a764e365c82d9a9a6ff4e9146dab	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
I0310	semantics/concrete.k	28	rule	priority(40)	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	1315496a46e8eac5fc6ee10df9a31f2720cc650a17610e14b777e91365c37c1d	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
I0311	semantics/concrete.k	31	rule	priority(40)	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	002760d79c90441974fe53634f46341a8594dd75e696fdbd5c6987bfe39a1bc3	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
I0312	semantics/concrete.k	34	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	b68a3ef507cb00080eab431a20276a223176c46217c030d5442594810230c623	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
I0313	semantics/concrete.k	36	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	46fdcdeefec4ae9da3c27a5923fc270d395506ac1cde3633e095cf7edae0f377	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
I0314	semantics/concrete.k	38	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	4817c11bed497d366c9018e099df3a932841f818c42ae46910188ffd6b856d87	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
I0315	semantics/concrete.k	42	syntax	function	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	8b8f663cb9f0a5fbd8506a9785c2649c19f669de2d28efc06e95f8036dc98f91	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
I0316	semantics/concrete.k	43	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	63605f00773735a9a79bd59d027d66aa517bea5233905075ad11ecf9f38255ef	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
I0317	semantics/concrete.k	44	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	19bfd3b0317e30ccbaf79513433e5b8a78c95b439910845a8d61d124263ee283	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
I0318	semantics/concrete.k	47	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	4af078862bab7499926e46f3bc3c863f0b4e72639531bf3a7ea4b0d0c4a26245	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
I0319	semantics/concrete.k	51	syntax	function	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	6f0d8dc431e9b588d22963b7ec907adc7c0d6dd21c6a8030a618281eb7cd927a	syntax Bool ::= kLt(Val, Val) [function]
I0320	semantics/concrete.k	52	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	a22ae76ce3a02f8ea9e3e328c19eb279dcd8ba232b5ff5f7856d06c36be04628	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
I0321	semantics/concrete.k	53	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	ff2747645d99066e61ac4b1eb121d54deb2b0fa277cfe0140a5f1e742252e365	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
I0322	semantics/concrete.k	54	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	855e0ed4747886624d5d6dbca961759f4feacd308058c00563ae572b685a21d6	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
I0323	semantics/concrete.k	56	syntax	function,total	FIXED_DECLARATION_UNUSED_BY_SUBMITTED_PROGRAM	08dbdf1411a4a7cb472c688160fac2a2adcf5dfa3664357a70afca38cbdcab36	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
I0324	semantics/concrete.k	57	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	0c4793ebfd2ca0c5e6602e60daad8e08889fcd7a950fb6b5d0ec1d903a8adc85	rule unpairVS(.ValSeq) => .ValSeq
I0325	semantics/concrete.k	58	rule	-	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	ff066cb9aae70a2d0782b8835101f1920c42c6542c943c16f049e53f084291a3	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
I0326	semantics/concrete.k	59	rule	owise	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	e56ae0e6bc6096942254c408e4e97eb85419ab272660d0769ff60005583fdb64	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
I0327	semantics/concrete.k	60	endmodule	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
I0328	semantics/controls.k	3	module	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	f64b2208f5bd8e4aed5d3dc9982419bc4a18cce867ec3ca3063120a89b7c4f48	module MPY-CONTROLS
I0329	semantics/controls.k	4	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	3f50aa9686f46b12bc0245cf0bb26236f25ed1b1ee14f4a29688bf26f127c3f8	imports MPY-CORE
I0330	semantics/controls.k	5	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	caccdc35620a8e8a9452bffaa2ece57d464af7180ff4b2013a4caff66e9b2550	imports MPY-TUPLE
I0331	semantics/controls.k	6	imports	-	SOURCE_ASSEMBLY_OR_MODULE_WIRING_REVIEWED	dc8fdb9e49255c040c5d7f5f9565f314e21918ded94af2383df54df33e9fb6c2	imports MPY-ITER
I0332	semantics/controls.k	9	rule	<-,V,X	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	fea0a6af92fc35ec1aa23181eab95b4a332039b808213b27d2df3317fc771abd	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
I0333	semantics/controls.k	12	rule	"$cells",X,priority(40)	FIXED_RULE_REVIEWED_SOUND_ON_INTENDED_INT_LIST_PATH	d97eb260f3df310b0576023e38f1af7e690eafd48b87736981977d94ad981d3d	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
I0334	semantics/controls.k	20	rule	<-,X,applyBin(OP,{M[X	NO_INTENDED_PATH_MATCH;UNREACHED_FIXED_RULE_NOT_GLOBALLY_BLESSED	fad37f6a6cadf4e09161fbbbbd92a7f690ea5a62e0127e340eb9b32fa33f05e3	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
