id	source	module	line_start	line_end	keyword	category	attributes	relevance	decision	normalized_sha256	normalized_sentence
K-0258	semantics/comprehension.k	MPY-COMPREHENSION	12	13	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	dfe1627b5b2d14083bdc7e8e60dc6edade669ab733ae4de7d3d009155bba9b1c	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K-0259	semantics/comprehension.k	MPY-COMPREHENSION	14	14	syntax	syntax:macro	macro	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	824d607beedb6356c5932cea164d2188bc5585db6eb430ba265d3b4c19c55484	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K-0260	semantics/comprehension.k	MPY-COMPREHENSION	15	17	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	815fb636c44d46ef130d1d585ae0f6e7c042c7c23b3138b6b8feebbda26f0016	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
K-0261	semantics/comprehension.k	MPY-COMPREHENSION	18	18	syntax	syntax:macro	macro-rec	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7d588d134f4b785d98fc64c4e16c825bbe11c41d9d7d37f0e06cd1f66093fb24	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K-0262	semantics/comprehension.k	MPY-COMPREHENSION	19	20	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	03f45d480d0d06cf77afcdeb723bc2177d6d2533783069d42825cb413d76531b	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
K-0263	semantics/comprehension.k	MPY-COMPREHENSION	21	23	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	671328ad859bd1a7e54293519ef2dd7b8f94a3e2eb80653af5d234e41ded35fd	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K-0264	semantics/comprehension.k	MPY-COMPREHENSION	24	24	syntax	syntax:macro	macro	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	2ecdbee509dd4259654a9d1406ac80f7ab26ed49249fa5c649e11cb66b7d4134	syntax Expr ::= compGuard(Exprs) [macro]
K-0265	semantics/comprehension.k	MPY-COMPREHENSION	25	25	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7be24aff205ffb3a829f7c70337726d7e6fc199609e4725ea5482bdc37aa6960	rule compGuard(.Exprs) => Bool(true)
K-0266	semantics/comprehension.k	MPY-COMPREHENSION	26	26	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	93505f664b89633f28cdf7cccc72842555b929b721d95b861d75f48ffe8f9c05	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
K-0267	semantics/concrete.k	MPY-CONCRETE	9	12	imports	imports		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	6ae4e1db797b2c5a9b115b591095b3516869431c6682a05468cf9bfec87aac66	imports MPY
K-0268	semantics/concrete.k	MPY-CONCRETE	13	15	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	78076bacc78720fc602e7b25b88636bc05c71f4f55ac29db5925d92160d7a201	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
K-0269	semantics/concrete.k	MPY-CONCRETE	16	24	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	7706073edc7c048bc228f39e7645b4da7ce4ef35d29cb580a8973a7fd5fccda9	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
K-0270	semantics/concrete.k	MPY-CONCRETE	25	25	syntax	syntax		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	2a90169184182c410fe4c2ce341278c2dedd8d7d6f8601a991c3dc2e0b42f634	syntax Val ::= kvP(Val, Val)
K-0271	semantics/concrete.k	MPY-CONCRETE	26	27	syntax	syntax		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	1123d008aaa05868ae1bd9f44f1bac7b039bcfd54a355e3a6c0524c25f9511c4	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K-0272	semantics/concrete.k	MPY-CONCRETE	28	30	rule	rule:priority	priority(40)	concrete-only	excluded from Haskell proof definition; checked only by fresh krun	5caca2001b70c524ea38688e440ed76456f74d57b74521fe63fa22c57282e7fb	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K-0273	semantics/concrete.k	MPY-CONCRETE	31	33	rule	rule:priority	priority(40)	concrete-only	excluded from Haskell proof definition; checked only by fresh krun	2c4b50fac01d6a9ecc6c1fdf5696919d9b2f327f3a2d7493c862cbc759bff019	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K-0274	semantics/concrete.k	MPY-CONCRETE	34	35	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	9a2cac29747255880807afe9acc45f2b2e308ac69028e6393d992dd0175f4953	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K-0275	semantics/concrete.k	MPY-CONCRETE	36	37	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	1b960e24430bc3c08bafcd916076e9f70a53e324baf5eab208a6fa4342b62bcf	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K-0276	semantics/concrete.k	MPY-CONCRETE	38	41	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	833a30eb0045ffa9f4482cd525f45fec95d0ee22f4acc75221904edaaa8c4f69	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
K-0277	semantics/concrete.k	MPY-CONCRETE	42	42	syntax	syntax:function	function	concrete-only	excluded from Haskell proof definition; checked only by fresh krun	55dc07274299e7b58a622feb28c763987b5c35ead1b9d2cf9165912436433038	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K-0278	semantics/concrete.k	MPY-CONCRETE	43	43	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	1b9c47e83939876546f307ade1ff83df08d7a46c8ba0d6c86b5ae1a324438de2	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K-0279	semantics/concrete.k	MPY-CONCRETE	44	46	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	111715f3eff9f38ddf862ece9e09eaf0f1f1fa5519269ffa30ff97f1262fd2c5	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
K-0280	semantics/concrete.k	MPY-CONCRETE	47	50	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	b54f5a2a0368082cd3815636a2789e87a023e14a1045d731dae576117c2c24ca	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
K-0281	semantics/concrete.k	MPY-CONCRETE	51	51	syntax	syntax:function	function	concrete-only	excluded from Haskell proof definition; checked only by fresh krun	a74ccb7aaf4fb0873480901bff971b092c9dbd03f69b4a4430f9e6813bad457d	syntax Bool ::= kLt(Val, Val) [function]
K-0282	semantics/concrete.k	MPY-CONCRETE	52	52	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	2123b754255b1230f17f2af7056ef3e688448f578117a29add63f4f6fe4fdfe1	rule kLt(I1:Int, I2:Int) => I1 <Int I2
K-0283	semantics/concrete.k	MPY-CONCRETE	53	53	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	fa99ec9f191b01e0ecb3f93a16c85f2ffac702c2766211bb459d8f273a015d27	rule kLt(F1:Float, F2:Float) => F1 <Float F2
K-0284	semantics/concrete.k	MPY-CONCRETE	54	55	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	608ffd1665edfb59d472955da76f6ec8ad22974711f47c9d1117cc0cb9476b0a	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K-0285	semantics/concrete.k	MPY-CONCRETE	56	56	syntax	syntax:function+total	function, total	concrete-only	excluded from Haskell proof definition; checked only by fresh krun	4f9bc29fa28a4ee808049a44a900983a4a13f51e3667cf63740414c413645975	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K-0286	semantics/concrete.k	MPY-CONCRETE	57	57	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	a2e6dd066c677c3fbb8ae42e1bb4c4e08b35e98d6758e9817a1c0e32f2ed298d	rule unpairVS(.ValSeq) => .ValSeq
K-0287	semantics/concrete.k	MPY-CONCRETE	58	58	rule	rule:ordinary		concrete-only	excluded from Haskell proof definition; checked only by fresh krun	84d1ae0473a111b622b6e1cdad885d3b2af53ee0c5cea2bb9e91888301892032	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K-0288	semantics/concrete.k	MPY-CONCRETE	59	59	rule	rule:owise	owise	concrete-only	excluded from Haskell proof definition; checked only by fresh krun	7ae54fdad398cb576570dee684b0148c5f7a140e6fef4af4509048db2f3d63e7	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K-0289	semantics/controls.k	MPY-CONTROLS	4	4	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
K-0290	semantics/controls.k	MPY-CONTROLS	5	5	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	b1d1ddeb005d397d01d2501033a979d991b52ce94dc5c6fcb2c801237e698309	imports MPY-TUPLE
K-0291	semantics/controls.k	MPY-CONTROLS	6	8	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8ad41781e06e91093b117ccd78f6f10180a840cf3b4adaa62547edd340b26acc	imports MPY-ITER
K-0292	semantics/controls.k	MPY-CONTROLS	9	11	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	a78b31a11fb1e616fc20d1b741f692cbede4e634503bf6d86c3e2f97a09b36ca	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K-0293	semantics/controls.k	MPY-CONTROLS	12	19	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	46fcacaf0429bbd96797c91ccdd68360486d7b3010e19fd46b9b1fc6f7f2ff23	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
K-0294	semantics/controls.k	MPY-CONTROLS	20	26	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	1e640b8d853e579664c8c301af0a56de1912bc58c576eae9f925e9c9c6dec3ec	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
K-0295	semantics/controls.k	MPY-CONTROLS	27	34	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7147c074cc9cb6f74d3ad90db7f0673993fca88868eba320ae3ff6392a144183	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
K-0296	semantics/controls.k	MPY-CONTROLS	35	35	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	f402a7269397fca0b1ac21aed748b760050ba708a163d261f974e913771da3c2	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K-0297	semantics/controls.k	MPY-CONTROLS	36	36	rule	rule:owise	owise	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	52700f6597b29ddb0bc621e8272d2fed465b14604d21641c831c107ffb9411fd	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K-0298	semantics/controls.k	MPY-CONTROLS	37	37	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	88b5590c6cf0d241359de642778c97d21462b7df276d7ff9da14b483221cd040	syntax KItem ::= #bindImports(ParamNames)
K-0299	semantics/controls.k	MPY-CONTROLS	38	38	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	775670eae46ffc1b3ac3c61cc6400e6a17c0e758ff2a08cda58bb08045a0ad4d	rule <k> #bindImports(.ParamNames) => .K ... </k>
K-0300	semantics/controls.k	MPY-CONTROLS	39	42	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	16792e79fae547f357c72fda3710d3fb1eea03d5131e31991975acacb404b3d6	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
K-0301	semantics/controls.k	MPY-CONTROLS	43	47	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	3234af4514ced04c4f8b05a1f8085f484ff9c93c612855d95586435d7e5850f6	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
K-0302	semantics/controls.k	MPY-CONTROLS	48	50	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	eb3ba2f76867b95c4abb23256e465f313b6b4ca7174ac2d67d90fcac852634ce	rule <k> Expr(_:Val) => .K ... </k>
K-0303	semantics/controls.k	MPY-CONTROLS	51	51	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7b0fe50a62195a3b0fef8fb68b9e36bec75ecac9e75acf69e84b5201a689d177	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K-0304	semantics/controls.k	MPY-CONTROLS	52	52	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	cbe0a65ca8b486f863733c806119e1f4a10dbab29dfe59f18e11ba8a0eba3c24	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K-0305	semantics/controls.k	MPY-CONTROLS	53	53	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	590ba86f9c098d790a320da93c083cc8f802c9ca35711eb1cc2cd74245b5ba9f	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K-0306	semantics/controls.k	MPY-CONTROLS	54	56	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	ff7557d947a08ac40c7ceee538b9daef506db3c2a78baeba82da06f1656f45bc	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K-0307	semantics/controls.k	MPY-CONTROLS	57	58	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7a11b92d5f399aa2ed578a0cd9ca0621ef427ca8023e7c60717b9100e28a1915	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
K-0308	semantics/controls.k	MPY-CONTROLS	59	64	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	2c6960d060e5fcfe5e42abf4fd64450cf89ef155afcb0dca8235b3f52f500c50	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
K-0309	semantics/controls.k	MPY-CONTROLS	65	68	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	527ed693357cc917d7a66c85117620efd2d6e9d63fd3c513d857d75f32c5c84e	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K-0310	semantics/controls.k	MPY-CONTROLS	69	70	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	54e2c3c93eb9e29b84ab176aea9ecc6ea72a430e4d0191059235eb51231c0480	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K-0311	semantics/controls.k	MPY-CONTROLS	71	71	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	f6431203e70c43ecb8a36acee40238048e5ae9c14481a6f5e8cb0b7b1d58b46e	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K-0312	semantics/controls.k	MPY-CONTROLS	72	72	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	e22f89d510cff7d36192b2a2ccfeaaf725796c8c8c827450ae307c7947ef155a	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K-0313	semantics/controls.k	MPY-CONTROLS	73	76	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	27623a04cbed0ba606c977978c4830e1e59af1e07b6fec606273bc5bdcb4af68	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K-0314	semantics/controls.k	MPY-CONTROLS	77	77	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	cc778d0a7dee57761ad2083c164374f1ca61a417f970a113330d7964d8a869df	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K-0315	semantics/controls.k	MPY-CONTROLS	78	78	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	6b4a239ea0168f84cd9b863978fae9d5c0b970eabaf77a73c6bbda53ca569539	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K-0316	semantics/controls.k	MPY-CONTROLS	79	80	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	7954a0aef08296979e388406314e89fd6e2dba4ea575dad2bf1408e922ce13cf	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
K-0317	semantics/controls.k	MPY-CONTROLS	81	84	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	e3419f8eee7f79e8c4514487daf45e1127400563d7aff94b6e8ed3a55819f81f	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
K-0318	semantics/controls.k	MPY-CONTROLS	85	85	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	bb87d59b209abee2097a69ac0521f4f49fc8162769983885860572a9797f7f3a	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K-0319	semantics/controls.k	MPY-CONTROLS	86	86	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7987cb734506ffbd385ee94489bf6138d7d3e170c7e1bcf045a5de280ba0bb83	rule <k> Continue => #cont ... </k>
K-0320	semantics/controls.k	MPY-CONTROLS	87	87	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0c6690a88f1d95c9312e4548a2245797efb3794c54bd0b998bc299250012679e	rule <k> Break => #brk ... </k>
K-0321	semantics/controls.k	MPY-CONTROLS	88	88	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8617466b01468a24391f6c8144aa24fad531384c5ac6b67bf45ac202c9903691	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K-0322	semantics/controls.k	MPY-CONTROLS	89	89	rule	rule:owise	owise	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	5cabf37fa715399227a3a3ac10bbe5848811a4674872d38789dbcaaf8a962b70	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K-0323	semantics/controls.k	MPY-CONTROLS	90	90	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	5b9a5f06df03d210661bd4242bc729c182e9d98bf2ac35665f7d2c1cba2048f8	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K-0324	semantics/controls.k	MPY-CONTROLS	91	94	rule	rule:owise	owise	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0b85dbffe4321627cffb340315f61d81a4a2767a8fa809a199a66008d70b5b51	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K-0325	semantics/controls.k	MPY-CONTROLS	95	97	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	ff65bd7ea83de9c1aac2201a6aacd05085c15bf4f7a8368a115d11754dd3088a	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0326	semantics/controls.k	MPY-CONTROLS	98	100	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a42c325234497da9c2b931fb7600707181b79378e75ed4242f79fffa971045ec	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0327	semantics/controls.k	MPY-CONTROLS	101	105	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	3a707c519f219172023ab73ba36f7a45ad608c0cbd0ab287d62524bb1619fa8f	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0328	semantics/controls.k	MPY-CONTROLS	106	108	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	32f13b8026fc2ebda6564a756c9a8580ce60ecbf5ede2d77d9b9482ba95abf50	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0329	semantics/core.k	MPY-CORE	4	4	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	53e3bff8f927183283d900a5251fa5e2512a93c8faf32e529621ebe895d93050	imports MPY-SYNTAX
K-0330	semantics/core.k	MPY-CORE	5	5	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	e6c6a545c82f21825986f4acedb91066255b1648e6ea357da01ee474f877a7ec	imports INT
K-0331	semantics/core.k	MPY-CORE	6	6	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a87b57b80409f2a188407cd25e5a2bd9c412a60b8d7e64f7d839e3e9593b8569	imports BOOL
K-0332	semantics/core.k	MPY-CORE	7	7	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0285d3d5d999f874f605ab7b0a1c28e70d0b96e3b33c6590556e0032fa33fd39	imports STRING
K-0333	semantics/core.k	MPY-CORE	8	8	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	acf7e2a94c16324b89d1a51d98c5e05fc55dc40954dc9fcb6723ba7baeb4ec53	imports MAP
K-0334	semantics/core.k	MPY-CORE	9	9	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	82a7d762e10459837802636cd031705c66f6df450b6e63ea0e20f72dc5a6fcd0	imports LIST
K-0335	semantics/core.k	MPY-CORE	10	12	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	5d664c02791debafd1c58c1ef3ced502c6bc84e391ab9bf326e009fc1f3c5ec9	imports K-EQUAL
K-0336	semantics/core.k	MPY-CORE	13	13	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	2768b2d6c3a17c8dc96cd3fe2032aaa71938dc7e459f3302d39650b2eb1e8be4	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K-0337	semantics/core.k	MPY-CORE	14	14	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	3571b0fa24f69901cc16fe43a413976e68db54b0f47c1857bba7bb311aec6578	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K-0338	semantics/core.k	MPY-CORE	15	17	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	16488dd300402a20f9d382a29903e46194c238e5367cc4b2e92182d7abb0bfa2	syntax Str ::= str(IntSeq)
K-0339	semantics/core.k	MPY-CORE	18	24	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	2b8233305aeadb8aa309b4bcf0520698e22aaa7d3de66e0d3c007bb3c8dac0f7	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K-0340	semantics/core.k	MPY-CORE	25	35	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	e92cb7e4014d3d2bd9d2d9b1c6d90b41b3c47f425f665780398dfc7662f232b1	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
K-0341	semantics/core.k	MPY-CORE	36	36	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	c240ca8787f6f25f24fbb9d017955e365cc667750c631f7869bfa2650e3482b3	syntax Parent ::= "root" | parent(Int)
K-0342	semantics/core.k	MPY-CORE	37	37	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	1a4b85e2b644f529e4a00633d558310cb6a0598e944493db599c6b028d03d8c2	syntax Scope ::= scope(Map, Parent)
K-0343	semantics/core.k	MPY-CORE	38	38	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	190af4b16650786b1d561fa05c1505a6458261cbbc813b67fce1d8382447ed18	syntax KResult ::= Val
K-0344	semantics/core.k	MPY-CORE	39	39	syntax	syntax		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	0e85532827dc67c834bad9f81e8121a2914d717bcd0022d47056849294f017bc	syntax Expr ::= Val
