index	a	b
3972	-34	10
3973	-34	11
3974	-34	12
3975	-34	13
3976	-34	14
3977	-34	15
3978	-34	16
3979	-34	17
3980	-34	18
3981	-34	19
3982	-34	20
3983	-34	21
3984	-34	22
3985	-34	23
3986	-34	24
3987	-34	25
3988	-34	26
3989	-34	27
3990	-34	28
3991	-34	29
3992	-34	30
3993	-34	31
3994	-34	32
3995	-34	33
3996	-34	34
3997	-34	35
3998	-34	36
3999	-34	37
4000	-34	38
4001	-34	39
4002	-34	40
4003	-34	41
4004	-34	42
4005	-34	43
4006	-34	44
4007	-34	45
4008	-34	46
4009	-34	47
4010	-34	48
4011	-34	49
4012	-34	50
4013	-34	51
4014	-34	52
4015	-34	53
4016	-34	54
4017	-34	55
4018	-34	56
4019	-34	57
4020	-34	58
4021	-34	59
4022	-34	60
4023	-34	61
4024	-34	62
4025	-34	63
4026	-34	64
4027	-33	-64
4028	-33	-63
4029	-33	-62
4030	-33	-61
4031	-33	-60
4032	-33	-59
4033	-33	-58
4034	-33	-57
4035	-33	-56
4036	-33	-55
4037	-33	-54
4038	-33	-53
4039	-33	-52
4040	-33	-51
4041	-33	-50
4042	-33	-49
4043	-33	-48
4044	-33	-47
4045	-33	-46
4046	-33	-45
4047	-33	-44
4048	-33	-43
4049	-33	-42
4050	-33	-41
4051	-33	-40
4052	-33	-39
4053	-33	-38
4054	-33	-37
4055	-33	-36
4056	-33	-35
4057	-33	-34
4058	-33	-33
4059	-33	-32
4060	-33	-31
4061	-33	-30
4062	-33	-29
4063	-33	-28
4064	-33	-27
4065	-33	-26
4066	-33	-25
4067	-33	-24
4068	-33	-23
4069	-33	-22
4070	-33	-21
4071	-33	-20
4072	-33	-19
4073	-33	-18
4074	-33	-17
4075	-33	-16
4076	-33	-15
4077	-33	-14
4078	-33	-13
4079	-33	-12
4080	-33	-11
4081	-33	-10
4082	-33	-9
4083	-33	-8
4084	-33	-7
4085	-33	-6
4086	-33	-5
4087	-33	-4
4088	-33	-3
4089	-33	-2
4090	-33	-1
4091	-33	0
4092	-33	1
4093	-33	2
4094	-33	3
4095	-33	4
4096	-33	5
4097	-33	6
4098	-33	7
4099	-33	8
4100	-33	9
4101	-33	10
4102	-33	11
4103	-33	12
4104	-33	13
4105	-33	14
4106	-33	15
4107	-33	16
4108	-33	17
4109	-33	18
4110	-33	19
4111	-33	20
4112	-33	21
4113	-33	22
4114	-33	23
4115	-33	24
4116	-33	25
4117	-33	26
4118	-33	27
4119	-33	28
4120	-33	29
4121	-33	30
4122	-33	31
4123	-33	32
4124	-33	33
4125	-33	34
4126	-33	35
4127	-33	36
4128	-33	37
4129	-33	38
4130	-33	39
4131	-33	40
4132	-33	41
4133	-33	42
4134	-33	43
4135	-33	44
4136	-33	45
4137	-33	46
4138	-33	47
4139	-33	48
4140	-33	49
4141	-33	50
4142	-33	51
4143	-33	52
4144	-33	53
4145	-33	54
4146	-33	55
4147	-33	56
4148	-33	57
4149	-33	58
4150	-33	59
4151	-33	60
4152	-33	61
4153	-33	62
4154	-33	63
4155	-33	64
4156	-32	-64
4157	-32	-63
4158	-32	-62
4159	-32	-61
4160	-32	-60
4161	-32	-59
4162	-32	-58
4163	-32	-57
4164	-32	-56
4165	-32	-55
4166	-32	-54
4167	-32	-53
4168	-32	-52
4169	-32	-51
4170	-32	-50
4171	-32	-49
4172	-32	-48
4173	-32	-47
4174	-32	-46
4175	-32	-45
4176	-32	-44
4177	-32	-43
4178	-32	-42
4179	-32	-41
4180	-32	-40
4181	-32	-39
4182	-32	-38
4183	-32	-37
4184	-32	-36
4185	-32	-35
4186	-32	-34
4187	-32	-33
4188	-32	-32
4189	-32	-31
4190	-32	-30
4191	-32	-29
4192	-32	-28
4193	-32	-27
4194	-32	-26
4195	-32	-25
4196	-32	-24
4197	-32	-23
4198	-32	-22
4199	-32	-21
4200	-32	-20
4201	-32	-19
4202	-32	-18
4203	-32	-17
4204	-32	-16
4205	-32	-15
4206	-32	-14
4207	-32	-13
4208	-32	-12
4209	-32	-11
4210	-32	-10
4211	-32	-9
4212	-32	-8
4213	-32	-7
4214	-32	-6
4215	-32	-5
4216	-32	-4
4217	-32	-3
4218	-32	-2
4219	-32	-1
4220	-32	0
4221	-32	1
4222	-32	2
4223	-32	3
4224	-32	4
4225	-32	5
4226	-32	6
4227	-32	7
4228	-32	8
4229	-32	9
4230	-32	10
4231	-32	11
4232	-32	12
4233	-32	13
4234	-32	14
4235	-32	15
4236	-32	16
4237	-32	17
4238	-32	18
4239	-32	19
4240	-32	20
4241	-32	21
4242	-32	22
4243	-32	23
4244	-32	24
4245	-32	25
4246	-32	26
4247	-32	27
4248	-32	28
4249	-32	29
4250	-32	30
4251	-32	31
4252	-32	32
4253	-32	33
4254	-32	34
4255	-32	35
4256	-32	36
4257	-32	37
4258	-32	38
4259	-32	39
4260	-32	40
4261	-32	41
4262	-32	42
4263	-32	43
4264	-32	44
4265	-32	45
4266	-32	46
4267	-32	47
4268	-32	48
4269	-32	49
4270	-32	50
4271	-32	51
4272	-32	52
4273	-32	53
4274	-32	54
4275	-32	55
4276	-32	56
4277	-32	57
4278	-32	58
4279	-32	59
4280	-32	60
4281	-32	61
4282	-32	62
4283	-32	63
4284	-32	64
4285	-31	-64
4286	-31	-63
4287	-31	-62
4288	-31	-61
4289	-31	-60
4290	-31	-59
4291	-31	-58
4292	-31	-57
4293	-31	-56
4294	-31	-55
4295	-31	-54
4296	-31	-53
4297	-31	-52
4298	-31	-51
4299	-31	-50
4300	-31	-49
4301	-31	-48
4302	-31	-47
4303	-31	-46
4304	-31	-45
4305	-31	-44
4306	-31	-43
4307	-31	-42
4308	-31	-41
4309	-31	-40
4310	-31	-39
4311	-31	-38
4312	-31	-37
4313	-31	-36
4314	-31	-35
4315	-31	-34
4316	-31	-33
4317	-31	-32
4318	-31	-31
4319	-31	-30
4320	-31	-29
4321	-31	-28
4322	-31	-27
4323	-31	-26
4324	-31	-25
4325	-31	-24
4326	-31	-23
4327	-31	-22
4328	-31	-21
4329	-31	-20
4330	-31	-19
4331	-31	-18
4332	-31	-17
4333	-31	-16
4334	-31	-15
4335	-31	-14
4336	-31	-13
4337	-31	-12
4338	-31	-11
4339	-31	-10
4340	-31	-9
4341	-31	-8
4342	-31	-7
4343	-31	-6
4344	-31	-5
4345	-31	-4
4346	-31	-3
4347	-31	-2
4348	-31	-1
4349	-31	0
4350	-31	1
4351	-31	2
4352	-31	3
4353	-31	4
4354	-31	5
4355	-31	6
4356	-31	7
4357	-31	8
4358	-31	9
4359	-31	10
4360	-31	11
4361	-31	12
4362	-31	13
4363	-31	14
4364	-31	15
4365	-31	16
4366	-31	17
4367	-31	18
4368	-31	19
4369	-31	20
4370	-31	21
4371	-31	22
4372	-31	23
4373	-31	24
4374	-31	25
4375	-31	26
4376	-31	27
4377	-31	28
4378	-31	29
4379	-31	30
4380	-31	31
4381	-31	32
4382	-31	33
4383	-31	34
4384	-31	35
4385	-31	36
4386	-31	37
4387	-31	38
4388	-31	39
4389	-31	40
4390	-31	41
4391	-31	42
4392	-31	43
4393	-31	44
4394	-31	45
4395	-31	46
4396	-31	47
4397	-31	48
4398	-31	49
4399	-31	50
4400	-31	51
4401	-31	52
4402	-31	53
4403	-31	54
4404	-31	55
4405	-31	56
4406	-31	57
4407	-31	58
4408	-31	59
4409	-31	60
4410	-31	61
4411	-31	62
4412	-31	63
4413	-31	64
4414	-30	-64
4415	-30	-63
4416	-30	-62
4417	-30	-61
4418	-30	-60
4419	-30	-59
4420	-30	-58
4421	-30	-57
4422	-30	-56
4423	-30	-55
4424	-30	-54
4425	-30	-53
4426	-30	-52
4427	-30	-51
4428	-30	-50
4429	-30	-49
4430	-30	-48
4431	-30	-47
4432	-30	-46
4433	-30	-45
4434	-30	-44
4435	-30	-43
4436	-30	-42
4437	-30	-41
4438	-30	-40
4439	-30	-39
4440	-30	-38
4441	-30	-37
4442	-30	-36
4443	-30	-35
4444	-30	-34
4445	-30	-33
4446	-30	-32
4447	-30	-31
4448	-30	-30
4449	-30	-29
4450	-30	-28
4451	-30	-27
4452	-30	-26
4453	-30	-25
4454	-30	-24
4455	-30	-23
4456	-30	-22
4457	-30	-21
4458	-30	-20
4459	-30	-19
4460	-30	-18
4461	-30	-17
4462	-30	-16
4463	-30	-15
4464	-30	-14
4465	-30	-13
4466	-30	-12
4467	-30	-11
4468	-30	-10
4469	-30	-9
4470	-30	-8
4471	-30	-7
4472	-30	-6
4473	-30	-5
4474	-30	-4
4475	-30	-3
4476	-30	-2
4477	-30	-1
4478	-30	0
4479	-30	1
4480	-30	2
4481	-30	3
4482	-30	4
4483	-30	5
4484	-30	6
4485	-30	7
4486	-30	8
4487	-30	9
4488	-30	10
4489	-30	11
4490	-30	12
4491	-30	13
4492	-30	14
4493	-30	15
4494	-30	16
4495	-30	17
4496	-30	18
4497	-30	19
4498	-30	20
4499	-30	21
4500	-30	22
4501	-30	23
4502	-30	24
4503	-30	25
4504	-30	26
4505	-30	27
4506	-30	28
4507	-30	29
4508	-30	30
4509	-30	31
4510	-30	32
4511	-30	33
4512	-30	34
4513	-30	35
4514	-30	36
4515	-30	37
4516	-30	38
4517	-30	39
4518	-30	40
4519	-30	41
4520	-30	42
4521	-30	43
4522	-30	44
4523	-30	45
4524	-30	46
4525	-30	47
4526	-30	48
4527	-30	49
4528	-30	50
4529	-30	51
4530	-30	52
4531	-30	53
4532	-30	54
4533	-30	55
4534	-30	56
4535	-30	57
4536	-30	58
4537	-30	59
4538	-30	60
4539	-30	61
4540	-30	62
4541	-30	63
4542	-30	64
4543	-29	-64
4544	-29	-63
4545	-29	-62
4546	-29	-61
4547	-29	-60
4548	-29	-59
4549	-29	-58
4550	-29	-57
4551	-29	-56
4552	-29	-55
4553	-29	-54
4554	-29	-53
4555	-29	-52
4556	-29	-51
4557	-29	-50
4558	-29	-49
4559	-29	-48
4560	-29	-47
4561	-29	-46
4562	-29	-45
4563	-29	-44
4564	-29	-43
4565	-29	-42
4566	-29	-41
4567	-29	-40
4568	-29	-39
4569	-29	-38
4570	-29	-37
4571	-29	-36
4572	-29	-35
4573	-29	-34
4574	-29	-33
4575	-29	-32
4576	-29	-31
4577	-29	-30
4578	-29	-29
4579	-29	-28
4580	-29	-27
4581	-29	-26
4582	-29	-25
4583	-29	-24
4584	-29	-23
4585	-29	-22
4586	-29	-21
4587	-29	-20
4588	-29	-19
4589	-29	-18
4590	-29	-17
4591	-29	-16
4592	-29	-15
4593	-29	-14
4594	-29	-13
4595	-29	-12
4596	-29	-11
4597	-29	-10
4598	-29	-9
4599	-29	-8
4600	-29	-7
4601	-29	-6
4602	-29	-5
4603	-29	-4
4604	-29	-3
4605	-29	-2
4606	-29	-1
4607	-29	0
4608	-29	1
4609	-29	2
4610	-29	3
4611	-29	4
4612	-29	5
4613	-29	6
4614	-29	7
4615	-29	8
4616	-29	9
4617	-29	10
4618	-29	11
4619	-29	12
4620	-29	13
4621	-29	14
4622	-29	15
4623	-29	16
4624	-29	17
4625	-29	18
4626	-29	19
4627	-29	20
4628	-29	21
4629	-29	22
4630	-29	23
4631	-29	24
4632	-29	25
4633	-29	26
4634	-29	27
4635	-29	28
4636	-29	29
4637	-29	30
4638	-29	31
4639	-29	32
4640	-29	33
4641	-29	34
4642	-29	35
4643	-29	36
4644	-29	37
4645	-29	38
4646	-29	39
4647	-29	40
4648	-29	41
4649	-29	42
4650	-29	43
4651	-29	44
4652	-29	45
4653	-29	46
4654	-29	47
4655	-29	48
4656	-29	49
4657	-29	50
4658	-29	51
4659	-29	52
4660	-29	53
4661	-29	54
4662	-29	55
4663	-29	56
4664	-29	57
4665	-29	58
4666	-29	59
4667	-29	60
4668	-29	61
4669	-29	62
4670	-29	63
4671	-29	64
4672	-28	-64
4673	-28	-63
4674	-28	-62
4675	-28	-61
4676	-28	-60
4677	-28	-59
4678	-28	-58
4679	-28	-57
4680	-28	-56
4681	-28	-55
4682	-28	-54
4683	-28	-53
4684	-28	-52
4685	-28	-51
4686	-28	-50
4687	-28	-49
4688	-28	-48
4689	-28	-47
4690	-28	-46
4691	-28	-45
4692	-28	-44
4693	-28	-43
4694	-28	-42
4695	-28	-41
4696	-28	-40
4697	-28	-39
4698	-28	-38
4699	-28	-37
4700	-28	-36
4701	-28	-35
4702	-28	-34
4703	-28	-33
4704	-28	-32
4705	-28	-31
4706	-28	-30
4707	-28	-29
4708	-28	-28
4709	-28	-27
4710	-28	-26
4711	-28	-25
4712	-28	-24
4713	-28	-23
4714	-28	-22
4715	-28	-21
4716	-28	-20
4717	-28	-19
4718	-28	-18
4719	-28	-17
4720	-28	-16
4721	-28	-15
4722	-28	-14
4723	-28	-13
4724	-28	-12
4725	-28	-11
4726	-28	-10
4727	-28	-9
4728	-28	-8
4729	-28	-7
4730	-28	-6
4731	-28	-5
4732	-28	-4
4733	-28	-3
4734	-28	-2
4735	-28	-1
4736	-28	0
4737	-28	1
4738	-28	2
4739	-28	3
4740	-28	4
4741	-28	5
4742	-28	6
4743	-28	7
4744	-28	8
4745	-28	9
4746	-28	10
4747	-28	11
4748	-28	12
4749	-28	13
4750	-28	14
4751	-28	15
4752	-28	16
4753	-28	17
4754	-28	18
4755	-28	19
4756	-28	20
4757	-28	21
4758	-28	22
4759	-28	23
4760	-28	24
4761	-28	25
4762	-28	26
4763	-28	27
4764	-28	28
4765	-28	29
4766	-28	30
4767	-28	31
4768	-28	32
4769	-28	33
4770	-28	34
4771	-28	35
4772	-28	36
4773	-28	37
4774	-28	38
4775	-28	39
4776	-28	40
4777	-28	41
4778	-28	42
4779	-28	43
4780	-28	44
4781	-28	45
4782	-28	46
4783	-28	47
4784	-28	48
4785	-28	49
4786	-28	50
4787	-28	51
4788	-28	52
4789	-28	53
4790	-28	54
4791	-28	55
4792	-28	56
4793	-28	57
4794	-28	58
4795	-28	59
4796	-28	60
4797	-28	61
4798	-28	62
4799	-28	63
4800	-28	64
4801	-27	-64
4802	-27	-63
4803	-27	-62
4804	-27	-61
4805	-27	-60
4806	-27	-59
4807	-27	-58
4808	-27	-57
4809	-27	-56
4810	-27	-55
4811	-27	-54
4812	-27	-53
4813	-27	-52
4814	-27	-51
4815	-27	-50
4816	-27	-49
4817	-27	-48
4818	-27	-47
4819	-27	-46
4820	-27	-45
4821	-27	-44
4822	-27	-43
4823	-27	-42
4824	-27	-41
4825	-27	-40
4826	-27	-39
4827	-27	-38
4828	-27	-37
4829	-27	-36
4830	-27	-35
4831	-27	-34
4832	-27	-33
4833	-27	-32
4834	-27	-31
4835	-27	-30
4836	-27	-29
4837	-27	-28
4838	-27	-27
4839	-27	-26
4840	-27	-25
4841	-27	-24
4842	-27	-23
4843	-27	-22
4844	-27	-21
4845	-27	-20
4846	-27	-19
4847	-27	-18
4848	-27	-17
4849	-27	-16
4850	-27	-15
4851	-27	-14
4852	-27	-13
4853	-27	-12
4854	-27	-11
4855	-27	-10
4856	-27	-9
4857	-27	-8
4858	-27	-7
4859	-27	-6
4860	-27	-5
4861	-27	-4
4862	-27	-3
4863	-27	-2
4864	-27	-1
4865	-27	0
4866	-27	1
4867	-27	2
4868	-27	3
4869	-27	4
4870	-27	5
4871	-27	6
4872	-27	7
4873	-27	8
4874	-27	9
4875	-27	10
4876	-27	11
4877	-27	12
4878	-27	13
4879	-27	14
4880	-27	15
4881	-27	16
4882	-27	17
4883	-27	18
4884	-27	19
4885	-27	20
4886	-27	21
4887	-27	22
4888	-27	23
4889	-27	24
4890	-27	25
4891	-27	26
4892	-27	27
4893	-27	28
4894	-27	29
4895	-27	30
4896	-27	31
4897	-27	32
4898	-27	33
4899	-27	34
4900	-27	35
4901	-27	36
4902	-27	37
4903	-27	38
4904	-27	39
4905	-27	40
4906	-27	41
4907	-27	42
4908	-27	43
4909	-27	44
4910	-27	45
4911	-27	46
4912	-27	47
4913	-27	48
4914	-27	49
4915	-27	50
4916	-27	51
4917	-27	52
4918	-27	53
4919	-27	54
4920	-27	55
4921	-27	56
4922	-27	57
4923	-27	58
4924	-27	59
4925	-27	60
4926	-27	61
4927	-27	62
4928	-27	63
4929	-27	64
4930	-26	-64
4931	-26	-63
4932	-26	-62
4933	-26	-61
4934	-26	-60
4935	-26	-59
4936	-26	-58
4937	-26	-57
4938	-26	-56
4939	-26	-55
4940	-26	-54
4941	-26	-53
4942	-26	-52
4943	-26	-51
4944	-26	-50
4945	-26	-49
4946	-26	-48
4947	-26	-47
4948	-26	-46
4949	-26	-45
4950	-26	-44
4951	-26	-43
4952	-26	-42
4953	-26	-41
4954	-26	-40
4955	-26	-39
4956	-26	-38
4957	-26	-37
4958	-26	-36
4959	-26	-35
4960	-26	-34
4961	-26	-33
4962	-26	-32
4963	-26	-31
4964	-26	-30
4965	-26	-29
4966	-26	-28
4967	-26	-27
4968	-26	-26
4969	-26	-25
4970	-26	-24
4971	-26	-23
4972	-26	-22
4973	-26	-21
4974	-26	-20
4975	-26	-19
4976	-26	-18
4977	-26	-17
4978	-26	-16
4979	-26	-15
4980	-26	-14
4981	-26	-13
4982	-26	-12
4983	-26	-11
4984	-26	-10
4985	-26	-9
4986	-26	-8
4987	-26	-7
4988	-26	-6
4989	-26	-5
4990	-26	-4
4991	-26	-3
4992	-26	-2
4993	-26	-1
4994	-26	0
4995	-26	1
4996	-26	2
4997	-26	3
4998	-26	4
4999	-26	5
5000	-26	6
5001	-26	7
5002	-26	8
5003	-26	9
5004	-26	10
5005	-26	11
5006	-26	12
5007	-26	13
5008	-26	14
5009	-26	15
5010	-26	16
5011	-26	17
5012	-26	18
5013	-26	19
5014	-26	20
5015	-26	21
5016	-26	22
5017	-26	23
5018	-26	24
5019	-26	25
5020	-26	26
5021	-26	27
5022	-26	28
5023	-26	29
5024	-26	30
5025	-26	31
5026	-26	32
5027	-26	33
5028	-26	34
5029	-26	35
5030	-26	36
5031	-26	37
5032	-26	38
5033	-26	39
5034	-26	40
5035	-26	41
5036	-26	42
5037	-26	43
5038	-26	44
5039	-26	45
5040	-26	46
5041	-26	47
5042	-26	48
5043	-26	49
5044	-26	50
5045	-26	51
5046	-26	52
5047	-26	53
5048	-26	54
5049	-26	55
5050	-26	56
5051	-26	57
5052	-26	58
5053	-26	59
5054	-26	60
5055	-26	61
5056	-26	62
5057	-26	63
5058	-26	64
5059	-25	-64
5060	-25	-63
5061	-25	-62
5062	-25	-61
5063	-25	-60
5064	-25	-59
5065	-25	-58
5066	-25	-57
5067	-25	-56
5068	-25	-55
5069	-25	-54
5070	-25	-53
5071	-25	-52
5072	-25	-51
5073	-25	-50
5074	-25	-49
5075	-25	-48
5076	-25	-47
5077	-25	-46
5078	-25	-45
5079	-25	-44
5080	-25	-43
5081	-25	-42
5082	-25	-41
5083	-25	-40
5084	-25	-39
5085	-25	-38
5086	-25	-37
5087	-25	-36
5088	-25	-35
5089	-25	-34
5090	-25	-33
5091	-25	-32
5092	-25	-31
5093	-25	-30
5094	-25	-29
5095	-25	-28
5096	-25	-27
5097	-25	-26
5098	-25	-25
5099	-25	-24
5100	-25	-23
5101	-25	-22
5102	-25	-21
5103	-25	-20
5104	-25	-19
5105	-25	-18
5106	-25	-17
5107	-25	-16
5108	-25	-15
5109	-25	-14
5110	-25	-13
5111	-25	-12
5112	-25	-11
5113	-25	-10
5114	-25	-9
5115	-25	-8
5116	-25	-7
5117	-25	-6
5118	-25	-5
5119	-25	-4
5120	-25	-3
5121	-25	-2
5122	-25	-1
5123	-25	0
5124	-25	1
5125	-25	2
5126	-25	3
5127	-25	4
5128	-25	5
5129	-25	6
5130	-25	7
5131	-25	8
5132	-25	9
5133	-25	10
5134	-25	11
5135	-25	12
5136	-25	13
5137	-25	14
5138	-25	15
5139	-25	16
5140	-25	17
5141	-25	18
5142	-25	19
5143	-25	20
5144	-25	21
5145	-25	22
5146	-25	23
5147	-25	24
5148	-25	25
5149	-25	26
5150	-25	27
5151	-25	28
5152	-25	29
5153	-25	30
5154	-25	31
5155	-25	32
5156	-25	33
5157	-25	34
5158	-25	35
5159	-25	36
5160	-25	37
5161	-25	38
5162	-25	39
5163	-25	40
5164	-25	41
5165	-25	42
5166	-25	43
5167	-25	44
5168	-25	45
5169	-25	46
5170	-25	47
5171	-25	48
5172	-25	49
5173	-25	50
5174	-25	51
5175	-25	52
5176	-25	53
5177	-25	54
5178	-25	55
5179	-25	56
5180	-25	57
5181	-25	58
5182	-25	59
5183	-25	60
5184	-25	61
5185	-25	62
5186	-25	63
5187	-25	64
5188	-24	-64
5189	-24	-63
5190	-24	-62
5191	-24	-61
5192	-24	-60
5193	-24	-59
5194	-24	-58
5195	-24	-57
5196	-24	-56
5197	-24	-55
5198	-24	-54
5199	-24	-53
5200	-24	-52
5201	-24	-51
5202	-24	-50
5203	-24	-49
5204	-24	-48
5205	-24	-47
5206	-24	-46
5207	-24	-45
5208	-24	-44
5209	-24	-43
5210	-24	-42
5211	-24	-41
5212	-24	-40
5213	-24	-39
5214	-24	-38
5215	-24	-37
5216	-24	-36
5217	-24	-35
5218	-24	-34
5219	-24	-33
5220	-24	-32
5221	-24	-31
5222	-24	-30
5223	-24	-29
5224	-24	-28
5225	-24	-27
5226	-24	-26
5227	-24	-25
5228	-24	-24
5229	-24	-23
5230	-24	-22
5231	-24	-21
5232	-24	-20
5233	-24	-19
5234	-24	-18
5235	-24	-17
5236	-24	-16
5237	-24	-15
5238	-24	-14
5239	-24	-13
5240	-24	-12
5241	-24	-11
5242	-24	-10
5243	-24	-9
5244	-24	-8
5245	-24	-7
5246	-24	-6
5247	-24	-5
5248	-24	-4
5249	-24	-3
5250	-24	-2
5251	-24	-1
5252	-24	0
5253	-24	1
5254	-24	2
5255	-24	3
5256	-24	4
5257	-24	5
5258	-24	6
5259	-24	7
5260	-24	8
5261	-24	9
5262	-24	10
5263	-24	11
5264	-24	12
5265	-24	13
5266	-24	14
5267	-24	15
5268	-24	16
5269	-24	17
5270	-24	18
5271	-24	19
5272	-24	20
5273	-24	21
5274	-24	22
5275	-24	23
5276	-24	24
5277	-24	25
5278	-24	26
5279	-24	27
5280	-24	28
5281	-24	29
5282	-24	30
5283	-24	31
5284	-24	32
5285	-24	33
5286	-24	34
5287	-24	35
5288	-24	36
5289	-24	37
5290	-24	38
5291	-24	39
5292	-24	40
5293	-24	41
5294	-24	42
5295	-24	43
5296	-24	44
5297	-24	45
5298	-24	46
5299	-24	47
5300	-24	48
5301	-24	49
5302	-24	50
5303	-24	51
5304	-24	52
5305	-24	53
5306	-24	54
5307	-24	55
5308	-24	56
5309	-24	57
5310	-24	58
5311	-24	59
5312	-24	60
5313	-24	61
5314	-24	62
5315	-24	63
5316	-24	64
5317	-23	-64
5318	-23	-63
5319	-23	-62
5320	-23	-61
5321	-23	-60
5322	-23	-59
5323	-23	-58
5324	-23	-57
5325	-23	-56
5326	-23	-55
5327	-23	-54
5328	-23	-53
5329	-23	-52
5330	-23	-51
5331	-23	-50
5332	-23	-49
5333	-23	-48
5334	-23	-47
5335	-23	-46
5336	-23	-45
5337	-23	-44
5338	-23	-43
5339	-23	-42
5340	-23	-41
5341	-23	-40
5342	-23	-39
5343	-23	-38
5344	-23	-37
5345	-23	-36
5346	-23	-35
5347	-23	-34
5348	-23	-33
5349	-23	-32
5350	-23	-31
5351	-23	-30
5352	-23	-29
5353	-23	-28
5354	-23	-27
5355	-23	-26
5356	-23	-25
5357	-23	-24
5358	-23	-23
5359	-23	-22
5360	-23	-21
5361	-23	-20
5362	-23	-19
5363	-23	-18
5364	-23	-17
5365	-23	-16
5366	-23	-15
5367	-23	-14
5368	-23	-13
5369	-23	-12
5370	-23	-11
5371	-23	-10
5372	-23	-9
5373	-23	-8
5374	-23	-7
5375	-23	-6
5376	-23	-5
5377	-23	-4
5378	-23	-3
5379	-23	-2
5380	-23	-1
5381	-23	0
5382	-23	1
5383	-23	2
5384	-23	3
5385	-23	4
5386	-23	5
5387	-23	6
5388	-23	7
5389	-23	8
5390	-23	9
5391	-23	10
5392	-23	11
5393	-23	12
5394	-23	13
5395	-23	14
5396	-23	15
5397	-23	16
5398	-23	17
5399	-23	18
5400	-23	19
5401	-23	20
5402	-23	21
5403	-23	22
5404	-23	23
5405	-23	24
5406	-23	25
5407	-23	26
5408	-23	27
5409	-23	28
5410	-23	29
5411	-23	30
5412	-23	31
5413	-23	32
5414	-23	33
5415	-23	34
5416	-23	35
5417	-23	36
5418	-23	37
5419	-23	38
5420	-23	39
5421	-23	40
5422	-23	41
5423	-23	42
5424	-23	43
5425	-23	44
5426	-23	45
5427	-23	46
5428	-23	47
5429	-23	48
5430	-23	49
5431	-23	50
5432	-23	51
5433	-23	52
5434	-23	53
5435	-23	54
5436	-23	55
5437	-23	56
5438	-23	57
5439	-23	58
5440	-23	59
5441	-23	60
5442	-23	61
5443	-23	62
5444	-23	63
5445	-23	64
5446	-22	-64
5447	-22	-63
5448	-22	-62
5449	-22	-61
5450	-22	-60
5451	-22	-59
5452	-22	-58
5453	-22	-57
5454	-22	-56
5455	-22	-55
5456	-22	-54
5457	-22	-53
5458	-22	-52
5459	-22	-51
5460	-22	-50
5461	-22	-49
5462	-22	-48
5463	-22	-47
5464	-22	-46
5465	-22	-45
5466	-22	-44
5467	-22	-43
5468	-22	-42
5469	-22	-41
5470	-22	-40
5471	-22	-39
5472	-22	-38
5473	-22	-37
5474	-22	-36
5475	-22	-35
5476	-22	-34
5477	-22	-33
5478	-22	-32
5479	-22	-31
5480	-22	-30
5481	-22	-29
5482	-22	-28
5483	-22	-27
5484	-22	-26
5485	-22	-25
5486	-22	-24
5487	-22	-23
5488	-22	-22
5489	-22	-21
5490	-22	-20
5491	-22	-19
5492	-22	-18
5493	-22	-17
5494	-22	-16
5495	-22	-15
5496	-22	-14
5497	-22	-13
5498	-22	-12
5499	-22	-11
5500	-22	-10
5501	-22	-9
5502	-22	-8
5503	-22	-7
5504	-22	-6
5505	-22	-5
5506	-22	-4
5507	-22	-3
5508	-22	-2
5509	-22	-1
5510	-22	0
5511	-22	1
5512	-22	2
5513	-22	3
5514	-22	4
5515	-22	5
5516	-22	6
5517	-22	7
5518	-22	8
5519	-22	9
5520	-22	10
5521	-22	11
5522	-22	12
5523	-22	13
5524	-22	14
5525	-22	15
5526	-22	16
5527	-22	17
5528	-22	18
5529	-22	19
5530	-22	20
5531	-22	21
5532	-22	22
5533	-22	23
5534	-22	24
5535	-22	25
5536	-22	26
5537	-22	27
5538	-22	28
5539	-22	29
5540	-22	30
5541	-22	31
5542	-22	32
5543	-22	33
5544	-22	34
5545	-22	35
5546	-22	36
5547	-22	37
5548	-22	38
5549	-22	39
5550	-22	40
5551	-22	41
5552	-22	42
5553	-22	43
5554	-22	44
5555	-22	45
5556	-22	46
5557	-22	47
5558	-22	48
5559	-22	49
5560	-22	50
5561	-22	51
5562	-22	52
5563	-22	53
5564	-22	54
5565	-22	55
5566	-22	56
5567	-22	57
5568	-22	58
5569	-22	59
5570	-22	60
5571	-22	61
5572	-22	62
5573	-22	63
5574	-22	64
5575	-21	-64
5576	-21	-63
5577	-21	-62
5578	-21	-61
5579	-21	-60
5580	-21	-59
5581	-21	-58
5582	-21	-57
5583	-21	-56
5584	-21	-55
5585	-21	-54
5586	-21	-53
5587	-21	-52
5588	-21	-51
5589	-21	-50
5590	-21	-49
5591	-21	-48
5592	-21	-47
5593	-21	-46
5594	-21	-45
5595	-21	-44
5596	-21	-43
5597	-21	-42
5598	-21	-41
5599	-21	-40
5600	-21	-39
5601	-21	-38
5602	-21	-37
5603	-21	-36
5604	-21	-35
5605	-21	-34
5606	-21	-33
5607	-21	-32
5608	-21	-31
5609	-21	-30
5610	-21	-29
5611	-21	-28
5612	-21	-27
5613	-21	-26
5614	-21	-25
5615	-21	-24
5616	-21	-23
5617	-21	-22
5618	-21	-21
