id	file	line	kind	attributes	target_path	review_decision	text
S0181	semantics/builtins.k	197	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule evHead42(iCons(42, _:IntSeq)) => true
S0182	semantics/builtins.k	198	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule evHead42(_:IntSeq)            => false [owise]
S0183	semantics/builtins.k	199	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Bool ::= evHead47(IntSeq) [function, total]
S0184	semantics/builtins.k	200	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule evHead47(iCons(47, _:IntSeq)) => true
S0185	semantics/builtins.k	201	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule evHead47(_:IntSeq)            => false [owise]
S0186	semantics/builtins.k	203	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax OpSeq ::= tokOps(IntSeq) [function, total]
S0187	semantics/builtins.k	204	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokOps(.IntSeq)                 => .OpSeq
S0188	semantics/builtins.k	205	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
S0189	semantics/builtins.k	206	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
S0190	semantics/builtins.k	207	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
S0191	semantics/builtins.k	208	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
S0192	semantics/builtins.k	209	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
S0193	semantics/builtins.k	210	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
S0194	semantics/builtins.k	211	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"
S0195	semantics/builtins.k	212	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"
S0196	semantics/builtins.k	214	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
S0197	semantics/builtins.k	216	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokNds(.IntSeq)                => .IntSeq
S0198	semantics/builtins.k	217	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
S0199	semantics/builtins.k	218	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
S0200	semantics/builtins.k	219	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
S0201	semantics/builtins.k	221	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
S0202	semantics/builtins.k	223	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
S0203	semantics/builtins.k	225	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax EvPair ::= evp(OpSeq, IntSeq)
S0204	semantics/builtins.k	226	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Int ::= firstNdE(EvPair) [function, total]
S0205	semantics/builtins.k	227	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
S0206	semantics/builtins.k	228	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule firstNdE(_:EvPair) => 0 [owise]
S0207	semantics/builtins.k	230	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Int ::= applyOpE(String, Int, Int) [function, total]
S0208	semantics/builtins.k	231	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
S0209	semantics/builtins.k	232	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
S0210	semantics/builtins.k	233	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
S0211	semantics/builtins.k	234	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
S0212	semantics/builtins.k	235	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
S0213	semantics/builtins.k	236	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
S0214	semantics/builtins.k	238	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
S0215	semantics/builtins.k	239	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
S0216	semantics/builtins.k	240	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
S0217	semantics/builtins.k	241	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
S0218	semantics/builtins.k	243	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
S0219	semantics/builtins.k	244	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
S0220	semantics/builtins.k	245	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
S0221	semantics/builtins.k	246	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
S0222	semantics/builtins.k	247	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
S0223	semantics/builtins.k	248	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
S0224	semantics/builtins.k	250	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
S0225	semantics/builtins.k	251	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
S0226	semantics/builtins.k	252	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
S0227	semantics/builtins.k	253	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
S0228	semantics/builtins.k	254	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
S0229	semantics/builtins.k	255	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
S0230	semantics/builtins.k	256	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
S0231	semantics/builtins.k	257	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
S0232	semantics/builtins.k	260	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
S0233	semantics/builtins.k	263	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
S0234	semantics/builtins.k	265	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Bool ::= inLevelE(String, String) [function, total]
S0235	semantics/builtins.k	266	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
S0236	semantics/builtins.k	267	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
S0237	semantics/builtins.k	268	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule inLevelE(_:String, _:String) => false [owise]
S0238	semantics/builtins.k	269	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
S0239	semantics/builtins.k	270	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
S0240	semantics/builtins.k	271	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
S0241	semantics/builtins.k	272	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
S0242	semantics/builtins.k	273	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
S0243	semantics/builtins.k	274	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
S0244	semantics/builtins.k	279	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"syntax KItem ::= ""#md5"""
S0245	semantics/builtins.k	280	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
S0246	semantics/builtins.k	282	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
S0247	semantics/builtins.k	283	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Val ::= md5Obj(IntSeq)
S0248	semantics/builtins.k	284	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
S0249	semantics/builtins.k	285	syntax	function,total,no-evaluators,symbol	no	ACCEPTED_UNUSED_OPAQUE_FIXED_BOUNDARY	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
S0250	semantics/builtins.k	291	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
S0251	semantics/builtins.k	292	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
S0252	semantics/builtins.k	293	syntax	function	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
S0253	semantics/builtins.k	294	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule isIntV(_:Int)         => true
S0254	semantics/builtins.k	295	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule isIntV(_:Val)         => false [owise]
S0255	semantics/builtins.k	296	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule isStrV(str(_:IntSeq)) => true
S0256	semantics/builtins.k	297	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule isStrV(_:Val)         => false [owise]
S0257	semantics/builtins.k	298	endmodule		no	STRUCTURE_ONLY	endmodule
S0258	semantics/call.k	10	module		no	STRUCTURE_ONLY	module MPY-CALL
S0259	semantics/call.k	11	imports		no	STRUCTURE_ONLY	imports MPY-METHODS
S0260	semantics/call.k	12	imports		no	STRUCTURE_ONLY	imports MPY-BUILTINS
S0261	semantics/call.k	13	imports		no	STRUCTURE_ONLY	imports MPY-FUNCTIONS
S0262	semantics/call.k	16	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
S0263	semantics/call.k	19	syntax		yes	ACCEPTED_TARGET_PATH_SOUND	syntax KItem ::= #callee(Exprs)
S0264	semantics/call.k	20	rule	owise	yes	ACCEPTED_TARGET_PATH_SOUND	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
S0265	semantics/call.k	21	rule		yes	ACCEPTED_TARGET_PATH_SOUND	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
S0266	semantics/call.k	24	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
S0267	semantics/call.k	26	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
S0268	semantics/call.k	27	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
S0269	semantics/call.k	28	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
S0270	semantics/call.k	29	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
S0271	semantics/call.k	30	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
S0272	semantics/call.k	31	rule	owise	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
S0273	semantics/call.k	32	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
S0274	semantics/call.k	38	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
S0275	semantics/call.k	42	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
S0276	semantics/call.k	47	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
S0277	semantics/call.k	52	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Bool ::= isMutMethod(String) [function, total]
S0278	semantics/call.k	53	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
S0279	semantics/call.k	56	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
S0280	semantics/call.k	63	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
S0281	semantics/call.k	69	rule		yes	ACCEPTED_TARGET_PATH_SOUND	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
S0282	semantics/call.k	80	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
S0283	semantics/call.k	87	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax KItem ::= #allocCells(ParamNames)
S0284	semantics/call.k	88	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #allocCells(.ParamNames) => .K ... </k>
S0285	semantics/call.k	89	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
S0286	semantics/call.k	95	endmodule		no	STRUCTURE_ONLY	endmodule
S0287	semantics/comprehension.k	3	module		no	STRUCTURE_ONLY	module MPY-COMPREHENSION
S0288	semantics/comprehension.k	4	imports		no	STRUCTURE_ONLY	imports MPY-CORE
S0289	semantics/comprehension.k	5	imports		no	STRUCTURE_ONLY	imports MPY-OPERATORS
S0290	semantics/comprehension.k	6	imports		no	STRUCTURE_ONLY	imports MPY-LIST
S0291	semantics/comprehension.k	7	imports		no	STRUCTURE_ONLY	imports MPY-CONTROLS
S0292	semantics/comprehension.k	8	imports		no	STRUCTURE_ONLY	imports MPY-FUNCTIONS
S0293	semantics/comprehension.k	11	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
S0294	semantics/comprehension.k	12	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
S0295	semantics/comprehension.k	14	syntax	macro	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Stmts ::= compBody(CompFors, Expr) [macro]
S0296	semantics/comprehension.k	15	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
S0297	semantics/comprehension.k	18	syntax	macro,macro-rec	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
S0298	semantics/comprehension.k	19	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
S0299	semantics/comprehension.k	21	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
S0300	semantics/comprehension.k	24	syntax	macro	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Expr ::= compGuard(Exprs) [macro]
S0301	semantics/comprehension.k	25	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule compGuard(.Exprs)             => Bool(true)
S0302	semantics/comprehension.k	26	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
S0303	semantics/comprehension.k	27	endmodule		no	STRUCTURE_ONLY	endmodule
S0304	semantics/concrete.k	8	module		no	STRUCTURE_ONLY	module MPY-CONCRETE
S0305	semantics/concrete.k	9	imports		no	STRUCTURE_ONLY	imports MPY
S0306	semantics/concrete.k	13	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
S0307	semantics/concrete.k	16	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
S0308	semantics/concrete.k	25	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Val ::= kvP(Val, Val)
S0309	semantics/concrete.k	26	syntax		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
S0310	semantics/concrete.k	28	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
S0311	semantics/concrete.k	31	rule	priority	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
S0312	semantics/concrete.k	34	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
S0313	semantics/concrete.k	36	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
S0314	semantics/concrete.k	38	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
S0315	semantics/concrete.k	42	syntax	function	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
S0316	semantics/concrete.k	43	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
S0317	semantics/concrete.k	44	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
S0318	semantics/concrete.k	47	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
S0319	semantics/concrete.k	51	syntax	function	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax Bool ::= kLt(Val, Val) [function]
S0320	semantics/concrete.k	52	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
S0321	semantics/concrete.k	53	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
S0322	semantics/concrete.k	54	rule		no	ACCEPTED_OFF_PATH_FIXED_SUBSET	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
S0323	semantics/concrete.k	56	syntax	function,total	no	ACCEPTED_OFF_PATH_FIXED_SUBSET	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
