id	file	line	kind	attributes	relevance	assessment	statement_sha256	bounded_preview
282	reference-semantics/semantics/call.k	80	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	a2bef0dd82d35436c55f2aa9a6d0f9ae6f0b99f6c7050f8c167454bde89ada10	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc>
283	reference-semantics/semantics/call.k	87	syntax	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	66b816d7dbbcb9d731590143b3d24bb779b4f8884fc7b5bb7f970cefaffb7f05	syntax KItem ::= #allocCells(ParamNames)
284	reference-semantics/semantics/call.k	88	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	ab5f4beee335a8e71b2964a9d669bbe365a142f028d53ec7fe526ddc46ec1346	rule <k> #allocCells(.ParamNames) => .K ... </k>
285	reference-semantics/semantics/call.k	89	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	bb337d88eb8f356d71a7859fea7d8e4ef444030223ac0ac4e16694f0ed90efb9	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
286	reference-semantics/semantics/call.k	95	endmodule	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
287	reference-semantics/semantics/comprehension.k	3	module	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	5d080156bedbd23cced0d31375ba799d8e28e2b518843fc2cec979392a9af1b3	module MPY-COMPREHENSION
288	reference-semantics/semantics/comprehension.k	4	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
289	reference-semantics/semantics/comprehension.k	5	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	ee018db6efb00ffdd01d59dac03e43be2192505ed7049d1c693197e018cbc088	imports MPY-OPERATORS
290	reference-semantics/semantics/comprehension.k	6	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	511c798e04e96a7ad3e9efe5e06eb4804d66d38f1294d62d46068dc7eafb0373	imports MPY-LIST
291	reference-semantics/semantics/comprehension.k	7	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	47dfd92e317bb7c0d2b37ea8704d1ebdf3daf5f2ca37f0555105ffde812c5061	imports MPY-CONTROLS
292	reference-semantics/semantics/comprehension.k	8	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	62b2a9826516b040855a34fff2e8ca376316ea03367b0f585eae03c0e4e3403c	imports MPY-FUNCTIONS
293	reference-semantics/semantics/comprehension.k	11	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	4645372e277c8411d291e3fcff391daaf3c5a73e3ef74cbf6ce8cdc816de97ff	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
294	reference-semantics/semantics/comprehension.k	12	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	a3878283cbe84afd313554e74f09aa30008617c89e48cea7794053ac457fe422	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
295	reference-semantics/semantics/comprehension.k	14	syntax	macro	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	824d607beedb6356c5932cea164d2188bc5585db6eb430ba265d3b4c19c55484	syntax Stmts ::= compBody(CompFors, Expr) [macro]
296	reference-semantics/semantics/comprehension.k	15	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	815fb636c44d46ef130d1d585ae0f6e7c042c7c23b3138b6b8feebbda26f0016	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
297	reference-semantics/semantics/comprehension.k	18	syntax	macro,macro-rec	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7d588d134f4b785d98fc64c4e16c825bbe11c41d9d7d37f0e06cd1f66093fb24	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
298	reference-semantics/semantics/comprehension.k	19	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	03f45d480d0d06cf77afcdeb723bc2177d6d2533783069d42825cb413d76531b	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
299	reference-semantics/semantics/comprehension.k	21	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	671328ad859bd1a7e54293519ef2dd7b8f94a3e2eb80653af5d234e41ded35fd	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
300	reference-semantics/semantics/comprehension.k	24	syntax	macro	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	2ecdbee509dd4259654a9d1406ac80f7ab26ed49249fa5c649e11cb66b7d4134	syntax Expr ::= compGuard(Exprs) [macro]
301	reference-semantics/semantics/comprehension.k	25	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	17ed18454df98d53e7d1a6a94290e3081b63ee95609550af3de7d0a75d683a8d	rule compGuard(.Exprs)             => Bool(true)
302	reference-semantics/semantics/comprehension.k	26	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	93505f664b89633f28cdf7cccc72842555b929b721d95b861d75f48ffe8f9c05	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
303	reference-semantics/semantics/comprehension.k	27	endmodule	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
304	reference-semantics/semantics/concrete.k	8	module	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	31e028e78e3cd17c58c12c312a9b611cc9c541190813a73e485ea085b096dc6b	module MPY-CONCRETE
305	reference-semantics/semantics/concrete.k	9	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	6ae4e1db797b2c5a9b115b591095b3516869431c6682a05468cf9bfec87aac66	imports MPY
306	reference-semantics/semantics/concrete.k	13	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	78076bacc78720fc602e7b25b88636bc05c71f4f55ac29db5925d92160d7a201	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
307	reference-semantics/semantics/concrete.k	16	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7706073edc7c048bc228f39e7645b4da7ce4ef35d29cb580a8973a7fd5fccda9	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
308	reference-semantics/semantics/concrete.k	25	syntax	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	2a90169184182c410fe4c2ce341278c2dedd8d7d6f8601a991c3dc2e0b42f634	syntax Val ::= kvP(Val, Val)
309	reference-semantics/semantics/concrete.k	26	syntax	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	1123d008aaa05868ae1bd9f44f1bac7b039bcfd54a355e3a6c0524c25f9511c4	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
310	reference-semantics/semantics/concrete.k	28	rule	priority	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	5caca2001b70c524ea38688e440ed76456f74d57b74521fe63fa22c57282e7fb	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
311	reference-semantics/semantics/concrete.k	31	rule	priority	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	2c4b50fac01d6a9ecc6c1fdf5696919d9b2f327f3a2d7493c862cbc759bff019	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
312	reference-semantics/semantics/concrete.k	34	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	9a2cac29747255880807afe9acc45f2b2e308ac69028e6393d992dd0175f4953	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
313	reference-semantics/semantics/concrete.k	36	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	1b960e24430bc3c08bafcd916076e9f70a53e324baf5eab208a6fa4342b62bcf	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
314	reference-semantics/semantics/concrete.k	38	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	833a30eb0045ffa9f4482cd525f45fec95d0ee22f4acc75221904edaaa8c4f69	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
315	reference-semantics/semantics/concrete.k	42	syntax	function	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	55dc07274299e7b58a622feb28c763987b5c35ead1b9d2cf9165912436433038	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
316	reference-semantics/semantics/concrete.k	43	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	1b9c47e83939876546f307ade1ff83df08d7a46c8ba0d6c86b5ae1a324438de2	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
317	reference-semantics/semantics/concrete.k	44	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	111715f3eff9f38ddf862ece9e09eaf0f1f1fa5519269ffa30ff97f1262fd2c5	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
318	reference-semantics/semantics/concrete.k	47	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	b54f5a2a0368082cd3815636a2789e87a023e14a1045d731dae576117c2c24ca	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
319	reference-semantics/semantics/concrete.k	51	syntax	function	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	a74ccb7aaf4fb0873480901bff971b092c9dbd03f69b4a4430f9e6813bad457d	syntax Bool ::= kLt(Val, Val) [function]
320	reference-semantics/semantics/concrete.k	52	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	fbdc0f5eaf8a7c25a1740bd9f4f4c0af8072c6e46405e76d325b130c4050f75e	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
321	reference-semantics/semantics/concrete.k	53	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	b5c575a5cf7156a38288d730f2592923afe7520934e825981a2d28804187326d	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
322	reference-semantics/semantics/concrete.k	54	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	608ffd1665edfb59d472955da76f6ec8ad22974711f47c9d1117cc0cb9476b0a	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
323	reference-semantics/semantics/concrete.k	56	syntax	function,total	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	4f9bc29fa28a4ee808049a44a900983a4a13f51e3667cf63740414c413645975	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
324	reference-semantics/semantics/concrete.k	57	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	a2e6dd066c677c3fbb8ae42e1bb4c4e08b35e98d6758e9817a1c0e32f2ed298d	rule unpairVS(.ValSeq) => .ValSeq
325	reference-semantics/semantics/concrete.k	58	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	84d1ae0473a111b622b6e1cdad885d3b2af53ee0c5cea2bb9e91888301892032	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
326	reference-semantics/semantics/concrete.k	59	rule	owise	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7ae54fdad398cb576570dee684b0148c5f7a140e6fef4af4509048db2f3d63e7	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
327	reference-semantics/semantics/concrete.k	60	endmodule	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
328	reference-semantics/semantics/controls.k	3	module	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	f64b2208f5bd8e4aed5d3dc9982419bc4a18cce867ec3ca3063120a89b7c4f48	module MPY-CONTROLS
329	reference-semantics/semantics/controls.k	4	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
330	reference-semantics/semantics/controls.k	5	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	b1d1ddeb005d397d01d2501033a979d991b52ce94dc5c6fcb2c801237e698309	imports MPY-TUPLE
331	reference-semantics/semantics/controls.k	6	imports	-	unused	STRUCTURAL_FIXED_SUPPLIED_ITEM	8ad41781e06e91093b117ccd78f6f10180a840cf3b4adaa62547edd340b26acc	imports MPY-ITER
332	reference-semantics/semantics/controls.k	9	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	a78b31a11fb1e616fc20d1b741f692cbede4e634503bf6d86c3e2f97a09b36ca	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
333	reference-semantics/semantics/controls.k	12	rule	priority	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	46fcacaf0429bbd96797c91ccdd68360486d7b3010e19fd46b9b1fc6f7f2ff23	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
334	reference-semantics/semantics/controls.k	20	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	1e640b8d853e579664c8c301af0a56de1912bc58c576eae9f925e9c9c6dec3ec	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
335	reference-semantics/semantics/controls.k	27	rule	priority	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7147c074cc9cb6f74d3ad90db7f0673993fca88868eba320ae3ff6392a144183	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
336	reference-semantics/semantics/controls.k	35	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	f402a7269397fca0b1ac21aed748b760050ba708a163d261f974e913771da3c2	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
337	reference-semantics/semantics/controls.k	36	rule	owise	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	52700f6597b29ddb0bc621e8272d2fed465b14604d21641c831c107ffb9411fd	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
338	reference-semantics/semantics/controls.k	37	syntax	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	88b5590c6cf0d241359de642778c97d21462b7df276d7ff9da14b483221cd040	syntax KItem ::= #bindImports(ParamNames)
339	reference-semantics/semantics/controls.k	38	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	775670eae46ffc1b3ac3c61cc6400e6a17c0e758ff2a08cda58bb08045a0ad4d	rule <k> #bindImports(.ParamNames) => .K ... </k>
340	reference-semantics/semantics/controls.k	39	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	16792e79fae547f357c72fda3710d3fb1eea03d5131e31991975acacb404b3d6	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
341	reference-semantics/semantics/controls.k	43	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	3234af4514ced04c4f8b05a1f8085f484ff9c93c612855d95586435d7e5850f6	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
342	reference-semantics/semantics/controls.k	48	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	eb3ba2f76867b95c4abb23256e465f313b6b4ca7174ac2d67d90fcac852634ce	rule <k> Expr(_:Val) => .K ... </k>
343	reference-semantics/semantics/controls.k	51	syntax	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7b0fe50a62195a3b0fef8fb68b9e36bec75ecac9e75acf69e84b5201a689d177	syntax KItem ::= #branch(Bool, Stmts, Stmts)
344	reference-semantics/semantics/controls.k	52	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	cbe0a65ca8b486f863733c806119e1f4a10dbab29dfe59f18e11ba8a0eba3c24	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
345	reference-semantics/semantics/controls.k	53	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	5e1b96eb480c005b10b3da418ba32506ea88f229b85e332c9f021a88eb505350	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
346	reference-semantics/semantics/controls.k	54	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	ff7557d947a08ac40c7ceee538b9daef506db3c2a78baeba82da06f1656f45bc	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
347	reference-semantics/semantics/controls.k	57	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7a11b92d5f399aa2ed578a0cd9ca0621ef427ca8023e7c60717b9100e28a1915	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
348	reference-semantics/semantics/controls.k	59	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	2c6960d060e5fcfe5e42abf4fd64450cf89ef155afcb0dca8235b3f52f500c50	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
349	reference-semantics/semantics/controls.k	65	syntax	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	527ed693357cc917d7a66c85117620efd2d6e9d63fd3c513d857d75f32c5c84e	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
350	reference-semantics/semantics/controls.k	69	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	54e2c3c93eb9e29b84ab176aea9ecc6ea72a430e4d0191059235eb51231c0480	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
351	reference-semantics/semantics/controls.k	71	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	f6431203e70c43ecb8a36acee40238048e5ae9c14481a6f5e8cb0b7b1d58b46e	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
352	reference-semantics/semantics/controls.k	72	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	e22f89d510cff7d36192b2a2ccfeaaf725796c8c8c827450ae307c7947ef155a	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
353	reference-semantics/semantics/controls.k	73	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	27623a04cbed0ba606c977978c4830e1e59af1e07b6fec606273bc5bdcb4af68	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
354	reference-semantics/semantics/controls.k	77	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	cc778d0a7dee57761ad2083c164374f1ca61a417f970a113330d7964d8a869df	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
355	reference-semantics/semantics/controls.k	78	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	6b4a239ea0168f84cd9b863978fae9d5c0b970eabaf77a73c6bbda53ca569539	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
356	reference-semantics/semantics/controls.k	79	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7954a0aef08296979e388406314e89fd6e2dba4ea575dad2bf1408e922ce13cf	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
357	reference-semantics/semantics/controls.k	81	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	e3419f8eee7f79e8c4514487daf45e1127400563d7aff94b6e8ed3a55819f81f	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
358	reference-semantics/semantics/controls.k	85	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	bb87d59b209abee2097a69ac0521f4f49fc8162769983885860572a9797f7f3a	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
359	reference-semantics/semantics/controls.k	86	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	7987cb734506ffbd385ee94489bf6138d7d3e170c7e1bcf045a5de280ba0bb83	rule <k> Continue => #cont ... </k>
360	reference-semantics/semantics/controls.k	87	rule	-	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	0c6690a88f1d95c9312e4548a2245797efb3794c54bd0b998bc299250012679e	rule <k> Break => #brk ... </k>
361	reference-semantics/semantics/controls.k	88	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	8617466b01468a24391f6c8144aa24fad531384c5ac6b67bf45ac202c9903691	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
362	reference-semantics/semantics/controls.k	89	rule	owise	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	5cabf37fa715399227a3a3ac10bbe5848811a4674872d38789dbcaaf8a962b70	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
363	reference-semantics/semantics/controls.k	90	rule	-	program-path	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	5b9a5f06df03d210661bd4242bc729c182e9d98bf2ac35665f7d2c1cba2048f8	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
364	reference-semantics/semantics/controls.k	91	rule	owise	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	0b85dbffe4321627cffb340315f61d81a4a2767a8fa809a199a66008d70b5b51	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
365	reference-semantics/semantics/controls.k	95	rule	priority	unused	ACCEPT_FIXED_SUPPLIED_SEMANTICS_NO_FALSE_WITNESS_FOUND	ff65bd7ea83de9c1aac2201a6aacd05085c15bf4f7a8368a115d11754dd3088a	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
