id	provenance	file	line	module	kind	class	function	total	functional	symbol	opaque_no_evaluators	priority	simplification	concrete	owise	macro	text
273	SUPPLIED_FIXED	reference-semantics/semantics/call.k	32	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list // methods take the ref itself; every other method receiver is deref'd.
274	SUPPLIED_FIXED	reference-semantics/semantics/call.k	38	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
275	SUPPLIED_FIXED	reference-semantics/semantics/call.k	42	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
276	SUPPLIED_FIXED	reference-semantics/semantics/call.k	47	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
277	SUPPLIED_FIXED	reference-semantics/semantics/call.k	52	MPY-CALL	syntax	syntax-declaration	True	True	False	False	False	False	False	False	False	False	syntax Bool ::= isMutMethod(String) [function, total]
278	SUPPLIED_FIXED	reference-semantics/semantics/call.k	53	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
279	SUPPLIED_FIXED	reference-semantics/semantics/call.k	56	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)] // non-mutating methods READ their heap-object arguments too (join's list); // mutators keep refs (append of a list into a list-of-lists stays aliased)
280	SUPPLIED_FIXED	reference-semantics/semantics/call.k	63	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
281	SUPPLIED_FIXED	reference-semantics/semantics/call.k	69	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).
282	SUPPLIED_FIXED	reference-semantics/semantics/call.k	80	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
283	SUPPLIED_FIXED	reference-semantics/semantics/call.k	87	MPY-CALL	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	syntax KItem ::= #allocCells(ParamNames)
284	SUPPLIED_FIXED	reference-semantics/semantics/call.k	88	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #allocCells(.ParamNames) => .K ... </k>
285	SUPPLIED_FIXED	reference-semantics/semantics/call.k	89	MPY-CALL	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
286	SUPPLIED_FIXED	reference-semantics/semantics/call.k	95	MPY-CALL	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule
287	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	3	MPY-COMPREHENSION	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-COMPREHENSION
288	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	4	MPY-COMPREHENSION	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE
289	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	5	MPY-COMPREHENSION	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-OPERATORS
290	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	6	MPY-COMPREHENSION	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-LIST
291	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	7	MPY-COMPREHENSION	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CONTROLS
292	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	8	MPY-COMPREHENSION	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-FUNCTIONS // A comprehension is pure syntactic sugar
293	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	11	MPY-COMPREHENSION	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
294	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	12	MPY-COMPREHENSION	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
295	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	14	MPY-COMPREHENSION	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	True	syntax Stmts ::= compBody(CompFors, Expr) [macro]
296	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	15	MPY-COMPREHENSION	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
297	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	18	MPY-COMPREHENSION	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	True	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
298	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	19	MPY-COMPREHENSION	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
299	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	21	MPY-COMPREHENSION	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
300	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	24	MPY-COMPREHENSION	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	True	syntax Expr ::= compGuard(Exprs) [macro]
301	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	25	MPY-COMPREHENSION	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule compGuard(.Exprs) => Bool(true)
302	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	26	MPY-COMPREHENSION	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
303	SUPPLIED_FIXED	reference-semantics/semantics/comprehension.k	27	MPY-COMPREHENSION	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule
304	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	8	MPY-CONCRETE	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-CONCRETE
305	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	9	MPY-CONCRETE	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY // deep equality for list compares whose elements are heap objects // (list-of-lists): Python == is structural at every depth.
306	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	13	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
307	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	16	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	True	False	True	False	False	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================ // Computes each key by a REAL call through the uniform #callee machinery // (closures, len, type objects all work), stable-inserts on the key, and // allocates the result. priority(40) beats sort.k's opaque rules, so krun // runs this and proofs (which never see MPY-CONCRETE) keep sortKeyVS."
308	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	25	MPY-CONCRETE	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	syntax Val ::= kvP(Val, Val)
309	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	26	MPY-CONCRETE	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
310	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	28	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
311	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	31	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
312	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	34	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
313	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	36	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
314	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	38	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
315	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	42	MPY-CONCRETE	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
316	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	43	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
317	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	44	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
318	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	47	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
319	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	51	MPY-CONCRETE	syntax	syntax-declaration	True	False	False	False	False	False	False	False	False	False	syntax Bool ::= kLt(Val, Val) [function]
320	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	52	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule kLt(I1:Int, I2:Int) => I1 <Int I2
321	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	53	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule kLt(F1:Float, F2:Float) => F1 <Float F2
322	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	54	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
323	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	56	MPY-CONCRETE	syntax	syntax-declaration	True	True	False	False	False	False	False	False	False	False	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
324	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	57	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule unpairVS(.ValSeq) => .ValSeq
325	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	58	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
326	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	59	MPY-CONCRETE	rule	ordinary-rule	False	False	False	False	False	False	False	False	True	False	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
327	SUPPLIED_FIXED	reference-semantics/semantics/concrete.k	60	MPY-CONCRETE	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule
328	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	3	MPY-CONTROLS	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-CONTROLS
329	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	4	MPY-CONTROLS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-CORE
330	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	5	MPY-CONTROLS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-TUPLE
331	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	6	MPY-CONTROLS	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-ITER // ==== Assign / AugAssign (write the current scope; RHS evaluated by strictness) ==
332	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	9	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
333	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	12	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
334	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	20	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
335	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	27	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
336	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	35	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
337	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	36	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	True	False	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
338	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	37	MPY-CONTROLS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	syntax KItem ::= #bindImports(ParamNames)
339	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	38	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #bindImports(.ParamNames) => .K ... </k>
340	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	39	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
341	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	43	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)"
342	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	48	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
343	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	51	MPY-CONTROLS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	syntax KItem ::= #branch(Bool, Stmts, Stmts)
344	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	52	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
345	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	53	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
346	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	54	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
347	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	57	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
348	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	59	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
349	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	65	MPY-CONTROLS	syntax	syntax-declaration	False	False	False	False	False	False	False	False	False	False	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
350	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	69	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
351	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	71	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
352	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	72	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
353	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	73	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
354	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	77	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
355	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	78	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
356	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	79	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
357	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	81	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
358	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	85	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
359	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	86	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Continue => #cont ... </k>
360	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	87	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> Break => #brk ... </k>
361	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	88	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
362	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	89	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	True	False	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
363	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	90	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	False	False	False	False	False	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
364	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	91	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	True	False	False	True	False	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
365	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	95	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
366	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	98	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
367	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	101	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
368	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	106	MPY-CONTROLS	rule	ordinary-rule	False	False	False	False	False	True	False	False	False	False	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
369	SUPPLIED_FIXED	reference-semantics/semantics/controls.k	109	MPY-CONTROLS	endmodule	endmodule	False	False	False	False	False	False	False	False	False	False	endmodule
370	SUPPLIED_FIXED	reference-semantics/semantics/core.k	3	MPY-CORE	module	module	False	False	False	False	False	False	False	False	False	False	module MPY-CORE
371	SUPPLIED_FIXED	reference-semantics/semantics/core.k	4	MPY-CORE	imports	imports	False	False	False	False	False	False	False	False	False	False	imports MPY-SYNTAX
372	SUPPLIED_FIXED	reference-semantics/semantics/core.k	5	MPY-CORE	imports	imports	False	False	False	False	False	False	False	False	False	False	imports INT
