id	scope	file	line	kind	attributes	target_relevance	assessment	statement
132	fixed-semantics	semantics/builtins.k	214	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
133	fixed-semantics	semantics/builtins.k	216	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule tokNds(.IntSeq) => .IntSeq
134	fixed-semantics	semantics/builtins.k	217	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
135	fixed-semantics	semantics/builtins.k	218	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
136	fixed-semantics	semantics/builtins.k	219	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
137	fixed-semantics	semantics/builtins.k	221	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)
138	fixed-semantics	semantics/builtins.k	223	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
139	fixed-semantics	semantics/builtins.k	225	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax EvPair ::= evp(OpSeq, IntSeq)
140	fixed-semantics	semantics/builtins.k	226	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= firstNdE(EvPair) [function, total]
141	fixed-semantics	semantics/builtins.k	227	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
142	fixed-semantics	semantics/builtins.k	228	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule firstNdE(_:EvPair) => 0 [owise]
143	fixed-semantics	semantics/builtins.k	230	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= applyOpE(String, Int, Int) [function, total]
144	fixed-semantics	semantics/builtins.k	231	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyOpE(""+"", A:Int, B:Int) => A +Int B"
145	fixed-semantics	semantics/builtins.k	232	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyOpE(""-"", A:Int, B:Int) => A -Int B"
146	fixed-semantics	semantics/builtins.k	233	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyOpE(""*"", A:Int, B:Int) => A *Int B"
147	fixed-semantics	semantics/builtins.k	234	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
148	fixed-semantics	semantics/builtins.k	235	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
149	fixed-semantics	semantics/builtins.k	236	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
150	fixed-semantics	semantics/builtins.k	238	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
151	fixed-semantics	semantics/builtins.k	239	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
152	fixed-semantics	semantics/builtins.k	240	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
153	fixed-semantics	semantics/builtins.k	241	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
154	fixed-semantics	semantics/builtins.k	243	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
155	fixed-semantics	semantics/builtins.k	244	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
156	fixed-semantics	semantics/builtins.k	245	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
157	fixed-semantics	semantics/builtins.k	246	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
158	fixed-semantics	semantics/builtins.k	247	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
159	fixed-semantics	semantics/builtins.k	248	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
160	fixed-semantics	semantics/builtins.k	250	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
161	fixed-semantics	semantics/builtins.k	251	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
162	fixed-semantics	semantics/builtins.k	252	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
163	fixed-semantics	semantics/builtins.k	253	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
164	fixed-semantics	semantics/builtins.k	254	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
165	fixed-semantics	semantics/builtins.k	255	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
166	fixed-semantics	semantics/builtins.k	256	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
167	fixed-semantics	semantics/builtins.k	257	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
168	fixed-semantics	semantics/builtins.k	260	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
169	fixed-semantics	semantics/builtins.k	263	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
170	fixed-semantics	semantics/builtins.k	265	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= inLevelE(String, String) [function, total]
171	fixed-semantics	semantics/builtins.k	266	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
172	fixed-semantics	semantics/builtins.k	267	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
173	fixed-semantics	semantics/builtins.k	268	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule inLevelE(_:String, _:String) => false [owise]
174	fixed-semantics	semantics/builtins.k	269	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
175	fixed-semantics	semantics/builtins.k	270	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
176	fixed-semantics	semantics/builtins.k	271	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
177	fixed-semantics	semantics/builtins.k	272	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
178	fixed-semantics	semantics/builtins.k	273	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
179	fixed-semantics	semantics/builtins.k	274	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
180	fixed-semantics	semantics/builtins.k	279	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax KItem ::= ""#md5"""
181	fixed-semantics	semantics/builtins.k	280	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
182	fixed-semantics	semantics/builtins.k	282	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
183	fixed-semantics	semantics/builtins.k	283	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= md5Obj(IntSeq)
184	fixed-semantics	semantics/builtins.k	284	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
185	fixed-semantics	semantics/builtins.k	285	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
186	fixed-semantics	semantics/builtins.k	291	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
187	fixed-semantics	semantics/builtins.k	292	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
188	fixed-semantics	semantics/builtins.k	293	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
189	fixed-semantics	semantics/builtins.k	294	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isIntV(_:Int) => true
190	fixed-semantics	semantics/builtins.k	295	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isIntV(_:Val) => false [owise]
191	fixed-semantics	semantics/builtins.k	296	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isStrV(str(_:IntSeq)) => true
192	fixed-semantics	semantics/builtins.k	297	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule isStrV(_:Val) => false [owise]
193	fixed-semantics	semantics/call.k	16	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
194	fixed-semantics	semantics/call.k	19	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #callee(Exprs)
195	fixed-semantics	semantics/call.k	20	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
196	fixed-semantics	semantics/call.k	21	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
197	fixed-semantics	semantics/call.k	24	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
198	fixed-semantics	semantics/call.k	26	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
199	fixed-semantics	semantics/call.k	27	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
200	fixed-semantics	semantics/call.k	28	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
201	fixed-semantics	semantics/call.k	29	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
202	fixed-semantics	semantics/call.k	30	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
203	fixed-semantics	semantics/call.k	31	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
204	fixed-semantics	semantics/call.k	32	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
205	fixed-semantics	semantics/call.k	38	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
206	fixed-semantics	semantics/call.k	42	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
207	fixed-semantics	semantics/call.k	47	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
208	fixed-semantics	semantics/call.k	52	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= isMutMethod(String) [function, total]
209	fixed-semantics	semantics/call.k	53	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
210	fixed-semantics	semantics/call.k	56	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
211	fixed-semantics	semantics/call.k	63	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
212	fixed-semantics	semantics/call.k	69	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
213	fixed-semantics	semantics/call.k	80	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
214	fixed-semantics	semantics/call.k	87	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax KItem ::= #allocCells(ParamNames)
215	fixed-semantics	semantics/call.k	88	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #allocCells(.ParamNames) => .K ... </k>
216	fixed-semantics	semantics/call.k	89	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
217	fixed-semantics	semantics/comprehension.k	11	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
218	fixed-semantics	semantics/comprehension.k	12	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
219	fixed-semantics	semantics/comprehension.k	14	syntax	macro	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Stmts ::= compBody(CompFors, Expr) [macro]
220	fixed-semantics	semantics/comprehension.k	15	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
221	fixed-semantics	semantics/comprehension.k	18	syntax	macro,macro-rec	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
222	fixed-semantics	semantics/comprehension.k	19	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
223	fixed-semantics	semantics/comprehension.k	21	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
224	fixed-semantics	semantics/comprehension.k	24	syntax	macro	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Expr ::= compGuard(Exprs) [macro]
225	fixed-semantics	semantics/comprehension.k	25	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule compGuard(.Exprs) => Bool(true)
226	fixed-semantics	semantics/comprehension.k	26	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
227	fixed-semantics	semantics/concrete.k	13	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"
228	fixed-semantics	semantics/concrete.k	16	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"
229	fixed-semantics	semantics/concrete.k	25	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= kvP(Val, Val)
230	fixed-semantics	semantics/concrete.k	26	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
231	fixed-semantics	semantics/concrete.k	28	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
232	fixed-semantics	semantics/concrete.k	31	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
233	fixed-semantics	semantics/concrete.k	34	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
234	fixed-semantics	semantics/concrete.k	36	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
235	fixed-semantics	semantics/concrete.k	38	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
236	fixed-semantics	semantics/concrete.k	42	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	fixed-semantics	semantics/concrete.k	43	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	fixed-semantics	semantics/concrete.k	44	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
239	fixed-semantics	semantics/concrete.k	47	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
240	fixed-semantics	semantics/concrete.k	51	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= kLt(Val, Val) [function]
241	fixed-semantics	semantics/concrete.k	52	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule kLt(I1:Int, I2:Int) => I1 <Int I2
242	fixed-semantics	semantics/concrete.k	53	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule kLt(F1:Float, F2:Float) => F1 <Float F2
243	fixed-semantics	semantics/concrete.k	54	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	fixed-semantics	semantics/concrete.k	56	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	fixed-semantics	semantics/concrete.k	57	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule unpairVS(.ValSeq) => .ValSeq
246	fixed-semantics	semantics/concrete.k	58	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	fixed-semantics	semantics/concrete.k	59	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
248	fixed-semantics	semantics/controls.k	9	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
