Script started on 2026-07-30 06:31:31-05:00 [<not executed on terminal>]
DISPOSITION_HEADER	path	line	kind	decision	reason	statement
DISPOSITION	reference-semantics/semantics/builtins.k	328	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
DISPOSITION	reference-semantics/semantics/builtins.k	329	syntax	ACCEPT_WITH_OPAQUE_TRUST_BOUNDARY	fixed supplied opaque primitive; no local equation chooses its result	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
DISPOSITION	reference-semantics/semantics/builtins.k	335	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
DISPOSITION	reference-semantics/semantics/builtins.k	336	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
DISPOSITION	reference-semantics/semantics/builtins.k	337	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
DISPOSITION	reference-semantics/semantics/builtins.k	338	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule isIntV(_:Int) => true // bool is a subtype of int in Python: isinstance(True, int) is True
DISPOSITION	reference-semantics/semantics/builtins.k	340	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule isIntV(_:Bool) => true
DISPOSITION	reference-semantics/semantics/builtins.k	341	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule isIntV(_:Val) => false [owise]
DISPOSITION	reference-semantics/semantics/builtins.k	342	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule isStrV(str(_:IntSeq)) => true
DISPOSITION	reference-semantics/semantics/builtins.k	343	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule isStrV(_:Val) => false [owise]
DISPOSITION	reference-semantics/semantics/call.k	16	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	19	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #callee(Exprs)
DISPOSITION	reference-semantics/semantics/call.k	20	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
DISPOSITION	reference-semantics/semantics/call.k	21	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	24	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	26	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	27	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	28	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	29	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	30	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	31	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
DISPOSITION	reference-semantics/semantics/call.k	32	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
DISPOSITION	reference-semantics/semantics/call.k	38	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
DISPOSITION	reference-semantics/semantics/call.k	42	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
DISPOSITION	reference-semantics/semantics/call.k	47	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
DISPOSITION	reference-semantics/semantics/call.k	52	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax Bool ::= isMutMethod(String) [function, total]
DISPOSITION	reference-semantics/semantics/call.k	53	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
DISPOSITION	reference-semantics/semantics/call.k	56	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)] // non-mutating methods READ their heap-object arguments too (join's list); // mutators keep refs (append of a list into a list-of-lists stays aliased)
DISPOSITION	reference-semantics/semantics/call.k	63	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
DISPOSITION	reference-semantics/semantics/call.k	69	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
DISPOSITION	reference-semantics/semantics/call.k	80	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
DISPOSITION	reference-semantics/semantics/call.k	87	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #allocCells(ParamNames)
DISPOSITION	reference-semantics/semantics/call.k	88	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #allocCells(.ParamNames) => .K ... </k>
DISPOSITION	reference-semantics/semantics/call.k	89	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
DISPOSITION	reference-semantics/semantics/comprehension.k	11	rule	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
DISPOSITION	reference-semantics/semantics/comprehension.k	12	rule	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
DISPOSITION	reference-semantics/semantics/comprehension.k	14	syntax	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	syntax Stmts ::= compBody(CompFors, Expr) [macro]
DISPOSITION	reference-semantics/semantics/comprehension.k	15	rule	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
DISPOSITION	reference-semantics/semantics/comprehension.k	18	syntax	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
DISPOSITION	reference-semantics/semantics/comprehension.k	19	rule	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
DISPOSITION	reference-semantics/semantics/comprehension.k	21	rule	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
DISPOSITION	reference-semantics/semantics/comprehension.k	24	syntax	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	syntax Expr ::= compGuard(Exprs) [macro]
DISPOSITION	reference-semantics/semantics/comprehension.k	25	rule	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	rule compGuard(.Exprs) => Bool(true)
DISPOSITION	reference-semantics/semantics/comprehension.k	26	rule	ACCEPT_SUPPLIED_NONINTERFERING	fixed supplied declaration/rule reviewed for overlap; not reached by this body	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
DISPOSITION	reference-semantics/semantics/concrete.k	13	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
DISPOSITION	reference-semantics/semantics/concrete.k	16	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
DISPOSITION	reference-semantics/semantics/concrete.k	25	syntax	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	syntax Val ::= kvP(Val, Val)
DISPOSITION	reference-semantics/semantics/concrete.k	26	syntax	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
DISPOSITION	reference-semantics/semantics/concrete.k	28	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
DISPOSITION	reference-semantics/semantics/concrete.k	31	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
DISPOSITION	reference-semantics/semantics/concrete.k	34	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
DISPOSITION	reference-semantics/semantics/concrete.k	36	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
DISPOSITION	reference-semantics/semantics/concrete.k	38	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
DISPOSITION	reference-semantics/semantics/concrete.k	42	syntax	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
DISPOSITION	reference-semantics/semantics/concrete.k	43	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
DISPOSITION	reference-semantics/semantics/concrete.k	44	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
DISPOSITION	reference-semantics/semantics/concrete.k	47	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
DISPOSITION	reference-semantics/semantics/concrete.k	51	syntax	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	syntax Bool ::= kLt(Val, Val) [function]
DISPOSITION	reference-semantics/semantics/concrete.k	52	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(I1:Int, I2:Int) => I1 <Int I2
DISPOSITION	reference-semantics/semantics/concrete.k	53	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(F1:Float, F2:Float) => F1 <Float F2
DISPOSITION	reference-semantics/semantics/concrete.k	54	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B) // v3: mixed Int/Float keys via the exact v2 bridges (float.k), bool keys by // the bool->int promotion (True==1, False==0). Unordered pairs (int vs str) // stay without a leg — stuck, like CPython's TypeError.
DISPOSITION	reference-semantics/semantics/concrete.k	58	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(I:Int, F:Float) => ltIF(I, F)
DISPOSITION	reference-semantics/semantics/concrete.k	59	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(F:Float, I:Int) => ltFI(F, I)
DISPOSITION	reference-semantics/semantics/concrete.k	60	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(B:Bool, V:Val) => kLt(boolAsInt(B), V) requires isInt(V) orBool isFloat(V)
DISPOSITION	reference-semantics/semantics/concrete.k	61	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(V:Val, B:Bool) => kLt(V, boolAsInt(B)) requires isInt(V) orBool isFloat(V)
DISPOSITION	reference-semantics/semantics/concrete.k	62	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule kLt(B1:Bool, B2:Bool) => boolAsInt(B1) <Int boolAsInt(B2)
DISPOSITION	reference-semantics/semantics/concrete.k	64	syntax	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
DISPOSITION	reference-semantics/semantics/concrete.k	65	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule unpairVS(.ValSeq) => .ValSeq
DISPOSITION	reference-semantics/semantics/concrete.k	66	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
DISPOSITION	reference-semantics/semantics/concrete.k	67	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
DISPOSITION	reference-semantics/semantics/concrete.k	77	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", true), .Vals)) => #alloc(list(revVS(sortVS(revVS(VS))))) ... </k> [priority(40)]
DISPOSITION	reference-semantics/semantics/concrete.k	90	syntax	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	syntax Bool ::= numOrKEq(Val, Val) [function]
DISPOSITION	reference-semantics/semantics/concrete.k	91	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule numOrKEq(A:Val, B:Val) => applyCmp("==", A, B) requires (isInt(A) orBool isBool(A) orBool isFloat(A)) andBool (isInt(B) orBool isBool(B) orBool isFloat(B))
DISPOSITION	reference-semantics/semantics/concrete.k	94	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]
DISPOSITION	reference-semantics/semantics/concrete.k	96	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires numOrKEq(E, V) [priority(40)]
DISPOSITION	reference-semantics/semantics/concrete.k	98	rule	ACCEPT_SUPPLIED_RUNTIME_ONLY	fixed concrete-execution rule; absent from the fresh proof allRules	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool numOrKEq(E, V) [priority(40)]
DISPOSITION	reference-semantics/semantics/controls.k	9	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
DISPOSITION	reference-semantics/semantics/controls.k	12	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
DISPOSITION	reference-semantics/semantics/controls.k	20	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
DISPOSITION	reference-semantics/semantics/controls.k	27	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
DISPOSITION	reference-semantics/semantics/controls.k	35	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
DISPOSITION	reference-semantics/semantics/controls.k	36	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
DISPOSITION	reference-semantics/semantics/controls.k	37	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #bindImports(ParamNames)
DISPOSITION	reference-semantics/semantics/controls.k	38	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #bindImports(.ParamNames) => .K ... </k>
DISPOSITION	reference-semantics/semantics/controls.k	39	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
DISPOSITION	reference-semantics/semantics/controls.k	43	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
DISPOSITION	reference-semantics/semantics/controls.k	48	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> Expr(_:Val) => .K ... </k>
DISPOSITION	reference-semantics/semantics/controls.k	51	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #branch(Bool, Stmts, Stmts)
DISPOSITION	reference-semantics/semantics/controls.k	52	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
DISPOSITION	reference-semantics/semantics/controls.k	53	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
DISPOSITION	reference-semantics/semantics/controls.k	54	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
DISPOSITION	reference-semantics/semantics/controls.k	57	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
DISPOSITION	reference-semantics/semantics/controls.k	59	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
DISPOSITION	reference-semantics/semantics/controls.k	65	syntax	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
DISPOSITION	reference-semantics/semantics/controls.k	69	rule	ACCEPT_SUPPLIED_LOAD_BEARING	file is in the load-bearing cone; item reviewed for direct use or overlap	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
