Script started on 2026-07-30 06:22:11-05:00 [<not executed on terminal>]
INVENTORY_HEADER	path	line	kind	classification	attributes	statement
ITEM	reference-semantics/semantics/builtins.k	298	rule	ordinary		rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
ITEM	reference-semantics/semantics/builtins.k	299	syntax	function+total	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/builtins.k	300	rule	ordinary		rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
ITEM	reference-semantics/semantics/builtins.k	301	rule	ordinary		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
ITEM	reference-semantics/semantics/builtins.k	304	rule	ordinary		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
ITEM	reference-semantics/semantics/builtins.k	307	rule	owise	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
ITEM	reference-semantics/semantics/builtins.k	309	syntax	function+total	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
ITEM	reference-semantics/semantics/builtins.k	310	rule	ordinary		rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
ITEM	reference-semantics/semantics/builtins.k	311	rule	ordinary		rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
ITEM	reference-semantics/semantics/builtins.k	312	rule	owise	owise	rule inLevelE(_:String, _:String) => false [owise]
ITEM	reference-semantics/semantics/builtins.k	313	syntax	function+total	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
ITEM	reference-semantics/semantics/builtins.k	314	rule	ordinary		rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
ITEM	reference-semantics/semantics/builtins.k	315	rule	ordinary		rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
ITEM	reference-semantics/semantics/builtins.k	316	syntax	function+total	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/builtins.k	317	rule	ordinary		rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
ITEM	reference-semantics/semantics/builtins.k	318	rule	ordinary		rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
ITEM	reference-semantics/semantics/builtins.k	323	syntax	data-syntax		syntax KItem ::= "#md5"
ITEM	reference-semantics/semantics/builtins.k	324	rule	priority	priority(40)	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
ITEM	reference-semantics/semantics/builtins.k	326	rule	ordinary		rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
ITEM	reference-semantics/semantics/builtins.k	327	syntax	data-syntax		syntax Val ::= md5Obj(IntSeq)
ITEM	reference-semantics/semantics/builtins.k	328	rule	ordinary		rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
ITEM	reference-semantics/semantics/builtins.k	329	syntax	function+total+no-evaluators	function,total,symbol(md5hexCodes),no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
ITEM	reference-semantics/semantics/builtins.k	335	rule	ordinary		rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
ITEM	reference-semantics/semantics/builtins.k	336	rule	ordinary		rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
ITEM	reference-semantics/semantics/builtins.k	337	syntax	function	function,function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
ITEM	reference-semantics/semantics/builtins.k	338	rule	ordinary		rule isIntV(_:Int) => true // bool is a subtype of int in Python: isinstance(True, int) is True
ITEM	reference-semantics/semantics/builtins.k	340	rule	ordinary		rule isIntV(_:Bool) => true
ITEM	reference-semantics/semantics/builtins.k	341	rule	owise	owise	rule isIntV(_:Val) => false [owise]
ITEM	reference-semantics/semantics/builtins.k	342	rule	ordinary		rule isStrV(str(_:IntSeq)) => true
ITEM	reference-semantics/semantics/builtins.k	343	rule	owise	owise	rule isStrV(_:Val) => false [owise]
ITEM	reference-semantics/semantics/call.k	16	rule	ordinary		rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
ITEM	reference-semantics/semantics/call.k	19	syntax	data-syntax		syntax KItem ::= #callee(Exprs)
ITEM	reference-semantics/semantics/call.k	20	rule	owise	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
ITEM	reference-semantics/semantics/call.k	21	rule	ordinary		rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
ITEM	reference-semantics/semantics/call.k	24	rule	ordinary		rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
ITEM	reference-semantics/semantics/call.k	26	rule	ordinary		rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
ITEM	reference-semantics/semantics/call.k	27	rule	ordinary		rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
ITEM	reference-semantics/semantics/call.k	28	rule	ordinary		rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
ITEM	reference-semantics/semantics/call.k	29	rule	ordinary		rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
ITEM	reference-semantics/semantics/call.k	30	rule	ordinary		rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
ITEM	reference-semantics/semantics/call.k	31	rule	owise	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
ITEM	reference-semantics/semantics/call.k	32	rule	ordinary		rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
ITEM	reference-semantics/semantics/call.k	38	rule	priority	priority(40)	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
ITEM	reference-semantics/semantics/call.k	42	rule	ordinary		rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
ITEM	reference-semantics/semantics/call.k	47	rule	priority	priority(40)	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
ITEM	reference-semantics/semantics/call.k	52	syntax	function+total	function,total	syntax Bool ::= isMutMethod(String) [function, total]
ITEM	reference-semantics/semantics/call.k	53	rule	ordinary		rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
ITEM	reference-semantics/semantics/call.k	56	rule	ordinary		rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
ITEM	reference-semantics/semantics/call.k	63	rule	ordinary		rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
ITEM	reference-semantics/semantics/call.k	69	rule	ordinary	NEWL <- scope(.Map,parent(DEFL))	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
ITEM	reference-semantics/semantics/call.k	80	rule	ordinary	NEWL <- scope(CM [ "$cells" <- cellsMark(CVS)	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
ITEM	reference-semantics/semantics/call.k	87	syntax	data-syntax		syntax KItem ::= #allocCells(ParamNames)
ITEM	reference-semantics/semantics/call.k	88	rule	ordinary		rule <k> #allocCells(.ParamNames) => .K ... </k>
ITEM	reference-semantics/semantics/call.k	89	rule	ordinary	CV <- cellRef(N)	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
ITEM	reference-semantics/semantics/comprehension.k	11	rule	ordinary		rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
ITEM	reference-semantics/semantics/comprehension.k	12	rule	ordinary		rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
ITEM	reference-semantics/semantics/comprehension.k	14	syntax	macro	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
ITEM	reference-semantics/semantics/comprehension.k	15	rule	ordinary		rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
ITEM	reference-semantics/semantics/comprehension.k	18	syntax	macro+macro-rec	macro-rec	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
ITEM	reference-semantics/semantics/comprehension.k	19	rule	ordinary		rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
ITEM	reference-semantics/semantics/comprehension.k	21	rule	ordinary		rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
ITEM	reference-semantics/semantics/comprehension.k	24	syntax	macro	macro	syntax Expr ::= compGuard(Exprs) [macro]
ITEM	reference-semantics/semantics/comprehension.k	25	rule	ordinary		rule compGuard(.Exprs) => Bool(true)
ITEM	reference-semantics/semantics/comprehension.k	26	rule	ordinary		rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
ITEM	reference-semantics/semantics/concrete.k	13	rule	ordinary		rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
ITEM	reference-semantics/semantics/concrete.k	16	rule	ordinary		rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
ITEM	reference-semantics/semantics/concrete.k	25	syntax	data-syntax		syntax Val ::= kvP(Val, Val)
ITEM	reference-semantics/semantics/concrete.k	26	syntax	data-syntax		syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
ITEM	reference-semantics/semantics/concrete.k	28	rule	priority	priority(40)	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
ITEM	reference-semantics/semantics/concrete.k	31	rule	priority	priority(40)	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
ITEM	reference-semantics/semantics/concrete.k	34	rule	ordinary		rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
ITEM	reference-semantics/semantics/concrete.k	36	rule	ordinary		rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
ITEM	reference-semantics/semantics/concrete.k	38	rule	ordinary		rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
ITEM	reference-semantics/semantics/concrete.k	42	syntax	function	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
ITEM	reference-semantics/semantics/concrete.k	43	rule	ordinary		rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
ITEM	reference-semantics/semantics/concrete.k	44	rule	ordinary		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
ITEM	reference-semantics/semantics/concrete.k	47	rule	ordinary		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
ITEM	reference-semantics/semantics/concrete.k	51	syntax	function	function	syntax Bool ::= kLt(Val, Val) [function]
ITEM	reference-semantics/semantics/concrete.k	52	rule	ordinary		rule kLt(I1:Int, I2:Int) => I1 <Int I2
ITEM	reference-semantics/semantics/concrete.k	53	rule	ordinary		rule kLt(F1:Float, F2:Float) => F1 <Float F2
ITEM	reference-semantics/semantics/concrete.k	54	rule	ordinary		rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B) // v3: mixed Int/Float keys via the exact v2 bridges (float.k), bool keys by // the bool->int promotion (True==1, False==0). Unordered pairs (int vs str) // stay without a leg — stuck, like CPython's TypeError.
ITEM	reference-semantics/semantics/concrete.k	58	rule	ordinary		rule kLt(I:Int, F:Float) => ltIF(I, F)
ITEM	reference-semantics/semantics/concrete.k	59	rule	ordinary		rule kLt(F:Float, I:Int) => ltFI(F, I)
ITEM	reference-semantics/semantics/concrete.k	60	rule	ordinary		rule kLt(B:Bool, V:Val) => kLt(boolAsInt(B), V) requires isInt(V) orBool isFloat(V)
ITEM	reference-semantics/semantics/concrete.k	61	rule	ordinary		rule kLt(V:Val, B:Bool) => kLt(V, boolAsInt(B)) requires isInt(V) orBool isFloat(V)
ITEM	reference-semantics/semantics/concrete.k	62	rule	ordinary		rule kLt(B1:Bool, B2:Bool) => boolAsInt(B1) <Int boolAsInt(B2)
ITEM	reference-semantics/semantics/concrete.k	64	syntax	function+total	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
ITEM	reference-semantics/semantics/concrete.k	65	rule	ordinary		rule unpairVS(.ValSeq) => .ValSeq
ITEM	reference-semantics/semantics/concrete.k	66	rule	ordinary		rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
ITEM	reference-semantics/semantics/concrete.k	67	rule	owise	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
ITEM	reference-semantics/semantics/concrete.k	77	rule	priority	priority(40)	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", true), .Vals)) => #alloc(list(revVS(sortVS(revVS(VS))))) ... </k> [priority(40)]
ITEM	reference-semantics/semantics/concrete.k	90	syntax	function	function	syntax Bool ::= numOrKEq(Val, Val) [function]
ITEM	reference-semantics/semantics/concrete.k	91	rule	ordinary		rule numOrKEq(A:Val, B:Val) => applyCmp("==", A, B)
ITEM	reference-semantics/semantics/concrete.k	94	rule	owise	owise	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]
ITEM	reference-semantics/semantics/concrete.k	96	rule	ordinary		rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
ITEM	reference-semantics/semantics/concrete.k	98	rule	ordinary		rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
ITEM	reference-semantics/semantics/controls.k	9	rule	ordinary	X <- V	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
ITEM	reference-semantics/semantics/controls.k	12	rule	ordinary	X	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
ITEM	reference-semantics/semantics/controls.k	20	rule	ordinary	X <- applyBin(OP,{M[X	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
ITEM	reference-semantics/semantics/controls.k	27	rule	ordinary		rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
ITEM	reference-semantics/semantics/controls.k	35	rule	ordinary		rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
ITEM	reference-semantics/semantics/controls.k	36	rule	owise	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
ITEM	reference-semantics/semantics/controls.k	37	syntax	data-syntax		syntax KItem ::= #bindImports(ParamNames)
ITEM	reference-semantics/semantics/controls.k	38	rule	ordinary		rule <k> #bindImports(.ParamNames) => .K ... </k>
ITEM	reference-semantics/semantics/controls.k	39	rule	ordinary	N <- builtinV(N)	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
ITEM	reference-semantics/semantics/controls.k	43	rule	ordinary		rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
ITEM	reference-semantics/semantics/controls.k	48	rule	ordinary		rule <k> Expr(_:Val) => .K ... </k>
ITEM	reference-semantics/semantics/controls.k	51	syntax	data-syntax		syntax KItem ::= #branch(Bool, Stmts, Stmts)
ITEM	reference-semantics/semantics/controls.k	52	rule	ordinary		rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
ITEM	reference-semantics/semantics/controls.k	53	rule	ordinary		rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
ITEM	reference-semantics/semantics/controls.k	54	rule	ordinary		rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
ITEM	reference-semantics/semantics/controls.k	57	rule	ordinary		rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
ITEM	reference-semantics/semantics/controls.k	59	rule	ordinary		rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
ITEM	reference-semantics/semantics/controls.k	65	syntax	data-syntax		syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
ITEM	reference-semantics/semantics/controls.k	69	rule	ordinary		rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
ITEM	reference-semantics/semantics/controls.k	71	rule	ordinary		rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
ITEM	reference-semantics/semantics/controls.k	72	rule	ordinary		rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
ITEM	reference-semantics/semantics/controls.k	73	rule	ordinary		rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
ITEM	reference-semantics/semantics/controls.k	77	rule	ordinary		rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
ITEM	reference-semantics/semantics/controls.k	78	rule	ordinary		rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
ITEM	reference-semantics/semantics/controls.k	79	rule	ordinary		rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
ITEM	reference-semantics/semantics/controls.k	81	rule	ordinary		rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
ITEM	reference-semantics/semantics/controls.k	85	rule	ordinary		rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
ITEM	reference-semantics/semantics/controls.k	86	rule	ordinary		rule <k> Continue => #cont ... </k>
ITEM	reference-semantics/semantics/controls.k	87	rule	ordinary		rule <k> Break => #brk ... </k>
ITEM	reference-semantics/semantics/controls.k	88	rule	ordinary		rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
ITEM	reference-semantics/semantics/controls.k	89	rule	owise	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
ITEM	reference-semantics/semantics/controls.k	90	rule	ordinary		rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
ITEM	reference-semantics/semantics/controls.k	91	rule	owise	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
ITEM	reference-semantics/semantics/controls.k	95	rule	priority	priority(40)	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
ITEM	reference-semantics/semantics/controls.k	98	rule	priority	priority(40)	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
ITEM	reference-semantics/semantics/controls.k	101	rule	priority	priority(40)	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
ITEM	reference-semantics/semantics/controls.k	106	rule	priority	priority(40)	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
ITEM	reference-semantics/semantics/core.k	13	syntax	data-syntax		syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
ITEM	reference-semantics/semantics/core.k	14	syntax	data-syntax		syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
ITEM	reference-semantics/semantics/core.k	15	syntax	data-syntax		syntax Str ::= str(IntSeq)
ITEM	reference-semantics/semantics/core.k	18	syntax	data-syntax		syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
ITEM	reference-semantics/semantics/core.k	25	syntax	data-syntax		syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
ITEM	reference-semantics/semantics/core.k	36	syntax	data-syntax		syntax Parent ::= "root" | parent(Int)
ITEM	reference-semantics/semantics/core.k	37	syntax	data-syntax		syntax Scope ::= scope(Map, Parent)
ITEM	reference-semantics/semantics/core.k	38	syntax	data-syntax		syntax KResult ::= Val
ITEM	reference-semantics/semantics/core.k	39	syntax	data-syntax		syntax Expr ::= Val // cooling puts results back into expression holes
ITEM	reference-semantics/semantics/core.k	40	syntax	data-syntax		syntax Vals ::= List{Val, ","}
ITEM	reference-semantics/semantics/core.k	41	syntax	data-syntax		syntax Exc ::= "NoExc" | "AssertionError"
ITEM	reference-semantics/semantics/core.k	42	syntax	data-syntax		syntax RetState ::= "noRet" | retV(Val)
ITEM	reference-semantics/semantics/core.k	49	configuration	configuration		configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
ITEM	reference-semantics/semantics/core.k	68	syntax	function+total	function,total	syntax Bool ::= isRefV(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	69	rule	ordinary		rule isRefV(ref(_:Int)) => true
ITEM	reference-semantics/semantics/core.k	70	rule	owise	owise	rule isRefV(_:Val) => false [owise]
ITEM	reference-semantics/semantics/core.k	75	syntax	data-syntax		syntax HeapVal ::= cellV(Val)
ITEM	reference-semantics/semantics/core.k	76	syntax	function+total	function,total	syntax Bool ::= isCellRef(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	77	rule	ordinary		rule isCellRef(cellRef(_:Int)) => true
ITEM	reference-semantics/semantics/core.k	78	rule	owise	owise	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
ITEM	reference-semantics/semantics/core.k	85	rule	ordinary		rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
ITEM	reference-semantics/semantics/core.k	95	syntax	data-syntax		syntax Val ::= kwV(String, Val)
ITEM	reference-semantics/semantics/core.k	96	syntax	data-syntax		syntax KItem ::= #kwTag(String)
ITEM	reference-semantics/semantics/core.k	97	rule	ordinary		rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
ITEM	reference-semantics/semantics/core.k	98	rule	ordinary		rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
ITEM	reference-semantics/semantics/core.k	100	syntax	function+total	function,total	syntax Bool ::= isKwV(Val) [function, total]
ITEM	reference-semantics/semantics/core.k	101	rule	ordinary		rule isKwV(kwV(_:String, _:Val)) => true
ITEM	reference-semantics/semantics/core.k	102	rule	owise	owise	rule isKwV(_:Val) => false [owise]
