id	file	line	kind	attributes	disposition	declaration
K0140	semantics/builtins.k	226	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= firstNdE(EvPair) [function, total]
K0141	semantics/builtins.k	227	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
K0142	semantics/builtins.k	228	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule firstNdE(_:EvPair) => 0 [owise]
K0143	semantics/builtins.k	230	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= applyOpE(String, Int, Int) [function, total]
K0144	semantics/builtins.k	231	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyOpE("+", A:Int, B:Int) => A +Int B
K0145	semantics/builtins.k	232	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyOpE("-", A:Int, B:Int) => A -Int B
K0146	semantics/builtins.k	233	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyOpE("*", A:Int, B:Int) => A *Int B
K0147	semantics/builtins.k	234	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyOpE("//", A:Int, B:Int) => A divInt B
K0148	semantics/builtins.k	235	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyOpE("**", A:Int, B:Int) => A ^Int B
K0149	semantics/builtins.k	236	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K0150	semantics/builtins.k	238	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K0151	semantics/builtins.k	239	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K0152	semantics/builtins.k	240	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
K0153	semantics/builtins.k	241	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
K0154	semantics/builtins.k	243	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0155	semantics/builtins.k	244	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0156	semantics/builtins.k	245	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0157	semantics/builtins.k	246	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0158	semantics/builtins.k	247	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0159	semantics/builtins.k	248	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0160	semantics/builtins.k	250	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0161	semantics/builtins.k	251	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
K0162	semantics/builtins.k	252	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0163	semantics/builtins.k	253	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
K0164	semantics/builtins.k	254	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0165	semantics/builtins.k	255	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0166	semantics/builtins.k	256	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0167	semantics/builtins.k	257	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
K0168	semantics/builtins.k	260	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
K0169	semantics/builtins.k	263	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0170	semantics/builtins.k	265	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Bool ::= inLevelE(String, String) [function, total]
K0171	semantics/builtins.k	266	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
K0172	semantics/builtins.k	267	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
K0173	semantics/builtins.k	268	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule inLevelE(_:String, _:String) => false [owise]
K0174	semantics/builtins.k	269	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0175	semantics/builtins.k	270	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0176	semantics/builtins.k	271	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0177	semantics/builtins.k	272	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0178	semantics/builtins.k	273	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0179	semantics/builtins.k	274	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K0180	semantics/builtins.k	279	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= "#md5"
K0181	semantics/builtins.k	280	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K0182	semantics/builtins.k	282	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0183	semantics/builtins.k	283	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Val ::= md5Obj(IntSeq)
K0184	semantics/builtins.k	284	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
K0185	semantics/builtins.k	285	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0186	semantics/builtins.k	291	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
K0187	semantics/builtins.k	292	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
K0188	semantics/builtins.k	293	syntax	function	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0189	semantics/builtins.k	294	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isIntV(_:Int) => true
K0190	semantics/builtins.k	295	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isIntV(_:Val) => false [owise]
K0191	semantics/builtins.k	296	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isStrV(str(_:IntSeq)) => true
K0192	semantics/builtins.k	297	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isStrV(_:Val) => false [owise]
K0193	semantics/call.k	16	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
K0194	semantics/call.k	19	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #callee(Exprs)
K0195	semantics/call.k	20	rule	owise	USED_PATH_REVIEWED_SOUND	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K0196	semantics/call.k	21	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
K0197	semantics/call.k	24	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K0198	semantics/call.k	26	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
K0199	semantics/call.k	27	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
K0200	semantics/call.k	28	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
K0201	semantics/call.k	29	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
K0202	semantics/call.k	30	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
K0203	semantics/call.k	31	rule	owise	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K0204	semantics/call.k	32	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
K0205	semantics/call.k	38	rule	priority(40)	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0206	semantics/call.k	42	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
K0207	semantics/call.k	47	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0208	semantics/call.k	52	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= isMutMethod(String) [function, total]
K0209	semantics/call.k	53	rule	-	USED_PATH_REVIEWED_SOUND	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
K0210	semantics/call.k	56	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
K0211	semantics/call.k	63	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
K0212	semantics/call.k	69	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0213	semantics/call.k	80	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0214	semantics/call.k	87	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #allocCells(ParamNames)
K0215	semantics/call.k	88	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #allocCells(.ParamNames) => .K ... </k>
K0216	semantics/call.k	89	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
K0217	semantics/comprehension.k	11	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0218	semantics/comprehension.k	12	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0219	semantics/comprehension.k	14	syntax	macro	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K0220	semantics/comprehension.k	15	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
K0221	semantics/comprehension.k	18	syntax	macro-rec,macro	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K0222	semantics/comprehension.k	19	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
K0223	semantics/comprehension.k	21	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K0224	semantics/comprehension.k	24	syntax	macro	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Expr ::= compGuard(Exprs) [macro]
K0225	semantics/comprehension.k	25	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule compGuard(.Exprs) => Bool(true)
K0226	semantics/comprehension.k	26	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
K0227	semantics/concrete.k	13	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
K0228	semantics/concrete.k	16	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
K0229	semantics/concrete.k	25	syntax	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	syntax Val ::= kvP(Val, Val)
K0230	semantics/concrete.k	26	syntax	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K0231	semantics/concrete.k	28	rule	priority(40)	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K0232	semantics/concrete.k	31	rule	priority(40)	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K0233	semantics/concrete.k	34	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K0234	semantics/concrete.k	36	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K0235	semantics/concrete.k	38	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
K0236	semantics/concrete.k	42	syntax	function	CONCRETE_ONLY_REVIEWED_EVIDENCE	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K0237	semantics/concrete.k	43	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K0238	semantics/concrete.k	44	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
K0239	semantics/concrete.k	47	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
K0240	semantics/concrete.k	51	syntax	function	CONCRETE_ONLY_REVIEWED_EVIDENCE	syntax Bool ::= kLt(Val, Val) [function]
K0241	semantics/concrete.k	52	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule kLt(I1:Int, I2:Int) => I1 <Int I2
K0242	semantics/concrete.k	53	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule kLt(F1:Float, F2:Float) => F1 <Float F2
K0243	semantics/concrete.k	54	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0244	semantics/concrete.k	56	syntax	function,total	CONCRETE_ONLY_REVIEWED_EVIDENCE	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K0245	semantics/concrete.k	57	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule unpairVS(.ValSeq) => .ValSeq
K0246	semantics/concrete.k	58	rule	-	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0247	semantics/concrete.k	59	rule	owise	CONCRETE_ONLY_REVIEWED_EVIDENCE	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0248	semantics/controls.k	9	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0249	semantics/controls.k	12	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0250	semantics/controls.k	20	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
K0251	semantics/controls.k	27	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0252	semantics/controls.k	35	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K0253	semantics/controls.k	36	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0254	semantics/controls.k	37	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #bindImports(ParamNames)
K0255	semantics/controls.k	38	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0256	semantics/controls.k	39	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
K0257	semantics/controls.k	43	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
K0258	semantics/controls.k	48	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Expr(_:Val) => .K ... </k>
K0259	semantics/controls.k	51	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0260	semantics/controls.k	52	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0261	semantics/controls.k	53	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K0262	semantics/controls.k	54	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0263	semantics/controls.k	57	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
K0264	semantics/controls.k	59	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
K0265	semantics/controls.k	65	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0266	semantics/controls.k	69	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0267	semantics/controls.k	71	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
