id	file	line	kind	classification	attributes	statement_sha256	signature	decision
201	reference-semantics/semantics/call.k	29	rule	FIXED_UNUSED	-	1970448220782168130c0df8a2d8cba18aab5257414dc8a435d28cf40f8b9c00	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
202	reference-semantics/semantics/call.k	30	rule	FIXED_UNUSED	-	f1faea5df680cdb20b5a572233708b088969d6bda2758e2666db59ad7db36868	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
203	reference-semantics/semantics/call.k	31	rule	FIXED_UNUSED	owise	a1f8fc59300316a965c337cc6d5db688bdf37a444fc1e798ffa9b220217a4be7	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
204	reference-semantics/semantics/call.k	32	rule	FIXED_UNUSED	-	1aa46f6e29bff4dc5df3e1b848e12dee0d4c83f56c18b543719e65c1e9b766fe	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
205	reference-semantics/semantics/call.k	38	rule	FIXED_UNUSED	priority	9d65e32ef1f7a99b4c9720a66be39f8d87d4a38924efd8f5c1049b09ba084aff	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
206	reference-semantics/semantics/call.k	42	rule	FIXED_UNUSED	priority	abc7c6fabc488a5532a0d89cffb9686155957cf426156aeb412f8af065f5ad46	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
207	reference-semantics/semantics/call.k	47	rule	FIXED_UNUSED	priority	b74ca48d3ca3325f235aa6d1cfbf8203e2cd1faafd8465bc03dc21881ef108e1	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
208	reference-semantics/semantics/call.k	52	syntax	FIXED_UNUSED	function,total	b09f89518d3b2b7f4cf78590ca23dfe76c0cdc4752276a00c84a4ecfb6d43360	syntax Bool ::= isMutMethod(String) [function, total]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
209	reference-semantics/semantics/call.k	53	rule	FIXED_UNUSED	-	8588f08d1b2ed833e2023cc8a6b5649617743e734444827d360de766c6521f0e	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
210	reference-semantics/semantics/call.k	56	rule	FIXED_UNUSED	priority	10e44319e0fb2071e91132bc6ca2a7a6564b0a4ccd1dd107eaf5137d903dadda	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
211	reference-semantics/semantics/call.k	63	rule	FIXED_UNUSED	priority	1885ecdcc62dc05b9552e9a33cf2e24d27abcc6dba27d3ba44a5bf204652aead	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
212	reference-semantics/semantics/call.k	69	rule	FIXED_MATERIAL	-	ec3ffdf2d12203a7906791b5cc4a4dfd1612b964ab4d5c6b778eba2d4262b3ff	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
213	reference-semantics/semantics/call.k	80	rule	FIXED_UNUSED	-	332fed788642e8aca39ddc0533950ffcc8c7453b70236894166e368486adac05	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
214	reference-semantics/semantics/call.k	87	syntax	FIXED_UNUSED	-	e6caec0e698dbb9eac13976f324229251e3e2f3f91deab40ffd46d42422183ff	syntax KItem ::= #allocCells(ParamNames)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
215	reference-semantics/semantics/call.k	88	rule	FIXED_UNUSED	-	2a957c1d6ee6854a64e04f88378315c38c9ae4781a88a455f55e109f6b00d7f1	rule <k> #allocCells(.ParamNames) => .K ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
216	reference-semantics/semantics/call.k	89	rule	FIXED_UNUSED	-	fac8259496fc577a9972bd14b41d0fd1b5c9cf1c540f6fbf26471852ee35155b	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
217	reference-semantics/semantics/comprehension.k	11	rule	FIXED_UNUSED	-	d9ced0c5fd52d14ad767118816f8cd85ce01eb3837a8b675883e3f737234b601	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
218	reference-semantics/semantics/comprehension.k	12	rule	FIXED_UNUSED	-	705f7d1ad181c5b2687baa2167182cf77881c9d2d8455dc8c7ca09155e4b7bf4	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
219	reference-semantics/semantics/comprehension.k	14	syntax	FIXED_UNUSED	macro	2072a041e18458272e7ed7938b18a4956a21c966b1f6d0298fb285585097d651	syntax Stmts ::= compBody(CompFors, Expr) [macro]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
220	reference-semantics/semantics/comprehension.k	15	rule	FIXED_UNUSED	-	2c6c9270a21330f7ae99641cb97511934558316fb4786d3dc7f5bf4d114f575a	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
221	reference-semantics/semantics/comprehension.k	18	syntax	FIXED_UNUSED	macro	341eb0df70009c8249d1774ac0d97eb26bf40e0071ef89bfdc29b6dd10e96ac6	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
222	reference-semantics/semantics/comprehension.k	19	rule	FIXED_UNUSED	-	e4cbb6c526d4356b46686afba23b8e88ad8f5da1f8d71ea951f8616a6ef33841	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
223	reference-semantics/semantics/comprehension.k	21	rule	FIXED_UNUSED	-	284ed568b118294b0d2d794eab400b19dd902fde0b5d95340c6435b0a41e98a1	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
224	reference-semantics/semantics/comprehension.k	24	syntax	FIXED_UNUSED	macro	7a75804858f8c520217583343f7a42ced94e4728ec6d7d21030ca5a089e53694	syntax Expr ::= compGuard(Exprs) [macro]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
225	reference-semantics/semantics/comprehension.k	25	rule	FIXED_UNUSED	-	23ec4703a7843f12b6bbe0bc4edec6e2051bf3ec11290678bc04fbc24f903b97	rule compGuard(.Exprs)             => Bool(true)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
226	reference-semantics/semantics/comprehension.k	26	rule	FIXED_UNUSED	-	31ead01c4a851dd15c04edb49d7042e52aba33906f74cc808bdeeb9600c4e3d8	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
227	reference-semantics/semantics/concrete.k	13	rule	RUNTIME_ONLY_UNUSED	-	aa5c0e174df072c9a5f0234d978cd4239e3567274e6acb31fb7544700ce5eae5	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
228	reference-semantics/semantics/concrete.k	16	rule	RUNTIME_ONLY_UNUSED	-	4da505393df4c03b164159f7fb8976b5e87604ddc0a636a5920b6d2322d9624e	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
229	reference-semantics/semantics/concrete.k	25	syntax	RUNTIME_ONLY_UNUSED	-	5f2bf9f54ba1cae8a238ff566df26ae552572163691122549b9afae4cf10fd4b	syntax Val ::= kvP(Val, Val)	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
230	reference-semantics/semantics/concrete.k	26	syntax	RUNTIME_ONLY_UNUSED	-	8546348584f9e23c7c0f9ceb9a13d9410e56a764e365c82d9a9a6ff4e9146dab	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
231	reference-semantics/semantics/concrete.k	28	rule	RUNTIME_ONLY_UNUSED	priority	1315496a46e8eac5fc6ee10df9a31f2720cc650a17610e14b777e91365c37c1d	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
232	reference-semantics/semantics/concrete.k	31	rule	RUNTIME_ONLY_UNUSED	priority	002760d79c90441974fe53634f46341a8594dd75e696fdbd5c6987bfe39a1bc3	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
233	reference-semantics/semantics/concrete.k	34	rule	RUNTIME_ONLY_UNUSED	-	b68a3ef507cb00080eab431a20276a223176c46217c030d5442594810230c623	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
234	reference-semantics/semantics/concrete.k	36	rule	RUNTIME_ONLY_UNUSED	-	46fdcdeefec4ae9da3c27a5923fc270d395506ac1cde3633e095cf7edae0f377	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
235	reference-semantics/semantics/concrete.k	38	rule	RUNTIME_ONLY_UNUSED	-	4817c11bed497d366c9018e099df3a932841f818c42ae46910188ffd6b856d87	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
236	reference-semantics/semantics/concrete.k	42	syntax	RUNTIME_ONLY_UNUSED	function	8b8f663cb9f0a5fbd8506a9785c2649c19f669de2d28efc06e95f8036dc98f91	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
237	reference-semantics/semantics/concrete.k	43	rule	RUNTIME_ONLY_UNUSED	-	63605f00773735a9a79bd59d027d66aa517bea5233905075ad11ecf9f38255ef	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
238	reference-semantics/semantics/concrete.k	44	rule	RUNTIME_ONLY_UNUSED	-	19bfd3b0317e30ccbaf79513433e5b8a78c95b439910845a8d61d124263ee283	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
239	reference-semantics/semantics/concrete.k	47	rule	RUNTIME_ONLY_UNUSED	-	4af078862bab7499926e46f3bc3c863f0b4e72639531bf3a7ea4b0d0c4a26245	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
240	reference-semantics/semantics/concrete.k	51	syntax	RUNTIME_ONLY_UNUSED	function	6f0d8dc431e9b588d22963b7ec907adc7c0d6dd21c6a8030a618281eb7cd927a	syntax Bool ::= kLt(Val, Val) [function]	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
241	reference-semantics/semantics/concrete.k	52	rule	RUNTIME_ONLY_UNUSED	-	a22ae76ce3a02f8ea9e3e328c19eb279dcd8ba232b5ff5f7856d06c36be04628	rule kLt(I1:Int, I2:Int)             => I1 <Int I2	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
242	reference-semantics/semantics/concrete.k	53	rule	RUNTIME_ONLY_UNUSED	-	ff2747645d99066e61ac4b1eb121d54deb2b0fa277cfe0140a5f1e742252e365	rule kLt(F1:Float, F2:Float)         => F1 <Float F2	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
243	reference-semantics/semantics/concrete.k	54	rule	RUNTIME_ONLY_UNUSED	-	855e0ed4747886624d5d6dbca961759f4feacd308058c00563ae572b685a21d6	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
244	reference-semantics/semantics/concrete.k	56	syntax	RUNTIME_ONLY_UNUSED	function,total	08dbdf1411a4a7cb472c688160fac2a2adcf5dfa3664357a70afca38cbdcab36	syntax ValSeq ::= unpairVS(ValSeq) [function, total]	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
245	reference-semantics/semantics/concrete.k	57	rule	RUNTIME_ONLY_UNUSED	-	0c4793ebfd2ca0c5e6602e60daad8e08889fcd7a950fb6b5d0ec1d903a8adc85	rule unpairVS(.ValSeq) => .ValSeq	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
246	reference-semantics/semantics/concrete.k	58	rule	RUNTIME_ONLY_UNUSED	-	ff066cb9aae70a2d0782b8835101f1920c42c6542c943c16f049e53f084291a3	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
247	reference-semantics/semantics/concrete.k	59	rule	RUNTIME_ONLY_UNUSED	owise	e56ae0e6bc6096942254c408e4e97eb85419ab272660d0769ff60005583fdb64	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]	NO_PROOF_PATH: imported only by MPY-KRUN, not by either proof definition
248	reference-semantics/semantics/controls.k	9	rule	FIXED_MATERIAL	-	fea0a6af92fc35ec1aa23181eab95b4a332039b808213b27d2df3317fc771abd	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
249	reference-semantics/semantics/controls.k	12	rule	FIXED_UNUSED	priority	d97eb260f3df310b0576023e38f1af7e690eafd48b87736981977d94ad981d3d	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
250	reference-semantics/semantics/controls.k	20	rule	FIXED_MATERIAL	-	a9ecb9f06d6997abac2e8d1d964372628d6f41a54356f742230a4992edec122d	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
251	reference-semantics/semantics/controls.k	27	rule	FIXED_UNUSED	priority	9b7616c3b5c09972491684d8c424e97792df586b7287c472a211ff89613716cf	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
252	reference-semantics/semantics/controls.k	35	rule	FIXED_UNUSED	-	f639e810ede43c09dbf75ac00e8b6a676365ccbc90f6691ba4aa90e30aaa7fe7	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
253	reference-semantics/semantics/controls.k	36	rule	FIXED_UNUSED	owise	877dfb60ad77227ce11cbe7df900cca13fe7d02c5d757bf467412abd20c57deb	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
254	reference-semantics/semantics/controls.k	37	syntax	FIXED_UNUSED	-	dd700ed63c9bed5c705e05f8566804cf7298bff87960b701e151f008ee3262bf	syntax KItem ::= #bindImports(ParamNames)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
255	reference-semantics/semantics/controls.k	38	rule	FIXED_UNUSED	-	ae2ec2940cb2cfbb2aff309c682adb80b345e86d19411450ccce953ac4d6b63f	rule <k> #bindImports(.ParamNames) => .K ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
256	reference-semantics/semantics/controls.k	39	rule	FIXED_UNUSED	-	880fd7cd94e366843b9ed611a286e44b7bbf668211e7583bfc66ed5a0cad1479	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
257	reference-semantics/semantics/controls.k	43	rule	FIXED_UNUSED	-	0271b1c75b393bbf7cd2d723f5ea9f7e52fefc0b09e9de6b401dbe6aa489d166	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
258	reference-semantics/semantics/controls.k	48	rule	FIXED_UNUSED	-	1408be7069c9134d9ccd9512f33c4a259830596fef1bb434e060f6af380fe0c3	rule <k> Expr(_:Val) => .K ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
259	reference-semantics/semantics/controls.k	51	syntax	FIXED_MATERIAL	-	46d5d447203828eda04c76e3729b77659fc5a00e1d2a7de2196077557f1d2980	syntax KItem ::= #branch(Bool, Stmts, Stmts)	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
260	reference-semantics/semantics/controls.k	52	rule	FIXED_MATERIAL	-	692ab5da6b0a64076cf1e1a495cbb51df0853156b3a85654752ff73499b5ae92	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
261	reference-semantics/semantics/controls.k	53	rule	FIXED_MATERIAL	-	ca40bd598e8552c092f3f762c7f8b33de1ea638e78aea478a9eff8a2a82b0f47	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
262	reference-semantics/semantics/controls.k	54	rule	FIXED_MATERIAL	-	e046e7c73ee58120cdee1135554ecfacfb3cc4a84eb1f62847f09d2512807522	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
263	reference-semantics/semantics/controls.k	57	rule	FIXED_UNUSED	-	293cdf88a4901e380232224e8ce9b07a29ff9b554ccd6249ff7b27de3ad30448	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
264	reference-semantics/semantics/controls.k	59	rule	FIXED_UNUSED	-	bc4f7a97f6e3ed8e7c156d5beaa5d1d23ba679cee95b81da59d189aa86ac5844	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
265	reference-semantics/semantics/controls.k	65	syntax	FIXED_MATERIAL	-	ce087b9a65005f3deafa703f95896c92377cf448274600ab7db7ed5422da4c3b	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
266	reference-semantics/semantics/controls.k	69	rule	FIXED_MATERIAL	-	0aae729be14b898ec5681808dd55f49ef9c8956088ce68a6488b92ce8eb6b3a4	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
267	reference-semantics/semantics/controls.k	71	rule	FIXED_MATERIAL	-	5e83ccac57c21f4c7c5007839ee32dca6c7ae215768d2a3bbc69021469cba2fe	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
268	reference-semantics/semantics/controls.k	72	rule	FIXED_MATERIAL	-	fa41d0aefbce45e1f7a0bb2da6a0b7b44b0be0e47fbb6a51ba04cda74c394aff	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
269	reference-semantics/semantics/controls.k	73	rule	FIXED_MATERIAL	-	9ec70e976c00514658a4e5d646dde92868925b9d74f6ae4a1d3459589ab5c938	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>	ACCEPT: fixed-semantics declaration/rule on the submitted constructor path
270	reference-semantics/semantics/controls.k	77	rule	FIXED_UNUSED	-	a3d8374ac1c257b071575dc27071f50c16338617a4bde9db083a04bdc113747a	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
271	reference-semantics/semantics/controls.k	78	rule	FIXED_UNUSED	-	998a39372e139120ea64afa342719f48b99b9bd223f99ae75272f8b84f78862d	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
272	reference-semantics/semantics/controls.k	79	rule	FIXED_UNUSED	-	4eb968160752e687ea3bdb489da8d48b497133158a99e7427176722e081c6b8a	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
273	reference-semantics/semantics/controls.k	81	rule	FIXED_UNUSED	-	51f5eea2c28dcd187b0e7719a87625bd81c9b5288dc9970d5dad1df0b54f5f64	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
274	reference-semantics/semantics/controls.k	85	rule	FIXED_UNUSED	-	ba925d6955a461911c2da9785c091376a9c3f4f30db383a69ddef656ac396734	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
275	reference-semantics/semantics/controls.k	86	rule	FIXED_UNUSED	-	6a0861a0458a11c6faf8834d628937327db3e968382a5d8e617597572dc71e7d	rule <k> Continue => #cont ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
276	reference-semantics/semantics/controls.k	87	rule	FIXED_UNUSED	-	e7af077a24868a4c4de8baf0a557eb461717e384ead7165629d96115482b9d22	rule <k> Break => #brk ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
277	reference-semantics/semantics/controls.k	88	rule	FIXED_UNUSED	-	e184ace8de6758d658b3c5c6b6cb50d3aa3eab5fd0d5d8ea15868a9f91b1047f	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>	NO_TARGET_PATH: head/construct is absent from submitted execution and proof summaries
