source	line	kind	fib_relevance	review_disposition	first_line
reference-semantics/semantics/call.k	69	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </s
reference-semantics/semantics/call.k	80	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL
reference-semantics/semantics/call.k	88	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #allocCells(.ParamNames) => .K ... </k>
reference-semantics/semantics/call.k	89	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +In
reference-semantics/semantics/comprehension.k	11	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	12	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	15	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
reference-semantics/semantics/comprehension.k	19	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
reference-semantics/semantics/comprehension.k	21	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
reference-semantics/semantics/comprehension.k	25	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule compGuard(.Exprs) => Bool(true)
reference-semantics/semantics/comprehension.k	26	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
reference-semantics/semantics/concrete.k	13	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
reference-semantics/semantics/concrete.k	16	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================
reference-semantics/semantics/concrete.k	28	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
reference-semantics/semantics/concrete.k	31	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
reference-semantics/semantics/concrete.k	34	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
reference-semantics/semantics/concrete.k	36	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
reference-semantics/semantics/concrete.k	38	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
reference-semantics/semantics/concrete.k	43	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
reference-semantics/semantics/concrete.k	44	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
reference-semantics/semantics/concrete.k	47	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
reference-semantics/semantics/concrete.k	52	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule kLt(I1:Int, I2:Int) => I1 <Int I2
reference-semantics/semantics/concrete.k	53	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule kLt(F1:Float, F2:Float) => F1 <Float F2
reference-semantics/semantics/concrete.k	54	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/concrete.k	57	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k	58	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
reference-semantics/semantics/concrete.k	59	ordinary	LLVM_ONLY_INERT	reviewed: module is absent from VERIFICATION's import closure and its list/deep-equality/sort constructors are absent from fib	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
reference-semantics/semantics/controls.k	9	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/controls.k	12	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/controls.k	20	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap re
reference-semantics/semantics/controls.k	27	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // 
reference-semantics/semantics/controls.k	35	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
reference-semantics/semantics/controls.k	36	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
reference-semantics/semantics/controls.k	38	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k	39	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
reference-semantics/semantics/controls.k	43	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mut
reference-semantics/semantics/controls.k	48	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
reference-semantics/semantics/controls.k	52	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
reference-semantics/semantics/controls.k	53	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
reference-semantics/semantics/controls.k	54	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
reference-semantics/semantics/controls.k	57	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	59	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — //
reference-semantics/semantics/controls.k	69	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
reference-semantics/semantics/controls.k	71	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
reference-semantics/semantics/controls.k	72	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
reference-semantics/semantics/controls.k	73	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
reference-semantics/semantics/controls.k	77	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
reference-semantics/semantics/controls.k	78	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
reference-semantics/semantics/controls.k	79	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
reference-semantics/semantics/controls.k	81	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
reference-semantics/semantics/controls.k	85	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	86	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k	87	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k	88	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k	89	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k	90	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k	91	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
reference-semantics/semantics/controls.k	95	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	98	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/controls.k	101	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated l
reference-semantics/semantics/controls.k	106	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/core.k	69	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k	70	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
reference-semantics/semantics/core.k	77	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k	78	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguard
reference-semantics/semantics/core.k	85	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
reference-semantics/semantics/core.k	97	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k	98	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
reference-semantics/semantics/core.k	101	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k	102	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
reference-semantics/semantics/core.k	108	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k	110	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k	111	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k	114	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
reference-semantics/semantics/core.k	118	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================
reference-semantics/semantics/core.k	125	ordinary	PINNING_PATH	reviewed: exact module-load/closure-binding transition used for constructor-level program pinning	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k	126	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k	127	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
reference-semantics/semantics/core.k	131	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k	132	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the
reference-semantics/semantics/core.k	145	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val
reference-semantics/semantics/core.k	152	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
reference-semantics/semantics/core.k	158	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "c
reference-semantics/semantics/core.k	189	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k	190	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k	191	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
reference-semantics/semantics/core.k	194	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule <k> Int(I:Int) => I ... </k>
reference-semantics/semantics/core.k	195	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k	196	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
reference-semantics/semantics/core.k	200	ordinary	PROOF_PATH	reviewed: exact constructor/state transition used by fib; guards and updates agree with submitted control flow	rule truthy(B:Bool) => B
reference-semantics/semantics/core.k	201	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule truthy(noneV) => false
reference-semantics/semantics/core.k	202	ordinary	UNREACHABLE_CONSTRUCTOR	reviewed: its LHS constructor, literal tag, sort, or guard/shape is not reachable on the submitted integer fib path; it cannot affect either claim	rule truthy(I:Int) => I =/=Int 0
