file,line,kind,class,attributes,opaque,origin,decision,statement
reference-semantics/semantics/controls.k,65,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
reference-semantics/semantics/controls.k,69,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>"
reference-semantics/semantics/controls.k,71,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>"
reference-semantics/semantics/controls.k,72,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>"
reference-semantics/semantics/controls.k,73,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>"
reference-semantics/semantics/controls.k,77,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>"
reference-semantics/semantics/controls.k,78,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>"
reference-semantics/semantics/controls.k,79,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)"
reference-semantics/semantics/controls.k,81,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)"
reference-semantics/semantics/controls.k,85,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k,86,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k,87,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k,88,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k,89,rule,operational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k,90,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k,91,rule,operational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k,95,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
reference-semantics/semantics/controls.k,98,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
reference-semantics/semantics/controls.k,101,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
reference-semantics/semantics/controls.k,106,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
reference-semantics/semantics/core.k,13,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
reference-semantics/semantics/core.k,14,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
reference-semantics/semantics/core.k,15,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax Str    ::= str(IntSeq)
reference-semantics/semantics/core.k,18,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)"
reference-semantics/semantics/core.k,25,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
reference-semantics/semantics/core.k,36,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Parent   ::= ""root"" | parent(Int)"
reference-semantics/semantics/core.k,37,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Scope    ::= scope(Map, Parent)"
reference-semantics/semantics/core.k,38,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax KResult  ::= Val
reference-semantics/semantics/core.k,39,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax Expr     ::= Val   // cooling puts results back into expression holes
reference-semantics/semantics/core.k,40,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Vals     ::= List{Val, "",""}"
reference-semantics/semantics/core.k,41,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
reference-semantics/semantics/core.k,42,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax RetState ::= ""noRet"" | retV(Val)"
reference-semantics/semantics/core.k,49,configuration,configuration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
reference-semantics/semantics/core.k,68,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= isRefV(Val) [function, total]"
reference-semantics/semantics/core.k,69,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k,70,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule isRefV(_:Val)      => false [owise]
reference-semantics/semantics/core.k,75,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k,76,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= isCellRef(Val) [function, total]"
reference-semantics/semantics/core.k,77,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k,78,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule isCellRef(_:Val)          => false [owise]
reference-semantics/semantics/core.k,85,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
reference-semantics/semantics/core.k,95,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= kwV(String, Val)"
reference-semantics/semantics/core.k,96,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k,97,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>"
reference-semantics/semantics/core.k,98,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)"
reference-semantics/semantics/core.k,100,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= isKwV(Val) [function, total]"
reference-semantics/semantics/core.k,101,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule isKwV(kwV(_:String, _:Val)) => true"
reference-semantics/semantics/core.k,102,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule isKwV(_:Val)                => false [owise]
reference-semantics/semantics/core.k,106,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k,107,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k,108,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k,109,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= pnMember(String, ParamNames) [function, total]"
reference-semantics/semantics/core.k,110,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule pnMember(_:String, .ParamNames) => false"
reference-semantics/semantics/core.k,111,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)"
reference-semantics/semantics/core.k,113,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #cellW(Val, Val)"
reference-semantics/semantics/core.k,114,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>"
reference-semantics/semantics/core.k,117,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k,118,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/core.k,124,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k,125,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k,126,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k,127,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k,130,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #look(String, Int)"
reference-semantics/semantics/core.k,131,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>"
reference-semantics/semantics/core.k,132,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)"
reference-semantics/semantics/core.k,145,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
reference-semantics/semantics/core.k,152,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))"
reference-semantics/semantics/core.k,157,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Scope ::= ""builtinsScope"" [function, total]"
reference-semantics/semantics/core.k,158,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
reference-semantics/semantics/core.k,185,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k,186,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)"
reference-semantics/semantics/core.k,189,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>"
reference-semantics/semantics/core.k,190,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>"
reference-semantics/semantics/core.k,191,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>"
reference-semantics/semantics/core.k,194,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> Int(I:Int)   => I ... </k>
reference-semantics/semantics/core.k,195,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k,196,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> NoneVal      => noneV ... </k>
reference-semantics/semantics/core.k,199,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k,200,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule truthy(B:Bool)          => B
reference-semantics/semantics/core.k,201,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule truthy(noneV)           => false
reference-semantics/semantics/core.k,202,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule truthy(I:Int)           => I =/=Int 0
reference-semantics/semantics/core.k,203,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k,204,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k,205,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k,208,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val  ::= applyUn(String, Val) [function]"
reference-semantics/semantics/core.k,209,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val  ::= applyBin(String, Val, Val) [function]"
reference-semantics/semantics/core.k,210,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= applyCmp(String, Val, Val) [function]"
reference-semantics/semantics/core.k,213,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Vals ::= appendVal(Vals, Val) [function, total]"
reference-semantics/semantics/core.k,214,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule appendVal(.Vals, V:Val)              => V , .Vals"
reference-semantics/semantics/core.k,215,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)"
reference-semantics/semantics/core.k,217,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= vals2valSeq(Vals) [function, total]"
reference-semantics/semantics/core.k,218,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule vals2valSeq(.Vals)            => .ValSeq
reference-semantics/semantics/core.k,219,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))"
reference-semantics/semantics/core.k,223,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= vsLen(ValSeq) [function, total]"
reference-semantics/semantics/core.k,224,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule vsLen(.ValSeq)                => 0
reference-semantics/semantics/core.k,225,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)"
reference-semantics/semantics/core.k,227,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= isLen(IntSeq) [function, total]"
reference-semantics/semantics/core.k,228,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule isLen(.IntSeq)                => 0
reference-semantics/semantics/core.k,229,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)"
reference-semantics/semantics/core.k,233,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]"
reference-semantics/semantics/core.k,234,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq"
reference-semantics/semantics/core.k,235,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)"
reference-semantics/semantics/core.k,236,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0"
reference-semantics/semantics/core.k,238,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0"
reference-semantics/semantics/dict.k,20,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= dictV(ValSeq, ValSeq)"
reference-semantics/semantics/dict.k,23,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)"
reference-semantics/semantics/dict.k,26,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>"
reference-semantics/semantics/dict.k,27,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>"
reference-semantics/semantics/dict.k,28,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>"
reference-semantics/semantics/dict.k,30,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>"
reference-semantics/semantics/dict.k,32,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>"
reference-semantics/semantics/dict.k,37,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= dHasKey(ValSeq, Val) [function, total]"
reference-semantics/semantics/dict.k,38,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dHasKey(.ValSeq, _:Val)                => false"
