COMMAND: python3 /audit-output/evidence/stage5_inventory.py
path	line	kind	attributes	disposition	declaration_or_rule
semantics/concrete.k	25	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Val ::= kvP(Val, Val)
semantics/concrete.k	26	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
semantics/concrete.k	28	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
semantics/concrete.k	31	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
semantics/concrete.k	34	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
semantics/concrete.k	36	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
semantics/concrete.k	38	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
semantics/concrete.k	42	syntax	function	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
semantics/concrete.k	43	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
semantics/concrete.k	44	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
semantics/concrete.k	47	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
semantics/concrete.k	51	syntax	function	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= kLt(Val, Val) [function]
semantics/concrete.k	52	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
semantics/concrete.k	53	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
semantics/concrete.k	54	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
semantics/concrete.k	56	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
semantics/concrete.k	57	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule unpairVS(.ValSeq) => .ValSeq
semantics/concrete.k	58	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
semantics/concrete.k	59	rule	owise	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
semantics/concrete.k	60	endmodule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	endmodule
semantics/controls.k	3	module	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	module MPY-CONTROLS
semantics/controls.k	4	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports MPY-CORE
semantics/controls.k	5	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports MPY-TUPLE
semantics/controls.k	6	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports MPY-ITER  // ==== Assign / AugAssign (write the current scope; RHS evaluated by strictness) ==
semantics/controls.k	9	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
semantics/controls.k	12	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
semantics/controls.k	20	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
semantics/controls.k	27	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]  // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
semantics/controls.k	35	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
semantics/controls.k	36	rule	owise	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
semantics/controls.k	37	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #bindImports(ParamNames)
semantics/controls.k	38	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #bindImports(.ParamNames) => .K ... </k>
semantics/controls.k	39	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
semantics/controls.k	43	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")  // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)
semantics/controls.k	48	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Expr(_:Val) => .K ... </k>  // ==== If (condition evaluated by strictness) ==============================
semantics/controls.k	51	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #branch(Bool, Stmts, Stmts)
semantics/controls.k	52	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
semantics/controls.k	53	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
semantics/controls.k	54	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>  // ==== IfExp: ternary T if C else E ========================================
semantics/controls.k	57	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
semantics/controls.k	59	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)  // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
semantics/controls.k	65	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
semantics/controls.k	69	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
semantics/controls.k	71	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
semantics/controls.k	72	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
semantics/controls.k	73	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>  // ==== While ==============================================================
semantics/controls.k	77	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
semantics/controls.k	78	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
semantics/controls.k	79	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
semantics/controls.k	81	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)  // ==== loop control (break / continue) =====================================
semantics/controls.k	85	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
semantics/controls.k	86	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Continue => #cont ... </k>
semantics/controls.k	87	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Break => #brk ... </k>
semantics/controls.k	88	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
semantics/controls.k	89	rule	owise	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
semantics/controls.k	90	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
semantics/controls.k	91	rule	owise	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]  // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
semantics/controls.k	95	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/controls.k	98	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/controls.k	101	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
semantics/controls.k	106	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/controls.k	109	endmodule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	endmodule
semantics/core.k	3	module	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	module MPY-CORE
semantics/core.k	4	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports MPY-SYNTAX
semantics/core.k	5	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports INT
semantics/core.k	6	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports BOOL
semantics/core.k	7	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports STRING
semantics/core.k	8	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports MAP
semantics/core.k	9	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports LIST
semantics/core.k	10	imports	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	imports K-EQUAL  // ==== values, the algebraic lists, and the scope heap =====================
semantics/core.k	13	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
semantics/core.k	14	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
semantics/core.k	15	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Str    ::= str(IntSeq)  // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
semantics/core.k	18	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
semantics/core.k	25	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
semantics/core.k	36	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Parent   ::= "root" | parent(Int)
semantics/core.k	37	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Scope    ::= scope(Map, Parent)
semantics/core.k	38	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KResult  ::= Val
semantics/core.k	39	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Expr     ::= Val   // cooling puts results back into expression holes
semantics/core.k	40	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Vals     ::= List{Val, ","}
semantics/core.k	41	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Exc      ::= "NoExc" | "AssertionError"
semantics/core.k	42	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax RetState ::= "noRet" | retV(Val)  // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
semantics/core.k	49	configuration	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>  // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
semantics/core.k	68	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= isRefV(Val) [function, total]
semantics/core.k	69	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule isRefV(ref(_:Int)) => true
semantics/core.k	70	rule	owise	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule isRefV(_:Val)      => false [owise]  // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
semantics/core.k	75	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax HeapVal ::= cellV(Val)
semantics/core.k	76	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= isCellRef(Val) [function, total]
semantics/core.k	77	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule isCellRef(cellRef(_:Int)) => true
semantics/core.k	78	rule	owise	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule isCellRef(_:Val)          => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
semantics/core.k	85	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]  // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)
semantics/core.k	95	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Val ::= kwV(String, Val)
semantics/core.k	96	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #kwTag(String)
semantics/core.k	97	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
semantics/core.k	98	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
semantics/core.k	100	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= isKwV(Val) [function, total]
semantics/core.k	101	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule isKwV(kwV(_:String, _:Val)) => true
semantics/core.k	102	rule	owise	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule isKwV(_:Val)                => false [owise]  // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
semantics/core.k	106	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Val ::= cellsMark(ParamNames)
semantics/core.k	107	syntax	function	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax ParamNames ::= cellsOf(Val) [function]
semantics/core.k	108	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
semantics/core.k	109	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= pnMember(String, ParamNames) [function, total]
semantics/core.k	110	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule pnMember(_:String, .ParamNames) => false
semantics/core.k	111	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
semantics/core.k	113	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #cellW(Val, Val)
semantics/core.k	114	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
semantics/core.k	117	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #alloc(Val)
semantics/core.k	118	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)  // ==== module load + statement sequencing ==================================
semantics/core.k	124	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #loadAll(Module)
semantics/core.k	125	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
semantics/core.k	126	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
semantics/core.k	127	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> .Stmts => .K ... </k>  // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
semantics/core.k	130	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem ::= #look(String, Int)
semantics/core.k	131	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
semantics/core.k	132	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)
semantics/core.k	145	rule	priority	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
semantics/core.k	152	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))  // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
semantics/core.k	157	syntax	function,total	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Scope ::= "builtinsScope" [function, total]
semantics/core.k	158	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root)  // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)
semantics/core.k	185	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax ApplyK ::= toCall(Val)
semantics/core.k	186	syntax	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
semantics/core.k	189	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
semantics/core.k	190	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
semantics/core.k	191	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>  // ==== Int / Bool / None literals ==========================================
semantics/core.k	194	rule	-	FIXED_RELEVANT_MANUAL_ACCEPT	rule <k> Int(I:Int)   => I ... </k>
semantics/core.k	195	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> Bool(B:Bool) => B ... </k>
semantics/core.k	196	rule	-	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	rule <k> NoneVal      => noneV ... </k>  // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
semantics/core.k	199	syntax	function	FIXED_UNUSED_NO_SUBMITTED_PROGRAM_PATH	syntax Bool ::= truthy(Val) [function]
