Script started on 2026-07-29 05:51:36-05:00 [<not executed on terminal>]
source_file_count=26
record_count=1109
kind_counts={'claim': 3, 'configuration': 1, 'context': 5, 'endmodule': 27, 'imports': 88, 'module': 27, 'requires': 25, 'rule': 702, 'syntax': 231}
decision_counts={'CLAIM_MANUAL_REVIEW': 7, 'FIXED_RELEVANT_REVIEWED': 300, 'FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE': 787, 'PROOF_LOCAL_MANUAL_REVIEW': 15}
attribute_counts={'concrete': 36, 'function': 148, 'macro': 6, 'no-evaluators': 22, 'owise': 26, 'priority': 45, 'seqstrict': 1, 'simplification': 1, 'strict': 2, 'symbol': 25, 'total': 109}
id	path:line	kind	attributes	decision	declaration
0286	reference-semantics/semantics/call.k:95	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0287	reference-semantics/semantics/comprehension.k:3	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-COMPREHENSION
0288	reference-semantics/semantics/comprehension.k:4	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0289	reference-semantics/semantics/comprehension.k:5	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-OPERATORS
0290	reference-semantics/semantics/comprehension.k:6	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-LIST
0291	reference-semantics/semantics/comprehension.k:7	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CONTROLS
0292	reference-semantics/semantics/comprehension.k:8	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-FUNCTIONS
0293	reference-semantics/semantics/comprehension.k:11	rule	-	FIXED_RELEVANT_REVIEWED	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
0294	reference-semantics/semantics/comprehension.k:12	rule	-	FIXED_RELEVANT_REVIEWED	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
0295	reference-semantics/semantics/comprehension.k:14	syntax	macro	FIXED_RELEVANT_REVIEWED	syntax Stmts ::= compBody(CompFors, Expr) [macro]
0296	reference-semantics/semantics/comprehension.k:15	rule	-	FIXED_RELEVANT_REVIEWED	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
0297	reference-semantics/semantics/comprehension.k:18	syntax	macro	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
0298	reference-semantics/semantics/comprehension.k:19	rule	-	FIXED_RELEVANT_REVIEWED	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
0299	reference-semantics/semantics/comprehension.k:21	rule	-	FIXED_RELEVANT_REVIEWED	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
0300	reference-semantics/semantics/comprehension.k:24	syntax	macro	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Expr ::= compGuard(Exprs) [macro]
0301	reference-semantics/semantics/comprehension.k:25	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule compGuard(.Exprs)             => Bool(true)
0302	reference-semantics/semantics/comprehension.k:26	rule	-	FIXED_RELEVANT_REVIEWED	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
0303	reference-semantics/semantics/comprehension.k:27	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0304	reference-semantics/semantics/concrete.k:8	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-CONCRETE
0305	reference-semantics/semantics/concrete.k:9	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY
0306	reference-semantics/semantics/concrete.k:13	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
0307	reference-semantics/semantics/concrete.k:16	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
0308	reference-semantics/semantics/concrete.k:25	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Val ::= kvP(Val, Val)
0309	reference-semantics/semantics/concrete.k:26	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
0310	reference-semantics/semantics/concrete.k:28	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
0311	reference-semantics/semantics/concrete.k:31	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
0312	reference-semantics/semantics/concrete.k:34	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
0313	reference-semantics/semantics/concrete.k:36	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
0314	reference-semantics/semantics/concrete.k:38	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
0315	reference-semantics/semantics/concrete.k:42	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
0316	reference-semantics/semantics/concrete.k:43	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
0317	reference-semantics/semantics/concrete.k:44	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
0318	reference-semantics/semantics/concrete.k:47	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
0319	reference-semantics/semantics/concrete.k:51	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= kLt(Val, Val) [function]
0320	reference-semantics/semantics/concrete.k:52	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
0321	reference-semantics/semantics/concrete.k:53	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
0322	reference-semantics/semantics/concrete.k:54	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
0323	reference-semantics/semantics/concrete.k:56	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
0324	reference-semantics/semantics/concrete.k:57	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule unpairVS(.ValSeq) => .ValSeq
0325	reference-semantics/semantics/concrete.k:58	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
0326	reference-semantics/semantics/concrete.k:59	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
0327	reference-semantics/semantics/concrete.k:60	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0328	reference-semantics/semantics/controls.k:3	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-CONTROLS
0329	reference-semantics/semantics/controls.k:4	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0330	reference-semantics/semantics/controls.k:5	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-TUPLE
0331	reference-semantics/semantics/controls.k:6	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-ITER
0332	reference-semantics/semantics/controls.k:9	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
0333	reference-semantics/semantics/controls.k:12	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
0334	reference-semantics/semantics/controls.k:20	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
0335	reference-semantics/semantics/controls.k:27	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
0336	reference-semantics/semantics/controls.k:35	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
0337	reference-semantics/semantics/controls.k:36	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
0338	reference-semantics/semantics/controls.k:37	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= #bindImports(ParamNames)
0339	reference-semantics/semantics/controls.k:38	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> #bindImports(.ParamNames) => .K ... </k>
0340	reference-semantics/semantics/controls.k:39	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
0341	reference-semantics/semantics/controls.k:43	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
0342	reference-semantics/semantics/controls.k:48	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Expr(_:Val) => .K ... </k>
0343	reference-semantics/semantics/controls.k:51	syntax	-	FIXED_RELEVANT_REVIEWED	syntax KItem ::= #branch(Bool, Stmts, Stmts)
0344	reference-semantics/semantics/controls.k:52	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
0345	reference-semantics/semantics/controls.k:53	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
0346	reference-semantics/semantics/controls.k:54	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
0347	reference-semantics/semantics/controls.k:57	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
0348	reference-semantics/semantics/controls.k:59	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
0349	reference-semantics/semantics/controls.k:65	syntax	-	FIXED_RELEVANT_REVIEWED	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
0350	reference-semantics/semantics/controls.k:69	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
0351	reference-semantics/semantics/controls.k:71	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
0352	reference-semantics/semantics/controls.k:72	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
0353	reference-semantics/semantics/controls.k:73	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
0354	reference-semantics/semantics/controls.k:77	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
0355	reference-semantics/semantics/controls.k:78	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
0356	reference-semantics/semantics/controls.k:79	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
0357	reference-semantics/semantics/controls.k:81	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
0358	reference-semantics/semantics/controls.k:85	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
0359	reference-semantics/semantics/controls.k:86	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> Continue => #cont ... </k>
0360	reference-semantics/semantics/controls.k:87	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> Break => #brk ... </k>
0361	reference-semantics/semantics/controls.k:88	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
0362	reference-semantics/semantics/controls.k:89	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
0363	reference-semantics/semantics/controls.k:90	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
0364	reference-semantics/semantics/controls.k:91	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
0365	reference-semantics/semantics/controls.k:95	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0366	reference-semantics/semantics/controls.k:98	rule	priority	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0367	reference-semantics/semantics/controls.k:101	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0368	reference-semantics/semantics/controls.k:106	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0369	reference-semantics/semantics/controls.k:109	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0370	reference-semantics/semantics/core.k:3	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-CORE
0371	reference-semantics/semantics/core.k:4	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-SYNTAX
0372	reference-semantics/semantics/core.k:5	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports INT
0373	reference-semantics/semantics/core.k:6	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports BOOL
0374	reference-semantics/semantics/core.k:7	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports STRING
0375	reference-semantics/semantics/core.k:8	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MAP
0376	reference-semantics/semantics/core.k:9	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports LIST
0377	reference-semantics/semantics/core.k:10	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports K-EQUAL
0378	reference-semantics/semantics/core.k:13	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
0379	reference-semantics/semantics/core.k:14	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
0380	reference-semantics/semantics/core.k:15	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Str    ::= str(IntSeq)
0381	reference-semantics/semantics/core.k:18	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
0382	reference-semantics/semantics/core.k:25	syntax	function	FIXED_RELEVANT_REVIEWED	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
0383	reference-semantics/semantics/core.k:36	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Parent   ::= "root" | parent(Int)
0384	reference-semantics/semantics/core.k:37	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Scope    ::= scope(Map, Parent)
0385	reference-semantics/semantics/core.k:38	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KResult  ::= Val
0386	reference-semantics/semantics/core.k:39	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Expr     ::= Val   // cooling puts results back into expression holes
0387	reference-semantics/semantics/core.k:40	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Vals     ::= List{Val, ","}
0388	reference-semantics/semantics/core.k:41	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Exc      ::= "NoExc" | "AssertionError"
0389	reference-semantics/semantics/core.k:42	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax RetState ::= "noRet" | retV(Val)
0390	reference-semantics/semantics/core.k:49	configuration	-	FIXED_RELEVANT_REVIEWED	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
0391	reference-semantics/semantics/core.k:68	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= isRefV(Val) [function, total]
0392	reference-semantics/semantics/core.k:69	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule isRefV(ref(_:Int)) => true
0393	reference-semantics/semantics/core.k:70	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule isRefV(_:Val)      => false [owise]
0394	reference-semantics/semantics/core.k:75	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax HeapVal ::= cellV(Val)
0395	reference-semantics/semantics/core.k:76	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= isCellRef(Val) [function, total]
0396	reference-semantics/semantics/core.k:77	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule isCellRef(cellRef(_:Int)) => true
0397	reference-semantics/semantics/core.k:78	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule isCellRef(_:Val)          => false [owise]
0398	reference-semantics/semantics/core.k:85	rule	priority	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
0399	reference-semantics/semantics/core.k:95	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Val ::= kwV(String, Val)
0400	reference-semantics/semantics/core.k:96	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= #kwTag(String)
0401	reference-semantics/semantics/core.k:97	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
0402	reference-semantics/semantics/core.k:98	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
0403	reference-semantics/semantics/core.k:100	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= isKwV(Val) [function, total]
0404	reference-semantics/semantics/core.k:101	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule isKwV(kwV(_:String, _:Val)) => true
0405	reference-semantics/semantics/core.k:102	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule isKwV(_:Val)                => false [owise]
0406	reference-semantics/semantics/core.k:106	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Val ::= cellsMark(ParamNames)
0407	reference-semantics/semantics/core.k:107	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ParamNames ::= cellsOf(Val) [function]
0408	reference-semantics/semantics/core.k:108	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
0409	reference-semantics/semantics/core.k:109	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= pnMember(String, ParamNames) [function, total]
0410	reference-semantics/semantics/core.k:110	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule pnMember(_:String, .ParamNames) => false
0411	reference-semantics/semantics/core.k:111	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
0412	reference-semantics/semantics/core.k:113	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax KItem ::= #cellW(Val, Val)
0413	reference-semantics/semantics/core.k:114	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
0414	reference-semantics/semantics/core.k:117	syntax	-	FIXED_RELEVANT_REVIEWED	syntax KItem ::= #alloc(Val)
0415	reference-semantics/semantics/core.k:118	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
0416	reference-semantics/semantics/core.k:124	syntax	-	FIXED_RELEVANT_REVIEWED	syntax KItem ::= #loadAll(Module)
0417	reference-semantics/semantics/core.k:125	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
0418	reference-semantics/semantics/core.k:126	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
0419	reference-semantics/semantics/core.k:127	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> .Stmts => .K ... </k>
0420	reference-semantics/semantics/core.k:130	syntax	-	FIXED_RELEVANT_REVIEWED	syntax KItem ::= #look(String, Int)
0421	reference-semantics/semantics/core.k:131	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
0422	reference-semantics/semantics/core.k:132	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
0423	reference-semantics/semantics/core.k:145	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
0424	reference-semantics/semantics/core.k:152	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
0425	reference-semantics/semantics/core.k:157	syntax	function,total	FIXED_RELEVANT_REVIEWED	syntax Scope ::= "builtinsScope" [function, total]
