origin	source	kind	start_line	end_line	attributes	disposition	text
trusted-supplied-fixed-semantics	semantics/comprehension.k	syntax	24	24	macro	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	syntax Expr ::= compGuard(Exprs) [macro]
trusted-supplied-fixed-semantics	semantics/comprehension.k	rule	25	25	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule compGuard(.Exprs)             => Bool(true)
trusted-supplied-fixed-semantics	semantics/comprehension.k	rule	26	26	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
trusted-supplied-fixed-semantics	semantics/comprehension.k	endmodule	27	27	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	endmodule
trusted-supplied-fixed-semantics	semantics/concrete.k	module	8	8	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	module MPY-CONCRETE
trusted-supplied-fixed-semantics	semantics/concrete.k	imports	9	12	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	imports MPY // deep equality for list compares whose elements are heap objects // (list-of-lists): Python == is structural at every depth.
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	13	15	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	16	24	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B) // ==== keyed sort, concrete leg ============================================ // Computes each key by a REAL call through the uniform #callee machinery // (closures, len, type objects all work), stable-inserts on the key, and // allocates the result. priority(40) beats sort.k's opaque rules, so krun // runs this and proofs (which never see MPY-CONCRETE) keep sortKeyVS."
trusted-supplied-fixed-semantics	semantics/concrete.k	syntax	25	25	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	syntax Val ::= kvP(Val, Val)
trusted-supplied-fixed-semantics	semantics/concrete.k	syntax	26	27	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	28	30	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	31	33	priority	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	34	35	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	36	37	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	38	41	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
trusted-supplied-fixed-semantics	semantics/concrete.k	syntax	42	42	function	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	43	43	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	44	46	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	47	50	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
trusted-supplied-fixed-semantics	semantics/concrete.k	syntax	51	51	function	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	syntax Bool ::= kLt(Val, Val) [function]
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	52	52	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	53	53	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	54	55	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
trusted-supplied-fixed-semantics	semantics/concrete.k	syntax	56	56	function,total	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	57	57	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule unpairVS(.ValSeq) => .ValSeq
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	58	58	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
trusted-supplied-fixed-semantics	semantics/concrete.k	rule	59	59	owise	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
trusted-supplied-fixed-semantics	semantics/concrete.k	endmodule	60	60	-	SUPPLIED_FIXED_SEMANTICS_NOT_REACHED_BY_PROGRAM	endmodule
trusted-supplied-fixed-semantics	semantics/controls.k	module	3	3	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	module MPY-CONTROLS
trusted-supplied-fixed-semantics	semantics/controls.k	imports	4	4	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-CORE
trusted-supplied-fixed-semantics	semantics/controls.k	imports	5	5	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-TUPLE
trusted-supplied-fixed-semantics	semantics/controls.k	imports	6	8	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-ITER // ==== Assign / AugAssign (write the current scope; RHS evaluated by strictness) ==
trusted-supplied-fixed-semantics	semantics/controls.k	rule	9	11	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	12	19	priority	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
trusted-supplied-fixed-semantics	semantics/controls.k	rule	20	26	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
trusted-supplied-fixed-semantics	semantics/controls.k	rule	27	34	priority	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
trusted-supplied-fixed-semantics	semantics/controls.k	rule	35	35	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
trusted-supplied-fixed-semantics	semantics/controls.k	rule	36	36	owise	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
trusted-supplied-fixed-semantics	semantics/controls.k	syntax	37	37	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax KItem ::= #bindImports(ParamNames)
trusted-supplied-fixed-semantics	semantics/controls.k	rule	38	38	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #bindImports(.ParamNames) => .K ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	39	42	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
trusted-supplied-fixed-semantics	semantics/controls.k	rule	43	47	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)"
trusted-supplied-fixed-semantics	semantics/controls.k	rule	48	50	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
trusted-supplied-fixed-semantics	semantics/controls.k	syntax	51	51	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax KItem ::= #branch(Bool, Stmts, Stmts)
trusted-supplied-fixed-semantics	semantics/controls.k	rule	52	52	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	53	53	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	54	56	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
trusted-supplied-fixed-semantics	semantics/controls.k	rule	57	58	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
trusted-supplied-fixed-semantics	semantics/controls.k	rule	59	64	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
trusted-supplied-fixed-semantics	semantics/controls.k	syntax	65	68	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
trusted-supplied-fixed-semantics	semantics/controls.k	rule	69	70	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	71	71	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	72	72	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	73	76	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
trusted-supplied-fixed-semantics	semantics/controls.k	rule	77	77	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	78	78	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	79	80	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
trusted-supplied-fixed-semantics	semantics/controls.k	rule	81	84	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
trusted-supplied-fixed-semantics	semantics/controls.k	rule	85	85	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	86	86	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> Continue => #cont ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	87	87	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> Break => #brk ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	88	88	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	89	89	owise	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
trusted-supplied-fixed-semantics	semantics/controls.k	rule	90	90	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
trusted-supplied-fixed-semantics	semantics/controls.k	rule	91	94	owise	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
trusted-supplied-fixed-semantics	semantics/controls.k	rule	95	97	priority	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
trusted-supplied-fixed-semantics	semantics/controls.k	rule	98	100	priority	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
trusted-supplied-fixed-semantics	semantics/controls.k	rule	101	105	priority	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
trusted-supplied-fixed-semantics	semantics/controls.k	rule	106	108	priority	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
trusted-supplied-fixed-semantics	semantics/controls.k	endmodule	109	109	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	endmodule
trusted-supplied-fixed-semantics	semantics/core.k	module	3	3	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	module MPY-CORE
trusted-supplied-fixed-semantics	semantics/core.k	imports	4	4	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MPY-SYNTAX
trusted-supplied-fixed-semantics	semantics/core.k	imports	5	5	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports INT
trusted-supplied-fixed-semantics	semantics/core.k	imports	6	6	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports BOOL
trusted-supplied-fixed-semantics	semantics/core.k	imports	7	7	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports STRING
trusted-supplied-fixed-semantics	semantics/core.k	imports	8	8	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports MAP
trusted-supplied-fixed-semantics	semantics/core.k	imports	9	9	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports LIST
trusted-supplied-fixed-semantics	semantics/core.k	imports	10	12	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	imports K-EQUAL // ==== values, the algebraic lists, and the scope heap =====================
trusted-supplied-fixed-semantics	semantics/core.k	syntax	13	13	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
trusted-supplied-fixed-semantics	semantics/core.k	syntax	14	14	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
trusted-supplied-fixed-semantics	semantics/core.k	syntax	15	17	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Str    ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	18	24	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	25	35	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"
trusted-supplied-fixed-semantics	semantics/core.k	syntax	36	36	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax Parent   ::= ""root"" | parent(Int)"
trusted-supplied-fixed-semantics	semantics/core.k	syntax	37	37	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Scope    ::= scope(Map, Parent)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	38	38	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax KResult  ::= Val
trusted-supplied-fixed-semantics	semantics/core.k	syntax	39	39	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Expr     ::= Val   // cooling puts results back into expression holes
trusted-supplied-fixed-semantics	semantics/core.k	syntax	40	40	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax Vals     ::= List{Val, "",""}"
trusted-supplied-fixed-semantics	semantics/core.k	syntax	41	41	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
trusted-supplied-fixed-semantics	semantics/core.k	syntax	42	48	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"syntax RetState ::= ""noRet"" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup."
trusted-supplied-fixed-semantics	semantics/core.k	configuration	49	67	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate."
trusted-supplied-fixed-semantics	semantics/core.k	syntax	68	68	function,total	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Bool ::= isRefV(Val) [function, total]
trusted-supplied-fixed-semantics	semantics/core.k	rule	69	69	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule isRefV(ref(_:Int)) => true
trusted-supplied-fixed-semantics	semantics/core.k	rule	70	74	owise	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule isRefV(_:Val)      => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	75	75	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax HeapVal ::= cellV(Val)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	76	76	function,total	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Bool ::= isCellRef(Val) [function, total]
trusted-supplied-fixed-semantics	semantics/core.k	rule	77	77	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule isCellRef(cellRef(_:Int)) => true
trusted-supplied-fixed-semantics	semantics/core.k	rule	78	84	owise	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule isCellRef(_:Val)          => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The ""$cells"" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead."
trusted-supplied-fixed-semantics	semantics/core.k	rule	85	94	priority	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)"
trusted-supplied-fixed-semantics	semantics/core.k	syntax	95	95	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Val ::= kwV(String, Val)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	96	96	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax KItem ::= #kwTag(String)
trusted-supplied-fixed-semantics	semantics/core.k	rule	97	97	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
trusted-supplied-fixed-semantics	semantics/core.k	rule	98	99	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	100	100	function,total	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Bool ::= isKwV(Val) [function, total]
trusted-supplied-fixed-semantics	semantics/core.k	rule	101	101	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule isKwV(kwV(_:String, _:Val)) => true
trusted-supplied-fixed-semantics	semantics/core.k	rule	102	105	owise	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	rule isKwV(_:Val)                => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	106	106	-	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax Val ::= cellsMark(ParamNames)
trusted-supplied-fixed-semantics	semantics/core.k	syntax	107	107	function	SUPPLIED_FIXED_SEMANTICS_REVIEWED_USED_MODULE	syntax ParamNames ::= cellsOf(Val) [function]
