scope	file	line	kind	flags	sha256	statement
supplied	/reference/reference-semantics/semantics/concrete.k	58	rule		1a8bfb4e0389fe118f6b44ad31cc39bb34fc547ed6fbf9518783660fc710f717	rule kLt(I:Int, F:Float) => ltIF(I, F)
supplied	/reference/reference-semantics/semantics/concrete.k	59	rule		00d49d9ba8ba527553f14e2fd496a395dbe4910502528c4841835aa3fee41770	rule kLt(F:Float, I:Int) => ltFI(F, I)
supplied	/reference/reference-semantics/semantics/concrete.k	60	rule		a04459bbd524d9e4eb735a2a42118f66e46529129752b4f4bdac6e9ebda4fa1f	rule kLt(B:Bool, V:Val) => kLt(boolAsInt(B), V) requires isInt(V) orBool isFloat(V)
supplied	/reference/reference-semantics/semantics/concrete.k	61	rule		0569f3283932d3041ce78ae1061cd1082c8aff595afc16dce2aff0ce6e017e90	rule kLt(V:Val, B:Bool) => kLt(V, boolAsInt(B)) requires isInt(V) orBool isFloat(V)
supplied	/reference/reference-semantics/semantics/concrete.k	62	rule		98fc26ad88a5cbbdef6d9083b9068f24ae4e4876056f0f3022cdc54f33a99223	rule kLt(B1:Bool, B2:Bool) => boolAsInt(B1) <Int boolAsInt(B2)
supplied	/reference/reference-semantics/semantics/concrete.k	64	syntax	function,total	4f9bc29fa28a4ee808049a44a900983a4a13f51e3667cf63740414c413645975	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
supplied	/reference/reference-semantics/semantics/concrete.k	65	rule		a2e6dd066c677c3fbb8ae42e1bb4c4e08b35e98d6758e9817a1c0e32f2ed298d	rule unpairVS(.ValSeq) => .ValSeq
supplied	/reference/reference-semantics/semantics/concrete.k	66	rule		84d1ae0473a111b622b6e1cdad885d3b2af53ee0c5cea2bb9e91888301892032	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
supplied	/reference/reference-semantics/semantics/concrete.k	67	rule	owise	43faa649a76b583ae59fd6a7d1ef498edc58ff27d00b8f4d5af9513a50bea2cb	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise] // ==== non-keyed reverse sorted(), concrete leg (v3) ======================= // sort.k's condRev(sortVS(VS), true) reverses equal-key runs — invisible on // the all-Int / all-str lists sortVS used to accept, visible once sortVS // orders mixed numerics (CPython keeps FIRST-seen order among equal keys // under reverse=True). rev-in/rev-out over the same stable ascending sortVS // is exactly CPython's stable descending sort, and is output-identical on the // old homogeneous domains. krun-only (priority 40; proofs keep sort.k's // condRev(sortVS(VS), RB) term unchanged).
supplied	/reference/reference-semantics/semantics/concrete.k	77	rule	priority	9ecd54e166e909c78ccf1613856205fd24af90f5313e4c7e77f24d65d57a5c4a	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", true), .Vals)) => #alloc(list(revVS(sortVS(revVS(VS))))) ... </k> [priority(40)] // ==== numeric cross-type membership (Python: 1 == True == 1.0) ============= // `x in list` / `x not in list` compare elements with ==K in list.k, which does // NOT collapse across the numeric types (true =/=K 1, 1 =/=K 1.0). Under krun, // override the membership fold with a numeric-aware equality so `in` and // unique()-style dedup behave like CPython for mixed int/bool/float elements. // (set.k needs no change: setV holds int char codes, compared with ==Int, so a // cross-type ==K collapse never arises there.) // krun-only (priority 40 beats list.k's default rules); kprove uses the // structural ==K rules in list.k unchanged.
supplied	/reference/reference-semantics/semantics/concrete.k	90	syntax	function	f4e5dbad2d8c8d0d5c94f3d114e5fedf1d3a5d2d31f25095efcf45b3d69b39d3	syntax Bool ::= numOrKEq(Val, Val) [function]
supplied	/reference/reference-semantics/semantics/concrete.k	91	rule		cc183595c1408438e9cb3444f605ddbe7511cd65663d7143d080ae3d461f3871	rule numOrKEq(A:Val, B:Val) => applyCmp("==", A, B) requires (isInt(A) orBool isBool(A) orBool isFloat(A)) andBool (isInt(B) orBool isBool(B) orBool isFloat(B))
supplied	/reference/reference-semantics/semantics/concrete.k	94	rule	owise	226e6ac573822ed64b524be8a1fc6da4dbf9f08af667a125d564a5448299a5c5	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]
supplied	/reference/reference-semantics/semantics/concrete.k	96	rule	priority	2f8074d354931f8e20948635d298e4a2a52a70f0b06edfb34248321c4f08f7b5	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires numOrKEq(E, V) [priority(40)]
supplied	/reference/reference-semantics/semantics/concrete.k	98	rule	priority	e8e60d7b7df72bca8df8aafde020e6debd2d3394c48ec8c80fb79d810a714df8	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool numOrKEq(E, V) [priority(40)]
supplied	/reference/reference-semantics/semantics/concrete.k	100	endmodule		4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
supplied	/reference/reference-semantics/semantics/controls.k	3	module		f64b2208f5bd8e4aed5d3dc9982419bc4a18cce867ec3ca3063120a89b7c4f48	module MPY-CONTROLS
supplied	/reference/reference-semantics/semantics/controls.k	4	imports		4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
supplied	/reference/reference-semantics/semantics/controls.k	5	imports		b1d1ddeb005d397d01d2501033a979d991b52ce94dc5c6fcb2c801237e698309	imports MPY-TUPLE
supplied	/reference/reference-semantics/semantics/controls.k	6	imports		b578ab301681605b068fff485f3b5fea1fc935e41297f6c681dfa5731dcbf7de	imports MPY-ITER // ==== Assign / AugAssign (write the current scope; RHS evaluated by strictness) ==
supplied	/reference/reference-semantics/semantics/controls.k	9	rule		a78b31a11fb1e616fc20d1b741f692cbede4e634503bf6d86c3e2f97a09b36ca	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
supplied	/reference/reference-semantics/semantics/controls.k	12	rule	priority,cell	46fcacaf0429bbd96797c91ccdd68360486d7b3010e19fd46b9b1fc6f7f2ff23	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
supplied	/reference/reference-semantics/semantics/controls.k	20	rule		86c0c2c417721c3e4d49aed026fe94905258240d033ec57f781320de5351483c	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
supplied	/reference/reference-semantics/semantics/controls.k	27	rule	priority	48037c0fb312c6b734b36bbace9f11075fd13d987b853a4eb063ce7703aaeca4	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
supplied	/reference/reference-semantics/semantics/controls.k	35	rule		f402a7269397fca0b1ac21aed748b760050ba708a163d261f974e913771da3c2	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	36	rule	owise	52700f6597b29ddb0bc621e8272d2fed465b14604d21641c831c107ffb9411fd	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
supplied	/reference/reference-semantics/semantics/controls.k	37	syntax		88b5590c6cf0d241359de642778c97d21462b7df276d7ff9da14b483221cd040	syntax KItem ::= #bindImports(ParamNames)
supplied	/reference/reference-semantics/semantics/controls.k	38	rule		775670eae46ffc1b3ac3c61cc6400e6a17c0e758ff2a08cda58bb08045a0ad4d	rule <k> #bindImports(.ParamNames) => .K ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	39	rule		16792e79fae547f357c72fda3710d3fb1eea03d5131e31991975acacb404b3d6	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
supplied	/reference/reference-semantics/semantics/controls.k	43	rule		149ac3587bf6eefd33543e858da8f32fb6a15fa7064c5bf97eb42ad115c808b9	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)
supplied	/reference/reference-semantics/semantics/controls.k	48	rule		6e525bc694fad47ae585029f37af7a70ad8359e2bb2736f2d8fff8f62e34e399	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
supplied	/reference/reference-semantics/semantics/controls.k	51	syntax		7b0fe50a62195a3b0fef8fb68b9e36bec75ecac9e75acf69e84b5201a689d177	syntax KItem ::= #branch(Bool, Stmts, Stmts)
supplied	/reference/reference-semantics/semantics/controls.k	52	rule		cbe0a65ca8b486f863733c806119e1f4a10dbab29dfe59f18e11ba8a0eba3c24	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	53	rule		590ba86f9c098d790a320da93c083cc8f802c9ca35711eb1cc2cd74245b5ba9f	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	54	rule		37fb93cd49df920bfbfe5eee1be09917f6b4c7d70ba1fefa275974990fd2803b	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
supplied	/reference/reference-semantics/semantics/controls.k	57	rule		7a11b92d5f399aa2ed578a0cd9ca0621ef427ca8023e7c60717b9100e28a1915	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
supplied	/reference/reference-semantics/semantics/controls.k	59	rule		769d0358576822f24e291c824fb6144fcb282005cdede1a21589e886f5c714ac	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
supplied	/reference/reference-semantics/semantics/controls.k	65	syntax		527ed693357cc917d7a66c85117620efd2d6e9d63fd3c513d857d75f32c5c84e	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
supplied	/reference/reference-semantics/semantics/controls.k	69	rule		54e2c3c93eb9e29b84ab176aea9ecc6ea72a430e4d0191059235eb51231c0480	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	71	rule		f6431203e70c43ecb8a36acee40238048e5ae9c14481a6f5e8cb0b7b1d58b46e	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	72	rule		e22f89d510cff7d36192b2a2ccfeaaf725796c8c8c827450ae307c7947ef155a	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	73	rule		a1af2eb81632c08ecc01d7fe70860ba932c54cb14b0f345508e8eaf3c288c931	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
supplied	/reference/reference-semantics/semantics/controls.k	77	rule		cc778d0a7dee57761ad2083c164374f1ca61a417f970a113330d7964d8a869df	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	78	rule		6b4a239ea0168f84cd9b863978fae9d5c0b970eabaf77a73c6bbda53ca569539	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	79	rule		7954a0aef08296979e388406314e89fd6e2dba4ea575dad2bf1408e922ce13cf	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
supplied	/reference/reference-semantics/semantics/controls.k	81	rule		df659ad8351c602a321c3d788457332fcb4a0b9bcb5d6ee95f2326f9314a21e9	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
supplied	/reference/reference-semantics/semantics/controls.k	85	rule		bb87d59b209abee2097a69ac0521f4f49fc8162769983885860572a9797f7f3a	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	86	rule		7987cb734506ffbd385ee94489bf6138d7d3e170c7e1bcf045a5de280ba0bb83	rule <k> Continue => #cont ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	87	rule		0c6690a88f1d95c9312e4548a2245797efb3794c54bd0b998bc299250012679e	rule <k> Break => #brk ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	88	rule		8617466b01468a24391f6c8144aa24fad531384c5ac6b67bf45ac202c9903691	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	89	rule	owise	5cabf37fa715399227a3a3ac10bbe5848811a4674872d38789dbcaaf8a962b70	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
supplied	/reference/reference-semantics/semantics/controls.k	90	rule		5b9a5f06df03d210661bd4242bc729c182e9d98bf2ac35665f7d2c1cba2048f8	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
supplied	/reference/reference-semantics/semantics/controls.k	91	rule	owise	dfd7f5ed393c743ed03fd14d9a028e4dbfadd9ec6853f544773e668eb3c0a896	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
supplied	/reference/reference-semantics/semantics/controls.k	95	rule	priority	ff65bd7ea83de9c1aac2201a6aacd05085c15bf4f7a8368a115d11754dd3088a	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	/reference/reference-semantics/semantics/controls.k	98	rule	priority	a42c325234497da9c2b931fb7600707181b79378e75ed4242f79fffa971045ec	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	/reference/reference-semantics/semantics/controls.k	101	rule	priority	da33a9064f83cd38fa1b7ff2e0beb93bc52a83a2faaa16e9d6c6249eb11f5591	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
supplied	/reference/reference-semantics/semantics/controls.k	106	rule	priority	32f13b8026fc2ebda6564a756c9a8580ce60ecbf5ede2d77d9b9482ba95abf50	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	/reference/reference-semantics/semantics/controls.k	109	endmodule		4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
supplied	/reference/reference-semantics/semantics/core.k	3	module		6f8de5b253608309bc62e1e06d6c9d794fdc890af16d988e5e49d07a95e3b1df	module MPY-CORE
supplied	/reference/reference-semantics/semantics/core.k	4	imports		53e3bff8f927183283d900a5251fa5e2512a93c8faf32e529621ebe895d93050	imports MPY-SYNTAX
supplied	/reference/reference-semantics/semantics/core.k	5	imports		e6c6a545c82f21825986f4acedb91066255b1648e6ea357da01ee474f877a7ec	imports INT
supplied	/reference/reference-semantics/semantics/core.k	6	imports		a87b57b80409f2a188407cd25e5a2bd9c412a60b8d7e64f7d839e3e9593b8569	imports BOOL
supplied	/reference/reference-semantics/semantics/core.k	7	imports		0285d3d5d999f874f605ab7b0a1c28e70d0b96e3b33c6590556e0032fa33fd39	imports STRING
supplied	/reference/reference-semantics/semantics/core.k	8	imports		acf7e2a94c16324b89d1a51d98c5e05fc55dc40954dc9fcb6723ba7baeb4ec53	imports MAP
supplied	/reference/reference-semantics/semantics/core.k	9	imports		82a7d762e10459837802636cd031705c66f6df450b6e63ea0e20f72dc5a6fcd0	imports LIST
supplied	/reference/reference-semantics/semantics/core.k	10	imports		4b342623be24a639a98c23efc23b373554065f2469fba076be0096842896cf98	imports K-EQUAL // ==== values, the algebraic lists, and the scope heap =====================
supplied	/reference/reference-semantics/semantics/core.k	13	syntax		2768b2d6c3a17c8dc96cd3fe2032aaa71938dc7e459f3302d39650b2eb1e8be4	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
supplied	/reference/reference-semantics/semantics/core.k	14	syntax		3571b0fa24f69901cc16fe43a413976e68db54b0f47c1857bba7bb311aec6578	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
supplied	/reference/reference-semantics/semantics/core.k	15	syntax		23461c6dc66dd84a5e90512c336ac88a98ec2cdb40022b6584eb385effe54d41	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
supplied	/reference/reference-semantics/semantics/core.k	18	syntax		2b8233305aeadb8aa309b4bcf0520698e22aaa7d3de66e0d3c007bb3c8dac0f7	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
supplied	/reference/reference-semantics/semantics/core.k	25	syntax		f0009a449e07149eee0d512f87449fc89f5b1191b21d2d840bbf1b86552dafd9	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
supplied	/reference/reference-semantics/semantics/core.k	36	syntax		c240ca8787f6f25f24fbb9d017955e365cc667750c631f7869bfa2650e3482b3	syntax Parent ::= "root" | parent(Int)
supplied	/reference/reference-semantics/semantics/core.k	37	syntax		1a4b85e2b644f529e4a00633d558310cb6a0598e944493db599c6b028d03d8c2	syntax Scope ::= scope(Map, Parent)
supplied	/reference/reference-semantics/semantics/core.k	38	syntax		190af4b16650786b1d561fa05c1505a6458261cbbc813b67fce1d8382447ed18	syntax KResult ::= Val
supplied	/reference/reference-semantics/semantics/core.k	39	syntax		9dbbc23d4d9f2a64968071e0fcb4980af6b3aab3382c69f567f914d65a3e3de1	syntax Expr ::= Val // cooling puts results back into expression holes
supplied	/reference/reference-semantics/semantics/core.k	40	syntax		c9cee1981af78d22be358515c3d40c43ddf113a6e501732215323e86c69df803	syntax Vals ::= List{Val, ","}
supplied	/reference/reference-semantics/semantics/core.k	41	syntax		1a9977b6818762a6c75f12776156fc9cf31d7c72a74adfb8e1e05fc0ecf94339	syntax Exc ::= "NoExc" | "AssertionError"
supplied	/reference/reference-semantics/semantics/core.k	42	syntax		4112a1e4d88e99897ce40f9d3da83c0f46e7109c2cc80f2c7f0e0e696869f631	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
supplied	/reference/reference-semantics/semantics/core.k	49	configuration		1e728104ed094033f0a54d1b8c25e78b1cca3894458007ea7acb46d5ae369edd	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
supplied	/reference/reference-semantics/semantics/core.k	68	syntax	function,total	3338ad77ca0049a96dfe1eaeb080b4c41c6be71c0c3b3f745920c8a3f234cec0	syntax Bool ::= isRefV(Val) [function, total]
supplied	/reference/reference-semantics/semantics/core.k	69	rule		d1ee5822bc201a81a9e53ef1bbc95650db6ed80ae67b039110a99e1244587cac	rule isRefV(ref(_:Int)) => true
supplied	/reference/reference-semantics/semantics/core.k	70	rule	owise	4a220c8848239a5d9252f2f2c775f62d829b963cf3c7ed0b2ba6beafec5a998b	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
supplied	/reference/reference-semantics/semantics/core.k	75	syntax		21cd98225d729d9f7639156eab6a245a02779ba0a9d8b21e9f073c0ff26f5274	syntax HeapVal ::= cellV(Val)
supplied	/reference/reference-semantics/semantics/core.k	76	syntax	function,total	a9d42f86eb00022dec3e226b09600aaa48f1a7be55f597845133e1bd191296a1	syntax Bool ::= isCellRef(Val) [function, total]
supplied	/reference/reference-semantics/semantics/core.k	77	rule		d10f04444db1ef0234b6d965704225f982b943f5f876e0dd2b84ca6cb186d00d	rule isCellRef(cellRef(_:Int)) => true
supplied	/reference/reference-semantics/semantics/core.k	78	rule	owise	bfc7d2c0e8b42b4646d2c2787f235a811cd5211617d7c37212a981137bdbd83b	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
supplied	/reference/reference-semantics/semantics/core.k	85	rule	priority	f419fb039d2c02ee8cb8d39be861a8dae748814362aff2a4aba1b2b2dd7819b1	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)
supplied	/reference/reference-semantics/semantics/core.k	95	syntax		746e63785a2ae3973e73c46044dcbf4775ebee34152fc64892f4b2b789edd83f	syntax Val ::= kwV(String, Val)
supplied	/reference/reference-semantics/semantics/core.k	96	syntax		7135e0a28684c3f959f5c02eb7518d47f4673034587be13a48e55a135987f6e2	syntax KItem ::= #kwTag(String)
supplied	/reference/reference-semantics/semantics/core.k	97	rule		28d46dc1bd55f13049d73cb2bf63a371dc732d4615cdd181645239d4cd5ad537	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
supplied	/reference/reference-semantics/semantics/core.k	98	rule		b16faf57f0a4ea99fe0c8f966f92696df0327f139ba5260288a67e046f99a2dc	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
supplied	/reference/reference-semantics/semantics/core.k	100	syntax	function,total	50eabe9c99f38505cf15bf77c4bac9a1abf4f9b87d14b59bbda92ca979979de1	syntax Bool ::= isKwV(Val) [function, total]
supplied	/reference/reference-semantics/semantics/core.k	101	rule		a1fa116710bde2dcf3a27bef6ca7c778952c610ebf3439a992d3b795fbb62980	rule isKwV(kwV(_:String, _:Val)) => true
supplied	/reference/reference-semantics/semantics/core.k	102	rule	owise	ba3d029375b569de28153e59f43e73dc338c4ca58cae3f1366f50b54b1d726f4	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
supplied	/reference/reference-semantics/semantics/core.k	106	syntax		2285105441dce6794397ba48377014495fd03df64a341f3f38c98e1db8345f5a	syntax Val ::= cellsMark(ParamNames)
supplied	/reference/reference-semantics/semantics/core.k	107	syntax	function	ad2441054e7f455725e98d81f76b8fd041bc9ed222e5edb98a5c94ae3839523b	syntax ParamNames ::= cellsOf(Val) [function]
supplied	/reference/reference-semantics/semantics/core.k	108	rule		dadd75df53218bc9b64ef8083a5cfdd2ce110ae737320172b4df3b74b49eca81	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
supplied	/reference/reference-semantics/semantics/core.k	109	syntax	function,total	009b993788c253193b1ce0fa5b061697c6440e0788701a19869c9dab19663ff9	syntax Bool ::= pnMember(String, ParamNames) [function, total]
supplied	/reference/reference-semantics/semantics/core.k	110	rule		09cb69784187ad842a22036b322bfc6e6b6b0146b07291ed5538c1ed17fb12c8	rule pnMember(_:String, .ParamNames) => false
supplied	/reference/reference-semantics/semantics/core.k	111	rule		40d3ebcbac2e7febec8650f7bec5a04bd4771fe1fb00b0029b055011e68b54d1	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
supplied	/reference/reference-semantics/semantics/core.k	113	syntax		16af91ae25382cf323fddfcbec2b15113bb7f8e345fc838cffd3d1ea5c48402f	syntax KItem ::= #cellW(Val, Val)
supplied	/reference/reference-semantics/semantics/core.k	114	rule		8cd98c73610f48aa57c981cb37756c66c7690094d14b1d7dd6ecc280118e508b	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
supplied	/reference/reference-semantics/semantics/core.k	117	syntax		584583182d331f98087811d087ed974611dcaaa6ed451b3fd1b5669db71ee113	syntax KItem ::= #alloc(Val)
supplied	/reference/reference-semantics/semantics/core.k	118	rule		8ba6ee3da8671917cdae7862260fd73aa3629a7dbcfc1d01c93b9e9d530bd976	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================
supplied	/reference/reference-semantics/semantics/core.k	124	syntax		40d32b5e1ad10747cb8671cd1e429ea97d3cec1b42c0c51a97d4025ea15ec9d2	syntax KItem ::= #loadAll(Module)
supplied	/reference/reference-semantics/semantics/core.k	125	rule		831765b43e688fdf9dd2115a4b939d436706f8c21eec8d12ae58d63460ea64ff	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
supplied	/reference/reference-semantics/semantics/core.k	126	rule		622f8afd49106ea25b456b94d71e2824694c02f0a7d79c85174ee0f6bbe5aeb2	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
