id	kind	status	justification
INV-0187	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0188	syntax	ACCEPTED_FIXED_DECLARATION	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0189	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0190	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0191	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0192	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Built-in subset equations; the used zip(str,str) constructor and iterator rules are exact truncating parallel iteration.
INV-0193	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0194	syntax	ACCEPTED_FIXED_DECLARATION	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0195	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0196	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0197	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0198	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0199	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0200	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0201	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0202	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0203	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0204	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0205	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0206	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0207	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0208	syntax	ACCEPTED_FIXED_DECLARATION	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0209	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0210	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0211	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0212	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0213	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0214	syntax	ACCEPTED_FIXED_DECLARATION	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0215	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0216	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Callee then left-to-right argument evaluation and exact closure-frame dispatch; used call path preserves binding, continuation, and cells.
INV-0217	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0218	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0219	syntax	ACCEPTED_FIXED_DECLARATION	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0220	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0221	syntax	ACCEPTED_FIXED_DECLARATION	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0222	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0223	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0224	syntax	ACCEPTED_FIXED_DECLARATION	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0225	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0226	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Syntactic desugaring for unused comprehensions; no effect on the target proof.
INV-0227	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0228	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0229	syntax	ACCEPTED_FIXED_DECLARATION	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0230	syntax	ACCEPTED_FIXED_DECLARATION	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0231	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0232	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0233	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0234	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0235	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0236	syntax	ACCEPTED_FIXED_DECLARATION	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0237	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0238	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0239	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0240	syntax	ACCEPTED_FIXED_DECLARATION	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0241	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0242	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0243	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0244	syntax	ACCEPTED_FIXED_DECLARATION	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0245	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0246	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0247	rule	ACCEPTED_FIXED_SEMANTICS_RULE	LLVM-only deep equality/keyed-sort legs; target concrete run uses neither operation.
INV-0248	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0249	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0250	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0251	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0252	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0253	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0254	syntax	ACCEPTED_FIXED_DECLARATION	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0255	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0256	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0257	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0258	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0259	syntax	ACCEPTED_FIXED_DECLARATION	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0260	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0261	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0262	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0263	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0264	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0265	syntax	ACCEPTED_FIXED_DECLARATION	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0266	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0267	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0268	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0269	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0270	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0271	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0272	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0273	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0274	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0275	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0276	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0277	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0278	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0279	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0280	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0281	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0282	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0283	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0284	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Assignment/import trivia/expression discard/if/for rules; used path has exact state updates and no abrupt loop control.
INV-0285	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0286	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0287	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0288	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0289	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0290	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0291	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0292	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0293	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0294	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0295	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0296	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0297	configuration	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0298	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0299	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0300	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0301	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0302	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0303	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0304	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0305	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0306	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0307	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0308	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0309	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0310	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0311	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0312	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0313	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0314	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0315	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0316	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0317	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0318	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0319	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0320	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0321	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0322	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0323	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0324	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0325	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0326	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0327	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0328	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0329	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0330	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0331	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0332	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0333	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0334	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0335	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0336	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0337	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0338	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0339	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0340	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0341	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0342	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0343	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0344	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0345	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0346	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0347	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0348	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0349	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0350	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0351	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0352	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0353	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0354	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0355	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0356	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0357	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0358	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0359	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0360	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0361	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0362	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0363	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0364	syntax	ACCEPTED_FIXED_DECLARATION	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0365	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0366	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0367	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0368	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Configuration, scope lookup, sequencing, literals, and structural helpers; used path preserves all relevant cells.
INV-0369	syntax	ACCEPTED_FIXED_DECLARATION	Limited dictionary subset; entirely unused by the submitted module.
INV-0370	syntax	ACCEPTED_FIXED_DECLARATION	Limited dictionary subset; entirely unused by the submitted module.
INV-0371	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0372	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0373	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0374	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0375	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0376	syntax	ACCEPTED_FIXED_DECLARATION	Limited dictionary subset; entirely unused by the submitted module.
INV-0377	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0378	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0379	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0380	syntax	ACCEPTED_FIXED_DECLARATION	Limited dictionary subset; entirely unused by the submitted module.
INV-0381	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0382	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
INV-0383	syntax	ACCEPTED_FIXED_DECLARATION	Limited dictionary subset; entirely unused by the submitted module.
INV-0384	rule	ACCEPTED_FIXED_SEMANTICS_RULE	Limited dictionary subset; entirely unused by the submitted module.
