provenance	file	start_line	end_line	kind	attributes	classification	declaration
fixed	/reference/reference-semantics/semantics/call.k	30	30	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
fixed	/reference/reference-semantics/semantics/call.k	31	31	rule	owise	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
fixed	/reference/reference-semantics/semantics/call.k	32	32	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
fixed	/reference/reference-semantics/semantics/call.k	38	41	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
fixed	/reference/reference-semantics/semantics/call.k	42	46	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
fixed	/reference/reference-semantics/semantics/call.k	47	50	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
fixed	/reference/reference-semantics/semantics/call.k	52	52	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isMutMethod(String) [function, total]
fixed	/reference/reference-semantics/semantics/call.k	53	55	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
fixed	/reference/reference-semantics/semantics/call.k	56	60	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
fixed	/reference/reference-semantics/semantics/call.k	63	67	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
fixed	/reference/reference-semantics/semantics/call.k	69	74	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
fixed	/reference/reference-semantics/semantics/call.k	80	85	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
fixed	/reference/reference-semantics/semantics/call.k	87	87	syntax		SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #allocCells(ParamNames)
fixed	/reference/reference-semantics/semantics/call.k	88	88	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #allocCells(.ParamNames) => .K ... </k>
fixed	/reference/reference-semantics/semantics/call.k	89	94	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
fixed	/reference/reference-semantics/semantics/call.k	95	95	endmodule		SUPPLIED_FIXED_DECLARATION	endmodule
fixed	/reference/reference-semantics/semantics/comprehension.k	3	3	module		SUPPLIED_FIXED_DECLARATION	module MPY-COMPREHENSION
fixed	/reference/reference-semantics/semantics/comprehension.k	4	4	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-CORE
fixed	/reference/reference-semantics/semantics/comprehension.k	5	5	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-OPERATORS
fixed	/reference/reference-semantics/semantics/comprehension.k	6	6	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-LIST
fixed	/reference/reference-semantics/semantics/comprehension.k	7	7	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-CONTROLS
fixed	/reference/reference-semantics/semantics/comprehension.k	8	8	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-FUNCTIONS
fixed	/reference/reference-semantics/semantics/comprehension.k	11	11	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
fixed	/reference/reference-semantics/semantics/comprehension.k	12	12	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
fixed	/reference/reference-semantics/semantics/comprehension.k	14	14	syntax	macro	SUPPLIED_FIXED_DECLARATION	syntax Stmts ::= compBody(CompFors, Expr) [macro]
fixed	/reference/reference-semantics/semantics/comprehension.k	15	16	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
fixed	/reference/reference-semantics/semantics/comprehension.k	18	18	syntax	macro-rec	SUPPLIED_FIXED_DECLARATION	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
fixed	/reference/reference-semantics/semantics/comprehension.k	19	20	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
fixed	/reference/reference-semantics/semantics/comprehension.k	21	22	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
fixed	/reference/reference-semantics/semantics/comprehension.k	24	24	syntax	macro	SUPPLIED_FIXED_DECLARATION	syntax Expr ::= compGuard(Exprs) [macro]
fixed	/reference/reference-semantics/semantics/comprehension.k	25	25	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule compGuard(.Exprs) => Bool(true)
fixed	/reference/reference-semantics/semantics/comprehension.k	26	26	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
fixed	/reference/reference-semantics/semantics/comprehension.k	27	27	endmodule		SUPPLIED_FIXED_DECLARATION	endmodule
fixed	/reference/reference-semantics/semantics/concrete.k	8	8	module		SUPPLIED_FIXED_DECLARATION	module MPY-CONCRETE
fixed	/reference/reference-semantics/semantics/concrete.k	9	9	imports		SUPPLIED_FIXED_DECLARATION	imports MPY
fixed	/reference/reference-semantics/semantics/concrete.k	13	15	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
fixed	/reference/reference-semantics/semantics/concrete.k	16	18	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
fixed	/reference/reference-semantics/semantics/concrete.k	25	25	syntax		SUPPLIED_FIXED_DECLARATION	syntax Val ::= kvP(Val, Val)
fixed	/reference/reference-semantics/semantics/concrete.k	26	27	syntax		SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
fixed	/reference/reference-semantics/semantics/concrete.k	28	30	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
fixed	/reference/reference-semantics/semantics/concrete.k	31	33	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
fixed	/reference/reference-semantics/semantics/concrete.k	34	35	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
fixed	/reference/reference-semantics/semantics/concrete.k	36	37	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
fixed	/reference/reference-semantics/semantics/concrete.k	38	40	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
fixed	/reference/reference-semantics/semantics/concrete.k	42	42	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
fixed	/reference/reference-semantics/semantics/concrete.k	43	43	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
fixed	/reference/reference-semantics/semantics/concrete.k	44	46	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
fixed	/reference/reference-semantics/semantics/concrete.k	47	49	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
fixed	/reference/reference-semantics/semantics/concrete.k	51	51	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= kLt(Val, Val) [function]
fixed	/reference/reference-semantics/semantics/concrete.k	52	52	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(I1:Int, I2:Int) => I1 <Int I2
fixed	/reference/reference-semantics/semantics/concrete.k	53	53	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(F1:Float, F2:Float) => F1 <Float F2
fixed	/reference/reference-semantics/semantics/concrete.k	54	54	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
fixed	/reference/reference-semantics/semantics/concrete.k	58	58	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(I:Int, F:Float) => ltIF(I, F)
fixed	/reference/reference-semantics/semantics/concrete.k	59	59	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(F:Float, I:Int) => ltFI(F, I)
fixed	/reference/reference-semantics/semantics/concrete.k	60	60	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(B:Bool, V:Val) => kLt(boolAsInt(B), V) requires isInt(V) orBool isFloat(V)
fixed	/reference/reference-semantics/semantics/concrete.k	61	61	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(V:Val, B:Bool) => kLt(V, boolAsInt(B)) requires isInt(V) orBool isFloat(V)
fixed	/reference/reference-semantics/semantics/concrete.k	62	62	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule kLt(B1:Bool, B2:Bool) => boolAsInt(B1) <Int boolAsInt(B2)
fixed	/reference/reference-semantics/semantics/concrete.k	64	64	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
fixed	/reference/reference-semantics/semantics/concrete.k	65	65	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule unpairVS(.ValSeq) => .ValSeq
fixed	/reference/reference-semantics/semantics/concrete.k	66	66	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
fixed	/reference/reference-semantics/semantics/concrete.k	67	67	rule	owise	SUPPLIED_FIXED_SEMANTIC_RULE	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
fixed	/reference/reference-semantics/semantics/concrete.k	77	79	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", true), .Vals)) => #alloc(list(revVS(sortVS(revVS(VS))))) ... </k> [priority(40)]"
fixed	/reference/reference-semantics/semantics/concrete.k	90	90	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= numOrKEq(Val, Val) [function]
fixed	/reference/reference-semantics/semantics/concrete.k	91	93	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule numOrKEq(A:Val, B:Val) => applyCmp(""=="", A, B) requires (isInt(A) orBool isBool(A) orBool isFloat(A)) andBool (isInt(B) orBool isBool(B) orBool isFloat(B))"
fixed	/reference/reference-semantics/semantics/concrete.k	94	94	rule	owise	SUPPLIED_FIXED_SEMANTIC_RULE	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]
fixed	/reference/reference-semantics/semantics/concrete.k	96	97	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires numOrKEq(E, V) [priority(40)]
fixed	/reference/reference-semantics/semantics/concrete.k	98	99	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool numOrKEq(E, V) [priority(40)]
fixed	/reference/reference-semantics/semantics/concrete.k	100	100	endmodule		SUPPLIED_FIXED_DECLARATION	endmodule
fixed	/reference/reference-semantics/semantics/controls.k	3	3	module		SUPPLIED_FIXED_DECLARATION	module MPY-CONTROLS
fixed	/reference/reference-semantics/semantics/controls.k	4	4	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-CORE
fixed	/reference/reference-semantics/semantics/controls.k	5	5	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-TUPLE
fixed	/reference/reference-semantics/semantics/controls.k	6	6	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-ITER
fixed	/reference/reference-semantics/semantics/controls.k	9	11	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
fixed	/reference/reference-semantics/semantics/controls.k	12	18	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
fixed	/reference/reference-semantics/semantics/controls.k	20	23	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
fixed	/reference/reference-semantics/semantics/controls.k	27	31	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
fixed	/reference/reference-semantics/semantics/controls.k	35	35	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
fixed	/reference/reference-semantics/semantics/controls.k	36	36	rule	owise	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
fixed	/reference/reference-semantics/semantics/controls.k	37	37	syntax		SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #bindImports(ParamNames)
fixed	/reference/reference-semantics/semantics/controls.k	38	38	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #bindImports(.ParamNames) => .K ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	39	42	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
fixed	/reference/reference-semantics/semantics/controls.k	43	44	rule		SUPPLIED_FIXED_SEMANTIC_RULE	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
fixed	/reference/reference-semantics/semantics/controls.k	48	48	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> Expr(_:Val) => .K ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	51	51	syntax		SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #branch(Bool, Stmts, Stmts)
fixed	/reference/reference-semantics/semantics/controls.k	52	52	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	53	53	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	54	54	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	57	58	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
fixed	/reference/reference-semantics/semantics/controls.k	59	60	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
fixed	/reference/reference-semantics/semantics/controls.k	65	67	syntax		SUPPLIED_FIXED_DECLARATION	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
fixed	/reference/reference-semantics/semantics/controls.k	69	69	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	71	71	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	72	72	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	73	74	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	77	77	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	78	78	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	79	80	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
fixed	/reference/reference-semantics/semantics/controls.k	81	82	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
fixed	/reference/reference-semantics/semantics/controls.k	85	85	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	86	86	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> Continue => #cont ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	87	87	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> Break => #brk ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	88	88	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	89	89	rule	owise	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
fixed	/reference/reference-semantics/semantics/controls.k	90	90	rule		SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
fixed	/reference/reference-semantics/semantics/controls.k	91	91	rule	owise	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
fixed	/reference/reference-semantics/semantics/controls.k	95	97	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
fixed	/reference/reference-semantics/semantics/controls.k	98	100	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
fixed	/reference/reference-semantics/semantics/controls.k	101	103	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
fixed	/reference/reference-semantics/semantics/controls.k	106	108	rule	priority(40)	SUPPLIED_FIXED_SEMANTIC_RULE	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
fixed	/reference/reference-semantics/semantics/controls.k	109	109	endmodule		SUPPLIED_FIXED_DECLARATION	endmodule
fixed	/reference/reference-semantics/semantics/core.k	3	3	module		SUPPLIED_FIXED_DECLARATION	module MPY-CORE
fixed	/reference/reference-semantics/semantics/core.k	4	4	imports		SUPPLIED_FIXED_DECLARATION	imports MPY-SYNTAX
fixed	/reference/reference-semantics/semantics/core.k	5	5	imports		SUPPLIED_FIXED_DECLARATION	imports INT
fixed	/reference/reference-semantics/semantics/core.k	6	6	imports		SUPPLIED_FIXED_DECLARATION	imports BOOL
fixed	/reference/reference-semantics/semantics/core.k	7	7	imports		SUPPLIED_FIXED_DECLARATION	imports STRING
fixed	/reference/reference-semantics/semantics/core.k	8	8	imports		SUPPLIED_FIXED_DECLARATION	imports MAP
fixed	/reference/reference-semantics/semantics/core.k	9	9	imports		SUPPLIED_FIXED_DECLARATION	imports LIST
fixed	/reference/reference-semantics/semantics/core.k	10	10	imports		SUPPLIED_FIXED_DECLARATION	imports K-EQUAL
fixed	/reference/reference-semantics/semantics/core.k	13	13	syntax		SUPPLIED_FIXED_DECLARATION	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
fixed	/reference/reference-semantics/semantics/core.k	14	14	syntax		SUPPLIED_FIXED_DECLARATION	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
fixed	/reference/reference-semantics/semantics/core.k	15	15	syntax		SUPPLIED_FIXED_DECLARATION	syntax Str ::= str(IntSeq)
fixed	/reference/reference-semantics/semantics/core.k	18	23	syntax		SUPPLIED_FIXED_DECLARATION	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
fixed	/reference/reference-semantics/semantics/core.k	25	34	syntax	function	SUPPLIED_FIXED_DECLARATION	"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method"
fixed	/reference/reference-semantics/semantics/core.k	36	36	syntax		SUPPLIED_FIXED_DECLARATION	"syntax Parent ::= ""root"" | parent(Int)"
fixed	/reference/reference-semantics/semantics/core.k	37	37	syntax		SUPPLIED_FIXED_DECLARATION	syntax Scope ::= scope(Map, Parent)
fixed	/reference/reference-semantics/semantics/core.k	38	38	syntax		SUPPLIED_FIXED_DECLARATION	syntax KResult ::= Val
fixed	/reference/reference-semantics/semantics/core.k	39	39	syntax		SUPPLIED_FIXED_DECLARATION	syntax Expr ::= Val // cooling puts results back into expression holes
fixed	/reference/reference-semantics/semantics/core.k	40	40	syntax		SUPPLIED_FIXED_DECLARATION	"syntax Vals ::= List{Val, "",""}"
fixed	/reference/reference-semantics/semantics/core.k	41	41	syntax		SUPPLIED_FIXED_DECLARATION	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
