id	source	line	kind	attributes	used	decision	review	statement
K0212	semantics/call.k	69	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; ordinary closure call/frame entry	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0213	semantics/call.k	80	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0214	semantics/call.k	87	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= #allocCells(ParamNames)
K0215	semantics/call.k	88	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #allocCells(.ParamNames) => .K ... </k>
K0216	semantics/call.k	89	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0217	semantics/comprehension.k	11	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0218	semantics/comprehension.k	12	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0219	semantics/comprehension.k	14	syntax	macro	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K0220	semantics/comprehension.k	15	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
K0221	semantics/comprehension.k	18	syntax	macro-rec	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K0222	semantics/comprehension.k	19	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
K0223	semantics/comprehension.k	21	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K0224	semantics/comprehension.k	24	syntax	macro	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Expr ::= compGuard(Exprs) [macro]
K0225	semantics/comprehension.k	25	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule compGuard(.Exprs) => Bool(true)
K0226	semantics/comprehension.k	26	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
K0227	semantics/concrete.k	13	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
K0228	semantics/concrete.k	16	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
K0229	semantics/concrete.k	25	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Val ::= kvP(Val, Val)
K0230	semantics/concrete.k	26	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K0231	semantics/concrete.k	28	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K0232	semantics/concrete.k	31	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K0233	semantics/concrete.k	34	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K0234	semantics/concrete.k	36	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K0235	semantics/concrete.k	38	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
K0236	semantics/concrete.k	42	syntax	function	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K0237	semantics/concrete.k	43	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K0238	semantics/concrete.k	44	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
K0239	semantics/concrete.k	47	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
K0240	semantics/concrete.k	51	syntax	function	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Bool ::= kLt(Val, Val) [function]
K0241	semantics/concrete.k	52	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule kLt(I1:Int, I2:Int) => I1 <Int I2
K0242	semantics/concrete.k	53	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule kLt(F1:Float, F2:Float) => F1 <Float F2
K0243	semantics/concrete.k	54	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0244	semantics/concrete.k	56	syntax	function,total	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K0245	semantics/concrete.k	57	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule unpairVS(.ValSeq) => .ValSeq
K0246	semantics/concrete.k	58	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0247	semantics/concrete.k	59	rule	owise	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0248	semantics/controls.k	9	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; Assign and AugAssign	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0249	semantics/controls.k	12	rule	priority(40)	yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; Assign and AugAssign	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
K0250	semantics/controls.k	20	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; Assign and AugAssign	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
K0251	semantics/controls.k	27	rule	priority(40)	yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; Assign and AugAssign	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
K0252	semantics/controls.k	35	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K0253	semantics/controls.k	36	rule	owise	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0254	semantics/controls.k	37	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax KItem ::= #bindImports(ParamNames)
K0255	semantics/controls.k	38	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0256	semantics/controls.k	39	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
K0257	semantics/controls.k	43	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
K0258	semantics/controls.k	48	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; discarded expression and If	rule <k> Expr(_:Val) => .K ... </k>
K0259	semantics/controls.k	51	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; discarded expression and If	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0260	semantics/controls.k	52	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; discarded expression and If	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0261	semantics/controls.k	53	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; discarded expression and If	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K0262	semantics/controls.k	54	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; discarded expression and If	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0263	semantics/controls.k	57	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
K0264	semantics/controls.k	59	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
K0265	semantics/controls.k	65	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; For/#loop iteration	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0266	semantics/controls.k	69	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; For/#loop iteration	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0267	semantics/controls.k	71	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; For/#loop iteration	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0268	semantics/controls.k	72	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; For/#loop iteration	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0269	semantics/controls.k	73	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; For/#loop iteration	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0270	semantics/controls.k	77	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0271	semantics/controls.k	78	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0272	semantics/controls.k	79	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
K0273	semantics/controls.k	81	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
K0274	semantics/controls.k	85	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0275	semantics/controls.k	86	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> Continue => #cont ... </k>
K0276	semantics/controls.k	87	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> Break => #brk ... </k>
K0277	semantics/controls.k	88	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0278	semantics/controls.k	89	rule	owise	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0279	semantics/controls.k	90	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0280	semantics/controls.k	91	rule	owise	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0281	semantics/controls.k	95	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	semantics/controls.k	98	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	semantics/controls.k	101	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0284	semantics/controls.k	106	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0285	semantics/core.k	13	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0286	semantics/core.k	14	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0287	semantics/core.k	15	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Str ::= str(IntSeq)
K0288	semantics/core.k	18	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0289	semantics/core.k	25	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
K0290	semantics/core.k	36	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Parent ::= "root" | parent(Int)
K0291	semantics/core.k	37	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Scope ::= scope(Map, Parent)
K0292	semantics/core.k	38	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax KResult ::= Val
K0293	semantics/core.k	39	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Expr ::= Val // cooling puts results back into expression holes
K0294	semantics/core.k	40	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Vals ::= List{Val, ","}
K0295	semantics/core.k	41	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax Exc ::= "NoExc" | "AssertionError"
K0296	semantics/core.k	42	syntax		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; values, sequences, scopes, KResult	syntax RetState ::= "noRet" | retV(Val)
K0297	semantics/core.k	49	configuration		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; complete MPY configuration	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
K0298	semantics/core.k	68	syntax	function,total	yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; reference predicate used by generic dispatch priority	syntax Bool ::= isRefV(Val) [function, total]
K0299	semantics/core.k	69	rule		yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; reference predicate used by generic dispatch priority	rule isRefV(ref(_:Int)) => true
K0300	semantics/core.k	70	rule	owise	yes	ACCEPT_FIXED_SUPPLIED_USED	byte-identical trusted SUPPLIED_SEMANTICS baseline; reference predicate used by generic dispatch priority	rule isRefV(_:Val) => false [owise]
K0301	semantics/core.k	75	syntax		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax HeapVal ::= cellV(Val)
K0302	semantics/core.k	76	syntax	function,total	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	syntax Bool ::= isCellRef(Val) [function, total]
K0303	semantics/core.k	77	rule		no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule isCellRef(cellRef(_:Int)) => true
K0304	semantics/core.k	78	rule	owise	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule isCellRef(_:Val) => false [owise]
K0305	semantics/core.k	85	rule	priority(40)	no	ACCEPT_FIXED_SUPPLIED_UNUSED	byte-identical trusted SUPPLIED_SEMANTICS baseline; not reachable from solution.mpy under the entry precondition	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
