id	file	line	kind	attributes	audit_decision	declaration_or_rule
K0232	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	31	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K0233	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	34	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K0234	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	36	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K0235	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	38	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
K0236	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	42	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K0237	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	43	rule	-	ACCEPT-NO-FALSE-WITNESS	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K0238	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	44	rule	-	ACCEPT-NO-FALSE-WITNESS	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
K0239	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	47	rule	-	ACCEPT-NO-FALSE-WITNESS	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
K0240	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	51	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= kLt(Val, Val) [function]
K0241	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	52	rule	-	ACCEPT-NO-FALSE-WITNESS	rule kLt(I1:Int, I2:Int) => I1 <Int I2
K0242	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	53	rule	-	ACCEPT-NO-FALSE-WITNESS	rule kLt(F1:Float, F2:Float) => F1 <Float F2
K0243	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	54	rule	-	ACCEPT-NO-FALSE-WITNESS	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0244	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	56	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K0245	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	57	rule	-	ACCEPT-NO-FALSE-WITNESS	rule unpairVS(.ValSeq) => .ValSeq
K0246	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	58	rule	-	ACCEPT-NO-FALSE-WITNESS	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0247	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/concrete.k	59	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0248	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	9	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0249	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	12	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
K0250	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	20	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
K0251	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	27	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
K0252	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	35	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K0253	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	36	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0254	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	37	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #bindImports(ParamNames)
K0255	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	38	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0256	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	39	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
K0257	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	43	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
K0258	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	48	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Expr(_:Val) => .K ... </k>
K0259	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	51	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0260	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	52	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0261	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	53	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K0262	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	54	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0263	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	57	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
K0264	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	59	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
K0265	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	65	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0266	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	69	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0267	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	71	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0268	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	72	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0269	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	73	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0270	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	77	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0271	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	78	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0272	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	79	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
K0273	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	81	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
K0274	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	85	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0275	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	86	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Continue => #cont ... </k>
K0276	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	87	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Break => #brk ... </k>
K0277	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	88	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0278	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	89	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0279	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	90	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0280	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	91	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0281	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	95	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	98	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	101	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0284	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/controls.k	106	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0285	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	13	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0286	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	14	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0287	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	15	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Str ::= str(IntSeq)
K0288	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	18	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0289	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	25	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
K0290	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	36	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Parent ::= "root" | parent(Int)
K0291	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	37	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Scope ::= scope(Map, Parent)
K0292	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	38	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KResult ::= Val
K0293	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	39	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Expr ::= Val
K0294	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	40	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Vals ::= List{Val, ","}
K0295	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	41	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Exc ::= "NoExc" | "AssertionError"
K0296	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	42	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax RetState ::= "noRet" | retV(Val)
K0297	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	49	configuration	-	ACCEPT-FIXED-CONFIGURATION	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
K0298	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	68	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= isRefV(Val) [function, total]
K0299	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	69	rule	-	ACCEPT-NO-FALSE-WITNESS	rule isRefV(ref(_:Int)) => true
K0300	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	70	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule isRefV(_:Val) => false [owise]
K0301	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	75	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax HeapVal ::= cellV(Val)
K0302	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	76	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= isCellRef(Val) [function, total]
K0303	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	77	rule	-	ACCEPT-NO-FALSE-WITNESS	rule isCellRef(cellRef(_:Int)) => true
K0304	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	78	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule isCellRef(_:Val) => false [owise]
K0305	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	85	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
K0306	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	95	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= kwV(String, Val)
K0307	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	96	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #kwTag(String)
K0308	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	97	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0309	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	98	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
K0310	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	100	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= isKwV(Val) [function, total]
K0311	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	101	rule	-	ACCEPT-NO-FALSE-WITNESS	rule isKwV(kwV(_:String, _:Val)) => true
K0312	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	102	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule isKwV(_:Val) => false [owise]
K0313	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	106	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= cellsMark(ParamNames)
K0314	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	107	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax ParamNames ::= cellsOf(Val) [function]
K0315	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	108	rule	-	ACCEPT-NO-FALSE-WITNESS	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0316	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	109	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0317	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	110	rule	-	ACCEPT-NO-FALSE-WITNESS	rule pnMember(_:String, .ParamNames) => false
K0318	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	111	rule	-	ACCEPT-NO-FALSE-WITNESS	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0319	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	113	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #cellW(Val, Val)
K0320	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	114	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K0321	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	117	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #alloc(Val)
K0322	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	118	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0323	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	124	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #loadAll(Module)
K0324	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	125	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0325	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	126	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0326	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	127	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> .Stmts => .K ... </k>
K0327	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	130	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #look(String, Int)
K0328	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	131	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0329	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	132	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
K0330	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	145	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
K0331	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	152	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
K0332	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	157	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Scope ::= "builtinsScope" [function, total]
K0333	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	158	rule	-	ACCEPT-NO-FALSE-WITNESS	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
K0334	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	185	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax ApplyK ::= toCall(Val)
K0335	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	186	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0336	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	189	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0337	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	190	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0338	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	191	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K0339	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	194	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Int(I:Int) => I ... </k>
K0340	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	195	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Bool(B:Bool) => B ... </k>
K0341	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	196	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> NoneVal => noneV ... </k>
K0342	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	199	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= truthy(Val) [function]
K0343	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	200	rule	-	ACCEPT-NO-FALSE-WITNESS	rule truthy(B:Bool) => B
K0344	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	201	rule	-	ACCEPT-NO-FALSE-WITNESS	rule truthy(noneV) => false
K0345	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	202	rule	-	ACCEPT-NO-FALSE-WITNESS	rule truthy(I:Int) => I =/=Int 0
K0346	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	203	rule	-	ACCEPT-NO-FALSE-WITNESS	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
K0347	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	204	rule	-	ACCEPT-NO-FALSE-WITNESS	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
K0348	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	205	rule	-	ACCEPT-NO-FALSE-WITNESS	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
K0349	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	208	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= applyUn(String, Val) [function]
K0350	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/core.k	209	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= applyBin(String, Val, Val) [function]
