file,line,kind,assessment,basis,source_head
reference-semantics/semantics/concrete.k,36,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)"
reference-semantics/semantics/concrete.k,38,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)"
reference-semantics/semantics/concrete.k,42,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]"
reference-semantics/semantics/concrete.k,43,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)"
reference-semantics/semantics/concrete.k,44,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)"
reference-semantics/semantics/concrete.k,47,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)"
reference-semantics/semantics/concrete.k,51,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= kLt(Val, Val) [function]"
reference-semantics/semantics/concrete.k,52,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule kLt(I1:Int, I2:Int)             => I1 <Int I2"
reference-semantics/semantics/concrete.k,53,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule kLt(F1:Float, F2:Float)         => F1 <Float F2"
reference-semantics/semantics/concrete.k,54,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
reference-semantics/semantics/concrete.k,56,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax ValSeq ::= unpairVS(ValSeq) [function, total]"
reference-semantics/semantics/concrete.k,57,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule unpairVS(.ValSeq) => .ValSeq
reference-semantics/semantics/concrete.k,58,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))"
reference-semantics/semantics/concrete.k,59,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]"
reference-semantics/semantics/controls.k,9,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> Assign(Name(X:String), V:Val) => .K ... </k>"
reference-semantics/semantics/controls.k,12,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>"
reference-semantics/semantics/controls.k,20,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>"
reference-semantics/semantics/controls.k,27,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>"
reference-semantics/semantics/controls.k,35,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
reference-semantics/semantics/controls.k,36,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]"
reference-semantics/semantics/controls.k,37,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,syntax KItem ::= #bindImports(ParamNames)
reference-semantics/semantics/controls.k,38,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #bindImports(.ParamNames) => .K ... </k>
reference-semantics/semantics/controls.k,39,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>"
reference-semantics/semantics/controls.k,43,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>"
reference-semantics/semantics/controls.k,48,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> Expr(_:Val) => .K ... </k>
reference-semantics/semantics/controls.k,51,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax KItem ::= #branch(Bool, Stmts, Stmts)"
reference-semantics/semantics/controls.k,52,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>"
reference-semantics/semantics/controls.k,53,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>"
reference-semantics/semantics/controls.k,54,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>"
reference-semantics/semantics/controls.k,57,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>"
reference-semantics/semantics/controls.k,59,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>"
reference-semantics/semantics/controls.k,65,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)"
reference-semantics/semantics/controls.k,69,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>"
reference-semantics/semantics/controls.k,71,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>"
reference-semantics/semantics/controls.k,72,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>"
reference-semantics/semantics/controls.k,73,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)"
reference-semantics/semantics/controls.k,77,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>"
reference-semantics/semantics/controls.k,78,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>"
reference-semantics/semantics/controls.k,79,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>"
reference-semantics/semantics/controls.k,81,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>"
reference-semantics/semantics/controls.k,85,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k,86,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> Continue => #cont ... </k>
reference-semantics/semantics/controls.k,87,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> Break => #brk ... </k>
reference-semantics/semantics/controls.k,88,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
reference-semantics/semantics/controls.k,89,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k,90,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
reference-semantics/semantics/controls.k,91,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
reference-semantics/semantics/controls.k,95,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>"
reference-semantics/semantics/controls.k,98,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>"
reference-semantics/semantics/controls.k,101,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>"
reference-semantics/semantics/controls.k,106,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>"
reference-semantics/semantics/core.k,13,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
reference-semantics/semantics/core.k,14,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
reference-semantics/semantics/core.k,15,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,syntax Str    ::= str(IntSeq)
reference-semantics/semantics/core.k,18,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax Iterable ::= list(ValSeq)
reference-semantics/semantics/core.k,25,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax Val      ::= Int
reference-semantics/semantics/core.k,36,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax Parent   ::= ""root"" | parent(Int)"
reference-semantics/semantics/core.k,37,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax Scope    ::= scope(Map, Parent)"
reference-semantics/semantics/core.k,38,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax KResult  ::= Val
reference-semantics/semantics/core.k,39,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax Expr     ::= Val   // cooling puts results back into expression holes
reference-semantics/semantics/core.k,40,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax Vals     ::= List{Val, "",""}"
reference-semantics/semantics/core.k,41,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
reference-semantics/semantics/core.k,42,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax RetState ::= ""noRet"" | retV(Val)"
reference-semantics/semantics/core.k,49,configuration,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,configuration
reference-semantics/semantics/core.k,68,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= isRefV(Val) [function, total]"
reference-semantics/semantics/core.k,69,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule isRefV(ref(_:Int)) => true
reference-semantics/semantics/core.k,70,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule isRefV(_:Val)      => false [owise]
reference-semantics/semantics/core.k,75,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,syntax HeapVal ::= cellV(Val)
reference-semantics/semantics/core.k,76,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= isCellRef(Val) [function, total]"
reference-semantics/semantics/core.k,77,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule isCellRef(cellRef(_:Int)) => true
reference-semantics/semantics/core.k,78,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule isCellRef(_:Val)          => false [owise]
reference-semantics/semantics/core.k,85,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> cellRef(H:Int) => V ... </k>
reference-semantics/semantics/core.k,95,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Val ::= kwV(String, Val)"
reference-semantics/semantics/core.k,96,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k,97,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>"
reference-semantics/semantics/core.k,98,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>"
reference-semantics/semantics/core.k,100,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= isKwV(Val) [function, total]"
reference-semantics/semantics/core.k,101,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule isKwV(kwV(_:String, _:Val)) => true"
reference-semantics/semantics/core.k,102,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule isKwV(_:Val)                => false [owise]
reference-semantics/semantics/core.k,106,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k,107,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k,108,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k,109,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= pnMember(String, ParamNames) [function, total]"
reference-semantics/semantics/core.k,110,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule pnMember(_:String, .ParamNames) => false"
reference-semantics/semantics/core.k,111,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)"
reference-semantics/semantics/core.k,113,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax KItem ::= #cellW(Val, Val)"
reference-semantics/semantics/core.k,114,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>"
reference-semantics/semantics/core.k,117,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k,118,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> #alloc(V:Val) => ref(N) ... </k>
reference-semantics/semantics/core.k,124,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k,125,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k,126,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k,127,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k,130,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax KItem ::= #look(String, Int)"
reference-semantics/semantics/core.k,131,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>"
reference-semantics/semantics/core.k,132,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>"
reference-semantics/semantics/core.k,145,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #look(X:String, L:Int) => V ... </k>"
reference-semantics/semantics/core.k,152,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>"
reference-semantics/semantics/core.k,157,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax Scope ::= ""builtinsScope"" [function, total]"
reference-semantics/semantics/core.k,158,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule builtinsScope
reference-semantics/semantics/core.k,185,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k,186,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)"
reference-semantics/semantics/core.k,189,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>"
reference-semantics/semantics/core.k,190,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>"
reference-semantics/semantics/core.k,191,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>"
reference-semantics/semantics/core.k,194,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> Int(I:Int)   => I ... </k>
reference-semantics/semantics/core.k,195,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k,196,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule <k> NoneVal      => noneV ... </k>
reference-semantics/semantics/core.k,199,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k,200,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule truthy(B:Bool)          => B
reference-semantics/semantics/core.k,201,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule truthy(noneV)           => false
reference-semantics/semantics/core.k,202,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule truthy(I:Int)           => I =/=Int 0
reference-semantics/semantics/core.k,203,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k,204,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k,205,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k,208,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Val  ::= applyUn(String, Val) [function]"
reference-semantics/semantics/core.k,209,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Val  ::= applyBin(String, Val, Val) [function]"
reference-semantics/semantics/core.k,210,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Bool ::= applyCmp(String, Val, Val) [function]"
reference-semantics/semantics/core.k,213,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax Vals ::= appendVal(Vals, Val) [function, total]"
reference-semantics/semantics/core.k,214,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule appendVal(.Vals, V:Val)              => V , .Vals"
reference-semantics/semantics/core.k,215,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)"
reference-semantics/semantics/core.k,217,syntax,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"syntax ValSeq ::= vals2valSeq(Vals) [function, total]"
reference-semantics/semantics/core.k,218,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,rule vals2valSeq(.Vals)            => .ValSeq
reference-semantics/semantics/core.k,219,rule,F-USED,Selected supplied-semantics declaration on the submitted execution path or needed for an applicable overlap/priority check.,"rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))"
reference-semantics/semantics/core.k,223,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Int ::= vsLen(ValSeq) [function, total]"
reference-semantics/semantics/core.k,224,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule vsLen(.ValSeq)                => 0
reference-semantics/semantics/core.k,225,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)"
reference-semantics/semantics/core.k,227,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Int ::= isLen(IntSeq) [function, total]"
reference-semantics/semantics/core.k,228,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,rule isLen(.IntSeq)                => 0
reference-semantics/semantics/core.k,229,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)"
reference-semantics/semantics/core.k,233,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]"
reference-semantics/semantics/core.k,234,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq"
reference-semantics/semantics/core.k,235,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)"
reference-semantics/semantics/core.k,236,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))"
reference-semantics/semantics/core.k,238,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS"
reference-semantics/semantics/dict.k,20,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax Val ::= dictV(ValSeq, ValSeq)"
reference-semantics/semantics/dict.k,23,syntax,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)"
reference-semantics/semantics/dict.k,26,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>"
reference-semantics/semantics/dict.k,27,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>"
reference-semantics/semantics/dict.k,28,rule,F-UNREACHED,Part of the selected fixed semantics but unreachable from this program AST and entry state; no target claim depends on it.,"rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)"
