origin	file	line	kind	materiality	attributes	disposition	compact_declaration	full_block_escaped
trusted_supplied_semantics	semantics/controls.k	91	rule	baseline_material	owise	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)	  rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]\n\n  // ==== heap-object deref at the truthiness/iteration consumers ==============\n  // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
trusted_supplied_semantics	semantics/controls.k	95	rule	baseline_material	priority	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	  rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted_supplied_semantics	semantics/controls.k	98	rule	baseline_material	priority	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	  rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted_supplied_semantics	semantics/controls.k	101	rule	baseline_material	priority	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)	  rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]\n  // For derefs its iterable ONCE at loop start (iteration is over the snapshot;\n  // mutating the iterated list inside its own loop is outside the subset)
trusted_supplied_semantics	semantics/controls.k	106	rule	baseline_material	priority	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	  rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted_supplied_semantics	semantics/controls.k	109	endmodule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	endmodule	endmodule
trusted_supplied_semantics	semantics/core.k	3	module	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	module MPY-CORE	module MPY-CORE
trusted_supplied_semantics	semantics/core.k	4	imports	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	imports MPY-SYNTAX	  imports MPY-SYNTAX
trusted_supplied_semantics	semantics/core.k	5	imports	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	imports INT	  imports INT
trusted_supplied_semantics	semantics/core.k	6	imports	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	imports BOOL	  imports BOOL
trusted_supplied_semantics	semantics/core.k	7	imports	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	imports STRING	  imports STRING
trusted_supplied_semantics	semantics/core.k	8	imports	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	imports MAP	  imports MAP
trusted_supplied_semantics	semantics/core.k	9	imports	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	imports LIST	  imports LIST
trusted_supplied_semantics	semantics/core.k	10	imports	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	imports K-EQUAL // ==== values, the algebraic lists, and the scope heap =====================	  imports K-EQUAL\n\n  // ==== values, the algebraic lists, and the scope heap =====================
trusted_supplied_semantics	semantics/core.k	13	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)	  syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
trusted_supplied_semantics	semantics/core.k	14	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)	  syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
trusted_supplied_semantics	semantics/core.k	15	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)	  syntax Str    ::= str(IntSeq)\n\n  // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
trusted_supplied_semantics	semantics/core.k	18	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)	  syntax Iterable ::= list(ValSeq)\n                    | tuple(ValSeq)\n                    | Str\n                    | rangeObj(Int, Int, Int)\n                    | zipObj(ValSeq, ValSeq)\n                    | zipObjS(IntSeq, IntSeq)
trusted_supplied_semantics	semantics/core.k	25	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method	  syntax Val      ::= Int\n                    | Bool\n                    | "noneV"\n                    | Iterable\n                    | ref(Int)          // a heap object: <heap> holds its list(VS)\n                    | cellRef(Int)      // a closure cell: <heap> holds cellV(V)\n                    | closureVal(ParamNames, Stmts, Int)\n                    | typeV(String)     // a type object (int/str), resolved from the builtins frame\n                    | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough)\n                    | boundMethodV(Val, String)   // a cooled Attribute: obj.method
trusted_supplied_semantics	semantics/core.k	36	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Parent ::= "root" | parent(Int)	  syntax Parent   ::= "root" | parent(Int)
trusted_supplied_semantics	semantics/core.k	37	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Scope ::= scope(Map, Parent)	  syntax Scope    ::= scope(Map, Parent)
trusted_supplied_semantics	semantics/core.k	38	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax KResult ::= Val	  syntax KResult  ::= Val
trusted_supplied_semantics	semantics/core.k	39	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Expr ::= Val // cooling puts results back into expression holes	  syntax Expr     ::= Val   // cooling puts results back into expression holes
trusted_supplied_semantics	semantics/core.k	40	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Vals ::= List{Val, ","}	  syntax Vals     ::= List{Val, ","}
trusted_supplied_semantics	semantics/core.k	41	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Exc ::= "NoExc" | "AssertionError"	  syntax Exc      ::= "NoExc" | "AssertionError"
trusted_supplied_semantics	semantics/core.k	42	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.	  syntax RetState ::= "noRet" | retV(Val)\n\n  // ==== configuration =======================================================\n  // The builtins namespace is a real scope at reserved location -1 (the bottom of every\n  // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0)\n  // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str`\n  // resolve to their type objects; any local/global binding shadows them via normal lookup.
trusted_supplied_semantics	semantics/core.k	49	configuration	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes sy	  configuration\n    <k>       #loadAll($PGM:Module) </k>\n    <env>     0 </env>\n    <scopes>   0     |-> scope(.Map, parent(-1))\n              -1    |-> builtinsScope </scopes>\n    <scopeLoc> 1 </scopeLoc>\n    <heap>    .Map </heap>\n    <heapLoc> 0 </heapLoc>\n    <stack>   .List </stack>\n    <ret>     noRet </ret>\n    <exc>     NoExc </exc>\n    <exit-code exit=""> 0 </exit-code>\n\n  // ==== heap allocation (constructed lists become objects) ==================\n  // Cons-form emission with a freshness guard (the heap-list-probe discipline:\n  // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is\n  // monotonic — it does NOT wind back at #pop: returned lists escape by ref.\n  // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed);\n  // only CONSTRUCTORS in program syntax allocate.
trusted_supplied_semantics	semantics/core.k	68	syntax	baseline_material	function,total	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Bool ::= isRefV(Val) [function, total]	  syntax Bool ::= isRefV(Val) [function, total]
trusted_supplied_semantics	semantics/core.k	69	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule isRefV(ref(_:Int)) => true	  rule isRefV(ref(_:Int)) => true
trusted_supplied_semantics	semantics/core.k	70	rule	baseline_material	owise	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)	  rule isRefV(_:Val)      => false [owise]\n\n  // closure cells (Python-faithful capture): the heap holds cellV(V); a\n  // cellRef surfacing as the k-redex reads through (lookup is the only use —\n  // cellRefs never escape to user-visible values)
trusted_supplied_semantics	semantics/core.k	75	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax HeapVal ::= cellV(Val)	  syntax HeapVal ::= cellV(Val)
trusted_supplied_semantics	semantics/core.k	76	syntax	baseline_material	function,total	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Bool ::= isCellRef(Val) [function, total]	  syntax Bool ::= isCellRef(Val) [function, total]
trusted_supplied_semantics	semantics/core.k	77	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule isCellRef(cellRef(_:Int)) => true	  rule isCellRef(cellRef(_:Int)) => true
trusted_supplied_semantics	semantics/core.k	78	rule	baseline_material	owise	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.	  rule isCellRef(_:Val)          => false [owise]\n  // k-top deref for cell-bound reads surfacing INSIDE the annotated frame\n  // (AugAssign's in-place read and friends). The "$cells" guard keeps this\n  // DECIDABLY inapplicable in plain frames — an unguarded rule lets the\n  // prover narrow abstract k-top values into cellRef junk (probed on\n  // 26-remove-duplicates). Cross-frame reads (a comprehension closure\n  // reading the enclosing function's cellvar) deref inside #look instead.
trusted_supplied_semantics	semantics/core.k	85	rule	baseline_material	priority	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)	  rule <k> cellRef(H:Int) => V ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires "$cells" in_keys(M)\n       [priority(40)]\n\n  // write through a cell (Assign / #bindP / #bindTgt dispatch here on\n  // cell-bound names)\n  // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)
trusted_supplied_semantics	semantics/core.k	95	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Val ::= kwV(String, Val)	  syntax Val ::= kwV(String, Val)
trusted_supplied_semantics	semantics/core.k	96	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax KItem ::= #kwTag(String)	  syntax KItem ::= #kwTag(String)
trusted_supplied_semantics	semantics/core.k	97	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>	  rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
trusted_supplied_semantics	semantics/core.k	98	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)	  rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>\n       requires notBool isKwV(V)
trusted_supplied_semantics	semantics/core.k	100	syntax	baseline_material	function,total	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Bool ::= isKwV(Val) [function, total]	  syntax Bool ::= isKwV(Val) [function, total]
trusted_supplied_semantics	semantics/core.k	101	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule isKwV(kwV(_:String, _:Val)) => true	  rule isKwV(kwV(_:String, _:Val)) => true
trusted_supplied_semantics	semantics/core.k	102	rule	baseline_material	owise	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)	  rule isKwV(_:Val)                => false [owise]\n\n  // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch\n  // decides by pnMember even over an abstract frame rest (no prover branching)
trusted_supplied_semantics	semantics/core.k	106	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Val ::= cellsMark(ParamNames)	  syntax Val ::= cellsMark(ParamNames)
trusted_supplied_semantics	semantics/core.k	107	syntax	baseline_material	function	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax ParamNames ::= cellsOf(Val) [function]	  syntax ParamNames ::= cellsOf(Val) [function]
trusted_supplied_semantics	semantics/core.k	108	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS	  rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
trusted_supplied_semantics	semantics/core.k	109	syntax	baseline_material	function,total	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Bool ::= pnMember(String, ParamNames) [function, total]	  syntax Bool ::= pnMember(String, ParamNames) [function, total]
trusted_supplied_semantics	semantics/core.k	110	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule pnMember(_:String, .ParamNames) => false	  rule pnMember(_:String, .ParamNames) => false
trusted_supplied_semantics	semantics/core.k	111	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)	  rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
trusted_supplied_semantics	semantics/core.k	113	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax KItem ::= #cellW(Val, Val)	  syntax KItem ::= #cellW(Val, Val)
trusted_supplied_semantics	semantics/core.k	114	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>	  rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>\n       <heap> ... H |-> cellV(_:Val => V) ... </heap>
trusted_supplied_semantics	semantics/core.k	117	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax KItem ::= #alloc(Val)	  syntax KItem ::= #alloc(Val)
trusted_supplied_semantics	semantics/core.k	118	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================	  rule <k> #alloc(V:Val) => ref(N) ... </k>\n       <heap>    H:Map => (N |-> V) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>\n       requires notBool N in_keys(H)\n\n  // ==== module load + statement sequencing ==================================
trusted_supplied_semantics	semantics/core.k	124	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax KItem ::= #loadAll(Module)	  syntax KItem ::= #loadAll(Module)
trusted_supplied_semantics	semantics/core.k	125	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>	  rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
trusted_supplied_semantics	semantics/core.k	126	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>	  rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
trusted_supplied_semantics	semantics/core.k	127	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====	  rule <k> .Stmts => .K ... </k>\n\n  // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
trusted_supplied_semantics	semantics/core.k	130	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax KItem ::= #look(String, Int)	  syntax KItem ::= #look(String, Int)
trusted_supplied_semantics	semantics/core.k	131	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>	  rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
trusted_supplied_semantics	semantics/core.k	132	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarde	  rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       requires X in_keys(M)\n  // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE\n  // LOOKUP (higher priority beats the plain return above on concrete cell\n  // bindings; abstract claim values take the plain rule unchanged) — this\n  // covers cross-frame cell reads (a comprehension closure reading the\n  // enclosing function's cellvar) without a narrowing-prone k-top redex\n  // guarded on the FOUND frame's DECLARED cellvars (pnMember over the\n  // cellsMark): decidable for every concrete frame pin — plain frames and\n  // non-cell names prune outright, so an abstract looked-up value never\n  // drags a narrowing cellV heap match along (probed on 5-intersperse and\n  // Q4's abstract `numbers` in the annotated frame)
trusted_supplied_semantics	semantics/core.k	145	rule	baseline_material	priority	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]	  rule <k> #look(X:String, L:Int) => V ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires X in_keys(M) andBool "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool {M[X]}:>Val ==K cellRef(H)\n       [priority(40)]
trusted_supplied_semantics	semantics/core.k	152	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)	  rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>\n       <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>\n       requires notBool (X in_keys(M))\n\n  // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
trusted_supplied_semantics	semantics/core.k	157	syntax	baseline_material	function,total	FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax Scope ::= "builtinsScope" [function, total]	  syntax Scope ::= "builtinsScope" [function, total]
trusted_supplied_semantics	semantics/core.k	158	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "rou	  rule builtinsScope\n    => scope(.Map [ "len"    <- builtinV("len")    ]\n                  [ "set"    <- builtinV("set")    ]\n                  [ "sum"    <- builtinV("sum")    ]\n                  [ "abs"    <- builtinV("abs")    ]\n                  [ "min"    <- builtinV("min")    ]\n                  [ "max"    <- builtinV("max")    ]\n                  [ "ord"    <- builtinV("ord")    ]\n                  [ "chr"    <- builtinV("chr")    ]\n                  [ "range"  <- builtinV("range")  ]\n                  [ "all"    <- builtinV("all")    ]\n                  [ "any"    <- builtinV("any")    ]\n                  [ "zip"    <- builtinV("zip")    ]\n                  [ "isinstance" <- builtinV("isinstance") ]\n                  [ "sorted" <- builtinV("sorted") ]\n                  [ "list"   <- builtinV("list")   ]\n                  [ "round"  <- builtinV("round")  ]\n                  [ "bin"    <- builtinV("bin")    ]\n                  [ "enumerate" <- builtinV("enumerate") ]\n                  [ "map"    <- builtinV("map")    ]\n                  [ "eval"   <- builtinV("eval")   ]\n                  [ "int"    <- typeV("int")       ]\n                  [ "str"    <- typeV("str")       ]\n                  [ "float"  <- typeV("float")     ], root)\n\n  // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination ==\n  // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)
trusted_supplied_semantics	semantics/core.k	185	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax ApplyK ::= toCall(Val)	  syntax ApplyK ::= toCall(Val)
trusted_supplied_semantics	semantics/core.k	186	syntax	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)	  syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)\n                  | #evalArgCont(Exprs, Vals, ApplyK)\n                  | #applyK(ApplyK, Vals)
trusted_supplied_semantics	semantics/core.k	189	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>	  rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
trusted_supplied_semantics	semantics/core.k	190	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>	  rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
trusted_supplied_semantics	semantics/core.k	191	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================	  rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>\n\n  // ==== Int / Bool / None literals ==========================================
trusted_supplied_semantics	semantics/core.k	194	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> Int(I:Int) => I ... </k>	  rule <k> Int(I:Int)   => I ... </k>
trusted_supplied_semantics	semantics/core.k	195	rule	baseline_material		FIXED_BASELINE; candidate-unaltered; material subset mapped and reviewed in REVIEW.md	rule <k> Bool(B:Bool) => B ... </k>	  rule <k> Bool(B:Bool) => B ... </k>
