id	file	line	kind	subtype	attributes	directly_exercised	review
285	semantics/core.k	13	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
286	semantics/core.k	14	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
287	semantics/core.k	15	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
288	semantics/core.k	18	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
289	semantics/core.k	25	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
290	semantics/core.k	36	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
291	semantics/core.k	37	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
292	semantics/core.k	38	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
293	semantics/core.k	39	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
294	semantics/core.k	40	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
295	semantics/core.k	41	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
296	semantics/core.k	42	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
297	semantics/core.k	49	configuration	configuration	-	no	inert-for-submitted-program-reviewed-for-overlap
298	semantics/core.k	68	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
299	semantics/core.k	69	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
300	semantics/core.k	70	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
301	semantics/core.k	75	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
302	semantics/core.k	76	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
303	semantics/core.k	77	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
304	semantics/core.k	78	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
305	semantics/core.k	85	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
306	semantics/core.k	95	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
307	semantics/core.k	96	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
308	semantics/core.k	97	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
309	semantics/core.k	98	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
310	semantics/core.k	100	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
311	semantics/core.k	101	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
312	semantics/core.k	102	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
313	semantics/core.k	106	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
314	semantics/core.k	107	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
315	semantics/core.k	108	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
316	semantics/core.k	109	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
317	semantics/core.k	110	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
318	semantics/core.k	111	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
319	semantics/core.k	113	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
320	semantics/core.k	114	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
321	semantics/core.k	117	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
322	semantics/core.k	118	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
323	semantics/core.k	124	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
324	semantics/core.k	125	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
325	semantics/core.k	126	rule	operational-rule	-	yes	directly-used-reviewed
326	semantics/core.k	127	rule	operational-rule	-	yes	directly-used-reviewed
327	semantics/core.k	130	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
328	semantics/core.k	131	rule	operational-rule	-	yes	directly-used-reviewed
329	semantics/core.k	132	rule	operational-rule	-	yes	directly-used-reviewed
330	semantics/core.k	145	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
331	semantics/core.k	152	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
332	semantics/core.k	157	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
333	semantics/core.k	158	rule	equational-rule	-	yes	directly-used-reviewed
334	semantics/core.k	185	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
335	semantics/core.k	186	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
336	semantics/core.k	189	rule	operational-rule	-	yes	directly-used-reviewed
337	semantics/core.k	190	rule	operational-rule	-	yes	directly-used-reviewed
338	semantics/core.k	191	rule	operational-rule	-	yes	directly-used-reviewed
339	semantics/core.k	194	rule	operational-rule	-	yes	directly-used-reviewed
340	semantics/core.k	195	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
341	semantics/core.k	196	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
342	semantics/core.k	199	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
343	semantics/core.k	200	rule	equational-rule	-	yes	directly-used-reviewed
344	semantics/core.k	201	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
345	semantics/core.k	202	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
346	semantics/core.k	203	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
347	semantics/core.k	204	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
348	semantics/core.k	205	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
349	semantics/core.k	208	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
350	semantics/core.k	209	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
351	semantics/core.k	210	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
352	semantics/core.k	213	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
353	semantics/core.k	214	rule	equational-rule	-	yes	directly-used-reviewed
354	semantics/core.k	215	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
355	semantics/core.k	217	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
356	semantics/core.k	218	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
357	semantics/core.k	219	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
358	semantics/core.k	223	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
359	semantics/core.k	224	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
360	semantics/core.k	225	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
361	semantics/core.k	227	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
362	semantics/core.k	228	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
363	semantics/core.k	229	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
364	semantics/core.k	233	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
365	semantics/core.k	234	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
366	semantics/core.k	235	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
367	semantics/core.k	236	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
368	semantics/core.k	238	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
369	semantics/dict.k	20	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
370	semantics/dict.k	23	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
371	semantics/dict.k	26	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
372	semantics/dict.k	27	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
373	semantics/dict.k	28	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
374	semantics/dict.k	30	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
375	semantics/dict.k	32	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
376	semantics/dict.k	37	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
377	semantics/dict.k	38	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
378	semantics/dict.k	39	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
379	semantics/dict.k	40	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
380	semantics/dict.k	43	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
381	semantics/dict.k	44	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
382	semantics/dict.k	45	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
383	semantics/dict.k	49	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
384	semantics/dict.k	50	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
385	semantics/dict.k	52	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
386	semantics/dict.k	54	rule	equational-rule	owise	no	inert-for-submitted-program-reviewed-for-overlap
387	semantics/dict.k	58	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
388	semantics/dict.k	63	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
389	semantics/dict.k	64	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
390	semantics/dict.k	65	rule	operational-rule	priority(45)	no	inert-for-submitted-program-reviewed-for-overlap
391	semantics/dict.k	70	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
392	semantics/dict.k	71	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
393	semantics/dict.k	76	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
394	semantics/dict.k	77	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
395	semantics/dict.k	78	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
396	semantics/dict.k	82	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
397	semantics/dict.k	86	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
398	semantics/dict.k	87	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
399	semantics/dict.k	90	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
400	semantics/dict.k	91	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
401	semantics/dict.k	92	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
402	semantics/dict.k	95	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
403	semantics/dict.k	97	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
404	semantics/dict.k	98	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
405	semantics/dict.k	99	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
406	semantics/dict.k	101	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
407	semantics/dict.k	102	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
408	semantics/dict.k	103	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
409	semantics/float.k	20	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
410	semantics/float.k	21	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
411	semantics/float.k	24	syntax	function-declaration	function;no-evaluators;symbol(intFloatDiv);total	no	inert-for-submitted-program-reviewed-for-overlap
412	semantics/float.k	25	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
413	semantics/float.k	27	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
414	semantics/float.k	30	syntax	function-declaration	function;no-evaluators;symbol(divII);total	no	inert-for-submitted-program-reviewed-for-overlap
415	semantics/float.k	31	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
416	semantics/float.k	32	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
417	semantics/float.k	37	syntax	function-declaration	function;no-evaluators;symbol(floatMod);total	no	inert-for-submitted-program-reviewed-for-overlap
418	semantics/float.k	38	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
419	semantics/float.k	39	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
420	semantics/float.k	43	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
421	semantics/float.k	44	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
422	semantics/float.k	50	syntax	function-declaration	function;no-evaluators;symbol(floatLt);total	no	inert-for-submitted-program-reviewed-for-overlap
423	semantics/float.k	51	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
424	semantics/float.k	52	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
425	semantics/float.k	54	syntax	function-declaration	function;no-evaluators;symbol(absF);total	no	inert-for-submitted-program-reviewed-for-overlap
426	semantics/float.k	55	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
427	semantics/float.k	56	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
428	semantics/float.k	61	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
429	semantics/float.k	65	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
430	semantics/float.k	66	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
431	semantics/float.k	67	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
432	semantics/float.k	70	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
433	semantics/float.k	71	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
434	semantics/float.k	72	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
435	semantics/float.k	73	syntax	function-declaration	function;symbol(floorFI);total	no	inert-for-submitted-program-reviewed-for-overlap
436	semantics/float.k	74	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
437	semantics/float.k	75	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
438	semantics/float.k	78	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
439	semantics/float.k	79	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
440	semantics/float.k	82	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
441	semantics/float.k	83	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
442	semantics/float.k	84	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
443	semantics/float.k	85	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
444	semantics/float.k	86	syntax	function-declaration	function;symbol(toF);total	no	inert-for-submitted-program-reviewed-for-overlap
445	semantics/float.k	87	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
446	semantics/float.k	88	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
447	semantics/float.k	93	syntax	function-declaration	function;symbol(ceilF);total	no	inert-for-submitted-program-reviewed-for-overlap
448	semantics/float.k	94	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
449	semantics/float.k	95	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
450	semantics/float.k	99	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
451	semantics/float.k	103	syntax	function-declaration	function;no-evaluators;symbol(subF);total	no	inert-for-submitted-program-reviewed-for-overlap
452	semantics/float.k	104	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
453	semantics/float.k	105	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
454	semantics/float.k	107	syntax	function-declaration	function;no-evaluators;symbol(divF);total	no	inert-for-submitted-program-reviewed-for-overlap
455	semantics/float.k	108	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
456	semantics/float.k	109	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
457	semantics/float.k	111	syntax	function-declaration	function;no-evaluators;symbol(addF);total	no	inert-for-submitted-program-reviewed-for-overlap
458	semantics/float.k	112	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
459	semantics/float.k	113	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
460	semantics/float.k	115	syntax	function-declaration	function;no-evaluators;symbol(mulF);total	no	inert-for-submitted-program-reviewed-for-overlap
461	semantics/float.k	116	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
462	semantics/float.k	117	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
463	semantics/float.k	119	syntax	function-declaration	function;no-evaluators;symbol(powF);total	no	inert-for-submitted-program-reviewed-for-overlap
464	semantics/float.k	120	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
465	semantics/float.k	121	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
466	semantics/float.k	125	syntax	function-declaration	function;no-evaluators;symbol(gtF);total	no	inert-for-submitted-program-reviewed-for-overlap
467	semantics/float.k	126	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
468	semantics/float.k	127	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
469	semantics/float.k	128	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
470	semantics/float.k	129	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
471	semantics/float.k	132	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
472	semantics/float.k	133	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
473	semantics/float.k	134	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
474	semantics/float.k	135	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
475	semantics/float.k	136	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
476	semantics/float.k	137	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
477	semantics/float.k	138	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
478	semantics/float.k	139	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
479	semantics/float.k	142	syntax	function-declaration	function;no-evaluators;symbol(eqF);total	no	inert-for-submitted-program-reviewed-for-overlap
480	semantics/float.k	143	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
481	semantics/float.k	144	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
482	semantics/float.k	145	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
483	semantics/float.k	146	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
484	semantics/float.k	147	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
485	semantics/float.k	148	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
486	semantics/float.k	149	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
487	semantics/float.k	150	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
488	semantics/float.k	151	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
489	semantics/float.k	154	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
490	semantics/float.k	155	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
491	semantics/float.k	160	syntax	function-declaration	function;no-evaluators;symbol(decStrToF);total	no	inert-for-submitted-program-reviewed-for-overlap
492	semantics/float.k	161	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
493	semantics/float.k	162	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
494	semantics/float.k	165	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
495	semantics/float.k	166	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
496	semantics/float.k	167	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
497	semantics/float.k	168	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
498	semantics/float.k	169	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
499	semantics/float.k	170	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
500	semantics/float.k	171	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
501	semantics/float.k	173	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
502	semantics/float.k	174	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
503	semantics/float.k	175	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
504	semantics/float.k	176	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
505	semantics/float.k	177	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
506	semantics/float.k	178	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
507	semantics/float.k	179	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
508	semantics/float.k	180	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
509	semantics/float.k	181	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
510	semantics/float.k	182	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
511	semantics/float.k	183	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
512	semantics/float.k	184	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
513	semantics/float.k	185	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
514	semantics/float.k	186	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
515	semantics/float.k	187	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
516	semantics/float.k	190	syntax	function-declaration	function;no-evaluators;symbol(divFloatIntV);total	no	inert-for-submitted-program-reviewed-for-overlap
517	semantics/float.k	191	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
518	semantics/float.k	192	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
519	semantics/float.k	195	syntax	function-declaration	function;no-evaluators;symbol(intToF);total	no	inert-for-submitted-program-reviewed-for-overlap
520	semantics/float.k	196	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
521	semantics/float.k	197	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
522	semantics/float.k	198	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
523	semantics/float.k	199	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
524	semantics/float.k	200	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
525	semantics/float.k	201	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
526	semantics/float.k	202	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
527	semantics/float.k	203	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
528	semantics/float.k	204	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
529	semantics/float.k	205	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
530	semantics/float.k	206	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
531	semantics/float.k	209	syntax	function-declaration	function;no-evaluators;symbol(truncF);total	no	inert-for-submitted-program-reviewed-for-overlap
532	semantics/float.k	210	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
533	semantics/float.k	211	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
534	semantics/float.k	213	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
535	semantics/float.k	214	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
536	semantics/float.k	217	syntax	function-declaration	function;no-evaluators;symbol(roundF);total	no	inert-for-submitted-program-reviewed-for-overlap
537	semantics/float.k	218	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
538	semantics/float.k	223	syntax	function-declaration	function;no-evaluators;symbol(roundFN);total	no	inert-for-submitted-program-reviewed-for-overlap
539	semantics/float.k	224	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
540	semantics/float.k	227	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
541	semantics/float.k	228	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
542	semantics/float.k	230	syntax	function-declaration	function;no-evaluators;symbol(sqrtF);total	no	inert-for-submitted-program-reviewed-for-overlap
543	semantics/float.k	231	rule	equational-rule	concrete	no	inert-for-submitted-program-reviewed-for-overlap
544	semantics/float.k	232	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
545	semantics/float.k	233	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
546	semantics/float.k	234	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
547	semantics/float.k	235	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
548	semantics/float.k	243	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
549	semantics/float.k	244	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
550	semantics/float.k	245	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
551	semantics/float.k	246	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
552	semantics/float.k	247	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
553	semantics/float.k	250	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
554	semantics/float.k	251	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
555	semantics/float.k	252	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
556	semantics/float.k	253	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
557	semantics/float.k	254	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
558	semantics/float.k	261	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
559	semantics/float.k	262	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
560	semantics/float.k	265	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
561	semantics/float.k	266	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
562	semantics/float.k	267	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
563	semantics/float.k	270	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
564	semantics/functions.k	8	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
565	semantics/functions.k	14	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
566	semantics/functions.k	18	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
567	semantics/functions.k	19	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
568	semantics/functions.k	27	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
569	semantics/functions.k	31	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
570	semantics/functions.k	33	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
571	semantics/functions.k	36	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
572	semantics/functions.k	42	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
