file	line	kind	classification	attributes	declaration
/candidate/reference-semantics/semantics/controls.k	48	rule	operational-rule		rule <k> Expr(_:Val) => .K ... </k>
/candidate/reference-semantics/semantics/controls.k	51	syntax	syntax-declaration		syntax KItem ::= #branch(Bool, Stmts, Stmts)
/candidate/reference-semantics/semantics/controls.k	52	rule	operational-rule		rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/candidate/reference-semantics/semantics/controls.k	53	rule	operational-rule		rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
/candidate/reference-semantics/semantics/controls.k	54	rule	operational-rule		rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
/candidate/reference-semantics/semantics/controls.k	57	rule	operational-rule		rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
/candidate/reference-semantics/semantics/controls.k	59	rule	operational-rule		rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
/candidate/reference-semantics/semantics/controls.k	65	syntax	syntax-declaration		"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
/candidate/reference-semantics/semantics/controls.k	69	rule	operational-rule		rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	71	rule	operational-rule		rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	72	rule	operational-rule		rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/candidate/reference-semantics/semantics/controls.k	73	rule	operational-rule		rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
/candidate/reference-semantics/semantics/controls.k	77	rule	operational-rule		rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	78	rule	operational-rule		rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	79	rule	operational-rule		rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
/candidate/reference-semantics/semantics/controls.k	81	rule	operational-rule		rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
/candidate/reference-semantics/semantics/controls.k	85	rule	operational-rule		rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/candidate/reference-semantics/semantics/controls.k	86	rule	operational-rule		rule <k> Continue => #cont ... </k>
/candidate/reference-semantics/semantics/controls.k	87	rule	operational-rule		rule <k> Break => #brk ... </k>
/candidate/reference-semantics/semantics/controls.k	88	rule	operational-rule		rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/candidate/reference-semantics/semantics/controls.k	89	rule	operational-rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/candidate/reference-semantics/semantics/controls.k	90	rule	operational-rule		rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/candidate/reference-semantics/semantics/controls.k	91	rule	operational-rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
/candidate/reference-semantics/semantics/controls.k	95	rule	operational-rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/controls.k	98	rule	operational-rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/controls.k	101	rule	operational-rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/controls.k	106	rule	operational-rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/core.k	3	module	module		module MPY-CORE imports MPY-SYNTAX imports INT imports BOOL imports STRING imports MAP imports LIST imports K-EQUAL
/candidate/reference-semantics/semantics/core.k	13	syntax	syntax-declaration		"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
/candidate/reference-semantics/semantics/core.k	14	syntax	syntax-declaration		"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
/candidate/reference-semantics/semantics/core.k	15	syntax	syntax-declaration		syntax Str    ::= str(IntSeq)
/candidate/reference-semantics/semantics/core.k	18	syntax	syntax-declaration		syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/candidate/reference-semantics/semantics/core.k	25	syntax	syntax-declaration		"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"
/candidate/reference-semantics/semantics/core.k	36	syntax	syntax-declaration		"syntax Parent   ::= ""root"" | parent(Int)"
/candidate/reference-semantics/semantics/core.k	37	syntax	syntax-declaration		syntax Scope    ::= scope(Map, Parent)
/candidate/reference-semantics/semantics/core.k	38	syntax	syntax-declaration		syntax KResult  ::= Val
/candidate/reference-semantics/semantics/core.k	39	syntax	syntax-declaration		syntax Expr     ::= Val
/candidate/reference-semantics/semantics/core.k	40	syntax	syntax-declaration		"syntax Vals     ::= List{Val, "",""}"
/candidate/reference-semantics/semantics/core.k	41	syntax	syntax-declaration		"syntax Exc      ::= ""NoExc"" | ""AssertionError"""
/candidate/reference-semantics/semantics/core.k	42	syntax	syntax-declaration		"syntax RetState ::= ""noRet"" | retV(Val)"
/candidate/reference-semantics/semantics/core.k	49	configuration	configuration		"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
/candidate/reference-semantics/semantics/core.k	68	syntax	syntax-declaration	function,total	syntax Bool ::= isRefV(Val) [function, total]
/candidate/reference-semantics/semantics/core.k	69	rule	function-or-equational-rule		rule isRefV(ref(_:Int)) => true
/candidate/reference-semantics/semantics/core.k	70	rule	function-or-equational-rule	owise	rule isRefV(_:Val)      => false [owise]
/candidate/reference-semantics/semantics/core.k	75	syntax	syntax-declaration		syntax HeapVal ::= cellV(Val)
/candidate/reference-semantics/semantics/core.k	76	syntax	syntax-declaration	function,total	syntax Bool ::= isCellRef(Val) [function, total]
/candidate/reference-semantics/semantics/core.k	77	rule	function-or-equational-rule		rule isCellRef(cellRef(_:Int)) => true
/candidate/reference-semantics/semantics/core.k	78	rule	function-or-equational-rule	owise	rule isCellRef(_:Val)          => false [owise]
/candidate/reference-semantics/semantics/core.k	85	rule	operational-rule	priority	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
/candidate/reference-semantics/semantics/core.k	95	syntax	syntax-declaration		syntax Val ::= kwV(String, Val)
/candidate/reference-semantics/semantics/core.k	96	syntax	syntax-declaration		syntax KItem ::= #kwTag(String)
/candidate/reference-semantics/semantics/core.k	97	rule	operational-rule		rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
/candidate/reference-semantics/semantics/core.k	98	rule	operational-rule		rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
/candidate/reference-semantics/semantics/core.k	100	syntax	syntax-declaration	function,total	syntax Bool ::= isKwV(Val) [function, total]
/candidate/reference-semantics/semantics/core.k	101	rule	function-or-equational-rule		rule isKwV(kwV(_:String, _:Val)) => true
/candidate/reference-semantics/semantics/core.k	102	rule	function-or-equational-rule	owise	rule isKwV(_:Val)                => false [owise]
/candidate/reference-semantics/semantics/core.k	106	syntax	syntax-declaration		syntax Val ::= cellsMark(ParamNames)
/candidate/reference-semantics/semantics/core.k	107	syntax	syntax-declaration	function	syntax ParamNames ::= cellsOf(Val) [function]
/candidate/reference-semantics/semantics/core.k	108	rule	function-or-equational-rule		rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
/candidate/reference-semantics/semantics/core.k	109	syntax	syntax-declaration	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
/candidate/reference-semantics/semantics/core.k	110	rule	function-or-equational-rule		rule pnMember(_:String, .ParamNames) => false
/candidate/reference-semantics/semantics/core.k	111	rule	function-or-equational-rule		rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
/candidate/reference-semantics/semantics/core.k	113	syntax	syntax-declaration		syntax KItem ::= #cellW(Val, Val)
/candidate/reference-semantics/semantics/core.k	114	rule	operational-rule		rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
/candidate/reference-semantics/semantics/core.k	117	syntax	syntax-declaration		syntax KItem ::= #alloc(Val)
/candidate/reference-semantics/semantics/core.k	118	rule	operational-rule		rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
/candidate/reference-semantics/semantics/core.k	124	syntax	syntax-declaration		syntax KItem ::= #loadAll(Module)
/candidate/reference-semantics/semantics/core.k	125	rule	operational-rule		rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
/candidate/reference-semantics/semantics/core.k	126	rule	operational-rule		rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
/candidate/reference-semantics/semantics/core.k	127	rule	operational-rule		rule <k> .Stmts => .K ... </k>
/candidate/reference-semantics/semantics/core.k	130	syntax	syntax-declaration		syntax KItem ::= #look(String, Int)
/candidate/reference-semantics/semantics/core.k	131	rule	operational-rule		rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
/candidate/reference-semantics/semantics/core.k	132	rule	operational-rule		rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
/candidate/reference-semantics/semantics/core.k	145	rule	operational-rule	priority	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
/candidate/reference-semantics/semantics/core.k	152	rule	operational-rule		rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
/candidate/reference-semantics/semantics/core.k	157	syntax	syntax-declaration	function,total	"syntax Scope ::= ""builtinsScope"" [function, total]"
/candidate/reference-semantics/semantics/core.k	158	rule	function-or-equational-rule		"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
/candidate/reference-semantics/semantics/core.k	185	syntax	syntax-declaration		syntax ApplyK ::= toCall(Val)
/candidate/reference-semantics/semantics/core.k	186	syntax	syntax-declaration		syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
/candidate/reference-semantics/semantics/core.k	189	rule	operational-rule		rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
/candidate/reference-semantics/semantics/core.k	190	rule	operational-rule		rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
/candidate/reference-semantics/semantics/core.k	191	rule	operational-rule		rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
/candidate/reference-semantics/semantics/core.k	194	rule	operational-rule		rule <k> Int(I:Int)   => I ... </k>
/candidate/reference-semantics/semantics/core.k	195	rule	operational-rule		rule <k> Bool(B:Bool) => B ... </k>
/candidate/reference-semantics/semantics/core.k	196	rule	operational-rule		rule <k> NoneVal      => noneV ... </k>
/candidate/reference-semantics/semantics/core.k	199	syntax	syntax-declaration	function	syntax Bool ::= truthy(Val) [function]
/candidate/reference-semantics/semantics/core.k	200	rule	function-or-equational-rule		rule truthy(B:Bool)          => B
/candidate/reference-semantics/semantics/core.k	201	rule	function-or-equational-rule		rule truthy(noneV)           => false
/candidate/reference-semantics/semantics/core.k	202	rule	function-or-equational-rule		rule truthy(I:Int)           => I =/=Int 0
/candidate/reference-semantics/semantics/core.k	203	rule	function-or-equational-rule		rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
/candidate/reference-semantics/semantics/core.k	204	rule	function-or-equational-rule		rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
/candidate/reference-semantics/semantics/core.k	205	rule	function-or-equational-rule		rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
/candidate/reference-semantics/semantics/core.k	208	syntax	syntax-declaration	function	syntax Val  ::= applyUn(String, Val) [function]
/candidate/reference-semantics/semantics/core.k	209	syntax	syntax-declaration	function	syntax Val  ::= applyBin(String, Val, Val) [function]
/candidate/reference-semantics/semantics/core.k	210	syntax	syntax-declaration	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
/candidate/reference-semantics/semantics/core.k	213	syntax	syntax-declaration	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
/candidate/reference-semantics/semantics/core.k	214	rule	function-or-equational-rule		rule appendVal(.Vals, V:Val)              => V , .Vals
/candidate/reference-semantics/semantics/core.k	215	rule	function-or-equational-rule		rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
/candidate/reference-semantics/semantics/core.k	217	syntax	syntax-declaration	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
/candidate/reference-semantics/semantics/core.k	218	rule	function-or-equational-rule		rule vals2valSeq(.Vals)            => .ValSeq
/candidate/reference-semantics/semantics/core.k	219	rule	function-or-equational-rule		rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
/candidate/reference-semantics/semantics/core.k	223	syntax	syntax-declaration	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
/candidate/reference-semantics/semantics/core.k	224	rule	function-or-equational-rule		rule vsLen(.ValSeq)                => 0
/candidate/reference-semantics/semantics/core.k	225	rule	function-or-equational-rule		rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
/candidate/reference-semantics/semantics/core.k	227	syntax	syntax-declaration	function,total	syntax Int ::= isLen(IntSeq) [function, total]
/candidate/reference-semantics/semantics/core.k	228	rule	function-or-equational-rule		rule isLen(.IntSeq)                => 0
/candidate/reference-semantics/semantics/core.k	229	rule	function-or-equational-rule		rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
/candidate/reference-semantics/semantics/core.k	233	syntax	syntax-declaration	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
/candidate/reference-semantics/semantics/core.k	234	rule	function-or-equational-rule		rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
/candidate/reference-semantics/semantics/core.k	235	rule	function-or-equational-rule		rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
/candidate/reference-semantics/semantics/core.k	236	rule	function-or-equational-rule		rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
/candidate/reference-semantics/semantics/core.k	238	rule	function-or-equational-rule		rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
/candidate/reference-semantics/semantics/dict.k	13	module	module		module MPY-DICT imports MPY-CORE imports MPY-ITER imports MPY-METHODS imports MPY-LIST
/candidate/reference-semantics/semantics/dict.k	20	syntax	syntax-declaration		syntax Val ::= dictV(ValSeq, ValSeq)
/candidate/reference-semantics/semantics/dict.k	23	syntax	syntax-declaration		syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
/candidate/reference-semantics/semantics/dict.k	26	rule	operational-rule		rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
/candidate/reference-semantics/semantics/dict.k	27	rule	operational-rule		rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
/candidate/reference-semantics/semantics/dict.k	28	rule	operational-rule		rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
/candidate/reference-semantics/semantics/dict.k	30	rule	operational-rule		rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
/candidate/reference-semantics/semantics/dict.k	32	rule	operational-rule		rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
/candidate/reference-semantics/semantics/dict.k	37	syntax	syntax-declaration	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
/candidate/reference-semantics/semantics/dict.k	38	rule	function-or-equational-rule		rule dHasKey(.ValSeq, _:Val)                => false
/candidate/reference-semantics/semantics/dict.k	39	rule	function-or-equational-rule		rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
/candidate/reference-semantics/semantics/dict.k	40	rule	function-or-equational-rule		rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
/candidate/reference-semantics/semantics/dict.k	43	syntax	syntax-declaration	function,total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
/candidate/reference-semantics/semantics/dict.k	44	rule	function-or-equational-rule		rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
/candidate/reference-semantics/semantics/dict.k	45	rule	function-or-equational-rule		rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
/candidate/reference-semantics/semantics/dict.k	49	syntax	syntax-declaration	function,total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
/candidate/reference-semantics/semantics/dict.k	50	rule	function-or-equational-rule		rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
/candidate/reference-semantics/semantics/dict.k	52	rule	function-or-equational-rule		rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
/candidate/reference-semantics/semantics/dict.k	54	rule	function-or-equational-rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
/candidate/reference-semantics/semantics/dict.k	58	rule	operational-rule	priority	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
/candidate/reference-semantics/semantics/dict.k	63	rule	function-or-equational-rule		rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
/candidate/reference-semantics/semantics/dict.k	64	syntax	syntax-declaration	function	syntax Val ::= applyIndexD(Val, Val) [function]
/candidate/reference-semantics/semantics/dict.k	65	rule	operational-rule	priority	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
/candidate/reference-semantics/semantics/dict.k	70	syntax	syntax-declaration	function	syntax Val ::= dictSet(Val, Val, Val) [function]
/candidate/reference-semantics/semantics/dict.k	71	rule	function-or-equational-rule		rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
/candidate/reference-semantics/semantics/dict.k	76	syntax	syntax-declaration		syntax KItem ::= #dsetK(String, Val)
/candidate/reference-semantics/semantics/dict.k	77	rule	operational-rule		rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
/candidate/reference-semantics/semantics/dict.k	78	rule	operational-rule		rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
/candidate/reference-semantics/semantics/dict.k	82	rule	operational-rule		rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
/candidate/reference-semantics/semantics/dict.k	86	syntax	syntax-declaration		syntax KItem ::= #dsetV(Val, Val, Val)
/candidate/reference-semantics/semantics/dict.k	87	rule	operational-rule		rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
/candidate/reference-semantics/semantics/dict.k	90	syntax	syntax-declaration	function,total	syntax Int ::= normIdxD(Int, Int) [function, total]
/candidate/reference-semantics/semantics/dict.k	91	rule	function-or-equational-rule		rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
/candidate/reference-semantics/semantics/dict.k	92	rule	function-or-equational-rule		rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
/candidate/reference-semantics/semantics/dict.k	95	rule	function-or-equational-rule		"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
/candidate/reference-semantics/semantics/dict.k	97	syntax	syntax-declaration	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
/candidate/reference-semantics/semantics/dict.k	98	rule	function-or-equational-rule		rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
/candidate/reference-semantics/semantics/dict.k	99	rule	function-or-equational-rule		rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
/candidate/reference-semantics/semantics/dict.k	101	syntax	syntax-declaration	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
/candidate/reference-semantics/semantics/dict.k	102	rule	function-or-equational-rule		rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
/candidate/reference-semantics/semantics/dict.k	103	rule	function-or-equational-rule		rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
/candidate/reference-semantics/semantics/float.k	14	module	module		module MPY-FLOAT imports MPY-OPERATORS imports MPY-BUILTINS imports FLOAT
/candidate/reference-semantics/semantics/float.k	20	syntax	syntax-declaration		syntax Val ::= Float
/candidate/reference-semantics/semantics/float.k	21	rule	operational-rule		rule <k> Float(F:Float) => F ... </k>
/candidate/reference-semantics/semantics/float.k	24	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
/candidate/reference-semantics/semantics/float.k	25	rule	function-or-equational-rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
/candidate/reference-semantics/semantics/float.k	27	rule	function-or-equational-rule		"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
/candidate/reference-semantics/semantics/float.k	30	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
/candidate/reference-semantics/semantics/float.k	31	rule	function-or-equational-rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
/candidate/reference-semantics/semantics/float.k	32	rule	function-or-equational-rule		"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
/candidate/reference-semantics/semantics/float.k	37	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
/candidate/reference-semantics/semantics/float.k	38	rule	function-or-equational-rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
/candidate/reference-semantics/semantics/float.k	39	rule	function-or-equational-rule		"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
/candidate/reference-semantics/semantics/float.k	43	rule	function-or-equational-rule		"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
/candidate/reference-semantics/semantics/float.k	44	rule	function-or-equational-rule		"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
/candidate/reference-semantics/semantics/float.k	50	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
/candidate/reference-semantics/semantics/float.k	51	rule	function-or-equational-rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
/candidate/reference-semantics/semantics/float.k	52	rule	function-or-equational-rule		"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
