file	line	kind	classification	attributes	relevance	decision	declaration
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/call.k	80	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/call.k	87	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax KItem ::= #allocCells(ParamNames)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/call.k	88	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #allocCells(.ParamNames) => .K ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/call.k	89	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	11	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	12	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	14	syntax	syntax	macro	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Stmts ::= compBody(CompFors, Expr) [macro]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	15	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	18	syntax	syntax	macro-rec	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	19	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	21	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	24	syntax	syntax	macro	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Expr ::= compGuard(Exprs) [macro]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	25	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule compGuard(.Exprs)             => Bool(true)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/comprehension.k	26	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	13	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	16	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	25	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Val ::= kvP(Val, Val)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	26	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	28	rule	ordinary-rule	priority	target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	31	rule	ordinary-rule	priority	target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	34	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	36	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	38	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	42	syntax	function-syntax	function	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	43	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	44	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	47	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	51	syntax	function-syntax	function	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Bool ::= kLt(Val, Val) [function]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	52	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	53	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	54	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	56	syntax	function-syntax	function,total	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	57	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule unpairVS(.ValSeq) => .ValSeq
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	58	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/concrete.k	59	rule	owise-rule	owise	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	9	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	12	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	20	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	27	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	35	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	36	rule	owise-rule	owise	target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	37	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax KItem ::= #bindImports(ParamNames)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	38	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #bindImports(.ParamNames) => .K ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	39	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	43	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	48	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> Expr(_:Val) => .K ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	51	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #branch(Bool, Stmts, Stmts)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	52	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	53	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	54	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	57	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	59	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	65	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	69	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	71	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	72	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	73	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	77	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	78	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	79	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	81	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	85	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	86	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> Continue => #cont ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	87	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> Break => #brk ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	88	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	89	rule	owise-rule	owise	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	90	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	91	rule	owise-rule	owise	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	95	rule	ordinary-rule	priority	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	98	rule	ordinary-rule	priority	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	101	rule	ordinary-rule	priority	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/controls.k	106	rule	ordinary-rule	priority	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	13	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	14	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	15	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax Str    ::= str(IntSeq)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	18	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	25	syntax	function-syntax	function	target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	36	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Parent   ::= "root" | parent(Int)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	37	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Scope    ::= scope(Map, Parent)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	38	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KResult  ::= Val
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	39	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Expr     ::= Val   // cooling puts results back into expression holes
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	40	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Vals     ::= List{Val, ","}
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	41	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Exc      ::= "NoExc" | "AssertionError"
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	42	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax RetState ::= "noRet" | retV(Val)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	49	configuration	configuration		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	68	syntax	function-syntax	function,total	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Bool ::= isRefV(Val) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	69	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule isRefV(ref(_:Int)) => true
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	70	rule	owise-rule	owise	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule isRefV(_:Val)      => false [owise]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	75	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax HeapVal ::= cellV(Val)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	76	syntax	function-syntax	function,total	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Bool ::= isCellRef(Val) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	77	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule isCellRef(cellRef(_:Int)) => true
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	78	rule	owise-rule	owise	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule isCellRef(_:Val)          => false [owise]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	85	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	95	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Val ::= kwV(String, Val)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	96	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #kwTag(String)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	97	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	98	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	100	syntax	function-syntax	function,total	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax Bool ::= isKwV(Val) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	101	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule isKwV(kwV(_:String, _:Val)) => true
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	102	rule	owise-rule	owise	unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule isKwV(_:Val)                => false [owise]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	106	syntax	syntax		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax Val ::= cellsMark(ParamNames)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	107	syntax	function-syntax	function	target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax ParamNames ::= cellsOf(Val) [function]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	108	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	109	syntax	function-syntax	function,total	target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	syntax Bool ::= pnMember(String, ParamNames) [function, total]
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	110	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule pnMember(_:String, .ParamNames) => false
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	111	rule	ordinary-rule		target	ACCEPT_FIXED_FAITHFUL_ON_TARGET_PATH	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	113	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #cellW(Val, Val)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	114	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	117	syntax	syntax		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	syntax KItem ::= #alloc(Val)
/tmp/audit-work/reconstruction-001/reference-semantics/semantics/core.k	118	rule	ordinary-rule		unused	ACCEPT_FIXED_UNUSED_BY_TARGET	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
