id	origin	path	line	kind	attributes	disposition	declaration_or_rule
205	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	328	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
206	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	329	syntax	function,total,opaque/no-evaluators,symbol	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
207	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	335	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
208	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	336	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
209	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	337	syntax	function	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
210	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	338	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule isIntV(_:Int) => true
211	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	340	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule isIntV(_:Bool) => true
212	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	341	rule	owise	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule isIntV(_:Val) => false [owise]
213	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	342	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule isStrV(str(_:IntSeq)) => true
214	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/builtins.k	343	rule	owise	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule isStrV(_:Val) => false [owise]
215	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	16	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
216	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	19	syntax	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax KItem ::= #callee(Exprs)
217	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	20	rule	owise	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
218	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	21	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
219	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	24	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
220	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	26	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
221	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	27	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
222	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	28	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
223	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	29	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
224	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	30	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
225	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	31	rule	owise	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
226	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	32	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
227	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	38	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
228	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	42	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
229	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	47	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
230	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	52	syntax	function,total	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Bool ::= isMutMethod(String) [function, total]
231	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	53	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
232	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	56	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
233	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	63	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
234	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	69	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
235	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	80	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
236	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	87	syntax	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax KItem ::= #allocCells(ParamNames)
237	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	88	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #allocCells(.ParamNames) => .K ... </k>
238	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/call.k	89	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
239	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	11	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
240	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	12	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
241	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	14	syntax	macro	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Stmts ::= compBody(CompFors, Expr) [macro]
242	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	15	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
243	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	18	syntax	macro	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
244	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	19	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
245	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	21	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
246	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	24	syntax	macro	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Expr ::= compGuard(Exprs) [macro]
247	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	25	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule compGuard(.Exprs) => Bool(true)
248	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/comprehension.k	26	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
249	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	13	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
250	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	16	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
251	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	25	syntax	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Val ::= kvP(Val, Val)
252	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	26	syntax	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
253	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	28	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
254	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	31	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
255	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	34	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
256	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	36	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
257	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	38	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
258	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	42	syntax	function	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
259	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	43	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
260	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	44	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
261	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	47	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
262	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	51	syntax	function	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax Bool ::= kLt(Val, Val) [function]
263	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	52	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(I1:Int, I2:Int) => I1 <Int I2
264	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	53	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(F1:Float, F2:Float) => F1 <Float F2
265	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	54	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
266	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	58	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(I:Int, F:Float) => ltIF(I, F)
267	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	59	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(F:Float, I:Int) => ltFI(F, I)
268	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	60	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(B:Bool, V:Val) => kLt(boolAsInt(B), V) requires isInt(V) orBool isFloat(V)
269	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	61	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(V:Val, B:Bool) => kLt(V, boolAsInt(B)) requires isInt(V) orBool isFloat(V)
270	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	62	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule kLt(B1:Bool, B2:Bool) => boolAsInt(B1) <Int boolAsInt(B2)
271	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	64	syntax	function,total	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
272	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	65	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule unpairVS(.ValSeq) => .ValSeq
273	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	66	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
274	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	67	rule	owise	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
275	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	77	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", true), .Vals)) => #alloc(list(revVS(sortVS(revVS(VS))))) ... </k> [priority(40)]
276	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	90	syntax	function	ACCEPTED_SUPPLIED_CONCRETE_EQUALITY_OVERRIDE	syntax Bool ::= numOrKEq(Val, Val) [function]
277	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	91	rule	-	ACCEPTED_SUPPLIED_CONCRETE_EQUALITY_OVERRIDE	rule numOrKEq(A:Val, B:Val) => applyCmp("==", A, B) requires (isInt(A) orBool isBool(A) orBool isFloat(A)) andBool (isInt(B) orBool isBool(B) orBool isFloat(B))
278	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	94	rule	owise	ACCEPTED_SUPPLIED_CONCRETE_EQUALITY_OVERRIDE	rule numOrKEq(A:Val, B:Val) => A ==K B [owise]
279	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	96	rule	priority	ACCEPTED_SUPPLIED_CONCRETE_EQUALITY_OVERRIDE	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires numOrKEq(E, V) [priority(40)]
280	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/concrete.k	98	rule	priority	ACCEPTED_SUPPLIED_CONCRETE_EQUALITY_OVERRIDE	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool numOrKEq(E, V) [priority(40)]
281	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	9	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
282	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	12	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
283	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	20	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
284	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	27	rule	priority	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
285	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	35	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
286	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	36	rule	owise	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
287	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	37	syntax	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax KItem ::= #bindImports(ParamNames)
288	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	38	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #bindImports(.ParamNames) => .K ... </k>
289	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	39	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
290	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	43	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
291	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	48	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> Expr(_:Val) => .K ... </k>
292	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	51	syntax	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	syntax KItem ::= #branch(Bool, Stmts, Stmts)
293	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	52	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
294	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	53	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
295	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	54	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
296	supplied-fixed-semantics	/tmp/audit-work/review-34-unique/reference-semantics/semantics/controls.k	57	rule	-	ACCEPTED_FIXED_SUPPLIED_RULE_OR_DECLARATION	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
