origin	path	line	kind	attributes	decision	source_excerpt
supplied	reference-semantics/semantics/builtins.k	239	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
supplied	reference-semantics/semantics/builtins.k	240	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
supplied	reference-semantics/semantics/builtins.k	241	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
supplied	reference-semantics/semantics/builtins.k	243	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
supplied	reference-semantics/semantics/builtins.k	244	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
supplied	reference-semantics/semantics/builtins.k	245	rule	-	SUPPLIED_FIXED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
supplied	reference-semantics/semantics/builtins.k	246	rule	-	SUPPLIED_FIXED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
supplied	reference-semantics/semantics/builtins.k	247	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
supplied	reference-semantics/semantics/builtins.k	248	rule	-	SUPPLIED_FIXED_SEMANTICS	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
supplied	reference-semantics/semantics/builtins.k	250	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
supplied	reference-semantics/semantics/builtins.k	251	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
supplied	reference-semantics/semantics/builtins.k	252	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
supplied	reference-semantics/semantics/builtins.k	253	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
supplied	reference-semantics/semantics/builtins.k	254	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
supplied	reference-semantics/semantics/builtins.k	255	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
supplied	reference-semantics/semantics/builtins.k	256	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
supplied	reference-semantics/semantics/builtins.k	257	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
supplied	reference-semantics/semantics/builtins.k	260	rule	-	SUPPLIED_FIXED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
supplied	reference-semantics/semantics/builtins.k	263	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
supplied	reference-semantics/semantics/builtins.k	265	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= inLevelE(String, String) [function, total]
supplied	reference-semantics/semantics/builtins.k	266	rule	-	SUPPLIED_FIXED_SEMANTICS	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
supplied	reference-semantics/semantics/builtins.k	267	rule	-	SUPPLIED_FIXED_SEMANTICS	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
supplied	reference-semantics/semantics/builtins.k	268	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule inLevelE(_:String, _:String) => false [owise]
supplied	reference-semantics/semantics/builtins.k	269	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
supplied	reference-semantics/semantics/builtins.k	270	rule	-	SUPPLIED_FIXED_SEMANTICS	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
supplied	reference-semantics/semantics/builtins.k	271	rule	-	SUPPLIED_FIXED_SEMANTICS	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
supplied	reference-semantics/semantics/builtins.k	272	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
supplied	reference-semantics/semantics/builtins.k	273	rule	-	SUPPLIED_FIXED_SEMANTICS	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
supplied	reference-semantics/semantics/builtins.k	274	rule	-	SUPPLIED_FIXED_SEMANTICS	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
supplied	reference-semantics/semantics/builtins.k	279	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= "#md5"
supplied	reference-semantics/semantics/builtins.k	280	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
supplied	reference-semantics/semantics/builtins.k	282	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
supplied	reference-semantics/semantics/builtins.k	283	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= md5Obj(IntSeq)
supplied	reference-semantics/semantics/builtins.k	284	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
supplied	reference-semantics/semantics/builtins.k	285	syntax	function,total,symbol,no-evaluators	SUPPLIED_OPAQUE_OR_SYMBOLIC_PRIMITIVE	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
supplied	reference-semantics/semantics/builtins.k	291	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
supplied	reference-semantics/semantics/builtins.k	292	rule	-	SUPPLIED_FIXED_SEMANTICS	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
supplied	reference-semantics/semantics/builtins.k	293	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
supplied	reference-semantics/semantics/builtins.k	294	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isIntV(_:Int) => true
supplied	reference-semantics/semantics/builtins.k	295	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule isIntV(_:Val) => false [owise]
supplied	reference-semantics/semantics/builtins.k	296	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isStrV(str(_:IntSeq)) => true
supplied	reference-semantics/semantics/builtins.k	297	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule isStrV(_:Val) => false [owise]
supplied	reference-semantics/semantics/call.k	16	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
supplied	reference-semantics/semantics/call.k	19	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #callee(Exprs)
supplied	reference-semantics/semantics/call.k	20	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
supplied	reference-semantics/semantics/call.k	21	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
supplied	reference-semantics/semantics/call.k	24	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
supplied	reference-semantics/semantics/call.k	26	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
supplied	reference-semantics/semantics/call.k	27	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
supplied	reference-semantics/semantics/call.k	28	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
supplied	reference-semantics/semantics/call.k	29	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
supplied	reference-semantics/semantics/call.k	30	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
supplied	reference-semantics/semantics/call.k	31	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
supplied	reference-semantics/semantics/call.k	32	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
supplied	reference-semantics/semantics/call.k	38	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	reference-semantics/semantics/call.k	42	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
supplied	reference-semantics/semantics/call.k	47	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
supplied	reference-semantics/semantics/call.k	52	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= isMutMethod(String) [function, total]
supplied	reference-semantics/semantics/call.k	53	rule	-	SUPPLIED_FIXED_SEMANTICS	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
supplied	reference-semantics/semantics/call.k	56	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
supplied	reference-semantics/semantics/call.k	63	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
supplied	reference-semantics/semantics/call.k	69	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
supplied	reference-semantics/semantics/call.k	80	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
supplied	reference-semantics/semantics/call.k	87	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #allocCells(ParamNames)
supplied	reference-semantics/semantics/call.k	88	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #allocCells(.ParamNames) => .K ... </k>
supplied	reference-semantics/semantics/call.k	89	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
supplied	reference-semantics/semantics/comprehension.k	11	rule	-	SUPPLIED_FIXED_SEMANTICS	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
supplied	reference-semantics/semantics/comprehension.k	12	rule	-	SUPPLIED_FIXED_SEMANTICS	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
supplied	reference-semantics/semantics/comprehension.k	14	syntax	macro	SUPPLIED_FIXED_SEMANTICS	syntax Stmts ::= compBody(CompFors, Expr) [macro]
supplied	reference-semantics/semantics/comprehension.k	15	rule	-	SUPPLIED_FIXED_SEMANTICS	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
supplied	reference-semantics/semantics/comprehension.k	18	syntax	macro	SUPPLIED_FIXED_SEMANTICS	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
supplied	reference-semantics/semantics/comprehension.k	19	rule	-	SUPPLIED_FIXED_SEMANTICS	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
supplied	reference-semantics/semantics/comprehension.k	21	rule	-	SUPPLIED_FIXED_SEMANTICS	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
supplied	reference-semantics/semantics/comprehension.k	24	syntax	macro	SUPPLIED_FIXED_SEMANTICS	syntax Expr ::= compGuard(Exprs) [macro]
supplied	reference-semantics/semantics/comprehension.k	25	rule	-	SUPPLIED_FIXED_SEMANTICS	rule compGuard(.Exprs) => Bool(true)
supplied	reference-semantics/semantics/comprehension.k	26	rule	-	SUPPLIED_FIXED_SEMANTICS	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
supplied	reference-semantics/semantics/concrete.k	13	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
supplied	reference-semantics/semantics/concrete.k	16	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
supplied	reference-semantics/semantics/concrete.k	25	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax Val ::= kvP(Val, Val)
supplied	reference-semantics/semantics/concrete.k	26	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
supplied	reference-semantics/semantics/concrete.k	28	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
supplied	reference-semantics/semantics/concrete.k	31	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
supplied	reference-semantics/semantics/concrete.k	34	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
supplied	reference-semantics/semantics/concrete.k	36	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
supplied	reference-semantics/semantics/concrete.k	38	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
supplied	reference-semantics/semantics/concrete.k	42	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
supplied	reference-semantics/semantics/concrete.k	43	rule	-	SUPPLIED_FIXED_SEMANTICS	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
supplied	reference-semantics/semantics/concrete.k	44	rule	-	SUPPLIED_FIXED_SEMANTICS	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
supplied	reference-semantics/semantics/concrete.k	47	rule	-	SUPPLIED_FIXED_SEMANTICS	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
supplied	reference-semantics/semantics/concrete.k	51	syntax	function	SUPPLIED_FIXED_SEMANTICS	syntax Bool ::= kLt(Val, Val) [function]
supplied	reference-semantics/semantics/concrete.k	52	rule	-	SUPPLIED_FIXED_SEMANTICS	rule kLt(I1:Int, I2:Int) => I1 <Int I2
supplied	reference-semantics/semantics/concrete.k	53	rule	-	SUPPLIED_FIXED_SEMANTICS	rule kLt(F1:Float, F2:Float) => F1 <Float F2
supplied	reference-semantics/semantics/concrete.k	54	rule	-	SUPPLIED_FIXED_SEMANTICS	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
supplied	reference-semantics/semantics/concrete.k	56	syntax	function,total	SUPPLIED_FIXED_SEMANTICS	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
supplied	reference-semantics/semantics/concrete.k	57	rule	-	SUPPLIED_FIXED_SEMANTICS	rule unpairVS(.ValSeq) => .ValSeq
supplied	reference-semantics/semantics/concrete.k	58	rule	-	SUPPLIED_FIXED_SEMANTICS	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
supplied	reference-semantics/semantics/concrete.k	59	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
supplied	reference-semantics/semantics/controls.k	9	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
supplied	reference-semantics/semantics/controls.k	12	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
supplied	reference-semantics/semantics/controls.k	20	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
supplied	reference-semantics/semantics/controls.k	27	rule	priority	SUPPLIED_FIXED_SEMANTICS	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
supplied	reference-semantics/semantics/controls.k	35	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
supplied	reference-semantics/semantics/controls.k	36	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
supplied	reference-semantics/semantics/controls.k	37	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #bindImports(ParamNames)
supplied	reference-semantics/semantics/controls.k	38	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #bindImports(.ParamNames) => .K ... </k>
supplied	reference-semantics/semantics/controls.k	39	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
supplied	reference-semantics/semantics/controls.k	43	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
supplied	reference-semantics/semantics/controls.k	48	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Expr(_:Val) => .K ... </k>
supplied	reference-semantics/semantics/controls.k	51	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #branch(Bool, Stmts, Stmts)
supplied	reference-semantics/semantics/controls.k	52	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
supplied	reference-semantics/semantics/controls.k	53	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
supplied	reference-semantics/semantics/controls.k	54	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
supplied	reference-semantics/semantics/controls.k	57	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
supplied	reference-semantics/semantics/controls.k	59	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
supplied	reference-semantics/semantics/controls.k	65	syntax	-	SUPPLIED_FIXED_SEMANTICS	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
supplied	reference-semantics/semantics/controls.k	69	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
supplied	reference-semantics/semantics/controls.k	71	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
supplied	reference-semantics/semantics/controls.k	72	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
supplied	reference-semantics/semantics/controls.k	73	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
supplied	reference-semantics/semantics/controls.k	77	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
supplied	reference-semantics/semantics/controls.k	78	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
supplied	reference-semantics/semantics/controls.k	79	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
supplied	reference-semantics/semantics/controls.k	81	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
supplied	reference-semantics/semantics/controls.k	85	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
supplied	reference-semantics/semantics/controls.k	86	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Continue => #cont ... </k>
supplied	reference-semantics/semantics/controls.k	87	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> Break => #brk ... </k>
supplied	reference-semantics/semantics/controls.k	88	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
supplied	reference-semantics/semantics/controls.k	89	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
supplied	reference-semantics/semantics/controls.k	90	rule	-	SUPPLIED_FIXED_SEMANTICS	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
supplied	reference-semantics/semantics/controls.k	91	rule	owise	SUPPLIED_FIXED_SEMANTICS	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
