Script started on 2026-07-29 12:11:03-05:00 [<not executed on terminal>]
path	line	kind	attributes	scope	material_to_max_fill	reviewer_disposition	declaration_or_rule
semantics/builtins.k	178	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("range", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)
semantics/builtins.k	179	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0
semantics/builtins.k	187	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
semantics/builtins.k	188	function-declaration	function	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Int ::= evalArith(IntSeq) [function]
semantics/builtins.k	189	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
semantics/builtins.k	192	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
semantics/builtins.k	194	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Bool ::= evDigit(Int) [function, total]
semantics/builtins.k	195	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
semantics/builtins.k	196	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Bool ::= evHead42(IntSeq) [function, total]
semantics/builtins.k	197	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule evHead42(iCons(42, _:IntSeq)) => true
semantics/builtins.k	198	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule evHead42(_:IntSeq)            => false [owise]
semantics/builtins.k	199	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Bool ::= evHead47(IntSeq) [function, total]
semantics/builtins.k	200	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule evHead47(iCons(47, _:IntSeq)) => true
semantics/builtins.k	201	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule evHead47(_:IntSeq)            => false [owise]
semantics/builtins.k	203	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax OpSeq ::= tokOps(IntSeq) [function, total]
semantics/builtins.k	204	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(.IntSeq)                 => .OpSeq
semantics/builtins.k	205	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
semantics/builtins.k	206	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
semantics/builtins.k	207	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
semantics/builtins.k	208	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(42, R:IntSeq))     => oCons("*", tokOps(R)) requires notBool evHead42(R)
semantics/builtins.k	209	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
semantics/builtins.k	210	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(47, R:IntSeq))     => oCons("/", tokOps(R)) requires notBool evHead47(R)
semantics/builtins.k	211	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(43, R:IntSeq))     => oCons("+", tokOps(R))
semantics/builtins.k	212	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokOps(iCons(45, R:IntSeq))     => oCons("-", tokOps(R))
semantics/builtins.k	214	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
semantics/builtins.k	216	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokNds(.IntSeq)                => .IntSeq
semantics/builtins.k	217	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
semantics/builtins.k	218	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
semantics/builtins.k	219	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
semantics/builtins.k	221	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
semantics/builtins.k	223	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
semantics/builtins.k	225	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax EvPair ::= evp(OpSeq, IntSeq)
semantics/builtins.k	226	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Int ::= firstNdE(EvPair) [function, total]
semantics/builtins.k	227	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
semantics/builtins.k	228	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule firstNdE(_:EvPair) => 0 [owise]
semantics/builtins.k	230	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Int ::= applyOpE(String, Int, Int) [function, total]
semantics/builtins.k	231	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyOpE("+",  A:Int, B:Int) => A +Int B
semantics/builtins.k	232	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyOpE("-",  A:Int, B:Int) => A -Int B
semantics/builtins.k	233	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyOpE("*",  A:Int, B:Int) => A *Int B
semantics/builtins.k	234	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyOpE("//", A:Int, B:Int) => A divInt B
semantics/builtins.k	235	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyOpE("**", A:Int, B:Int) => A ^Int B
semantics/builtins.k	236	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
semantics/builtins.k	238	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
semantics/builtins.k	239	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
semantics/builtins.k	240	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
semantics/builtins.k	241	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
semantics/builtins.k	243	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
semantics/builtins.k	244	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
semantics/builtins.k	245	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
semantics/builtins.k	246	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
semantics/builtins.k	247	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
semantics/builtins.k	248	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
semantics/builtins.k	250	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
semantics/builtins.k	251	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
semantics/builtins.k	252	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
semantics/builtins.k	253	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
semantics/builtins.k	254	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
semantics/builtins.k	255	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
semantics/builtins.k	256	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
semantics/builtins.k	257	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
semantics/builtins.k	260	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
semantics/builtins.k	263	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
semantics/builtins.k	265	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Bool ::= inLevelE(String, String) [function, total]
semantics/builtins.k	266	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
semantics/builtins.k	267	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
semantics/builtins.k	268	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule inLevelE(_:String, _:String) => false [owise]
semantics/builtins.k	269	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
semantics/builtins.k	270	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
semantics/builtins.k	271	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
semantics/builtins.k	272	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
semantics/builtins.k	273	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
semantics/builtins.k	274	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
semantics/builtins.k	279	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax KItem ::= "#md5"
semantics/builtins.k	280	priority-rule	priority	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
semantics/builtins.k	282	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
semantics/builtins.k	283	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Val ::= md5Obj(IntSeq)
semantics/builtins.k	284	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
semantics/builtins.k	285	opaque-function-declaration	function,total,symbol,no-evaluators	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
semantics/builtins.k	291	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
semantics/builtins.k	292	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
semantics/builtins.k	293	function-declaration	function	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
semantics/builtins.k	294	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule isIntV(_:Int)         => true
semantics/builtins.k	295	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule isIntV(_:Val)         => false [owise]
semantics/builtins.k	296	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule isStrV(str(_:IntSeq)) => true
semantics/builtins.k	297	ordinary-rule	owise	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule isStrV(_:Val)         => false [owise]
semantics/builtins.k	298	endmodule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	endmodule
semantics/call.k	10	module	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	module MPY-CALL
semantics/call.k	11	imports	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	imports MPY-METHODS
semantics/call.k	12	imports	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	imports MPY-BUILTINS
semantics/call.k	13	imports	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	imports MPY-FUNCTIONS
semantics/call.k	16	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
semantics/call.k	19	syntax	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	syntax KItem ::= #callee(Exprs)
semantics/call.k	20	ordinary-rule	owise	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
semantics/call.k	21	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
semantics/call.k	24	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
semantics/call.k	26	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
semantics/call.k	27	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
semantics/call.k	28	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
semantics/call.k	29	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
semantics/call.k	30	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
semantics/call.k	31	ordinary-rule	owise	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
semantics/call.k	32	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
semantics/call.k	38	priority-rule	priority	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/call.k	42	priority-rule	priority	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
semantics/call.k	47	priority-rule	priority	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/call.k	52	function-declaration	function,total	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Bool ::= isMutMethod(String) [function, total]
semantics/call.k	53	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
semantics/call.k	56	priority-rule	priority	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
semantics/call.k	63	priority-rule	priority	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
semantics/call.k	69	ordinary-rule	-	SUPPLIED_FIXED	YES	ACCEPTED_FIXED_TARGET_PATH	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
semantics/call.k	80	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
semantics/call.k	87	syntax	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax KItem ::= #allocCells(ParamNames)
semantics/call.k	88	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #allocCells(.ParamNames) => .K ... </k>
semantics/call.k	89	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
semantics/call.k	95	endmodule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	endmodule
semantics/comprehension.k	3	module	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	module MPY-COMPREHENSION
semantics/comprehension.k	4	imports	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	imports MPY-CORE
semantics/comprehension.k	5	imports	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	imports MPY-OPERATORS
semantics/comprehension.k	6	imports	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	imports MPY-LIST
semantics/comprehension.k	7	imports	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	imports MPY-CONTROLS
semantics/comprehension.k	8	imports	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	imports MPY-FUNCTIONS
semantics/comprehension.k	11	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
semantics/comprehension.k	12	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
semantics/comprehension.k	14	syntax	macro	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Stmts ::= compBody(CompFors, Expr) [macro]
semantics/comprehension.k	15	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
semantics/comprehension.k	18	syntax	macro,macro-rec	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
semantics/comprehension.k	19	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
semantics/comprehension.k	21	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
semantics/comprehension.k	24	syntax	macro	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	syntax Expr ::= compGuard(Exprs) [macro]
semantics/comprehension.k	25	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule compGuard(.Exprs)             => Bool(true)
semantics/comprehension.k	26	ordinary-rule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
semantics/comprehension.k	27	endmodule	-	SUPPLIED_FIXED	NO	ACCEPTED_INERT_FOR_TARGET	endmodule
