id	file	line	kind	attributes	source
K0215	/reference/reference-semantics/semantics/builtins.k	239	rule	-	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K0216	/reference/reference-semantics/semantics/builtins.k	240	rule	-	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
K0217	/reference/reference-semantics/semantics/builtins.k	241	rule	-	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
K0218	/reference/reference-semantics/semantics/builtins.k	243	rule	owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0219	/reference/reference-semantics/semantics/builtins.k	244	syntax	function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0220	/reference/reference-semantics/semantics/builtins.k	245	rule	-	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0221	/reference/reference-semantics/semantics/builtins.k	246	rule	-	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0222	/reference/reference-semantics/semantics/builtins.k	247	syntax	function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0223	/reference/reference-semantics/semantics/builtins.k	248	rule	-	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0224	/reference/reference-semantics/semantics/builtins.k	250	syntax	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0225	/reference/reference-semantics/semantics/builtins.k	251	rule	-	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
K0226	/reference/reference-semantics/semantics/builtins.k	252	rule	-	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0227	/reference/reference-semantics/semantics/builtins.k	253	rule	-	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
K0228	/reference/reference-semantics/semantics/builtins.k	254	rule	-	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0229	/reference/reference-semantics/semantics/builtins.k	255	syntax	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0230	/reference/reference-semantics/semantics/builtins.k	256	rule	-	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0231	/reference/reference-semantics/semantics/builtins.k	257	rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
K0232	/reference/reference-semantics/semantics/builtins.k	260	rule	-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
K0233	/reference/reference-semantics/semantics/builtins.k	263	rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0234	/reference/reference-semantics/semantics/builtins.k	265	syntax	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
K0235	/reference/reference-semantics/semantics/builtins.k	266	rule	-	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
K0236	/reference/reference-semantics/semantics/builtins.k	267	rule	-	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
K0237	/reference/reference-semantics/semantics/builtins.k	268	rule	owise	rule inLevelE(_:String, _:String) => false [owise]
K0238	/reference/reference-semantics/semantics/builtins.k	269	syntax	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0239	/reference/reference-semantics/semantics/builtins.k	270	rule	-	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0240	/reference/reference-semantics/semantics/builtins.k	271	rule	-	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0241	/reference/reference-semantics/semantics/builtins.k	272	syntax	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0242	/reference/reference-semantics/semantics/builtins.k	273	rule	-	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0243	/reference/reference-semantics/semantics/builtins.k	274	rule	-	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K0244	/reference/reference-semantics/semantics/builtins.k	279	syntax	-	syntax KItem ::= "#md5"
K0245	/reference/reference-semantics/semantics/builtins.k	280	rule	priority	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K0246	/reference/reference-semantics/semantics/builtins.k	282	rule	-	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0247	/reference/reference-semantics/semantics/builtins.k	283	syntax	-	syntax Val ::= md5Obj(IntSeq)
K0248	/reference/reference-semantics/semantics/builtins.k	284	rule	-	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
K0249	/reference/reference-semantics/semantics/builtins.k	285	syntax	function,total,no-evaluators,symbol	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0250	/reference/reference-semantics/semantics/builtins.k	291	rule	-	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
K0251	/reference/reference-semantics/semantics/builtins.k	292	rule	-	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
K0252	/reference/reference-semantics/semantics/builtins.k	293	syntax	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0253	/reference/reference-semantics/semantics/builtins.k	294	rule	-	rule isIntV(_:Int)         => true
K0254	/reference/reference-semantics/semantics/builtins.k	295	rule	owise	rule isIntV(_:Val)         => false [owise]
K0255	/reference/reference-semantics/semantics/builtins.k	296	rule	-	rule isStrV(str(_:IntSeq)) => true
K0256	/reference/reference-semantics/semantics/builtins.k	297	rule	owise	rule isStrV(_:Val)         => false [owise]
K0257	/reference/reference-semantics/semantics/builtins.k	298	endmodule	-	endmodule
K0258	/reference/reference-semantics/semantics/call.k	10	module	-	module MPY-CALL
K0259	/reference/reference-semantics/semantics/call.k	11	imports	-	imports MPY-METHODS
K0260	/reference/reference-semantics/semantics/call.k	12	imports	-	imports MPY-BUILTINS
K0261	/reference/reference-semantics/semantics/call.k	13	imports	-	imports MPY-FUNCTIONS
K0262	/reference/reference-semantics/semantics/call.k	16	rule	-	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
K0263	/reference/reference-semantics/semantics/call.k	19	syntax	-	syntax KItem ::= #callee(Exprs)
K0264	/reference/reference-semantics/semantics/call.k	20	rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K0265	/reference/reference-semantics/semantics/call.k	21	rule	-	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
K0266	/reference/reference-semantics/semantics/call.k	24	rule	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K0267	/reference/reference-semantics/semantics/call.k	26	rule	-	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
K0268	/reference/reference-semantics/semantics/call.k	27	rule	-	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
K0269	/reference/reference-semantics/semantics/call.k	28	rule	-	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
K0270	/reference/reference-semantics/semantics/call.k	29	rule	-	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
K0271	/reference/reference-semantics/semantics/call.k	30	rule	-	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
K0272	/reference/reference-semantics/semantics/call.k	31	rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K0273	/reference/reference-semantics/semantics/call.k	32	rule	-	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
K0274	/reference/reference-semantics/semantics/call.k	38	rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0275	/reference/reference-semantics/semantics/call.k	42	rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
K0276	/reference/reference-semantics/semantics/call.k	47	rule	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0277	/reference/reference-semantics/semantics/call.k	52	syntax	function,total	syntax Bool ::= isMutMethod(String) [function, total]
K0278	/reference/reference-semantics/semantics/call.k	53	rule	-	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
K0279	/reference/reference-semantics/semantics/call.k	56	rule	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
K0280	/reference/reference-semantics/semantics/call.k	63	rule	priority	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
K0281	/reference/reference-semantics/semantics/call.k	69	rule	-	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0282	/reference/reference-semantics/semantics/call.k	80	rule	-	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0283	/reference/reference-semantics/semantics/call.k	87	syntax	-	syntax KItem ::= #allocCells(ParamNames)
K0284	/reference/reference-semantics/semantics/call.k	88	rule	-	rule <k> #allocCells(.ParamNames) => .K ... </k>
K0285	/reference/reference-semantics/semantics/call.k	89	rule	-	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0286	/reference/reference-semantics/semantics/call.k	95	endmodule	-	endmodule
K0287	/reference/reference-semantics/semantics/comprehension.k	3	module	-	module MPY-COMPREHENSION
K0288	/reference/reference-semantics/semantics/comprehension.k	4	imports	-	imports MPY-CORE
K0289	/reference/reference-semantics/semantics/comprehension.k	5	imports	-	imports MPY-OPERATORS
K0290	/reference/reference-semantics/semantics/comprehension.k	6	imports	-	imports MPY-LIST
K0291	/reference/reference-semantics/semantics/comprehension.k	7	imports	-	imports MPY-CONTROLS
K0292	/reference/reference-semantics/semantics/comprehension.k	8	imports	-	imports MPY-FUNCTIONS
K0293	/reference/reference-semantics/semantics/comprehension.k	11	rule	-	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0294	/reference/reference-semantics/semantics/comprehension.k	12	rule	-	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0295	/reference/reference-semantics/semantics/comprehension.k	14	syntax	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K0296	/reference/reference-semantics/semantics/comprehension.k	15	rule	-	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
K0297	/reference/reference-semantics/semantics/comprehension.k	18	syntax	macro-rec	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K0298	/reference/reference-semantics/semantics/comprehension.k	19	rule	-	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
K0299	/reference/reference-semantics/semantics/comprehension.k	21	rule	-	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K0300	/reference/reference-semantics/semantics/comprehension.k	24	syntax	macro	syntax Expr ::= compGuard(Exprs) [macro]
K0301	/reference/reference-semantics/semantics/comprehension.k	25	rule	-	rule compGuard(.Exprs)             => Bool(true)
K0302	/reference/reference-semantics/semantics/comprehension.k	26	rule	-	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
K0303	/reference/reference-semantics/semantics/comprehension.k	27	endmodule	-	endmodule
K0304	/reference/reference-semantics/semantics/concrete.k	8	module	-	module MPY-CONCRETE
K0305	/reference/reference-semantics/semantics/concrete.k	9	imports	-	imports MPY
K0306	/reference/reference-semantics/semantics/concrete.k	13	rule	-	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
K0307	/reference/reference-semantics/semantics/concrete.k	16	rule	-	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
K0308	/reference/reference-semantics/semantics/concrete.k	25	syntax	-	syntax Val ::= kvP(Val, Val)
K0309	/reference/reference-semantics/semantics/concrete.k	26	syntax	-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K0310	/reference/reference-semantics/semantics/concrete.k	28	rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K0311	/reference/reference-semantics/semantics/concrete.k	31	rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K0312	/reference/reference-semantics/semantics/concrete.k	34	rule	-	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K0313	/reference/reference-semantics/semantics/concrete.k	36	rule	-	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K0314	/reference/reference-semantics/semantics/concrete.k	38	rule	-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
K0315	/reference/reference-semantics/semantics/concrete.k	42	syntax	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K0316	/reference/reference-semantics/semantics/concrete.k	43	rule	-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K0317	/reference/reference-semantics/semantics/concrete.k	44	rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
K0318	/reference/reference-semantics/semantics/concrete.k	47	rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
K0319	/reference/reference-semantics/semantics/concrete.k	51	syntax	function	syntax Bool ::= kLt(Val, Val) [function]
K0320	/reference/reference-semantics/semantics/concrete.k	52	rule	-	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
K0321	/reference/reference-semantics/semantics/concrete.k	53	rule	-	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
K0322	/reference/reference-semantics/semantics/concrete.k	54	rule	-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0323	/reference/reference-semantics/semantics/concrete.k	56	syntax	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K0324	/reference/reference-semantics/semantics/concrete.k	57	rule	-	rule unpairVS(.ValSeq) => .ValSeq
K0325	/reference/reference-semantics/semantics/concrete.k	58	rule	-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0326	/reference/reference-semantics/semantics/concrete.k	59	rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0327	/reference/reference-semantics/semantics/concrete.k	60	endmodule	-	endmodule
K0328	/reference/reference-semantics/semantics/controls.k	3	module	-	module MPY-CONTROLS
K0329	/reference/reference-semantics/semantics/controls.k	4	imports	-	imports MPY-CORE
K0330	/reference/reference-semantics/semantics/controls.k	5	imports	-	imports MPY-TUPLE
K0331	/reference/reference-semantics/semantics/controls.k	6	imports	-	imports MPY-ITER
K0332	/reference/reference-semantics/semantics/controls.k	9	rule	-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0333	/reference/reference-semantics/semantics/controls.k	12	rule	priority	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
K0334	/reference/reference-semantics/semantics/controls.k	20	rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
K0335	/reference/reference-semantics/semantics/controls.k	27	rule	priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
K0336	/reference/reference-semantics/semantics/controls.k	35	rule	-	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K0337	/reference/reference-semantics/semantics/controls.k	36	rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0338	/reference/reference-semantics/semantics/controls.k	37	syntax	-	syntax KItem ::= #bindImports(ParamNames)
K0339	/reference/reference-semantics/semantics/controls.k	38	rule	-	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0340	/reference/reference-semantics/semantics/controls.k	39	rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
K0341	/reference/reference-semantics/semantics/controls.k	43	rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
K0342	/reference/reference-semantics/semantics/controls.k	48	rule	-	rule <k> Expr(_:Val) => .K ... </k>
K0343	/reference/reference-semantics/semantics/controls.k	51	syntax	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0344	/reference/reference-semantics/semantics/controls.k	52	rule	-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0345	/reference/reference-semantics/semantics/controls.k	53	rule	-	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
K0346	/reference/reference-semantics/semantics/controls.k	54	rule	-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0347	/reference/reference-semantics/semantics/controls.k	57	rule	-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
K0348	/reference/reference-semantics/semantics/controls.k	59	rule	-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
K0349	/reference/reference-semantics/semantics/controls.k	65	syntax	-	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0350	/reference/reference-semantics/semantics/controls.k	69	rule	-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0351	/reference/reference-semantics/semantics/controls.k	71	rule	-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0352	/reference/reference-semantics/semantics/controls.k	72	rule	-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0353	/reference/reference-semantics/semantics/controls.k	73	rule	-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0354	/reference/reference-semantics/semantics/controls.k	77	rule	-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0355	/reference/reference-semantics/semantics/controls.k	78	rule	-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0356	/reference/reference-semantics/semantics/controls.k	79	rule	-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
K0357	/reference/reference-semantics/semantics/controls.k	81	rule	-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
K0358	/reference/reference-semantics/semantics/controls.k	85	rule	-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0359	/reference/reference-semantics/semantics/controls.k	86	rule	-	rule <k> Continue => #cont ... </k>
K0360	/reference/reference-semantics/semantics/controls.k	87	rule	-	rule <k> Break => #brk ... </k>
K0361	/reference/reference-semantics/semantics/controls.k	88	rule	-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0362	/reference/reference-semantics/semantics/controls.k	89	rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0363	/reference/reference-semantics/semantics/controls.k	90	rule	-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0364	/reference/reference-semantics/semantics/controls.k	91	rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0365	/reference/reference-semantics/semantics/controls.k	95	rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0366	/reference/reference-semantics/semantics/controls.k	98	rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0367	/reference/reference-semantics/semantics/controls.k	101	rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0368	/reference/reference-semantics/semantics/controls.k	106	rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0369	/reference/reference-semantics/semantics/controls.k	109	endmodule	-	endmodule
K0370	/reference/reference-semantics/semantics/core.k	3	module	-	module MPY-CORE
K0371	/reference/reference-semantics/semantics/core.k	4	imports	-	imports MPY-SYNTAX
K0372	/reference/reference-semantics/semantics/core.k	5	imports	-	imports INT
K0373	/reference/reference-semantics/semantics/core.k	6	imports	-	imports BOOL
K0374	/reference/reference-semantics/semantics/core.k	7	imports	-	imports STRING
K0375	/reference/reference-semantics/semantics/core.k	8	imports	-	imports MAP
K0376	/reference/reference-semantics/semantics/core.k	9	imports	-	imports LIST
K0377	/reference/reference-semantics/semantics/core.k	10	imports	-	imports K-EQUAL
K0378	/reference/reference-semantics/semantics/core.k	13	syntax	-	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0379	/reference/reference-semantics/semantics/core.k	14	syntax	-	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0380	/reference/reference-semantics/semantics/core.k	15	syntax	-	syntax Str    ::= str(IntSeq)
K0381	/reference/reference-semantics/semantics/core.k	18	syntax	-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0382	/reference/reference-semantics/semantics/core.k	25	syntax	function	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
K0383	/reference/reference-semantics/semantics/core.k	36	syntax	-	syntax Parent   ::= "root" | parent(Int)
K0384	/reference/reference-semantics/semantics/core.k	37	syntax	-	syntax Scope    ::= scope(Map, Parent)
