id	file	line	kind	attributes	disposition	reason
K0247	/reference/reference-semantics/semantics/builtins.k	283	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0248	/reference/reference-semantics/semantics/builtins.k	284	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0249	/reference/reference-semantics/semantics/builtins.k	285	syntax	function,total,no-evaluators,symbol	ACCEPT_INERT_OPAQUE_DECLARATION	Opaque fixed-semantics symbol; not reachable from solution.mpy.
K0250	/reference/reference-semantics/semantics/builtins.k	291	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0251	/reference/reference-semantics/semantics/builtins.k	292	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0252	/reference/reference-semantics/semantics/builtins.k	293	syntax	function	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0253	/reference/reference-semantics/semantics/builtins.k	294	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0254	/reference/reference-semantics/semantics/builtins.k	295	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0255	/reference/reference-semantics/semantics/builtins.k	296	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0256	/reference/reference-semantics/semantics/builtins.k	297	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0257	/reference/reference-semantics/semantics/builtins.k	298	endmodule	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0258	/reference/reference-semantics/semantics/call.k	10	module	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0259	/reference/reference-semantics/semantics/call.k	11	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0260	/reference/reference-semantics/semantics/call.k	12	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0261	/reference/reference-semantics/semantics/call.k	13	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0262	/reference/reference-semantics/semantics/call.k	16	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0263	/reference/reference-semantics/semantics/call.k	19	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0264	/reference/reference-semantics/semantics/call.k	20	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0265	/reference/reference-semantics/semantics/call.k	21	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0266	/reference/reference-semantics/semantics/call.k	24	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0267	/reference/reference-semantics/semantics/call.k	26	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0268	/reference/reference-semantics/semantics/call.k	27	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0269	/reference/reference-semantics/semantics/call.k	28	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0270	/reference/reference-semantics/semantics/call.k	29	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0271	/reference/reference-semantics/semantics/call.k	30	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0272	/reference/reference-semantics/semantics/call.k	31	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0273	/reference/reference-semantics/semantics/call.k	32	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0274	/reference/reference-semantics/semantics/call.k	38	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0275	/reference/reference-semantics/semantics/call.k	42	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0276	/reference/reference-semantics/semantics/call.k	47	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0277	/reference/reference-semantics/semantics/call.k	52	syntax	function,total	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0278	/reference/reference-semantics/semantics/call.k	53	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0279	/reference/reference-semantics/semantics/call.k	56	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0280	/reference/reference-semantics/semantics/call.k	63	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0281	/reference/reference-semantics/semantics/call.k	69	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0282	/reference/reference-semantics/semantics/call.k	80	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0283	/reference/reference-semantics/semantics/call.k	87	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0284	/reference/reference-semantics/semantics/call.k	88	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0285	/reference/reference-semantics/semantics/call.k	89	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0286	/reference/reference-semantics/semantics/call.k	95	endmodule	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0287	/reference/reference-semantics/semantics/comprehension.k	3	module	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0288	/reference/reference-semantics/semantics/comprehension.k	4	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0289	/reference/reference-semantics/semantics/comprehension.k	5	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0290	/reference/reference-semantics/semantics/comprehension.k	6	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0291	/reference/reference-semantics/semantics/comprehension.k	7	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0292	/reference/reference-semantics/semantics/comprehension.k	8	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0293	/reference/reference-semantics/semantics/comprehension.k	11	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0294	/reference/reference-semantics/semantics/comprehension.k	12	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0295	/reference/reference-semantics/semantics/comprehension.k	14	syntax	macro	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0296	/reference/reference-semantics/semantics/comprehension.k	15	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0297	/reference/reference-semantics/semantics/comprehension.k	18	syntax	macro-rec	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0298	/reference/reference-semantics/semantics/comprehension.k	19	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0299	/reference/reference-semantics/semantics/comprehension.k	21	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0300	/reference/reference-semantics/semantics/comprehension.k	24	syntax	macro	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0301	/reference/reference-semantics/semantics/comprehension.k	25	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0302	/reference/reference-semantics/semantics/comprehension.k	26	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0303	/reference/reference-semantics/semantics/comprehension.k	27	endmodule	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0304	/reference/reference-semantics/semantics/concrete.k	8	module	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0305	/reference/reference-semantics/semantics/concrete.k	9	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0306	/reference/reference-semantics/semantics/concrete.k	13	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0307	/reference/reference-semantics/semantics/concrete.k	16	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0308	/reference/reference-semantics/semantics/concrete.k	25	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0309	/reference/reference-semantics/semantics/concrete.k	26	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0310	/reference/reference-semantics/semantics/concrete.k	28	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0311	/reference/reference-semantics/semantics/concrete.k	31	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0312	/reference/reference-semantics/semantics/concrete.k	34	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0313	/reference/reference-semantics/semantics/concrete.k	36	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0314	/reference/reference-semantics/semantics/concrete.k	38	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0315	/reference/reference-semantics/semantics/concrete.k	42	syntax	function	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0316	/reference/reference-semantics/semantics/concrete.k	43	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0317	/reference/reference-semantics/semantics/concrete.k	44	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0318	/reference/reference-semantics/semantics/concrete.k	47	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0319	/reference/reference-semantics/semantics/concrete.k	51	syntax	function	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0320	/reference/reference-semantics/semantics/concrete.k	52	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0321	/reference/reference-semantics/semantics/concrete.k	53	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0322	/reference/reference-semantics/semantics/concrete.k	54	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0323	/reference/reference-semantics/semantics/concrete.k	56	syntax	function,total	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0324	/reference/reference-semantics/semantics/concrete.k	57	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0325	/reference/reference-semantics/semantics/concrete.k	58	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0326	/reference/reference-semantics/semantics/concrete.k	59	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0327	/reference/reference-semantics/semantics/concrete.k	60	endmodule	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0328	/reference/reference-semantics/semantics/controls.k	3	module	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0329	/reference/reference-semantics/semantics/controls.k	4	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0330	/reference/reference-semantics/semantics/controls.k	5	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0331	/reference/reference-semantics/semantics/controls.k	6	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0332	/reference/reference-semantics/semantics/controls.k	9	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0333	/reference/reference-semantics/semantics/controls.k	12	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0334	/reference/reference-semantics/semantics/controls.k	20	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0335	/reference/reference-semantics/semantics/controls.k	27	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0336	/reference/reference-semantics/semantics/controls.k	35	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0337	/reference/reference-semantics/semantics/controls.k	36	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0338	/reference/reference-semantics/semantics/controls.k	37	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0339	/reference/reference-semantics/semantics/controls.k	38	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0340	/reference/reference-semantics/semantics/controls.k	39	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0341	/reference/reference-semantics/semantics/controls.k	43	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0342	/reference/reference-semantics/semantics/controls.k	48	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0343	/reference/reference-semantics/semantics/controls.k	51	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0344	/reference/reference-semantics/semantics/controls.k	52	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0345	/reference/reference-semantics/semantics/controls.k	53	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0346	/reference/reference-semantics/semantics/controls.k	54	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0347	/reference/reference-semantics/semantics/controls.k	57	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0348	/reference/reference-semantics/semantics/controls.k	59	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0349	/reference/reference-semantics/semantics/controls.k	65	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0350	/reference/reference-semantics/semantics/controls.k	69	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0351	/reference/reference-semantics/semantics/controls.k	71	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0352	/reference/reference-semantics/semantics/controls.k	72	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0353	/reference/reference-semantics/semantics/controls.k	73	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0354	/reference/reference-semantics/semantics/controls.k	77	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0355	/reference/reference-semantics/semantics/controls.k	78	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0356	/reference/reference-semantics/semantics/controls.k	79	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0357	/reference/reference-semantics/semantics/controls.k	81	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0358	/reference/reference-semantics/semantics/controls.k	85	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0359	/reference/reference-semantics/semantics/controls.k	86	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0360	/reference/reference-semantics/semantics/controls.k	87	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0361	/reference/reference-semantics/semantics/controls.k	88	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0362	/reference/reference-semantics/semantics/controls.k	89	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0363	/reference/reference-semantics/semantics/controls.k	90	rule	-	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0364	/reference/reference-semantics/semantics/controls.k	91	rule	owise	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0365	/reference/reference-semantics/semantics/controls.k	95	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0366	/reference/reference-semantics/semantics/controls.k	98	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0367	/reference/reference-semantics/semantics/controls.k	101	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0368	/reference/reference-semantics/semantics/controls.k	106	rule	priority	ACCEPT_FIXED_SUPPLIED_LEVEL	Individually inspected fixed-supplied rule. Used-path relevance and construct routing are recorded in construct-map.md; no false conclusion witness was found on the intended domain.
K0369	/reference/reference-semantics/semantics/controls.k	109	endmodule	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0370	/reference/reference-semantics/semantics/core.k	3	module	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0371	/reference/reference-semantics/semantics/core.k	4	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0372	/reference/reference-semantics/semantics/core.k	5	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0373	/reference/reference-semantics/semantics/core.k	6	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0374	/reference/reference-semantics/semantics/core.k	7	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0375	/reference/reference-semantics/semantics/core.k	8	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0376	/reference/reference-semantics/semantics/core.k	9	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0377	/reference/reference-semantics/semantics/core.k	10	imports	-	STRUCTURAL	Module/import/configuration/context sentence inventoried.
K0378	/reference/reference-semantics/semantics/core.k	13	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0379	/reference/reference-semantics/semantics/core.k	14	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0380	/reference/reference-semantics/semantics/core.k	15	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0381	/reference/reference-semantics/semantics/core.k	18	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0382	/reference/reference-semantics/semantics/core.k	25	syntax	function	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0383	/reference/reference-semantics/semantics/core.k	36	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0384	/reference/reference-semantics/semantics/core.k	37	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0385	/reference/reference-semantics/semantics/core.k	38	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0386	/reference/reference-semantics/semantics/core.k	39	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0387	/reference/reference-semantics/semantics/core.k	40	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0388	/reference/reference-semantics/semantics/core.k	41	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
K0389	/reference/reference-semantics/semantics/core.k	42	syntax	-	ACCEPT_DECLARATION	Syntax/function/attribute declaration inventoried; material used-path rules are mapped in construct-map.md.
