id	file	line	kind	attributes	source_role	decision	sha256_16	normalized_declaration
K0216	reference-semantics/semantics/call.k	89	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	eb6ee06ef857a079	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
K0217	reference-semantics/semantics/comprehension.k	11	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	4645372e277c8411	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0218	reference-semantics/semantics/comprehension.k	12	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	dfe1627b5b2d1408	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
K0219	reference-semantics/semantics/comprehension.k	14	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	824d607beedb6356	syntax Stmts ::= compBody(CompFors, Expr) [macro]
K0220	reference-semantics/semantics/comprehension.k	15	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	815fb636c44d46ef	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
K0221	reference-semantics/semantics/comprehension.k	18	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7d588d134f4b785d	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
K0222	reference-semantics/semantics/comprehension.k	19	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	03f45d480d0d06cf	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
K0223	reference-semantics/semantics/comprehension.k	21	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	671328ad859bd1a7	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
K0224	reference-semantics/semantics/comprehension.k	24	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2ecdbee509dd4259	syntax Expr ::= compGuard(Exprs) [macro]
K0225	reference-semantics/semantics/comprehension.k	25	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7be24aff205ffb3a	rule compGuard(.Exprs) => Bool(true)
K0226	reference-semantics/semantics/comprehension.k	26	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	93505f664b89633f	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
K0227	reference-semantics/semantics/concrete.k	13	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	b911770009a93e3e	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
K0228	reference-semantics/semantics/concrete.k	16	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	4af81db1034e6f96	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
K0229	reference-semantics/semantics/concrete.k	25	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2a90169184182c41	syntax Val ::= kvP(Val, Val)
K0230	reference-semantics/semantics/concrete.k	26	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1123d008aaa05868	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K0231	reference-semantics/semantics/concrete.k	28	RULE_PRIORITY	priority	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	5caca2001b70c524	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K0232	reference-semantics/semantics/concrete.k	31	RULE_PRIORITY	priority	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2c4b50fac01d6a9e	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K0233	reference-semantics/semantics/concrete.k	34	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	9a2cac2974725588	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K0234	reference-semantics/semantics/concrete.k	36	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1b960e24430bc3c0	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K0235	reference-semantics/semantics/concrete.k	38	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	ddfc564fbb6eb63a	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
K0236	reference-semantics/semantics/concrete.k	42	SYNTAX_FUNCTION	function	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	55dc07274299e7b5	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K0237	reference-semantics/semantics/concrete.k	43	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1b9c47e839398765	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K0238	reference-semantics/semantics/concrete.k	44	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	8ddf35784bb1edf6	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
K0239	reference-semantics/semantics/concrete.k	47	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	62d0e98174338f44	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
K0240	reference-semantics/semantics/concrete.k	51	SYNTAX_FUNCTION	function	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a74ccb7aaf4fb087	syntax Bool ::= kLt(Val, Val) [function]
K0241	reference-semantics/semantics/concrete.k	52	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2123b754255b1230	rule kLt(I1:Int, I2:Int) => I1 <Int I2
K0242	reference-semantics/semantics/concrete.k	53	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	fa99ec9f191b01e0	rule kLt(F1:Float, F2:Float) => F1 <Float F2
K0243	reference-semantics/semantics/concrete.k	54	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	608ffd1665edfb59	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0244	reference-semantics/semantics/concrete.k	56	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	4f9bc29fa28a4ee8	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K0245	reference-semantics/semantics/concrete.k	57	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a2e6dd066c677c3f	rule unpairVS(.ValSeq) => .ValSeq
K0246	reference-semantics/semantics/concrete.k	58	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	84d1ae0473a111b6	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0247	reference-semantics/semantics/concrete.k	59	RULE_ORDINARY	owise	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7ae54fdad398cb57	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0248	reference-semantics/semantics/controls.k	9	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a78b31a11fb1e616	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0249	reference-semantics/semantics/controls.k	12	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	8ff07df1b41807ff	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0250	reference-semantics/semantics/controls.k	20	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	3e62d1be2f879085	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
K0251	reference-semantics/semantics/controls.k	27	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	0e671eb9203ffd51	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0252	reference-semantics/semantics/controls.k	35	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	f402a7269397fca0	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K0253	reference-semantics/semantics/controls.k	36	RULE_ORDINARY	owise	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	52700f6597b29ddb	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0254	reference-semantics/semantics/controls.k	37	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	88b5590c6cf0d241	syntax KItem ::= #bindImports(ParamNames)
K0255	reference-semantics/semantics/controls.k	38	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	775670eae46ffc1b	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0256	reference-semantics/semantics/controls.k	39	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1bf5bf9772bf20f1	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
K0257	reference-semantics/semantics/controls.k	43	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	9d67b2d50bed0375	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
K0258	reference-semantics/semantics/controls.k	48	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	eb3ba2f76867b95c	rule <k> Expr(_:Val) => .K ... </k>
K0259	reference-semantics/semantics/controls.k	51	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7b0fe50a62195a3b	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0260	reference-semantics/semantics/controls.k	52	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	cbe0a65ca8b486f8	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0261	reference-semantics/semantics/controls.k	53	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	590ba86f9c098d79	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
K0262	reference-semantics/semantics/controls.k	54	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	ff7557d947a08ac4	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0263	reference-semantics/semantics/controls.k	57	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	ea761d51b1834f68	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
K0264	reference-semantics/semantics/controls.k	59	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	b2001a31b388cdaa	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
K0265	reference-semantics/semantics/controls.k	65	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	527ed693357cc917	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0266	reference-semantics/semantics/controls.k	69	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	54e2c3c93eb9e29b	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0267	reference-semantics/semantics/controls.k	71	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	f6431203e70c43ec	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0268	reference-semantics/semantics/controls.k	72	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e22f89d510cff7d3	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0269	reference-semantics/semantics/controls.k	73	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	27623a04cbed0ba6	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0270	reference-semantics/semantics/controls.k	77	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	cc778d0a7dee5776	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0271	reference-semantics/semantics/controls.k	78	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	6b4a239ea0168f84	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0272	reference-semantics/semantics/controls.k	79	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	095c70d9baa7c770	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
K0273	reference-semantics/semantics/controls.k	81	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	8a485fd3ae2c0557	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
K0274	reference-semantics/semantics/controls.k	85	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	bb87d59b209abee2	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0275	reference-semantics/semantics/controls.k	86	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	7987cb734506ffbd	rule <k> Continue => #cont ... </k>
K0276	reference-semantics/semantics/controls.k	87	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	0c6690a88f1d95c9	rule <k> Break => #brk ... </k>
K0277	reference-semantics/semantics/controls.k	88	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	8617466b01468a24	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0278	reference-semantics/semantics/controls.k	89	RULE_ORDINARY	owise	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	5cabf37fa7153992	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0279	reference-semantics/semantics/controls.k	90	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	5b9a5f06df03d210	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0280	reference-semantics/semantics/controls.k	91	RULE_ORDINARY	owise	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	0b85dbffe4321627	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0281	reference-semantics/semantics/controls.k	95	RULE_PRIORITY	priority	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	ff65bd7ea83de9c1	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	reference-semantics/semantics/controls.k	98	RULE_PRIORITY	priority	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a42c325234497da9	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	reference-semantics/semantics/controls.k	101	RULE_PRIORITY	priority	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	3a707c519f219172	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0284	reference-semantics/semantics/controls.k	106	RULE_PRIORITY	priority	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	32f13b8026fc2ebd	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0285	reference-semantics/semantics/core.k	13	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2768b2d6c3a17c8d	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0286	reference-semantics/semantics/core.k	14	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	3571b0fa24f69901	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0287	reference-semantics/semantics/core.k	15	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	16488dd300402a20	syntax Str ::= str(IntSeq)
K0288	reference-semantics/semantics/core.k	18	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	2b8233305aeadb8a	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0289	reference-semantics/semantics/core.k	25	SYNTAX_FUNCTION	function	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	f0009a449e07149e	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
K0290	reference-semantics/semantics/core.k	36	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	c240ca8787f6f25f	syntax Parent ::= "root" | parent(Int)
K0291	reference-semantics/semantics/core.k	37	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1a4b85e2b644f529	syntax Scope ::= scope(Map, Parent)
K0292	reference-semantics/semantics/core.k	38	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	190af4b16650786b	syntax KResult ::= Val
K0293	reference-semantics/semantics/core.k	39	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	9dbbc23d4d9f2a64	syntax Expr ::= Val // cooling puts results back into expression holes
K0294	reference-semantics/semantics/core.k	40	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	c9cee1981af78d22	syntax Vals ::= List{Val, ","}
K0295	reference-semantics/semantics/core.k	41	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	1a9977b6818762a6	syntax Exc ::= "NoExc" | "AssertionError"
K0296	reference-semantics/semantics/core.k	42	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	de0c80b21d8eb36c	syntax RetState ::= "noRet" | retV(Val)
K0297	reference-semantics/semantics/core.k	49	CONFIGURATION	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	e2e69e72a4960a3a	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
K0298	reference-semantics/semantics/core.k	68	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	3338ad77ca0049a9	syntax Bool ::= isRefV(Val) [function, total]
K0299	reference-semantics/semantics/core.k	69	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	d1ee5822bc201a81	rule isRefV(ref(_:Int)) => true
K0300	reference-semantics/semantics/core.k	70	RULE_ORDINARY	owise	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	0c7cce155ae3e632	rule isRefV(_:Val) => false [owise]
K0301	reference-semantics/semantics/core.k	75	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	21cd98225d729d9f	syntax HeapVal ::= cellV(Val)
K0302	reference-semantics/semantics/core.k	76	SYNTAX_FUNCTION_TOTAL	function,total	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	a9d42f86eb00022d	syntax Bool ::= isCellRef(Val) [function, total]
K0303	reference-semantics/semantics/core.k	77	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	d10f04444db1ef02	rule isCellRef(cellRef(_:Int)) => true
K0304	reference-semantics/semantics/core.k	78	RULE_ORDINARY	owise	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	5a8e9cee84f2dbf8	rule isCellRef(_:Val) => false [owise]
K0305	reference-semantics/semantics/core.k	85	RULE_ORDINARY	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	957bc9bdf98090e1	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K0306	reference-semantics/semantics/core.k	95	SYNTAX	-	FIXED_SUPPLIED_SEMANTICS	DEFINES_SELECTED_BASELINE; integrity-verified; used-path rules separately audited	746e63785a2ae397	syntax Val ::= kwV(String, Val)
