id	file	line	kind	role	attributes	influence	assessment	source
228	reference-semantics/semantics/concrete.k	16	rule	operational-rule	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
229	reference-semantics/semantics/concrete.k	25	syntax	syntax-declaration	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	syntax Val ::= kvP(Val, Val)
230	reference-semantics/semantics/concrete.k	26	syntax	syntax-declaration	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
231	reference-semantics/semantics/concrete.k	28	rule	operational-rule	priority(40)	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
232	reference-semantics/semantics/concrete.k	31	rule	operational-rule	priority(40)	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
233	reference-semantics/semantics/concrete.k	34	rule	operational-rule	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
234	reference-semantics/semantics/concrete.k	36	rule	operational-rule	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
235	reference-semantics/semantics/concrete.k	38	rule	operational-rule	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
236	reference-semantics/semantics/concrete.k	42	syntax	syntax-declaration	function	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	reference-semantics/semantics/concrete.k	43	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	reference-semantics/semantics/concrete.k	44	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
239	reference-semantics/semantics/concrete.k	47	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
240	reference-semantics/semantics/concrete.k	51	syntax	syntax-declaration	function	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	syntax Bool ::= kLt(Val, Val) [function]
241	reference-semantics/semantics/concrete.k	52	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule kLt(I1:Int, I2:Int) => I1 <Int I2
242	reference-semantics/semantics/concrete.k	53	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule kLt(F1:Float, F2:Float) => F1 <Float F2
243	reference-semantics/semantics/concrete.k	54	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	reference-semantics/semantics/concrete.k	56	syntax	syntax-declaration	function,total	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	reference-semantics/semantics/concrete.k	57	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule unpairVS(.ValSeq) => .ValSeq
246	reference-semantics/semantics/concrete.k	58	rule	function-equation	-	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	reference-semantics/semantics/concrete.k	59	rule	function-equation	owise	LLVM_ONLY_UNUSED	ACCEPTABLE_CONCRETE_ONLY_UNUSED	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
248	reference-semantics/semantics/controls.k	9	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	reference-semantics/semantics/controls.k	12	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
250	reference-semantics/semantics/controls.k	20	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
251	reference-semantics/semantics/controls.k	27	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
252	reference-semantics/semantics/controls.k	35	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
253	reference-semantics/semantics/controls.k	36	rule	operational-rule	owise	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	reference-semantics/semantics/controls.k	37	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #bindImports(ParamNames)
255	reference-semantics/semantics/controls.k	38	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	reference-semantics/semantics/controls.k	39	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
257	reference-semantics/semantics/controls.k	43	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
258	reference-semantics/semantics/controls.k	48	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> Expr(_:Val) => .K ... </k>
259	reference-semantics/semantics/controls.k	51	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	reference-semantics/semantics/controls.k	52	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	reference-semantics/semantics/controls.k	53	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
262	reference-semantics/semantics/controls.k	54	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	reference-semantics/semantics/controls.k	57	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
264	reference-semantics/semantics/controls.k	59	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
265	reference-semantics/semantics/controls.k	65	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
266	reference-semantics/semantics/controls.k	69	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	reference-semantics/semantics/controls.k	71	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	reference-semantics/semantics/controls.k	72	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	reference-semantics/semantics/controls.k	73	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	reference-semantics/semantics/controls.k	77	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	reference-semantics/semantics/controls.k	78	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	reference-semantics/semantics/controls.k	79	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
273	reference-semantics/semantics/controls.k	81	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
274	reference-semantics/semantics/controls.k	85	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	reference-semantics/semantics/controls.k	86	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> Continue => #cont ... </k>
276	reference-semantics/semantics/controls.k	87	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> Break => #brk ... </k>
277	reference-semantics/semantics/controls.k	88	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	reference-semantics/semantics/controls.k	89	rule	operational-rule	owise	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	reference-semantics/semantics/controls.k	90	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	reference-semantics/semantics/controls.k	91	rule	operational-rule	owise	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	reference-semantics/semantics/controls.k	95	rule	operational-rule	priority(40)	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	reference-semantics/semantics/controls.k	98	rule	operational-rule	priority(40)	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	reference-semantics/semantics/controls.k	101	rule	operational-rule	priority(40)	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
284	reference-semantics/semantics/controls.k	106	rule	operational-rule	priority(40)	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
285	reference-semantics/semantics/core.k	13	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
286	reference-semantics/semantics/core.k	14	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
287	reference-semantics/semantics/core.k	15	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Str ::= str(IntSeq)
288	reference-semantics/semantics/core.k	18	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	reference-semantics/semantics/core.k	25	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
290	reference-semantics/semantics/core.k	36	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Parent ::= "root" | parent(Int)
291	reference-semantics/semantics/core.k	37	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Scope ::= scope(Map, Parent)
292	reference-semantics/semantics/core.k	38	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax KResult ::= Val
293	reference-semantics/semantics/core.k	39	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Expr ::= Val
294	reference-semantics/semantics/core.k	40	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Vals ::= List{Val, ","}
295	reference-semantics/semantics/core.k	41	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Exc ::= "NoExc" | "AssertionError"
296	reference-semantics/semantics/core.k	42	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax RetState ::= "noRet" | retV(Val)
297	reference-semantics/semantics/core.k	49	configuration	configuration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code>
298	reference-semantics/semantics/core.k	68	syntax	syntax-declaration	function,total	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Bool ::= isRefV(Val) [function, total]
299	reference-semantics/semantics/core.k	69	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule isRefV(ref(_:Int)) => true
300	reference-semantics/semantics/core.k	70	rule	function-equation	owise	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule isRefV(_:Val) => false [owise]
301	reference-semantics/semantics/core.k	75	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax HeapVal ::= cellV(Val)
302	reference-semantics/semantics/core.k	76	syntax	syntax-declaration	function,total	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Bool ::= isCellRef(Val) [function, total]
303	reference-semantics/semantics/core.k	77	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule isCellRef(cellRef(_:Int)) => true
304	reference-semantics/semantics/core.k	78	rule	function-equation	owise	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule isCellRef(_:Val) => false [owise]
305	reference-semantics/semantics/core.k	85	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
306	reference-semantics/semantics/core.k	95	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Val ::= kwV(String, Val)
307	reference-semantics/semantics/core.k	96	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #kwTag(String)
308	reference-semantics/semantics/core.k	97	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
309	reference-semantics/semantics/core.k	98	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
310	reference-semantics/semantics/core.k	100	syntax	syntax-declaration	function,total	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Bool ::= isKwV(Val) [function, total]
311	reference-semantics/semantics/core.k	101	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule isKwV(kwV(_:String, _:Val)) => true
312	reference-semantics/semantics/core.k	102	rule	function-equation	owise	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule isKwV(_:Val) => false [owise]
313	reference-semantics/semantics/core.k	106	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Val ::= cellsMark(ParamNames)
314	reference-semantics/semantics/core.k	107	syntax	syntax-declaration	function	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax ParamNames ::= cellsOf(Val) [function]
315	reference-semantics/semantics/core.k	108	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
316	reference-semantics/semantics/core.k	109	syntax	syntax-declaration	function,total	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Bool ::= pnMember(String, ParamNames) [function, total]
317	reference-semantics/semantics/core.k	110	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule pnMember(_:String, .ParamNames) => false
318	reference-semantics/semantics/core.k	111	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
319	reference-semantics/semantics/core.k	113	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #cellW(Val, Val)
320	reference-semantics/semantics/core.k	114	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
321	reference-semantics/semantics/core.k	117	syntax	syntax-declaration	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax KItem ::= #alloc(Val)
322	reference-semantics/semantics/core.k	118	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
323	reference-semantics/semantics/core.k	124	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax KItem ::= #loadAll(Module)
324	reference-semantics/semantics/core.k	125	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
325	reference-semantics/semantics/core.k	126	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
326	reference-semantics/semantics/core.k	127	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> .Stmts => .K ... </k>
327	reference-semantics/semantics/core.k	130	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax KItem ::= #look(String, Int)
328	reference-semantics/semantics/core.k	131	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
329	reference-semantics/semantics/core.k	132	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
330	reference-semantics/semantics/core.k	145	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
331	reference-semantics/semantics/core.k	152	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>
332	reference-semantics/semantics/core.k	157	syntax	syntax-declaration	function,total	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax Scope ::= "builtinsScope" [function, total]
333	reference-semantics/semantics/core.k	158	rule	function-equation	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root)
334	reference-semantics/semantics/core.k	185	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax ApplyK ::= toCall(Val)
335	reference-semantics/semantics/core.k	186	syntax	syntax-declaration	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
336	reference-semantics/semantics/core.k	189	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
337	reference-semantics/semantics/core.k	190	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
338	reference-semantics/semantics/core.k	191	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
339	reference-semantics/semantics/core.k	194	rule	operational-rule	-	MATERIAL_PATH	ACCEPTABLE_REVIEWED_FIXED_PATH	rule <k> Int(I:Int) => I ... </k>
340	reference-semantics/semantics/core.k	195	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> Bool(B:Bool) => B ... </k>
341	reference-semantics/semantics/core.k	196	rule	operational-rule	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule <k> NoneVal => noneV ... </k>
342	reference-semantics/semantics/core.k	199	syntax	syntax-declaration	function	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	syntax Bool ::= truthy(Val) [function]
343	reference-semantics/semantics/core.k	200	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule truthy(B:Bool) => B
344	reference-semantics/semantics/core.k	201	rule	function-equation	-	IMPORTED_UNUSED	ACCEPTABLE_FIXED_SEMANTICS_UNUSED	rule truthy(noneV) => false
