id	file	line	kind	classification	attributes	sha12	declaration
314	/reference/reference-semantics/semantics/concrete.k	38	rule	supplied_fixed_semantics_rule	-	4817c11bed49	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
315	/reference/reference-semantics/semantics/concrete.k	42	syntax	supplied_function_declaration	function	8b8f663cb9f0	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
316	/reference/reference-semantics/semantics/concrete.k	43	rule	supplied_fixed_semantics_rule	-	63605f007737	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
317	/reference/reference-semantics/semantics/concrete.k	44	rule	supplied_fixed_semantics_rule	-	19bfd3b0317e	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
318	/reference/reference-semantics/semantics/concrete.k	47	rule	supplied_fixed_semantics_rule	-	4af078862bab	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
319	/reference/reference-semantics/semantics/concrete.k	51	syntax	supplied_function_declaration	function	6f0d8dc431e9	syntax Bool ::= kLt(Val, Val) [function]
320	/reference/reference-semantics/semantics/concrete.k	52	rule	supplied_fixed_semantics_rule	-	a22ae76ce3a0	rule kLt(I1:Int, I2:Int) => I1 <Int I2
321	/reference/reference-semantics/semantics/concrete.k	53	rule	supplied_fixed_semantics_rule	-	ff2747645d99	rule kLt(F1:Float, F2:Float) => F1 <Float F2
322	/reference/reference-semantics/semantics/concrete.k	54	rule	supplied_fixed_semantics_rule	-	855e0ed47478	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
323	/reference/reference-semantics/semantics/concrete.k	56	syntax	supplied_function_declaration	function,total	08dbdf1411a4	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
324	/reference/reference-semantics/semantics/concrete.k	57	rule	supplied_fixed_semantics_rule	-	0c4793ebfd2c	rule unpairVS(.ValSeq) => .ValSeq
325	/reference/reference-semantics/semantics/concrete.k	58	rule	supplied_fixed_semantics_rule	-	ff066cb9aae7	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
326	/reference/reference-semantics/semantics/concrete.k	59	rule	supplied_fixed_semantics_rule	owise	e56ae0e6bc60	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
327	/reference/reference-semantics/semantics/concrete.k	60	endmodule	supplied_structure	-	4c5df27adc71	endmodule
328	/reference/reference-semantics/semantics/controls.k	3	module	supplied_structure	-	f64b2208f5bd	module MPY-CONTROLS
329	/reference/reference-semantics/semantics/controls.k	4	imports	supplied_structure	-	3f50aa9686f4	imports MPY-CORE
330	/reference/reference-semantics/semantics/controls.k	5	imports	supplied_structure	-	caccdc35620a	imports MPY-TUPLE
331	/reference/reference-semantics/semantics/controls.k	6	imports	supplied_structure	-	dc8fdb9e4925	imports MPY-ITER // ==== Assign / AugAssign (write the current scope; RHS evaluated by strictness) ==
332	/reference/reference-semantics/semantics/controls.k	9	rule	supplied_fixed_semantics_rule	-	fea0a6af92fc	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
333	/reference/reference-semantics/semantics/controls.k	12	rule	supplied_fixed_semantics_rule	priority	d97eb260f3df	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
334	/reference/reference-semantics/semantics/controls.k	20	rule	supplied_fixed_semantics_rule	-	fad37f6a6cad	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M) // `lst += [..]` where lst is a heap ref: the generic rule leaves applyBin(OP, ref, V) — but the // ref-deref preemption is BinOp-level (operators.k), so applyBin never derefs and it sticks. Route // the ref case through BinOp so the deref + list-concat + #alloc path fires (result is a fresh ref).
335	/reference/reference-semantics/semantics/controls.k	27	rule	supplied_fixed_semantics_rule	priority	97a7a93b2492	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)] // ==== import trivia: `from math import floor, ceil` binds the supported // names as builtins in the current scope; every other import is a no-op
336	/reference/reference-semantics/semantics/controls.k	35	rule	supplied_fixed_semantics_rule	-	f639e810ede4	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
337	/reference/reference-semantics/semantics/controls.k	36	rule	supplied_fixed_semantics_rule	owise	877dfb60ad77	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
338	/reference/reference-semantics/semantics/controls.k	37	syntax	supplied_syntax_declaration	-	dd700ed63c9b	syntax KItem ::= #bindImports(ParamNames)
339	/reference/reference-semantics/semantics/controls.k	38	rule	supplied_fixed_semantics_rule	-	ae2ec2940cb2	rule <k> #bindImports(.ParamNames) => .K ... </k>
340	/reference/reference-semantics/semantics/controls.k	39	rule	supplied_fixed_semantics_rule	-	880fd7cd94e3	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
341	/reference/reference-semantics/semantics/controls.k	43	rule	supplied_fixed_semantics_rule	-	082b2c3dbdbc	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil") // ==== Expr statement: evaluate for effect, discard the value =============== // (bare calls — mutator methods, docstrings; the WP0 statement-trivia rung)
342	/reference/reference-semantics/semantics/controls.k	48	rule	supplied_fixed_semantics_rule	-	0e00fe436fdf	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
343	/reference/reference-semantics/semantics/controls.k	51	syntax	supplied_syntax_declaration	-	46d5d4472038	syntax KItem ::= #branch(Bool, Stmts, Stmts)
344	/reference/reference-semantics/semantics/controls.k	52	rule	supplied_fixed_semantics_rule	-	692ab5da6b0a	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
345	/reference/reference-semantics/semantics/controls.k	53	rule	supplied_fixed_semantics_rule	-	ca40bd598e85	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
346	/reference/reference-semantics/semantics/controls.k	54	rule	supplied_fixed_semantics_rule	-	cf6432e64c45	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
347	/reference/reference-semantics/semantics/controls.k	57	rule	supplied_fixed_semantics_rule	-	293cdf88a490	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
348	/reference/reference-semantics/semantics/controls.k	59	rule	supplied_fixed_semantics_rule	-	0b59f149f979	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
349	/reference/reference-semantics/semantics/controls.k	65	syntax	supplied_syntax_declaration	-	ce087b9a6500	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
350	/reference/reference-semantics/semantics/controls.k	69	rule	supplied_fixed_semantics_rule	-	0aae729be14b	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
351	/reference/reference-semantics/semantics/controls.k	71	rule	supplied_fixed_semantics_rule	-	5e83ccac57c2	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
352	/reference/reference-semantics/semantics/controls.k	72	rule	supplied_fixed_semantics_rule	-	fa41d0aefbce	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
353	/reference/reference-semantics/semantics/controls.k	73	rule	supplied_fixed_semantics_rule	-	3609b36a1862	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
354	/reference/reference-semantics/semantics/controls.k	77	rule	supplied_fixed_semantics_rule	-	a3d8374ac1c2	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
355	/reference/reference-semantics/semantics/controls.k	78	rule	supplied_fixed_semantics_rule	-	998a39372e13	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
356	/reference/reference-semantics/semantics/controls.k	79	rule	supplied_fixed_semantics_rule	-	4eb968160752	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
357	/reference/reference-semantics/semantics/controls.k	81	rule	supplied_fixed_semantics_rule	-	37345c05aca2	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
358	/reference/reference-semantics/semantics/controls.k	85	rule	supplied_fixed_semantics_rule	-	ba925d6955a4	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
359	/reference/reference-semantics/semantics/controls.k	86	rule	supplied_fixed_semantics_rule	-	6a0861a0458a	rule <k> Continue => #cont ... </k>
360	/reference/reference-semantics/semantics/controls.k	87	rule	supplied_fixed_semantics_rule	-	e7af077a2486	rule <k> Break => #brk ... </k>
361	/reference/reference-semantics/semantics/controls.k	88	rule	supplied_fixed_semantics_rule	-	e184ace8de67	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
362	/reference/reference-semantics/semantics/controls.k	89	rule	supplied_fixed_semantics_rule	owise	36a5446e5ad8	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
363	/reference/reference-semantics/semantics/controls.k	90	rule	supplied_fixed_semantics_rule	-	df46dcb80f06	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
364	/reference/reference-semantics/semantics/controls.k	91	rule	supplied_fixed_semantics_rule	owise,priority	a8943e08818b	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
365	/reference/reference-semantics/semantics/controls.k	95	rule	supplied_fixed_semantics_rule	priority	70cdc150d43c	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
366	/reference/reference-semantics/semantics/controls.k	98	rule	supplied_fixed_semantics_rule	priority	729dd0cfddba	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
367	/reference/reference-semantics/semantics/controls.k	101	rule	supplied_fixed_semantics_rule	priority	1ab8f2c48401	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
368	/reference/reference-semantics/semantics/controls.k	106	rule	supplied_fixed_semantics_rule	priority	2609decd7f80	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
369	/reference/reference-semantics/semantics/controls.k	109	endmodule	supplied_structure	-	4c5df27adc71	endmodule
370	/reference/reference-semantics/semantics/core.k	3	module	supplied_structure	-	6f8de5b25360	module MPY-CORE
371	/reference/reference-semantics/semantics/core.k	4	imports	supplied_structure	-	d8a36c1e3f01	imports MPY-SYNTAX
372	/reference/reference-semantics/semantics/core.k	5	imports	supplied_structure	-	f9a86d3cc486	imports INT
373	/reference/reference-semantics/semantics/core.k	6	imports	supplied_structure	-	21e80c63d2f5	imports BOOL
374	/reference/reference-semantics/semantics/core.k	7	imports	supplied_structure	-	17267080c897	imports STRING
375	/reference/reference-semantics/semantics/core.k	8	imports	supplied_structure	-	8daed188908d	imports MAP
376	/reference/reference-semantics/semantics/core.k	9	imports	supplied_structure	-	e209ed71bb27	imports LIST
377	/reference/reference-semantics/semantics/core.k	10	imports	supplied_structure	-	5e677be43258	imports K-EQUAL // ==== values, the algebraic lists, and the scope heap =====================
378	/reference/reference-semantics/semantics/core.k	13	syntax	supplied_syntax_declaration	-	fbc4f36a7b47	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
379	/reference/reference-semantics/semantics/core.k	14	syntax	supplied_syntax_declaration	-	59d8109032cf	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
380	/reference/reference-semantics/semantics/core.k	15	syntax	supplied_syntax_declaration	-	a0c800b5e6e5	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
381	/reference/reference-semantics/semantics/core.k	18	syntax	supplied_syntax_declaration	-	a4814efed72d	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
382	/reference/reference-semantics/semantics/core.k	25	syntax	supplied_function_declaration	function	dd99ff20373c	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
383	/reference/reference-semantics/semantics/core.k	36	syntax	supplied_syntax_declaration	-	7bf18772a478	syntax Parent ::= "root" | parent(Int)
384	/reference/reference-semantics/semantics/core.k	37	syntax	supplied_syntax_declaration	-	33213d91b35a	syntax Scope ::= scope(Map, Parent)
385	/reference/reference-semantics/semantics/core.k	38	syntax	supplied_syntax_declaration	-	23785b2f7c8e	syntax KResult ::= Val
386	/reference/reference-semantics/semantics/core.k	39	syntax	supplied_syntax_declaration	-	554c2633f2ef	syntax Expr ::= Val // cooling puts results back into expression holes
387	/reference/reference-semantics/semantics/core.k	40	syntax	supplied_syntax_declaration	-	8248cab7dafd	syntax Vals ::= List{Val, ","}
388	/reference/reference-semantics/semantics/core.k	41	syntax	supplied_syntax_declaration	-	3c1704eb103a	syntax Exc ::= "NoExc" | "AssertionError"
389	/reference/reference-semantics/semantics/core.k	42	syntax	supplied_syntax_declaration	-	2a0f8c531672	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
390	/reference/reference-semantics/semantics/core.k	49	configuration	supplied_configuration	-	aeee897bd228	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
391	/reference/reference-semantics/semantics/core.k	68	syntax	supplied_function_declaration	function,total	446fcdb6d88f	syntax Bool ::= isRefV(Val) [function, total]
392	/reference/reference-semantics/semantics/core.k	69	rule	supplied_fixed_semantics_rule	-	b3c0f33667b4	rule isRefV(ref(_:Int)) => true
393	/reference/reference-semantics/semantics/core.k	70	rule	supplied_fixed_semantics_rule	owise	af39086f0625	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
394	/reference/reference-semantics/semantics/core.k	75	syntax	supplied_syntax_declaration	-	81839d80e128	syntax HeapVal ::= cellV(Val)
395	/reference/reference-semantics/semantics/core.k	76	syntax	supplied_function_declaration	function,total	856539e85028	syntax Bool ::= isCellRef(Val) [function, total]
396	/reference/reference-semantics/semantics/core.k	77	rule	supplied_fixed_semantics_rule	-	334532a207c2	rule isCellRef(cellRef(_:Int)) => true
397	/reference/reference-semantics/semantics/core.k	78	rule	supplied_fixed_semantics_rule	function,owise	5ee08cd4f6e8	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
398	/reference/reference-semantics/semantics/core.k	85	rule	supplied_fixed_semantics_rule	priority	b97c43df7bdd	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)] // write through a cell (Assign / #bindP / #bindTgt dispatch here on // cell-bound names) // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)
399	/reference/reference-semantics/semantics/core.k	95	syntax	supplied_syntax_declaration	-	5b4a0cd5114b	syntax Val ::= kwV(String, Val)
400	/reference/reference-semantics/semantics/core.k	96	syntax	supplied_syntax_declaration	-	fe2abb141da8	syntax KItem ::= #kwTag(String)
401	/reference/reference-semantics/semantics/core.k	97	rule	supplied_fixed_semantics_rule	-	c5f16293ffc6	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
402	/reference/reference-semantics/semantics/core.k	98	rule	supplied_fixed_semantics_rule	-	627e8f8021de	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
403	/reference/reference-semantics/semantics/core.k	100	syntax	supplied_function_declaration	function,total	2160829b28d3	syntax Bool ::= isKwV(Val) [function, total]
404	/reference/reference-semantics/semantics/core.k	101	rule	supplied_fixed_semantics_rule	-	235eb992a1a6	rule isKwV(kwV(_:String, _:Val)) => true
405	/reference/reference-semantics/semantics/core.k	102	rule	supplied_fixed_semantics_rule	owise	6b50431454b5	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
406	/reference/reference-semantics/semantics/core.k	106	syntax	supplied_syntax_declaration	-	7f7a926a109c	syntax Val ::= cellsMark(ParamNames)
407	/reference/reference-semantics/semantics/core.k	107	syntax	supplied_function_declaration	function	702884b9cdda	syntax ParamNames ::= cellsOf(Val) [function]
408	/reference/reference-semantics/semantics/core.k	108	rule	supplied_fixed_semantics_rule	-	920e61ddea29	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
409	/reference/reference-semantics/semantics/core.k	109	syntax	supplied_function_declaration	function,total	35118664112f	syntax Bool ::= pnMember(String, ParamNames) [function, total]
410	/reference/reference-semantics/semantics/core.k	110	rule	supplied_fixed_semantics_rule	-	620e3008f05a	rule pnMember(_:String, .ParamNames) => false
411	/reference/reference-semantics/semantics/core.k	111	rule	supplied_fixed_semantics_rule	-	105b659ad4b3	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
412	/reference/reference-semantics/semantics/core.k	113	syntax	supplied_syntax_declaration	-	ca090ece5768	syntax KItem ::= #cellW(Val, Val)
413	/reference/reference-semantics/semantics/core.k	114	rule	supplied_fixed_semantics_rule	-	df2f981b653e	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
414	/reference/reference-semantics/semantics/core.k	117	syntax	supplied_syntax_declaration	-	518717c6d068	syntax KItem ::= #alloc(Val)
415	/reference/reference-semantics/semantics/core.k	118	rule	supplied_fixed_semantics_rule	-	defb5037dafc	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================
416	/reference/reference-semantics/semantics/core.k	124	syntax	supplied_syntax_declaration	-	ceb4bc1f85f3	syntax KItem ::= #loadAll(Module)
417	/reference/reference-semantics/semantics/core.k	125	rule	supplied_fixed_semantics_rule	-	85c00908bc8a	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
418	/reference/reference-semantics/semantics/core.k	126	rule	supplied_fixed_semantics_rule	-	a7cc3a8b809e	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
419	/reference/reference-semantics/semantics/core.k	127	rule	supplied_fixed_semantics_rule	-	676136d6c374	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====
420	/reference/reference-semantics/semantics/core.k	130	syntax	supplied_syntax_declaration	-	fb13a9de0f2b	syntax KItem ::= #look(String, Int)
421	/reference/reference-semantics/semantics/core.k	131	rule	supplied_fixed_semantics_rule	-	507dd550c98c	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
422	/reference/reference-semantics/semantics/core.k	132	rule	supplied_fixed_semantics_rule	concrete,function,priority	5fb60a805449	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)
423	/reference/reference-semantics/semantics/core.k	145	rule	supplied_fixed_semantics_rule	priority	4ca0afa466a7	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
424	/reference/reference-semantics/semantics/core.k	152	rule	supplied_fixed_semantics_rule	-	b4b4e277c715	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)
425	/reference/reference-semantics/semantics/core.k	157	syntax	supplied_function_declaration	function,total	9a2a715b0ada	syntax Scope ::= "builtinsScope" [function, total]
426	/reference/reference-semantics/semantics/core.k	158	rule	supplied_fixed_semantics_rule	-	5f5c6c5a1b52	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)
427	/reference/reference-semantics/semantics/core.k	185	syntax	supplied_syntax_declaration	-	1398e5d54ec6	syntax ApplyK ::= toCall(Val)
428	/reference/reference-semantics/semantics/core.k	186	syntax	supplied_syntax_declaration	-	f2b11369db8b	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
429	/reference/reference-semantics/semantics/core.k	189	rule	supplied_fixed_semantics_rule	-	411ec7d1b392	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
430	/reference/reference-semantics/semantics/core.k	190	rule	supplied_fixed_semantics_rule	-	c364fbef32aa	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
431	/reference/reference-semantics/semantics/core.k	191	rule	supplied_fixed_semantics_rule	-	d0e3bd7ca4bf	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================
432	/reference/reference-semantics/semantics/core.k	194	rule	supplied_fixed_semantics_rule	-	87ec5f849a13	rule <k> Int(I:Int) => I ... </k>
433	/reference/reference-semantics/semantics/core.k	195	rule	supplied_fixed_semantics_rule	-	0c779ea34d18	rule <k> Bool(B:Bool) => B ... </k>
434	/reference/reference-semantics/semantics/core.k	196	rule	supplied_fixed_semantics_rule	-	f6fe51d845fa	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================
435	/reference/reference-semantics/semantics/core.k	199	syntax	supplied_function_declaration	function	a926abc21beb	syntax Bool ::= truthy(Val) [function]
436	/reference/reference-semantics/semantics/core.k	200	rule	supplied_fixed_semantics_rule	-	4cf2e4810ba0	rule truthy(B:Bool) => B
437	/reference/reference-semantics/semantics/core.k	201	rule	supplied_fixed_semantics_rule	-	0032f404a7c8	rule truthy(noneV) => false
438	/reference/reference-semantics/semantics/core.k	202	rule	supplied_fixed_semantics_rule	-	35b9159da84e	rule truthy(I:Int) => I =/=Int 0
439	/reference/reference-semantics/semantics/core.k	203	rule	supplied_fixed_semantics_rule	-	ba8282b47b69	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
440	/reference/reference-semantics/semantics/core.k	204	rule	supplied_fixed_semantics_rule	-	57036a223068	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
441	/reference/reference-semantics/semantics/core.k	205	rule	supplied_fixed_semantics_rule	-	db97e8b61861	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq) // ==== extensible operator dispatch (cases added by the construct modules) ==
