id	file	line	kind	attributes	classification	text	reachability	decision	audit_reason
222	reference-semantics/semantics/comprehension.k	19	rule		semantic-rule	"  rule compNest(.CompFors, ELT:Expr)\n    => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
223	reference-semantics/semantics/comprehension.k	21	rule		semantic-rule	  rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr)\n    => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
224	reference-semantics/semantics/comprehension.k	24	syntax	macro	syntax-declaration,macro	  syntax Expr ::= compGuard(Exprs) [macro]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
225	reference-semantics/semantics/comprehension.k	25	rule		semantic-rule	  rule compGuard(.Exprs)             => Bool(true)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
226	reference-semantics/semantics/comprehension.k	26	rule		semantic-rule	"  rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
227	reference-semantics/semantics/concrete.k	13	rule		semantic-rule	"  rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>"	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
228	reference-semantics/semantics/concrete.k	16	rule		semantic-rule	"  rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>"	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
229	reference-semantics/semantics/concrete.k	25	syntax		syntax-declaration	  syntax Val ::= kvP(Val, Val)	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
230	reference-semantics/semantics/concrete.k	26	syntax		syntax-declaration	  syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool)\n                 | #ksIns(Val, ValSeq, Val, ValSeq, Bool)	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
231	reference-semantics/semantics/concrete.k	28	rule	priority(40)	semantic-rule,priority-rule	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals))\n        => #ksort(VS, KV, .ValSeq, false) ... </k>\n       [priority(40)]"	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
232	reference-semantics/semantics/concrete.k	31	rule	priority(40)	semantic-rule,priority-rule	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals))\n        => #ksort(VS, KV, .ValSeq, RB) ... </k>\n       [priority(40)]"	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
233	reference-semantics/semantics/concrete.k	34	rule		semantic-rule	  rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool)\n        => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
234	reference-semantics/semantics/concrete.k	36	rule		semantic-rule	  rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)\n        => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
235	reference-semantics/semantics/concrete.k	38	rule		semantic-rule	  rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)\n        => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
236	reference-semantics/semantics/concrete.k	42	syntax	function	syntax-declaration,function-declaration	  syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
237	reference-semantics/semantics/concrete.k	43	rule		semantic-rule	  rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
238	reference-semantics/semantics/concrete.k	44	rule		semantic-rule	  rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K, V), vCons(kvP(K2, V2), R))	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
239	reference-semantics/semantics/concrete.k	47	rule		semantic-rule	  rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K2, V2), insPair(R, K, V))	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
240	reference-semantics/semantics/concrete.k	51	syntax	function	syntax-declaration,function-declaration	  syntax Bool ::= kLt(Val, Val) [function]	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
241	reference-semantics/semantics/concrete.k	52	rule		semantic-rule	  rule kLt(I1:Int, I2:Int)             => I1 <Int I2	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
242	reference-semantics/semantics/concrete.k	53	rule		semantic-rule	  rule kLt(F1:Float, F2:Float)         => F1 <Float F2	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
243	reference-semantics/semantics/concrete.k	54	rule		semantic-rule	  rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
244	reference-semantics/semantics/concrete.k	56	syntax	function, total	syntax-declaration,function-declaration,total-declaration	  syntax ValSeq ::= unpairVS(ValSeq) [function, total]	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
245	reference-semantics/semantics/concrete.k	57	rule		semantic-rule	  rule unpairVS(.ValSeq) => .ValSeq	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
246	reference-semantics/semantics/concrete.k	58	rule		semantic-rule	  rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
247	reference-semantics/semantics/concrete.k	59	rule	owise	semantic-rule,owise-rule	  rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]	concrete-only	NOT_IMPORTED_BY_PROOF	Available only in MPY-KRUN; reviewed as concrete-test support.
248	reference-semantics/semantics/controls.k	9	rule	 X <- V 	semantic-rule	  rule <k> Assign(Name(X:String), V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
249	reference-semantics/semantics/controls.k	12	rule	X	semantic-rule	  rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
250	reference-semantics/semantics/controls.k	20	rule	 X <- applyBin(OP, {M[X	semantic-rule	  rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
251	reference-semantics/semantics/controls.k	27	rule		semantic-rule	  rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
252	reference-semantics/semantics/controls.k	35	rule		semantic-rule	"  rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
253	reference-semantics/semantics/controls.k	36	rule	owise	semantic-rule,owise-rule	  rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
254	reference-semantics/semantics/controls.k	37	syntax		syntax-declaration	  syntax KItem ::= #bindImports(ParamNames)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
255	reference-semantics/semantics/controls.k	38	rule		semantic-rule	  rule <k> #bindImports(.ParamNames) => .K ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
256	reference-semantics/semantics/controls.k	39	rule	 N <- builtinV(N) 	semantic-rule	  rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
257	reference-semantics/semantics/controls.k	43	rule		semantic-rule	  rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
258	reference-semantics/semantics/controls.k	48	rule		semantic-rule	  rule <k> Expr(_:Val) => .K ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
259	reference-semantics/semantics/controls.k	51	syntax		syntax-declaration	  syntax KItem ::= #branch(Bool, Stmts, Stmts)	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
260	reference-semantics/semantics/controls.k	52	rule		semantic-rule	  rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
261	reference-semantics/semantics/controls.k	53	rule		semantic-rule	  rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
262	reference-semantics/semantics/controls.k	54	rule		semantic-rule	  rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
263	reference-semantics/semantics/controls.k	57	rule		semantic-rule	  rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
264	reference-semantics/semantics/controls.k	59	rule		semantic-rule	  rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
265	reference-semantics/semantics/controls.k	65	syntax		syntax-declaration	"  syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)\n                 | #while(Expr, Stmts) | #whileCond(Expr, Stmts)\n                 | #loopLbl(K) | ""#cont"" | ""#brk"""	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
266	reference-semantics/semantics/controls.k	69	rule		semantic-rule	  rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
267	reference-semantics/semantics/controls.k	71	rule		semantic-rule	  rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
268	reference-semantics/semantics/controls.k	72	rule		semantic-rule	  rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
269	reference-semantics/semantics/controls.k	73	rule		semantic-rule	  rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)\n        => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
270	reference-semantics/semantics/controls.k	77	rule		semantic-rule	  rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
271	reference-semantics/semantics/controls.k	78	rule		semantic-rule	  rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
272	reference-semantics/semantics/controls.k	79	rule		semantic-rule	  rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
273	reference-semantics/semantics/controls.k	81	rule		semantic-rule	  rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
274	reference-semantics/semantics/controls.k	85	rule		semantic-rule	  rule <k> #loopLbl(NEXT:K) => NEXT ... </k>	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
275	reference-semantics/semantics/controls.k	86	rule		semantic-rule	  rule <k> Continue => #cont ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
276	reference-semantics/semantics/controls.k	87	rule		semantic-rule	  rule <k> Break => #brk ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
277	reference-semantics/semantics/controls.k	88	rule		semantic-rule	  rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
278	reference-semantics/semantics/controls.k	89	rule	owise	semantic-rule,owise-rule	  rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
279	reference-semantics/semantics/controls.k	90	rule		semantic-rule	  rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
280	reference-semantics/semantics/controls.k	91	rule	owise	semantic-rule,owise-rule	  rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
281	reference-semantics/semantics/controls.k	95	rule	priority(40)	semantic-rule,priority-rule	  rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
282	reference-semantics/semantics/controls.k	98	rule	priority(40)	semantic-rule,priority-rule	  rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
283	reference-semantics/semantics/controls.k	101	rule	priority(40)	semantic-rule,priority-rule	  rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
284	reference-semantics/semantics/controls.k	106	rule	priority(40)	semantic-rule,priority-rule	  rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
285	reference-semantics/semantics/core.k	13	syntax		syntax-declaration	"  syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
286	reference-semantics/semantics/core.k	14	syntax		syntax-declaration	"  syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
287	reference-semantics/semantics/core.k	15	syntax		syntax-declaration	  syntax Str    ::= str(IntSeq)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
288	reference-semantics/semantics/core.k	18	syntax		syntax-declaration	  syntax Iterable ::= list(ValSeq)\n                    | tuple(ValSeq)\n                    | Str\n                    | rangeObj(Int, Int, Int)\n                    | zipObj(ValSeq, ValSeq)\n                    | zipObjS(IntSeq, IntSeq)	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
289	reference-semantics/semantics/core.k	25	syntax		syntax-declaration,function-declaration	"  syntax Val      ::= Int\n                    | Bool\n                    | ""noneV""\n                    | Iterable\n                    | ref(Int)          // a heap object: <heap> holds its list(VS)\n                    | cellRef(Int)      // a closure cell: <heap> holds cellV(V)\n                    | closureVal(ParamNames, Stmts, Int)\n                    | typeV(String)     // a type object (int/str), resolved from the builtins frame\n                    | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough)\n                    | boundMethodV(Val, String)   // a cooled Attribute: obj.method"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
290	reference-semantics/semantics/core.k	36	syntax		syntax-declaration	"  syntax Parent   ::= ""root"" | parent(Int)"	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
291	reference-semantics/semantics/core.k	37	syntax		syntax-declaration	  syntax Scope    ::= scope(Map, Parent)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
292	reference-semantics/semantics/core.k	38	syntax		syntax-declaration	  syntax KResult  ::= Val	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
293	reference-semantics/semantics/core.k	39	syntax		syntax-declaration	  syntax Expr     ::= Val   // cooling puts results back into expression holes	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
294	reference-semantics/semantics/core.k	40	syntax		syntax-declaration	"  syntax Vals     ::= List{Val, "",""}"	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
295	reference-semantics/semantics/core.k	41	syntax		syntax-declaration	"  syntax Exc      ::= ""NoExc"" | ""AssertionError"""	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
296	reference-semantics/semantics/core.k	42	syntax		syntax-declaration	"  syntax RetState ::= ""noRet"" | retV(Val)"	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
297	reference-semantics/semantics/core.k	49	configuration		configuration	"  configuration\n    <k>       #loadAll($PGM:Module) </k>\n    <env>     0 </env>\n    <scopes>   0     |-> scope(.Map, parent(-1))\n              -1    |-> builtinsScope </scopes>\n    <scopeLoc> 1 </scopeLoc>\n    <heap>    .Map </heap>\n    <heapLoc> 0 </heapLoc>\n    <stack>   .List </stack>\n    <ret>     noRet </ret>\n    <exc>     NoExc </exc>\n    <exit-code exit=""""> 0 </exit-code>"	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
298	reference-semantics/semantics/core.k	68	syntax	function, total	syntax-declaration,function-declaration,total-declaration	  syntax Bool ::= isRefV(Val) [function, total]	reachable	PASS_USED_FIXED_SEMANTICS	On-path fixed rule/declaration preserves Python evaluation, binding, state, or integer/list behavior for this program.
299	reference-semantics/semantics/core.k	69	rule		semantic-rule	  rule isRefV(ref(_:Int)) => true	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
300	reference-semantics/semantics/core.k	70	rule	owise	semantic-rule,owise-rule	  rule isRefV(_:Val)      => false [owise]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
301	reference-semantics/semantics/core.k	75	syntax		syntax-declaration	  syntax HeapVal ::= cellV(Val)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
302	reference-semantics/semantics/core.k	76	syntax	function, total	syntax-declaration,function-declaration,total-declaration	  syntax Bool ::= isCellRef(Val) [function, total]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
303	reference-semantics/semantics/core.k	77	rule		semantic-rule	  rule isCellRef(cellRef(_:Int)) => true	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
304	reference-semantics/semantics/core.k	78	rule	owise	semantic-rule,owise-rule	  rule isCellRef(_:Val)          => false [owise]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
305	reference-semantics/semantics/core.k	85	rule		semantic-rule	  rule <k> cellRef(H:Int) => V ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
306	reference-semantics/semantics/core.k	95	syntax		syntax-declaration	  syntax Val ::= kwV(String, Val)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
307	reference-semantics/semantics/core.k	96	syntax		syntax-declaration	  syntax KItem ::= #kwTag(String)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
308	reference-semantics/semantics/core.k	97	rule		semantic-rule	  rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
309	reference-semantics/semantics/core.k	98	rule		semantic-rule	  rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
310	reference-semantics/semantics/core.k	100	syntax	function, total	syntax-declaration,function-declaration,total-declaration	  syntax Bool ::= isKwV(Val) [function, total]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
311	reference-semantics/semantics/core.k	101	rule		semantic-rule	  rule isKwV(kwV(_:String, _:Val)) => true	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
312	reference-semantics/semantics/core.k	102	rule	owise	semantic-rule,owise-rule	  rule isKwV(_:Val)                => false [owise]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
313	reference-semantics/semantics/core.k	106	syntax		syntax-declaration	  syntax Val ::= cellsMark(ParamNames)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
314	reference-semantics/semantics/core.k	107	syntax	function	syntax-declaration,function-declaration	  syntax ParamNames ::= cellsOf(Val) [function]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
315	reference-semantics/semantics/core.k	108	rule		semantic-rule	  rule cellsOf(cellsMark(CVS:ParamNames)) => CVS	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
316	reference-semantics/semantics/core.k	109	syntax	function, total	syntax-declaration,function-declaration,total-declaration	  syntax Bool ::= pnMember(String, ParamNames) [function, total]	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
317	reference-semantics/semantics/core.k	110	rule		semantic-rule	  rule pnMember(_:String, .ParamNames) => false	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
318	reference-semantics/semantics/core.k	111	rule		semantic-rule	  rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)	unreachable	UNREACHED_FIXED_BASELINE	Exact trusted supplied-semantics entry; constructor/control unification excludes it from this theorem's execution.
