id	file	start	end	kind	attributes	scope	assessment	normalized
semantics/call.k:87:syntax:66b816d7dbbcb9d7	semantics/call.k	87	87	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #allocCells(ParamNames)
semantics/call.k:88:rule:ab5f4beee335a8e7	semantics/call.k	88	88	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #allocCells(.ParamNames) => .K ... </k>
semantics/call.k:89:rule:16cfbb324665401b	semantics/call.k	89	93	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
semantics/comprehension.k:11:rule:4645372e277c8411	semantics/comprehension.k	11	11	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
semantics/comprehension.k:12:rule:a3878283cbe84afd	semantics/comprehension.k	12	13	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
semantics/comprehension.k:14:syntax:824d607beedb6356	semantics/comprehension.k	14	14	syntax	macro	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Stmts ::= compBody(CompFors, Expr) [macro]
semantics/comprehension.k:15:rule:815fb636c44d46ef	semantics/comprehension.k	15	17	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
semantics/comprehension.k:18:syntax:7d588d134f4b785d	semantics/comprehension.k	18	18	syntax	macro-rec	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
semantics/comprehension.k:19:rule:03f45d480d0d06cf	semantics/comprehension.k	19	20	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
semantics/comprehension.k:21:rule:671328ad859bd1a7	semantics/comprehension.k	21	23	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
semantics/comprehension.k:24:syntax:2ecdbee509dd4259	semantics/comprehension.k	24	24	syntax	macro	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Expr ::= compGuard(Exprs) [macro]
semantics/comprehension.k:25:rule:17ed18454df98d53	semantics/comprehension.k	25	25	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule compGuard(.Exprs)             => Bool(true)
semantics/comprehension.k:26:rule:93505f664b89633f	semantics/comprehension.k	26	26	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
semantics/concrete.k:13:rule:b911770009a93e3e	semantics/concrete.k	13	14	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
semantics/concrete.k:16:rule:4af81db1034e6f96	semantics/concrete.k	16	17	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
semantics/concrete.k:25:syntax:2a90169184182c41	semantics/concrete.k	25	25	syntax		fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Val ::= kvP(Val, Val)
semantics/concrete.k:26:syntax:1123d008aaa05868	semantics/concrete.k	26	27	syntax		fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
semantics/concrete.k:28:rule:5caca2001b70c524	semantics/concrete.k	28	30	rule	priority(40)	fixed-unused-by-solution;priority	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
semantics/concrete.k:31:rule:2c4b50fac01d6a9e	semantics/concrete.k	31	33	rule	priority(40)	fixed-unused-by-solution;priority	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
semantics/concrete.k:34:rule:9a2cac2974725588	semantics/concrete.k	34	35	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
semantics/concrete.k:36:rule:1b960e24430bc3c0	semantics/concrete.k	36	37	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
semantics/concrete.k:38:rule:ddfc564fbb6eb63a	semantics/concrete.k	38	39	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
semantics/concrete.k:42:syntax:55dc07274299e7b5	semantics/concrete.k	42	42	syntax	function	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
semantics/concrete.k:43:rule:1b9c47e839398765	semantics/concrete.k	43	43	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
semantics/concrete.k:44:rule:8ddf35784bb1edf6	semantics/concrete.k	44	45	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
semantics/concrete.k:47:rule:62d0e98174338f44	semantics/concrete.k	47	48	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
semantics/concrete.k:51:syntax:a74ccb7aaf4fb087	semantics/concrete.k	51	51	syntax	function	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Bool ::= kLt(Val, Val) [function]
semantics/concrete.k:52:rule:fbdc0f5eaf8a7c25	semantics/concrete.k	52	52	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
semantics/concrete.k:53:rule:b5c575a5cf7156a3	semantics/concrete.k	53	53	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
semantics/concrete.k:54:rule:608ffd1665edfb59	semantics/concrete.k	54	55	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
semantics/concrete.k:56:syntax:4f9bc29fa28a4ee8	semantics/concrete.k	56	56	syntax	function,total	fixed-unused-by-solution	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
semantics/concrete.k:57:rule:a2e6dd066c677c3f	semantics/concrete.k	57	57	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule unpairVS(.ValSeq) => .ValSeq
semantics/concrete.k:58:rule:84d1ae0473a111b6	semantics/concrete.k	58	58	rule		fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
semantics/concrete.k:59:rule:7ae54fdad398cb57	semantics/concrete.k	59	59	rule	owise	fixed-unused-by-solution	FIXED_UNUSED_RULE_NO_HEAD_INTERFERENCE_WITH_SOLUTION	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
semantics/controls.k:9:rule:a78b31a11fb1e616	semantics/controls.k	9	11	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
semantics/controls.k:12:rule:8ff07df1b41807ff	semantics/controls.k	12	14	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/controls.k:20:rule:3e62d1be2f879085	semantics/controls.k	20	22	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
semantics/controls.k:27:rule:0e671eb9203ffd51	semantics/controls.k	27	29	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/controls.k:35:rule:f402a7269397fca0	semantics/controls.k	35	35	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
semantics/controls.k:36:rule:52700f6597b29ddb	semantics/controls.k	36	36	rule	owise	fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
semantics/controls.k:37:syntax:88b5590c6cf0d241	semantics/controls.k	37	37	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #bindImports(ParamNames)
semantics/controls.k:38:rule:775670eae46ffc1b	semantics/controls.k	38	38	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #bindImports(.ParamNames) => .K ... </k>
semantics/controls.k:39:rule:1bf5bf9772bf20f1	semantics/controls.k	39	41	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
semantics/controls.k:43:rule:9d67b2d50bed0375	semantics/controls.k	43	43	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
semantics/controls.k:48:rule:eb3ba2f76867b95c	semantics/controls.k	48	50	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Expr(_:Val) => .K ... </k>
semantics/controls.k:51:syntax:7b0fe50a62195a3b	semantics/controls.k	51	51	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #branch(Bool, Stmts, Stmts)
semantics/controls.k:52:rule:cbe0a65ca8b486f8	semantics/controls.k	52	52	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
semantics/controls.k:53:rule:5e1b96eb480c005b	semantics/controls.k	53	53	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
semantics/controls.k:54:rule:ff7557d947a08ac4	semantics/controls.k	54	56	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
semantics/controls.k:57:rule:ea761d51b1834f68	semantics/controls.k	57	57	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
semantics/controls.k:59:rule:b2001a31b388cdaa	semantics/controls.k	59	59	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
semantics/controls.k:65:syntax:527ed693357cc917	semantics/controls.k	65	68	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
semantics/controls.k:69:rule:54e2c3c93eb9e29b	semantics/controls.k	69	70	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
semantics/controls.k:71:rule:f6431203e70c43ec	semantics/controls.k	71	71	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
semantics/controls.k:72:rule:e22f89d510cff7d3	semantics/controls.k	72	72	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
semantics/controls.k:73:rule:27623a04cbed0ba6	semantics/controls.k	73	76	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
semantics/controls.k:77:rule:cc778d0a7dee5776	semantics/controls.k	77	77	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
semantics/controls.k:78:rule:6b4a239ea0168f84	semantics/controls.k	78	78	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
semantics/controls.k:79:rule:095c70d9baa7c770	semantics/controls.k	79	79	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
semantics/controls.k:81:rule:8a485fd3ae2c0557	semantics/controls.k	81	81	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
semantics/controls.k:85:rule:bb87d59b209abee2	semantics/controls.k	85	85	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
semantics/controls.k:86:rule:7987cb734506ffbd	semantics/controls.k	86	86	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Continue => #cont ... </k>
semantics/controls.k:87:rule:0c6690a88f1d95c9	semantics/controls.k	87	87	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> Break => #brk ... </k>
semantics/controls.k:88:rule:8617466b01468a24	semantics/controls.k	88	88	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
semantics/controls.k:89:rule:5cabf37fa7153992	semantics/controls.k	89	89	rule	owise	fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
semantics/controls.k:90:rule:5b9a5f06df03d210	semantics/controls.k	90	90	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
semantics/controls.k:91:rule:0b85dbffe4321627	semantics/controls.k	91	94	rule	owise	fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
semantics/controls.k:95:rule:ff65bd7ea83de9c1	semantics/controls.k	95	97	rule	priority(40)	fixed-material-slice;priority	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/controls.k:98:rule:a42c325234497da9	semantics/controls.k	98	100	rule	priority(40)	fixed-material-slice;priority	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/controls.k:101:rule:3a707c519f219172	semantics/controls.k	101	105	rule	priority(40)	fixed-material-slice;priority	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/controls.k:106:rule:32f13b8026fc2ebd	semantics/controls.k	106	108	rule	priority(40)	fixed-material-slice;priority	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/core.k:13:syntax:2768b2d6c3a17c8d	semantics/core.k	13	13	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
semantics/core.k:14:syntax:3571b0fa24f69901	semantics/core.k	14	14	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
semantics/core.k:15:syntax:7992f5935fe53395	semantics/core.k	15	17	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Str    ::= str(IntSeq)
semantics/core.k:18:syntax:2b8233305aeadb8a	semantics/core.k	18	24	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
semantics/core.k:25:syntax:efe1662e4e1af779	semantics/core.k	25	35	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)
semantics/core.k:36:syntax:c883cd56f6e685d5	semantics/core.k	36	36	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Parent   ::= "root" | parent(Int)
semantics/core.k:37:syntax:364e84e4303edc97	semantics/core.k	37	37	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Scope    ::= scope(Map, Parent)
semantics/core.k:38:syntax:48fc3fcf188262b8	semantics/core.k	38	38	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KResult  ::= Val
semantics/core.k:39:syntax:66c9c582dcceb5c2	semantics/core.k	39	39	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Expr     ::= Val
semantics/core.k:40:syntax:2db74932694df17f	semantics/core.k	40	40	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Vals     ::= List{Val, ","}
semantics/core.k:41:syntax:f742989919fe406c	semantics/core.k	41	41	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Exc      ::= "NoExc" | "AssertionError"
semantics/core.k:42:syntax:de0c80b21d8eb36c	semantics/core.k	42	48	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax RetState ::= "noRet" | retV(Val)
semantics/core.k:49:configuration:8dac8f45ba677f23	semantics/core.k	49	67	configuration		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
semantics/core.k:68:syntax:3338ad77ca0049a9	semantics/core.k	68	68	syntax	function,total	fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Bool ::= isRefV(Val) [function, total]
semantics/core.k:69:rule:d1ee5822bc201a81	semantics/core.k	69	69	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule isRefV(ref(_:Int)) => true
semantics/core.k:70:rule:509a5d07077c0e6f	semantics/core.k	70	74	rule	owise	fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule isRefV(_:Val)      => false [owise]
semantics/core.k:75:syntax:21cd98225d729d9f	semantics/core.k	75	75	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax HeapVal ::= cellV(Val)
semantics/core.k:76:syntax:a9d42f86eb00022d	semantics/core.k	76	76	syntax	function,total	fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Bool ::= isCellRef(Val) [function, total]
semantics/core.k:77:rule:d10f04444db1ef02	semantics/core.k	77	77	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule isCellRef(cellRef(_:Int)) => true
semantics/core.k:78:rule:e15260d36a059790	semantics/core.k	78	84	rule	owise	fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule isCellRef(_:Val)          => false [owise]
semantics/core.k:85:rule:957bc9bdf98090e1	semantics/core.k	85	88	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
semantics/core.k:95:syntax:746e63785a2ae397	semantics/core.k	95	95	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Val ::= kwV(String, Val)
semantics/core.k:96:syntax:7135e0a28684c3f9	semantics/core.k	96	96	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax KItem ::= #kwTag(String)
semantics/core.k:97:rule:28d46dc1bd55f130	semantics/core.k	97	97	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
semantics/core.k:98:rule:9436b93123b27d77	semantics/core.k	98	98	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
semantics/core.k:100:syntax:50eabe9c99f38505	semantics/core.k	100	100	syntax	function,total	fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Bool ::= isKwV(Val) [function, total]
semantics/core.k:101:rule:a1fa116710bde2dc	semantics/core.k	101	101	rule		fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule isKwV(kwV(_:String, _:Val)) => true
semantics/core.k:102:rule:08aa624873dd12e7	semantics/core.k	102	105	rule	owise	fixed-material-slice	FIXED_RULE_REVIEWED_ON_SOLUTION_EXECUTION_SLICE	rule isKwV(_:Val)                => false [owise]
semantics/core.k:106:syntax:2285105441dce679	semantics/core.k	106	106	syntax		fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax Val ::= cellsMark(ParamNames)
semantics/core.k:107:syntax:ad2441054e7f4557	semantics/core.k	107	107	syntax	function	fixed-material-slice	FIXED_DECLARATION_OR_EVALUATION_ORDER_REVIEWED	syntax ParamNames ::= cellsOf(Val) [function]
