id	source_class	file	start_line	end_line	kind	attributes	reachability_scope	review_disposition	text
151	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	239	239	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
152	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	240	240	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
153	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	241	241	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
154	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	243	243	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
155	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	244	244	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
156	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	245	245	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
157	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	246	246	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
158	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	247	247	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
159	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	248	248	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
160	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	250	250	syntax-function	function,total,function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
161	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	251	251	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
162	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	252	252	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
163	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	253	253	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
164	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	254	254	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
165	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	255	255	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
166	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	256	256	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
167	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	257	258	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
168	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	260	261	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
169	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	263	264	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
170	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	265	265	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= inLevelE(String, String) [function, total]
171	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	266	266	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
172	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	267	267	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
173	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	268	268	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule inLevelE(_:String, _:String) => false [owise]
174	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	269	269	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
175	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	270	270	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
176	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	271	271	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
177	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	272	272	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
178	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	273	273	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
179	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	274	274	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
180	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	279	279	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"syntax KItem ::= ""#md5"""
181	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	280	281	rule-priority	priority(40)	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
182	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	282	282	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
183	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	283	283	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Val ::= md5Obj(IntSeq)
184	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	284	284	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
185	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	285	285	syntax-function-opaque	function,total,symbol(md5hexCodes),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
186	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	291	291	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
187	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	292	292	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
188	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	293	293	syntax-function	function,function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
189	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	294	294	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule isIntV(_:Int) => true
190	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	295	295	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule isIntV(_:Val) => false [owise]
191	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	296	296	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule isStrV(str(_:IntSeq)) => true
192	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	297	297	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule isStrV(_:Val) => false [owise]
193	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	16	16	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
194	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	19	19	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax KItem ::= #callee(Exprs)
195	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	20	20	rule-owise	owise	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
196	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	21	21	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
197	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	24	24	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
198	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	26	26	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
199	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	27	27	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
200	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	28	28	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
201	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	29	29	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
202	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	30	30	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
203	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	31	31	rule-owise	owise	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
204	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	32	32	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
205	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	38	41	rule-priority	priority(40)	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
206	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	42	44	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
207	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	47	50	rule-priority	priority(40)	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
208	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	52	52	syntax-function	function,total	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax Bool ::= isMutMethod(String) [function, total]
209	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	53	55	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
210	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	56	58	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
211	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	63	65	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
212	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	69	74	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
213	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	80	85	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
214	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	87	87	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax KItem ::= #allocCells(ParamNames)
215	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	88	88	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #allocCells(.ParamNames) => .K ... </k>
216	trusted-supplied-semantics	/reference/reference-semantics/semantics/call.k	89	93	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
217	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	11	11	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
218	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	12	12	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
219	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	14	14	syntax-macro	macro	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Stmts ::= compBody(CompFors, Expr) [macro]
220	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	15	16	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
221	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	18	18	syntax-macro-rec	macro-rec	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
222	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	19	20	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
223	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	21	22	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
224	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	24	24	syntax-macro	macro	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Expr ::= compGuard(Exprs) [macro]
225	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	25	25	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule compGuard(.Exprs) => Bool(true)
226	trusted-supplied-semantics	/reference/reference-semantics/semantics/comprehension.k	26	26	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
227	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	13	14	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"
228	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	16	17	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>"
229	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	25	25	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Val ::= kvP(Val, Val)
230	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	26	27	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
231	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	28	30	rule-priority	priority(40)	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
232	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	31	33	rule-priority	priority(40)	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
