id	file	start_line	end_line	kind	attributes	reachable_path	disposition	first_line_json
K0293	/reference/reference-semantics/semantics/comprehension.k	11	11	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)"""
K0294	/reference/reference-semantics/semantics/comprehension.k	12	12	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)"""
K0295	/reference/reference-semantics/semantics/comprehension.k	14	14	syntax	macro	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Stmts ::= compBody(CompFors, Expr) [macro]"""
K0296	/reference/reference-semantics/semantics/comprehension.k	15	16	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule compBody(Gs:CompFors, ELT:Expr)"""
K0297	/reference/reference-semantics/semantics/comprehension.k	18	18	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]"""
K0298	/reference/reference-semantics/semantics/comprehension.k	19	20	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule compNest(.CompFors, ELT:Expr)"""
K0299	/reference/reference-semantics/semantics/comprehension.k	21	22	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr)"""
K0300	/reference/reference-semantics/semantics/comprehension.k	24	24	syntax	macro	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Expr ::= compGuard(Exprs) [macro]"""
K0301	/reference/reference-semantics/semantics/comprehension.k	25	25	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule compGuard(.Exprs)             => Bool(true)"""
K0302	/reference/reference-semantics/semantics/comprehension.k	26	26	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(\""and\"", (F, Fs))"""
K0303	/reference/reference-semantics/semantics/comprehension.k	27	27	endmodule	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""endmodule"""
K0304	/reference/reference-semantics/semantics/concrete.k	8	8	module	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""module MPY-CONCRETE"""
K0305	/reference/reference-semantics/semantics/concrete.k	9	9	imports	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""imports MPY"""
K0306	/reference/reference-semantics/semantics/concrete.k	13	15	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Compare(list(A:ValSeq), CmpOp(\""==\"", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k>"""
K0307	/reference/reference-semantics/semantics/concrete.k	16	18	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Compare(list(A:ValSeq), CmpOp(\""!=\"", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k>"""
K0308	/reference/reference-semantics/semantics/concrete.k	25	25	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Val ::= kvP(Val, Val)"""
K0309	/reference/reference-semantics/semantics/concrete.k	26	27	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool)"""
K0310	/reference/reference-semantics/semantics/concrete.k	28	30	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #applyK(toCall(builtinV(\""sorted\"")), (list(VS:ValSeq), kwV(\""key\"", KV:Val), .Vals))"""
K0311	/reference/reference-semantics/semantics/concrete.k	31	33	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #applyK(toCall(builtinV(\""sorted\"")), (list(VS:ValSeq), kwV(\""key\"", KV:Val), kwV(\""reverse\"", RB:Bool), .Vals))"""
K0312	/reference/reference-semantics/semantics/concrete.k	34	35	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool)"""
K0313	/reference/reference-semantics/semantics/concrete.k	36	37	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)"""
K0314	/reference/reference-semantics/semantics/concrete.k	38	40	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)"""
K0315	/reference/reference-semantics/semantics/concrete.k	42	42	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]"""
K0316	/reference/reference-semantics/semantics/concrete.k	43	43	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)"""
K0317	/reference/reference-semantics/semantics/concrete.k	44	46	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)"""
K0318	/reference/reference-semantics/semantics/concrete.k	47	49	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)"""
K0319	/reference/reference-semantics/semantics/concrete.k	51	51	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Bool ::= kLt(Val, Val) [function]"""
K0320	/reference/reference-semantics/semantics/concrete.k	52	52	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule kLt(I1:Int, I2:Int)             => I1 <Int I2"""
K0321	/reference/reference-semantics/semantics/concrete.k	53	53	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule kLt(F1:Float, F2:Float)         => F1 <Float F2"""
K0322	/reference/reference-semantics/semantics/concrete.k	54	54	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"""
K0323	/reference/reference-semantics/semantics/concrete.k	56	56	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax ValSeq ::= unpairVS(ValSeq) [function, total]"""
K0324	/reference/reference-semantics/semantics/concrete.k	57	57	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule unpairVS(.ValSeq) => .ValSeq"""
K0325	/reference/reference-semantics/semantics/concrete.k	58	58	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))"""
K0326	/reference/reference-semantics/semantics/concrete.k	59	59	rule	owise	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]"""
K0327	/reference/reference-semantics/semantics/concrete.k	60	60	endmodule	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""endmodule"""
K0328	/reference/reference-semantics/semantics/controls.k	3	3	module	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""module MPY-CONTROLS"""
K0329	/reference/reference-semantics/semantics/controls.k	4	4	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-CORE"""
K0330	/reference/reference-semantics/semantics/controls.k	5	5	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-TUPLE"""
K0331	/reference/reference-semantics/semantics/controls.k	6	6	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-ITER"""
K0332	/reference/reference-semantics/semantics/controls.k	9	11	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> Assign(Name(X:String), V:Val) => .K ... </k>"""
K0333	/reference/reference-semantics/semantics/controls.k	12	18	rule	priority	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>"""
K0334	/reference/reference-semantics/semantics/controls.k	20	23	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>"""
K0335	/reference/reference-semantics/semantics/controls.k	27	31	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>"""
K0336	/reference/reference-semantics/semantics/controls.k	35	35	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> ImportFrom(\""math\"", NS:ParamNames) => #bindImports(NS) ... </k>"""
K0337	/reference/reference-semantics/semantics/controls.k	36	36	rule	owise	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]"""
K0338	/reference/reference-semantics/semantics/controls.k	37	37	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax KItem ::= #bindImports(ParamNames)"""
K0339	/reference/reference-semantics/semantics/controls.k	38	38	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #bindImports(.ParamNames) => .K ... </k>"""
K0340	/reference/reference-semantics/semantics/controls.k	39	42	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>"""
K0341	/reference/reference-semantics/semantics/controls.k	43	44	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>"""
K0342	/reference/reference-semantics/semantics/controls.k	48	48	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> Expr(_:Val) => .K ... </k>"""
K0343	/reference/reference-semantics/semantics/controls.k	51	51	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax KItem ::= #branch(Bool, Stmts, Stmts)"""
K0344	/reference/reference-semantics/semantics/controls.k	52	52	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>"""
K0345	/reference/reference-semantics/semantics/controls.k	53	53	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>"""
K0346	/reference/reference-semantics/semantics/controls.k	54	54	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>"""
K0347	/reference/reference-semantics/semantics/controls.k	57	58	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>"""
K0348	/reference/reference-semantics/semantics/controls.k	59	60	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>"""
K0349	/reference/reference-semantics/semantics/controls.k	65	67	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)"""
K0350	/reference/reference-semantics/semantics/controls.k	69	69	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>"""
K0351	/reference/reference-semantics/semantics/controls.k	71	71	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>"""
K0352	/reference/reference-semantics/semantics/controls.k	72	72	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>"""
K0353	/reference/reference-semantics/semantics/controls.k	73	74	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)"""
K0354	/reference/reference-semantics/semantics/controls.k	77	77	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>"""
K0355	/reference/reference-semantics/semantics/controls.k	78	78	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>"""
K0356	/reference/reference-semantics/semantics/controls.k	79	80	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>"""
K0357	/reference/reference-semantics/semantics/controls.k	81	82	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>"""
K0358	/reference/reference-semantics/semantics/controls.k	85	85	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #loopLbl(NEXT:K) => NEXT ... </k>"""
K0359	/reference/reference-semantics/semantics/controls.k	86	86	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Continue => #cont ... </k>"""
K0360	/reference/reference-semantics/semantics/controls.k	87	87	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> Break => #brk ... </k>"""
K0361	/reference/reference-semantics/semantics/controls.k	88	88	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>"""
K0362	/reference/reference-semantics/semantics/controls.k	89	89	rule	owise	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]"""
K0363	/reference/reference-semantics/semantics/controls.k	90	90	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>"""
K0364	/reference/reference-semantics/semantics/controls.k	91	91	rule	owise	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]"""
K0365	/reference/reference-semantics/semantics/controls.k	95	97	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>"""
K0366	/reference/reference-semantics/semantics/controls.k	98	100	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>"""
K0367	/reference/reference-semantics/semantics/controls.k	101	103	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>"""
K0368	/reference/reference-semantics/semantics/controls.k	106	108	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>"""
K0369	/reference/reference-semantics/semantics/controls.k	109	109	endmodule	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""endmodule"""
K0370	/reference/reference-semantics/semantics/core.k	3	3	module	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""module MPY-CORE"""
K0371	/reference/reference-semantics/semantics/core.k	4	4	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MPY-SYNTAX"""
K0372	/reference/reference-semantics/semantics/core.k	5	5	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports INT"""
K0373	/reference/reference-semantics/semantics/core.k	6	6	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports BOOL"""
K0374	/reference/reference-semantics/semantics/core.k	7	7	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports STRING"""
K0375	/reference/reference-semantics/semantics/core.k	8	8	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports MAP"""
K0376	/reference/reference-semantics/semantics/core.k	9	9	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports LIST"""
K0377	/reference/reference-semantics/semantics/core.k	10	10	imports	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""imports K-EQUAL"""
K0378	/reference/reference-semantics/semantics/core.k	13	13	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax IntSeq ::= \"".IntSeq\"" | iCons(Int, IntSeq)"""
K0379	/reference/reference-semantics/semantics/core.k	14	14	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax ValSeq ::= \"".ValSeq\"" | vCons(Val, ValSeq)"""
K0380	/reference/reference-semantics/semantics/core.k	15	15	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Str    ::= str(IntSeq)"""
K0381	/reference/reference-semantics/semantics/core.k	18	23	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Iterable ::= list(ValSeq)"""
K0382	/reference/reference-semantics/semantics/core.k	25	34	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Val      ::= Int"""
K0383	/reference/reference-semantics/semantics/core.k	36	36	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Parent   ::= \""root\"" | parent(Int)"""
K0384	/reference/reference-semantics/semantics/core.k	37	37	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Scope    ::= scope(Map, Parent)"""
K0385	/reference/reference-semantics/semantics/core.k	38	38	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax KResult  ::= Val"""
K0386	/reference/reference-semantics/semantics/core.k	39	39	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Expr     ::= Val   // cooling puts results back into expression holes"""
K0387	/reference/reference-semantics/semantics/core.k	40	40	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Vals     ::= List{Val, \"",\""}"""
K0388	/reference/reference-semantics/semantics/core.k	41	41	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Exc      ::= \""NoExc\"" | \""AssertionError\"""""
K0389	/reference/reference-semantics/semantics/core.k	42	42	syntax	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax RetState ::= \""noRet\"" | retV(Val)"""
K0390	/reference/reference-semantics/semantics/core.k	49	60	configuration	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""configuration"""
K0391	/reference/reference-semantics/semantics/core.k	68	68	syntax	function,total	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""syntax Bool ::= isRefV(Val) [function, total]"""
K0392	/reference/reference-semantics/semantics/core.k	69	69	rule	-	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule isRefV(ref(_:Int)) => true"""
K0393	/reference/reference-semantics/semantics/core.k	70	70	rule	owise	yes	FIXED_SUPPLIED_SEMANTICS_USED_AND_REVIEWED_SOUND_ON_MATCH_DOMAIN	"""rule isRefV(_:Val)      => false [owise]"""
K0394	/reference/reference-semantics/semantics/core.k	75	75	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax HeapVal ::= cellV(Val)"""
K0395	/reference/reference-semantics/semantics/core.k	76	76	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Bool ::= isCellRef(Val) [function, total]"""
K0396	/reference/reference-semantics/semantics/core.k	77	77	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule isCellRef(cellRef(_:Int)) => true"""
K0397	/reference/reference-semantics/semantics/core.k	78	78	rule	owise	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule isCellRef(_:Val)          => false [owise]"""
K0398	/reference/reference-semantics/semantics/core.k	85	90	rule	priority	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> cellRef(H:Int) => V ... </k>"""
K0399	/reference/reference-semantics/semantics/core.k	95	95	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Val ::= kwV(String, Val)"""
K0400	/reference/reference-semantics/semantics/core.k	96	96	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax KItem ::= #kwTag(String)"""
K0401	/reference/reference-semantics/semantics/core.k	97	97	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>"""
K0402	/reference/reference-semantics/semantics/core.k	98	99	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>"""
K0403	/reference/reference-semantics/semantics/core.k	100	100	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Bool ::= isKwV(Val) [function, total]"""
K0404	/reference/reference-semantics/semantics/core.k	101	101	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule isKwV(kwV(_:String, _:Val)) => true"""
K0405	/reference/reference-semantics/semantics/core.k	102	102	rule	owise	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule isKwV(_:Val)                => false [owise]"""
K0406	/reference/reference-semantics/semantics/core.k	106	106	syntax	-	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Val ::= cellsMark(ParamNames)"""
K0407	/reference/reference-semantics/semantics/core.k	107	107	syntax	function	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax ParamNames ::= cellsOf(Val) [function]"""
K0408	/reference/reference-semantics/semantics/core.k	108	108	rule	-	no	FIXED_SUPPLIED_RULE_UNREACHABLE_FROM_SUBMITTED_PROGRAM	"""rule cellsOf(cellsMark(CVS:ParamNames)) => CVS"""
K0409	/reference/reference-semantics/semantics/core.k	109	109	syntax	function,total	no	FIXED_SUPPLIED_DECLARATION_OR_ASSEMBLY_INERT_OR_WELL_FORMED	"""syntax Bool ::= pnMember(String, ParamNames) [function, total]"""
