id,file,line,kind,attributes,function_decl,total_decl,functional_decl,priority_rule,simplification_rule,ordinary_rule,opaque_symbol,used_by_solution,slice_role,decision,rationale,statement
semantics/concrete.k:26,semantics/concrete.k,26,syntax,,False,False,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)"
semantics/concrete.k:28,semantics/concrete.k,28,rule,priority(40),False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
semantics/concrete.k:31,semantics/concrete.k,31,rule,priority(40),False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
semantics/concrete.k:34,semantics/concrete.k,34,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>"
semantics/concrete.k:36,semantics/concrete.k,36,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>"
semantics/concrete.k:38,semantics/concrete.k,38,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)"
semantics/concrete.k:42,semantics/concrete.k,42,syntax,function,True,False,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]"
semantics/concrete.k:43,semantics/concrete.k,43,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)"
semantics/concrete.k:44,semantics/concrete.k,44,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)"
semantics/concrete.k:47,semantics/concrete.k,47,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)"
semantics/concrete.k:51,semantics/concrete.k,51,syntax,function,True,False,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","syntax Bool ::= kLt(Val, Val) [function]"
semantics/concrete.k:52,semantics/concrete.k,52,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule kLt(I1:Int, I2:Int) => I1 <Int I2"
semantics/concrete.k:53,semantics/concrete.k,53,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule kLt(F1:Float, F2:Float) => F1 <Float F2"
semantics/concrete.k:54,semantics/concrete.k,54,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
semantics/concrete.k:56,semantics/concrete.k,56,syntax,function;total,True,True,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","syntax ValSeq ::= unpairVS(ValSeq) [function, total]"
semantics/concrete.k:57,semantics/concrete.k,57,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule unpairVS(.ValSeq) => .ValSeq
semantics/concrete.k:58,semantics/concrete.k,58,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))"
semantics/concrete.k:59,semantics/concrete.k,59,rule,owise,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]"
semantics/controls.k:9,semantics/controls.k,9,rule,X <- V,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>"
semantics/controls.k:12,semantics/controls.k,12,rule,"""$cells"";X;priority(40)",False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
semantics/controls.k:20,semantics/controls.k,20,rule,X <- applyBin(OP;{M[X,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)"
semantics/controls.k:27,semantics/controls.k,27,rule,X;priority(40),False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]"
semantics/controls.k:35,semantics/controls.k,35,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
semantics/controls.k:36,semantics/controls.k,36,rule,owise,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]"
semantics/controls.k:37,semantics/controls.k,37,syntax,,False,False,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",syntax KItem ::= #bindImports(ParamNames)
semantics/controls.k:38,semantics/controls.k,38,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> #bindImports(.ParamNames) => .K ... </k>
semantics/controls.k:39,semantics/controls.k,39,rule,N <- builtinV(N),False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String ""floor"" orBool N ==String ""ceil"""
semantics/controls.k:43,semantics/controls.k,43,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
semantics/controls.k:48,semantics/controls.k,48,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> Expr(_:Val) => .K ... </k>
semantics/controls.k:51,semantics/controls.k,51,syntax,,False,False,False,False,False,False,False,True,branch marker,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for branch marker; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","syntax KItem ::= #branch(Bool, Stmts, Stmts)"
semantics/controls.k:52,semantics/controls.k,52,rule,,False,False,False,False,False,True,False,True,If truthiness dispatch,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for If truthiness dispatch; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>"
semantics/controls.k:53,semantics/controls.k,53,rule,,False,False,False,False,False,True,False,True,true branch,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for true branch; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>"
semantics/controls.k:54,semantics/controls.k,54,rule,,False,False,False,False,False,True,False,True,false branch,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for false branch; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>"
semantics/controls.k:57,semantics/controls.k,57,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)"
semantics/controls.k:59,semantics/controls.k,59,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)"
semantics/controls.k:65,semantics/controls.k,65,syntax,,False,False,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
semantics/controls.k:69,semantics/controls.k,69,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>"
semantics/controls.k:71,semantics/controls.k,71,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>"
semantics/controls.k:72,semantics/controls.k,72,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>"
semantics/controls.k:73,semantics/controls.k,73,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>"
semantics/controls.k:77,semantics/controls.k,77,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>"
semantics/controls.k:78,semantics/controls.k,78,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>"
semantics/controls.k:79,semantics/controls.k,79,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)"
semantics/controls.k:81,semantics/controls.k,81,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)"
semantics/controls.k:85,semantics/controls.k,85,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
semantics/controls.k:86,semantics/controls.k,86,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> Continue => #cont ... </k>
semantics/controls.k:87,semantics/controls.k,87,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> Break => #brk ... </k>
semantics/controls.k:88,semantics/controls.k,88,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
semantics/controls.k:89,semantics/controls.k,89,rule,owise,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
semantics/controls.k:90,semantics/controls.k,90,rule,,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
semantics/controls.k:91,semantics/controls.k,91,rule,owise,False,False,False,False,False,True,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
semantics/controls.k:95,semantics/controls.k,95,rule,priority(40),False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
semantics/controls.k:98,semantics/controls.k,98,rule,priority(40),False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
semantics/controls.k:101,semantics/controls.k,101,rule,priority(40),False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
semantics/controls.k:106,semantics/controls.k,106,rule,priority(40),False,False,False,True,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
semantics/core.k:13,semantics/core.k,13,syntax,,False,False,False,False,False,False,False,True,integer-code sequence sort dependency,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for integer-code sequence sort dependency; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"
semantics/core.k:14,semantics/core.k,14,syntax,,False,False,False,False,False,False,False,True,tuple value sequence,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for tuple value sequence; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"
semantics/core.k:15,semantics/core.k,15,syntax,,False,False,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.",syntax Str ::= str(IntSeq)
semantics/core.k:18,semantics/core.k,18,syntax,,False,False,False,False,False,False,False,False,,FIXED_SEMANTICS_OUTSIDE_REACHABLE_SLICE,"Required SUPPLIED_SEMANTICS baseline; the submitted closure contains no constructor that reaches this declaration/rule, and its redex does not overlap a used ground shape. No false conclusion witness exists on n in 1..1000.","syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)"
semantics/core.k:25,semantics/core.k,25,syntax,,False,False,False,False,False,False,False,True,Int/Bool/closure/tuple values,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for Int/Bool/closure/tuple values; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"
semantics/core.k:36,semantics/core.k,36,syntax,,False,False,False,False,False,False,False,True,scope-parent representation,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for scope-parent representation; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","syntax Parent ::= ""root"" | parent(Int)"
semantics/core.k:37,semantics/core.k,37,syntax,,False,False,False,False,False,False,False,True,scope representation,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for scope representation; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","syntax Scope ::= scope(Map, Parent)"
semantics/core.k:38,semantics/core.k,38,syntax,,False,False,False,False,False,False,False,True,strictness result sort,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for strictness result sort; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.",syntax KResult ::= Val
semantics/core.k:39,semantics/core.k,39,syntax,,False,False,False,False,False,False,False,True,value-to-expression cooling,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for value-to-expression cooling; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.",syntax Expr ::= Val
semantics/core.k:40,semantics/core.k,40,syntax,,False,False,False,False,False,False,False,True,evaluated argument list,VALID_ON_COMPLETE_INTENDED_EXECUTION_SLICE,"Used for evaluated argument list; its matched values/cells are fixed by the claims, and the rule agrees with exact integer, ordinary call/return, branch, tuple, or lexical-scope behavior.","syntax Vals ::= List{Val, "",""}"
