record_id	file	line	kind	subtype	attributes	statement
K0308	/reference/reference-semantics/semantics/concrete.k	25	syntax	syntax	-	syntax Val ::= kvP(Val, Val)
K0309	/reference/reference-semantics/semantics/concrete.k	26	syntax	syntax	-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
K0310	/reference/reference-semantics/semantics/concrete.k	28	rule	priority-rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
K0311	/reference/reference-semantics/semantics/concrete.k	31	rule	priority-rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
K0312	/reference/reference-semantics/semantics/concrete.k	34	rule	ordinary-rule	-	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
K0313	/reference/reference-semantics/semantics/concrete.k	36	rule	ordinary-rule	-	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
K0314	/reference/reference-semantics/semantics/concrete.k	38	rule	ordinary-rule	-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
K0315	/reference/reference-semantics/semantics/concrete.k	42	syntax	function-declaration	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
K0316	/reference/reference-semantics/semantics/concrete.k	43	rule	ordinary-rule	-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
K0317	/reference/reference-semantics/semantics/concrete.k	44	rule	ordinary-rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
K0318	/reference/reference-semantics/semantics/concrete.k	47	rule	ordinary-rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
K0319	/reference/reference-semantics/semantics/concrete.k	51	syntax	function-declaration	function	syntax Bool ::= kLt(Val, Val) [function]
K0320	/reference/reference-semantics/semantics/concrete.k	52	rule	ordinary-rule	-	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
K0321	/reference/reference-semantics/semantics/concrete.k	53	rule	ordinary-rule	-	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
K0322	/reference/reference-semantics/semantics/concrete.k	54	rule	ordinary-rule	-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0323	/reference/reference-semantics/semantics/concrete.k	56	syntax	function-declaration	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K0324	/reference/reference-semantics/semantics/concrete.k	57	rule	ordinary-rule	-	rule unpairVS(.ValSeq) => .ValSeq
K0325	/reference/reference-semantics/semantics/concrete.k	58	rule	ordinary-rule	-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K0326	/reference/reference-semantics/semantics/concrete.k	59	rule	owise-rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K0327	/reference/reference-semantics/semantics/concrete.k	60	endmodule	endmodule	-	endmodule
K0328	/reference/reference-semantics/semantics/controls.k	3	module	module	-	module MPY-CONTROLS
K0329	/reference/reference-semantics/semantics/controls.k	4	imports	imports	-	imports MPY-CORE
K0330	/reference/reference-semantics/semantics/controls.k	5	imports	imports	-	imports MPY-TUPLE
K0331	/reference/reference-semantics/semantics/controls.k	6	imports	imports	-	imports MPY-ITER
K0332	/reference/reference-semantics/semantics/controls.k	9	rule	ordinary-rule	-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0333	/reference/reference-semantics/semantics/controls.k	12	rule	priority-rule	priority	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
K0334	/reference/reference-semantics/semantics/controls.k	20	rule	ordinary-rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
K0335	/reference/reference-semantics/semantics/controls.k	27	rule	priority-rule	priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
K0336	/reference/reference-semantics/semantics/controls.k	35	rule	ordinary-rule	-	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
K0337	/reference/reference-semantics/semantics/controls.k	36	rule	owise-rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K0338	/reference/reference-semantics/semantics/controls.k	37	syntax	syntax	-	syntax KItem ::= #bindImports(ParamNames)
K0339	/reference/reference-semantics/semantics/controls.k	38	rule	ordinary-rule	-	rule <k> #bindImports(.ParamNames) => .K ... </k>
K0340	/reference/reference-semantics/semantics/controls.k	39	rule	ordinary-rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
K0341	/reference/reference-semantics/semantics/controls.k	43	rule	ordinary-rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
K0342	/reference/reference-semantics/semantics/controls.k	48	rule	ordinary-rule	-	rule <k> Expr(_:Val) => .K ... </k>
K0343	/reference/reference-semantics/semantics/controls.k	51	syntax	syntax	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K0344	/reference/reference-semantics/semantics/controls.k	52	rule	ordinary-rule	-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K0345	/reference/reference-semantics/semantics/controls.k	53	rule	ordinary-rule	-	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
K0346	/reference/reference-semantics/semantics/controls.k	54	rule	ordinary-rule	-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K0347	/reference/reference-semantics/semantics/controls.k	57	rule	ordinary-rule	-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
K0348	/reference/reference-semantics/semantics/controls.k	59	rule	ordinary-rule	-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
K0349	/reference/reference-semantics/semantics/controls.k	65	syntax	syntax	-	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0350	/reference/reference-semantics/semantics/controls.k	69	rule	ordinary-rule	-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0351	/reference/reference-semantics/semantics/controls.k	71	rule	ordinary-rule	-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0352	/reference/reference-semantics/semantics/controls.k	72	rule	ordinary-rule	-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0353	/reference/reference-semantics/semantics/controls.k	73	rule	ordinary-rule	-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K0354	/reference/reference-semantics/semantics/controls.k	77	rule	ordinary-rule	-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0355	/reference/reference-semantics/semantics/controls.k	78	rule	ordinary-rule	-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0356	/reference/reference-semantics/semantics/controls.k	79	rule	ordinary-rule	-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
K0357	/reference/reference-semantics/semantics/controls.k	81	rule	ordinary-rule	-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
K0358	/reference/reference-semantics/semantics/controls.k	85	rule	ordinary-rule	-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0359	/reference/reference-semantics/semantics/controls.k	86	rule	ordinary-rule	-	rule <k> Continue => #cont ... </k>
K0360	/reference/reference-semantics/semantics/controls.k	87	rule	ordinary-rule	-	rule <k> Break => #brk ... </k>
K0361	/reference/reference-semantics/semantics/controls.k	88	rule	ordinary-rule	-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0362	/reference/reference-semantics/semantics/controls.k	89	rule	owise-rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0363	/reference/reference-semantics/semantics/controls.k	90	rule	ordinary-rule	-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0364	/reference/reference-semantics/semantics/controls.k	91	rule	owise-rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
K0365	/reference/reference-semantics/semantics/controls.k	95	rule	priority-rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0366	/reference/reference-semantics/semantics/controls.k	98	rule	priority-rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0367	/reference/reference-semantics/semantics/controls.k	101	rule	priority-rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0368	/reference/reference-semantics/semantics/controls.k	106	rule	priority-rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0369	/reference/reference-semantics/semantics/controls.k	109	endmodule	endmodule	-	endmodule
K0370	/reference/reference-semantics/semantics/core.k	3	module	module	-	module MPY-CORE
K0371	/reference/reference-semantics/semantics/core.k	4	imports	imports	-	imports MPY-SYNTAX
K0372	/reference/reference-semantics/semantics/core.k	5	imports	imports	-	imports INT
K0373	/reference/reference-semantics/semantics/core.k	6	imports	imports	-	imports BOOL
K0374	/reference/reference-semantics/semantics/core.k	7	imports	imports	-	imports STRING
K0375	/reference/reference-semantics/semantics/core.k	8	imports	imports	-	imports MAP
K0376	/reference/reference-semantics/semantics/core.k	9	imports	imports	-	imports LIST
K0377	/reference/reference-semantics/semantics/core.k	10	imports	imports	-	imports K-EQUAL
K0378	/reference/reference-semantics/semantics/core.k	13	syntax	syntax	-	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0379	/reference/reference-semantics/semantics/core.k	14	syntax	syntax	-	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0380	/reference/reference-semantics/semantics/core.k	15	syntax	syntax	-	syntax Str    ::= str(IntSeq)
K0381	/reference/reference-semantics/semantics/core.k	18	syntax	syntax	-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0382	/reference/reference-semantics/semantics/core.k	25	syntax	function-declaration	function	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
K0383	/reference/reference-semantics/semantics/core.k	36	syntax	syntax	-	syntax Parent   ::= "root" | parent(Int)
K0384	/reference/reference-semantics/semantics/core.k	37	syntax	syntax	-	syntax Scope    ::= scope(Map, Parent)
K0385	/reference/reference-semantics/semantics/core.k	38	syntax	syntax	-	syntax KResult  ::= Val
K0386	/reference/reference-semantics/semantics/core.k	39	syntax	syntax	-	syntax Expr     ::= Val   // cooling puts results back into expression holes
K0387	/reference/reference-semantics/semantics/core.k	40	syntax	syntax	-	syntax Vals     ::= List{Val, ","}
K0388	/reference/reference-semantics/semantics/core.k	41	syntax	syntax	-	syntax Exc      ::= "NoExc" | "AssertionError"
K0389	/reference/reference-semantics/semantics/core.k	42	syntax	syntax	-	syntax RetState ::= "noRet" | retV(Val)
K0390	/reference/reference-semantics/semantics/core.k	49	configuration	configuration	-	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code>
K0391	/reference/reference-semantics/semantics/core.k	68	syntax	function-declaration	function,total	syntax Bool ::= isRefV(Val) [function, total]
K0392	/reference/reference-semantics/semantics/core.k	69	rule	ordinary-rule	-	rule isRefV(ref(_:Int)) => true
K0393	/reference/reference-semantics/semantics/core.k	70	rule	owise-rule	owise	rule isRefV(_:Val)      => false [owise]
K0394	/reference/reference-semantics/semantics/core.k	75	syntax	syntax	-	syntax HeapVal ::= cellV(Val)
K0395	/reference/reference-semantics/semantics/core.k	76	syntax	function-declaration	function,total	syntax Bool ::= isCellRef(Val) [function, total]
K0396	/reference/reference-semantics/semantics/core.k	77	rule	ordinary-rule	-	rule isCellRef(cellRef(_:Int)) => true
K0397	/reference/reference-semantics/semantics/core.k	78	rule	owise-rule	owise	rule isCellRef(_:Val)          => false [owise]
K0398	/reference/reference-semantics/semantics/core.k	85	rule	priority-rule	priority	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires "$cells" in_keys(M) [priority(40)]
K0399	/reference/reference-semantics/semantics/core.k	95	syntax	syntax	-	syntax Val ::= kwV(String, Val)
K0400	/reference/reference-semantics/semantics/core.k	96	syntax	syntax	-	syntax KItem ::= #kwTag(String)
K0401	/reference/reference-semantics/semantics/core.k	97	rule	ordinary-rule	-	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0402	/reference/reference-semantics/semantics/core.k	98	rule	ordinary-rule	-	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
K0403	/reference/reference-semantics/semantics/core.k	100	syntax	function-declaration	function,total	syntax Bool ::= isKwV(Val) [function, total]
K0404	/reference/reference-semantics/semantics/core.k	101	rule	ordinary-rule	-	rule isKwV(kwV(_:String, _:Val)) => true
K0405	/reference/reference-semantics/semantics/core.k	102	rule	owise-rule	owise	rule isKwV(_:Val)                => false [owise]
K0406	/reference/reference-semantics/semantics/core.k	106	syntax	syntax	-	syntax Val ::= cellsMark(ParamNames)
K0407	/reference/reference-semantics/semantics/core.k	107	syntax	function-declaration	function	syntax ParamNames ::= cellsOf(Val) [function]
K0408	/reference/reference-semantics/semantics/core.k	108	rule	ordinary-rule	-	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0409	/reference/reference-semantics/semantics/core.k	109	syntax	function-declaration	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0410	/reference/reference-semantics/semantics/core.k	110	rule	ordinary-rule	-	rule pnMember(_:String, .ParamNames) => false
K0411	/reference/reference-semantics/semantics/core.k	111	rule	ordinary-rule	-	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0412	/reference/reference-semantics/semantics/core.k	113	syntax	syntax	-	syntax KItem ::= #cellW(Val, Val)
K0413	/reference/reference-semantics/semantics/core.k	114	rule	ordinary-rule	-	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K0414	/reference/reference-semantics/semantics/core.k	117	syntax	syntax	-	syntax KItem ::= #alloc(Val)
K0415	/reference/reference-semantics/semantics/core.k	118	rule	ordinary-rule	-	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0416	/reference/reference-semantics/semantics/core.k	124	syntax	syntax	-	syntax KItem ::= #loadAll(Module)
K0417	/reference/reference-semantics/semantics/core.k	125	rule	ordinary-rule	-	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0418	/reference/reference-semantics/semantics/core.k	126	rule	ordinary-rule	-	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0419	/reference/reference-semantics/semantics/core.k	127	rule	ordinary-rule	-	rule <k> .Stmts => .K ... </k>
K0420	/reference/reference-semantics/semantics/core.k	130	syntax	syntax	-	syntax KItem ::= #look(String, Int)
K0421	/reference/reference-semantics/semantics/core.k	131	rule	ordinary-rule	-	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0422	/reference/reference-semantics/semantics/core.k	132	rule	ordinary-rule	-	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
K0423	/reference/reference-semantics/semantics/core.k	145	rule	priority-rule	priority	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
K0424	/reference/reference-semantics/semantics/core.k	152	rule	ordinary-rule	-	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
K0425	/reference/reference-semantics/semantics/core.k	157	syntax	function-declaration	function,total	syntax Scope ::= "builtinsScope" [function, total]
K0426	/reference/reference-semantics/semantics/core.k	158	rule	ordinary-rule	-	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root)
K0427	/reference/reference-semantics/semantics/core.k	185	syntax	syntax	-	syntax ApplyK ::= toCall(Val)
K0428	/reference/reference-semantics/semantics/core.k	186	syntax	syntax	-	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0429	/reference/reference-semantics/semantics/core.k	189	rule	ordinary-rule	-	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0430	/reference/reference-semantics/semantics/core.k	190	rule	ordinary-rule	-	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0431	/reference/reference-semantics/semantics/core.k	191	rule	ordinary-rule	-	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K0432	/reference/reference-semantics/semantics/core.k	194	rule	ordinary-rule	-	rule <k> Int(I:Int)   => I ... </k>
K0433	/reference/reference-semantics/semantics/core.k	195	rule	ordinary-rule	-	rule <k> Bool(B:Bool) => B ... </k>
K0434	/reference/reference-semantics/semantics/core.k	196	rule	ordinary-rule	-	rule <k> NoneVal      => noneV ... </k>
K0435	/reference/reference-semantics/semantics/core.k	199	syntax	function-declaration	function	syntax Bool ::= truthy(Val) [function]
K0436	/reference/reference-semantics/semantics/core.k	200	rule	ordinary-rule	-	rule truthy(B:Bool)          => B
K0437	/reference/reference-semantics/semantics/core.k	201	rule	ordinary-rule	-	rule truthy(noneV)           => false
K0438	/reference/reference-semantics/semantics/core.k	202	rule	ordinary-rule	-	rule truthy(I:Int)           => I =/=Int 0
K0439	/reference/reference-semantics/semantics/core.k	203	rule	ordinary-rule	-	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
K0440	/reference/reference-semantics/semantics/core.k	204	rule	ordinary-rule	-	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
K0441	/reference/reference-semantics/semantics/core.k	205	rule	ordinary-rule	-	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
K0442	/reference/reference-semantics/semantics/core.k	208	syntax	function-declaration	function	syntax Val  ::= applyUn(String, Val) [function]
K0443	/reference/reference-semantics/semantics/core.k	209	syntax	function-declaration	function	syntax Val  ::= applyBin(String, Val, Val) [function]
K0444	/reference/reference-semantics/semantics/core.k	210	syntax	function-declaration	function	syntax Bool ::= applyCmp(String, Val, Val) [function]
K0445	/reference/reference-semantics/semantics/core.k	213	syntax	function-declaration	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]
K0446	/reference/reference-semantics/semantics/core.k	214	rule	ordinary-rule	-	rule appendVal(.Vals, V:Val)              => V , .Vals
K0447	/reference/reference-semantics/semantics/core.k	215	rule	ordinary-rule	-	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
K0448	/reference/reference-semantics/semantics/core.k	217	syntax	function-declaration	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K0449	/reference/reference-semantics/semantics/core.k	218	rule	ordinary-rule	-	rule vals2valSeq(.Vals)            => .ValSeq
K0450	/reference/reference-semantics/semantics/core.k	219	rule	ordinary-rule	-	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
K0451	/reference/reference-semantics/semantics/core.k	223	syntax	function-declaration	function,total	syntax Int ::= vsLen(ValSeq) [function, total]
K0452	/reference/reference-semantics/semantics/core.k	224	rule	ordinary-rule	-	rule vsLen(.ValSeq)                => 0
K0453	/reference/reference-semantics/semantics/core.k	225	rule	ordinary-rule	-	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K0454	/reference/reference-semantics/semantics/core.k	227	syntax	function-declaration	function,total	syntax Int ::= isLen(IntSeq) [function, total]
K0455	/reference/reference-semantics/semantics/core.k	228	rule	ordinary-rule	-	rule isLen(.IntSeq)                => 0
K0456	/reference/reference-semantics/semantics/core.k	229	rule	ordinary-rule	-	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
K0457	/reference/reference-semantics/semantics/core.k	233	syntax	function-declaration	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K0458	/reference/reference-semantics/semantics/core.k	234	rule	ordinary-rule	-	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
K0459	/reference/reference-semantics/semantics/core.k	235	rule	ordinary-rule	-	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
K0460	/reference/reference-semantics/semantics/core.k	236	rule	ordinary-rule	-	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
K0461	/reference/reference-semantics/semantics/core.k	238	rule	ordinary-rule	-	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
K0462	/reference/reference-semantics/semantics/core.k	240	endmodule	endmodule	-	endmodule
K0463	/reference/reference-semantics/semantics/dict.k	13	module	module	-	module MPY-DICT
K0464	/reference/reference-semantics/semantics/dict.k	14	imports	imports	-	imports MPY-CORE
K0465	/reference/reference-semantics/semantics/dict.k	15	imports	imports	-	imports MPY-ITER
K0466	/reference/reference-semantics/semantics/dict.k	16	imports	imports	-	imports MPY-METHODS
K0467	/reference/reference-semantics/semantics/dict.k	17	imports	imports	-	imports MPY-LIST
K0468	/reference/reference-semantics/semantics/dict.k	20	syntax	syntax	-	syntax Val ::= dictV(ValSeq, ValSeq)
K0469	/reference/reference-semantics/semantics/dict.k	23	syntax	syntax	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K0470	/reference/reference-semantics/semantics/dict.k	26	rule	ordinary-rule	-	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K0471	/reference/reference-semantics/semantics/dict.k	27	rule	ordinary-rule	-	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K0472	/reference/reference-semantics/semantics/dict.k	28	rule	ordinary-rule	-	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K0473	/reference/reference-semantics/semantics/dict.k	30	rule	ordinary-rule	-	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K0474	/reference/reference-semantics/semantics/dict.k	32	rule	ordinary-rule	-	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K0475	/reference/reference-semantics/semantics/dict.k	37	syntax	function-declaration	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K0476	/reference/reference-semantics/semantics/dict.k	38	rule	ordinary-rule	-	rule dHasKey(.ValSeq, _:Val)                => false
K0477	/reference/reference-semantics/semantics/dict.k	39	rule	ordinary-rule	-	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
K0478	/reference/reference-semantics/semantics/dict.k	40	rule	ordinary-rule	-	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
