COMMAND: python3 /audit-output/evidence/inventory_k.py
0184	reference-semantics/semantics/builtins.k:228	MPY-BUILTINS	rule	flags=owise	rule firstNdE(_:EvPair) => 0 [owise]
0185	reference-semantics/semantics/builtins.k:230	MPY-BUILTINS	syntax	flags=function,total	syntax Int ::= applyOpE(String, Int, Int) [function, total]
0186	reference-semantics/semantics/builtins.k:231	MPY-BUILTINS	rule	flags=-	rule applyOpE("+",  A:Int, B:Int) => A +Int B
0187	reference-semantics/semantics/builtins.k:232	MPY-BUILTINS	rule	flags=-	rule applyOpE("-",  A:Int, B:Int) => A -Int B
0188	reference-semantics/semantics/builtins.k:233	MPY-BUILTINS	rule	flags=-	rule applyOpE("*",  A:Int, B:Int) => A *Int B
0189	reference-semantics/semantics/builtins.k:234	MPY-BUILTINS	rule	flags=-	rule applyOpE("//", A:Int, B:Int) => A divInt B
0190	reference-semantics/semantics/builtins.k:235	MPY-BUILTINS	rule	flags=-	rule applyOpE("**", A:Int, B:Int) => A ^Int B
0191	reference-semantics/semantics/builtins.k:236	MPY-BUILTINS	rule	flags=owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
0192	reference-semantics/semantics/builtins.k:238	MPY-BUILTINS	syntax	flags=function,total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
0193	reference-semantics/semantics/builtins.k:239	MPY-BUILTINS	rule	flags=-	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
0194	reference-semantics/semantics/builtins.k:240	MPY-BUILTINS	rule	flags=-	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
0195	reference-semantics/semantics/builtins.k:241	MPY-BUILTINS	rule	flags=-	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
0196	reference-semantics/semantics/builtins.k:242	MPY-BUILTINS	requires	flags=-	requires O =/=String "**"
0197	reference-semantics/semantics/builtins.k:243	MPY-BUILTINS	rule	flags=owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
0198	reference-semantics/semantics/builtins.k:244	MPY-BUILTINS	syntax	flags=function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
0199	reference-semantics/semantics/builtins.k:245	MPY-BUILTINS	rule	flags=-	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
0200	reference-semantics/semantics/builtins.k:246	MPY-BUILTINS	rule	flags=-	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
0201	reference-semantics/semantics/builtins.k:247	MPY-BUILTINS	syntax	flags=function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
0202	reference-semantics/semantics/builtins.k:248	MPY-BUILTINS	rule	flags=-	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
0203	reference-semantics/semantics/builtins.k:250	MPY-BUILTINS	syntax	flags=function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
0204	reference-semantics/semantics/builtins.k:251	MPY-BUILTINS	rule	flags=-	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
0205	reference-semantics/semantics/builtins.k:252	MPY-BUILTINS	rule	flags=-	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
0206	reference-semantics/semantics/builtins.k:253	MPY-BUILTINS	rule	flags=-	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
0207	reference-semantics/semantics/builtins.k:254	MPY-BUILTINS	rule	flags=-	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
0208	reference-semantics/semantics/builtins.k:255	MPY-BUILTINS	syntax	flags=function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
0209	reference-semantics/semantics/builtins.k:256	MPY-BUILTINS	rule	flags=-	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
0210	reference-semantics/semantics/builtins.k:257	MPY-BUILTINS	rule	flags=-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
0211	reference-semantics/semantics/builtins.k:259	MPY-BUILTINS	requires	flags=-	requires inLevelE(L, O)
0212	reference-semantics/semantics/builtins.k:260	MPY-BUILTINS	rule	flags=-	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
0213	reference-semantics/semantics/builtins.k:262	MPY-BUILTINS	requires	flags=-	requires notBool inLevelE(L, O)
0214	reference-semantics/semantics/builtins.k:263	MPY-BUILTINS	rule	flags=owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
0215	reference-semantics/semantics/builtins.k:265	MPY-BUILTINS	syntax	flags=function,total	syntax Bool ::= inLevelE(String, String) [function, total]
0216	reference-semantics/semantics/builtins.k:266	MPY-BUILTINS	rule	flags=-	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
0217	reference-semantics/semantics/builtins.k:267	MPY-BUILTINS	rule	flags=-	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
0218	reference-semantics/semantics/builtins.k:268	MPY-BUILTINS	rule	flags=owise	rule inLevelE(_:String, _:String) => false [owise]
0219	reference-semantics/semantics/builtins.k:269	MPY-BUILTINS	syntax	flags=function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
0220	reference-semantics/semantics/builtins.k:270	MPY-BUILTINS	rule	flags=-	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
0221	reference-semantics/semantics/builtins.k:271	MPY-BUILTINS	rule	flags=-	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
0222	reference-semantics/semantics/builtins.k:272	MPY-BUILTINS	syntax	flags=function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
0223	reference-semantics/semantics/builtins.k:273	MPY-BUILTINS	rule	flags=-	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
0224	reference-semantics/semantics/builtins.k:274	MPY-BUILTINS	rule	flags=-	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
0225	reference-semantics/semantics/builtins.k:279	MPY-BUILTINS	syntax	flags=-	syntax KItem ::= "#md5"
0226	reference-semantics/semantics/builtins.k:280	MPY-BUILTINS	rule	flags=priority	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
0227	reference-semantics/semantics/builtins.k:282	MPY-BUILTINS	rule	flags=-	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
0228	reference-semantics/semantics/builtins.k:283	MPY-BUILTINS	syntax	flags=-	syntax Val ::= md5Obj(IntSeq)
0229	reference-semantics/semantics/builtins.k:284	MPY-BUILTINS	rule	flags=-	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
0230	reference-semantics/semantics/builtins.k:285	MPY-BUILTINS	syntax	flags=function,total,symbol	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
0231	reference-semantics/semantics/builtins.k:291	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
0232	reference-semantics/semantics/builtins.k:292	MPY-BUILTINS	rule	flags=-	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
0233	reference-semantics/semantics/builtins.k:293	MPY-BUILTINS	syntax	flags=function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
0234	reference-semantics/semantics/builtins.k:294	MPY-BUILTINS	rule	flags=-	rule isIntV(_:Int)         => true
0235	reference-semantics/semantics/builtins.k:295	MPY-BUILTINS	rule	flags=owise	rule isIntV(_:Val)         => false [owise]
0236	reference-semantics/semantics/builtins.k:296	MPY-BUILTINS	rule	flags=-	rule isStrV(str(_:IntSeq)) => true
0237	reference-semantics/semantics/builtins.k:297	MPY-BUILTINS	rule	flags=owise	rule isStrV(_:Val)         => false [owise]
0238	reference-semantics/semantics/builtins.k:298	MPY-BUILTINS	endmodule	flags=-	endmodule
0239	reference-semantics/semantics/call.k:10	MPY-CALL	module	flags=-	module MPY-CALL
0240	reference-semantics/semantics/call.k:11	MPY-CALL	imports	flags=-	imports MPY-METHODS
0241	reference-semantics/semantics/call.k:12	MPY-CALL	imports	flags=-	imports MPY-BUILTINS
0242	reference-semantics/semantics/call.k:13	MPY-CALL	imports	flags=-	imports MPY-FUNCTIONS
0243	reference-semantics/semantics/call.k:16	MPY-CALL	rule	flags=-	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
0244	reference-semantics/semantics/call.k:19	MPY-CALL	syntax	flags=-	syntax KItem ::= #callee(Exprs)
0245	reference-semantics/semantics/call.k:20	MPY-CALL	rule	flags=owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
0246	reference-semantics/semantics/call.k:21	MPY-CALL	rule	flags=-	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
0247	reference-semantics/semantics/call.k:24	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
0248	reference-semantics/semantics/call.k:26	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
0249	reference-semantics/semantics/call.k:27	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
0250	reference-semantics/semantics/call.k:28	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
0251	reference-semantics/semantics/call.k:29	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
0252	reference-semantics/semantics/call.k:30	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
0253	reference-semantics/semantics/call.k:31	MPY-CALL	rule	flags=owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
0254	reference-semantics/semantics/call.k:32	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
0255	reference-semantics/semantics/call.k:38	MPY-CALL	rule	flags=priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0256	reference-semantics/semantics/call.k:42	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
0257	reference-semantics/semantics/call.k:45	MPY-CALL	requires	flags=priority	requires notBool isRefV(A) [priority(40)]
0258	reference-semantics/semantics/call.k:47	MPY-CALL	rule	flags=priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0259	reference-semantics/semantics/call.k:52	MPY-CALL	syntax	flags=function,total	syntax Bool ::= isMutMethod(String) [function, total]
0260	reference-semantics/semantics/call.k:53	MPY-CALL	rule	flags=-	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
0261	reference-semantics/semantics/call.k:56	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
0262	reference-semantics/semantics/call.k:59	MPY-CALL	requires	flags=priority	requires notBool isMutMethod(M) [priority(40)]
0263	reference-semantics/semantics/call.k:63	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
0264	reference-semantics/semantics/call.k:66	MPY-CALL	requires	flags=priority	requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
0265	reference-semantics/semantics/call.k:69	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
0266	reference-semantics/semantics/call.k:80	MPY-CALL	rule	flags=-	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
0267	reference-semantics/semantics/call.k:87	MPY-CALL	syntax	flags=-	syntax KItem ::= #allocCells(ParamNames)
0268	reference-semantics/semantics/call.k:88	MPY-CALL	rule	flags=-	rule <k> #allocCells(.ParamNames) => .K ... </k>
0269	reference-semantics/semantics/call.k:89	MPY-CALL	rule	flags=-	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
0270	reference-semantics/semantics/call.k:94	MPY-CALL	requires	flags=-	requires notBool N in_keys(H)
0271	reference-semantics/semantics/call.k:95	MPY-CALL	endmodule	flags=-	endmodule
0272	reference-semantics/semantics/comprehension.k:3	MPY-COMPREHENSION	module	flags=-	module MPY-COMPREHENSION
0273	reference-semantics/semantics/comprehension.k:4	MPY-COMPREHENSION	imports	flags=-	imports MPY-CORE
0274	reference-semantics/semantics/comprehension.k:5	MPY-COMPREHENSION	imports	flags=-	imports MPY-OPERATORS
0275	reference-semantics/semantics/comprehension.k:6	MPY-COMPREHENSION	imports	flags=-	imports MPY-LIST
0276	reference-semantics/semantics/comprehension.k:7	MPY-COMPREHENSION	imports	flags=-	imports MPY-CONTROLS
0277	reference-semantics/semantics/comprehension.k:8	MPY-COMPREHENSION	imports	flags=-	imports MPY-FUNCTIONS
0278	reference-semantics/semantics/comprehension.k:11	MPY-COMPREHENSION	rule	flags=-	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
0279	reference-semantics/semantics/comprehension.k:12	MPY-COMPREHENSION	rule	flags=-	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
0280	reference-semantics/semantics/comprehension.k:14	MPY-COMPREHENSION	syntax	flags=macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
0281	reference-semantics/semantics/comprehension.k:15	MPY-COMPREHENSION	rule	flags=-	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
0282	reference-semantics/semantics/comprehension.k:18	MPY-COMPREHENSION	syntax	flags=macro	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
0283	reference-semantics/semantics/comprehension.k:19	MPY-COMPREHENSION	rule	flags=-	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
0284	reference-semantics/semantics/comprehension.k:21	MPY-COMPREHENSION	rule	flags=-	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
0285	reference-semantics/semantics/comprehension.k:24	MPY-COMPREHENSION	syntax	flags=macro	syntax Expr ::= compGuard(Exprs) [macro]
0286	reference-semantics/semantics/comprehension.k:25	MPY-COMPREHENSION	rule	flags=-	rule compGuard(.Exprs)             => Bool(true)
0287	reference-semantics/semantics/comprehension.k:26	MPY-COMPREHENSION	rule	flags=-	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
0288	reference-semantics/semantics/comprehension.k:27	MPY-COMPREHENSION	endmodule	flags=-	endmodule
0289	reference-semantics/semantics/concrete.k:8	MPY-CONCRETE	module	flags=-	module MPY-CONCRETE
0290	reference-semantics/semantics/concrete.k:9	MPY-CONCRETE	imports	flags=-	imports MPY
0291	reference-semantics/semantics/concrete.k:13	MPY-CONCRETE	rule	flags=-	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
0292	reference-semantics/semantics/concrete.k:15	MPY-CONCRETE	requires	flags=-	requires hasRefVS(A) orBool hasRefVS(B)
0293	reference-semantics/semantics/concrete.k:16	MPY-CONCRETE	rule	flags=-	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
0294	reference-semantics/semantics/concrete.k:18	MPY-CONCRETE	requires	flags=-	requires hasRefVS(A) orBool hasRefVS(B)
0295	reference-semantics/semantics/concrete.k:25	MPY-CONCRETE	syntax	flags=-	syntax Val ::= kvP(Val, Val)
0296	reference-semantics/semantics/concrete.k:26	MPY-CONCRETE	syntax	flags=-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
0297	reference-semantics/semantics/concrete.k:28	MPY-CONCRETE	rule	flags=priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
0298	reference-semantics/semantics/concrete.k:31	MPY-CONCRETE	rule	flags=priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
0299	reference-semantics/semantics/concrete.k:34	MPY-CONCRETE	rule	flags=-	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
0300	reference-semantics/semantics/concrete.k:36	MPY-CONCRETE	rule	flags=-	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
0301	reference-semantics/semantics/concrete.k:38	MPY-CONCRETE	rule	flags=-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
0302	reference-semantics/semantics/concrete.k:40	MPY-CONCRETE	requires	flags=-	requires notBool isKwV(K)
0303	reference-semantics/semantics/concrete.k:42	MPY-CONCRETE	syntax	flags=function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
0304	reference-semantics/semantics/concrete.k:43	MPY-CONCRETE	rule	flags=-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
0305	reference-semantics/semantics/concrete.k:44	MPY-CONCRETE	rule	flags=-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
0306	reference-semantics/semantics/concrete.k:46	MPY-CONCRETE	requires	flags=-	requires kLt(K, K2)
0307	reference-semantics/semantics/concrete.k:47	MPY-CONCRETE	rule	flags=-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
0308	reference-semantics/semantics/concrete.k:49	MPY-CONCRETE	requires	flags=-	requires notBool kLt(K, K2)
0309	reference-semantics/semantics/concrete.k:51	MPY-CONCRETE	syntax	flags=function	syntax Bool ::= kLt(Val, Val) [function]
0310	reference-semantics/semantics/concrete.k:52	MPY-CONCRETE	rule	flags=-	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
0311	reference-semantics/semantics/concrete.k:53	MPY-CONCRETE	rule	flags=-	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
0312	reference-semantics/semantics/concrete.k:54	MPY-CONCRETE	rule	flags=-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
0313	reference-semantics/semantics/concrete.k:56	MPY-CONCRETE	syntax	flags=function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
0314	reference-semantics/semantics/concrete.k:57	MPY-CONCRETE	rule	flags=-	rule unpairVS(.ValSeq) => .ValSeq
0315	reference-semantics/semantics/concrete.k:58	MPY-CONCRETE	rule	flags=-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
0316	reference-semantics/semantics/concrete.k:59	MPY-CONCRETE	rule	flags=owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
0317	reference-semantics/semantics/concrete.k:60	MPY-CONCRETE	endmodule	flags=-	endmodule
0318	reference-semantics/semantics/controls.k:3	MPY-CONTROLS	module	flags=-	module MPY-CONTROLS
0319	reference-semantics/semantics/controls.k:4	MPY-CONTROLS	imports	flags=-	imports MPY-CORE
0320	reference-semantics/semantics/controls.k:5	MPY-CONTROLS	imports	flags=-	imports MPY-TUPLE
0321	reference-semantics/semantics/controls.k:6	MPY-CONTROLS	imports	flags=-	imports MPY-ITER
0322	reference-semantics/semantics/controls.k:9	MPY-CONTROLS	rule	flags=-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
0323	reference-semantics/semantics/controls.k:12	MPY-CONTROLS	rule	flags=-	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
0324	reference-semantics/semantics/controls.k:15	MPY-CONTROLS	requires	flags=priority	requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
0325	reference-semantics/semantics/controls.k:20	MPY-CONTROLS	rule	flags=-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
0326	reference-semantics/semantics/controls.k:23	MPY-CONTROLS	requires	flags=-	requires X in_keys(M)
0327	reference-semantics/semantics/controls.k:27	MPY-CONTROLS	rule	flags=-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
0328	reference-semantics/semantics/controls.k:30	MPY-CONTROLS	requires	flags=priority	requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
0329	reference-semantics/semantics/controls.k:35	MPY-CONTROLS	rule	flags=-	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
0330	reference-semantics/semantics/controls.k:36	MPY-CONTROLS	rule	flags=owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
0331	reference-semantics/semantics/controls.k:37	MPY-CONTROLS	syntax	flags=-	syntax KItem ::= #bindImports(ParamNames)
0332	reference-semantics/semantics/controls.k:38	MPY-CONTROLS	rule	flags=-	rule <k> #bindImports(.ParamNames) => .K ... </k>
0333	reference-semantics/semantics/controls.k:39	MPY-CONTROLS	rule	flags=-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
0334	reference-semantics/semantics/controls.k:42	MPY-CONTROLS	requires	flags=-	requires N ==String "floor" orBool N ==String "ceil"
0335	reference-semantics/semantics/controls.k:43	MPY-CONTROLS	rule	flags=-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
0336	reference-semantics/semantics/controls.k:44	MPY-CONTROLS	requires	flags=-	requires notBool (N ==String "floor" orBool N ==String "ceil")
0337	reference-semantics/semantics/controls.k:48	MPY-CONTROLS	rule	flags=-	rule <k> Expr(_:Val) => .K ... </k>
0338	reference-semantics/semantics/controls.k:51	MPY-CONTROLS	syntax	flags=-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
0339	reference-semantics/semantics/controls.k:52	MPY-CONTROLS	rule	flags=-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
0340	reference-semantics/semantics/controls.k:53	MPY-CONTROLS	rule	flags=-	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
0341	reference-semantics/semantics/controls.k:54	MPY-CONTROLS	rule	flags=-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
0342	reference-semantics/semantics/controls.k:57	MPY-CONTROLS	rule	flags=-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
0343	reference-semantics/semantics/controls.k:58	MPY-CONTROLS	requires	flags=-	requires truthy(V)
0344	reference-semantics/semantics/controls.k:59	MPY-CONTROLS	rule	flags=-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
0345	reference-semantics/semantics/controls.k:60	MPY-CONTROLS	requires	flags=-	requires notBool truthy(V)
