file	module	start	end	kind	subtype	attributes	proof_role	decision	text
/candidate/reference-semantics/semantics/call.k	MPY-CALL	42	46	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
/candidate/reference-semantics/semantics/call.k	MPY-CALL	47	50	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/call.k	MPY-CALL	52	52	syntax	syntax	function,total	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax Bool ::= isMutMethod(String) [function, total]
/candidate/reference-semantics/semantics/call.k	MPY-CALL	53	55	rule	equational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
/candidate/reference-semantics/semantics/call.k	MPY-CALL	56	60	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
/candidate/reference-semantics/semantics/call.k	MPY-CALL	63	67	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
/candidate/reference-semantics/semantics/call.k	MPY-CALL	69	74	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
/candidate/reference-semantics/semantics/call.k	MPY-CALL	80	85	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
/candidate/reference-semantics/semantics/call.k	MPY-CALL	87	87	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax KItem ::= #allocCells(ParamNames)
/candidate/reference-semantics/semantics/call.k	MPY-CALL	88	88	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #allocCells(.ParamNames) => .K ... </k>
/candidate/reference-semantics/semantics/call.k	MPY-CALL	89	94	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	11	11	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	12	12	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	14	14	syntax	syntax	macro	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Stmts ::= compBody(CompFors, Expr) [macro]
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	15	16	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	18	18	syntax	syntax	macro,macro-rec	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	19	20	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	21	22	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	24	24	syntax	syntax	macro	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Expr ::= compGuard(Exprs) [macro]
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	25	25	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule compGuard(.Exprs) => Bool(true)
/candidate/reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	26	26	rule	equational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	13	15	rule	operational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	16	18	rule	operational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	25	25	syntax	syntax	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	syntax Val ::= kvP(Val, Val)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	26	27	syntax	syntax	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	28	30	rule	operational-rule	priority	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	31	33	rule	operational-rule	priority	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	34	35	rule	operational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	36	37	rule	operational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	38	40	rule	operational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	42	42	syntax	syntax	function	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	43	43	rule	equational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	44	46	rule	equational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	47	49	rule	equational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	51	51	syntax	syntax	function	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	syntax Bool ::= kLt(Val, Val) [function]
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	52	52	rule	operational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule kLt(I1:Int, I2:Int) => I1 <Int I2
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	53	53	rule	operational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule kLt(F1:Float, F2:Float) => F1 <Float F2
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	54	54	rule	equational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	56	56	syntax	syntax	function,total	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	57	57	rule	equational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule unpairVS(.ValSeq) => .ValSeq
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	58	58	rule	equational-rule	-	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/candidate/reference-semantics/semantics/concrete.k	MPY-CONCRETE	59	59	rule	equational-rule	owise	CONCRETE_ONLY	INERT_NOT_IMPORTED_BY_HASKELL_PROOF	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	9	11	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	12	18	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	20	23	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	27	31	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	35	35	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	36	36	rule	operational-rule	owise	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	37	37	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax KItem ::= #bindImports(ParamNames)
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	38	38	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #bindImports(.ParamNames) => .K ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	39	42	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	43	44	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	48	48	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> Expr(_:Val) => .K ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	51	51	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax KItem ::= #branch(Bool, Stmts, Stmts)
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	52	52	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	53	53	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	54	54	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	57	58	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	59	60	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	65	67	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	69	69	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	71	71	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	72	72	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	73	74	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	77	77	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	78	78	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	79	80	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	81	82	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	85	85	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	86	86	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> Continue => #cont ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	87	87	rule	operational-rule	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> Break => #brk ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	88	88	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	89	89	rule	operational-rule	owise	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	90	90	rule	operational-rule	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	91	91	rule	operational-rule	owise	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	95	97	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	98	100	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	101	103	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/controls.k	MPY-CONTROLS	106	108	rule	operational-rule	priority	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/core.k	MPY-CORE	13	13	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
/candidate/reference-semantics/semantics/core.k	MPY-CORE	14	14	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
/candidate/reference-semantics/semantics/core.k	MPY-CORE	15	15	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax Str ::= str(IntSeq)
/candidate/reference-semantics/semantics/core.k	MPY-CORE	18	23	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/candidate/reference-semantics/semantics/core.k	MPY-CORE	25	34	syntax	syntax	function	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
/candidate/reference-semantics/semantics/core.k	MPY-CORE	36	36	syntax	syntax	-	EXECUTION_SLICE	ACCEPTED_FIXED_BASELINE_NO_FALSE_WITNESS	syntax Parent ::= "root" | parent(Int)
/candidate/reference-semantics/semantics/core.k	MPY-CORE	37	37	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Scope ::= scope(Map, Parent)
/candidate/reference-semantics/semantics/core.k	MPY-CORE	38	38	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax KResult ::= Val
/candidate/reference-semantics/semantics/core.k	MPY-CORE	39	39	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Expr ::= Val // cooling puts results back into expression holes
/candidate/reference-semantics/semantics/core.k	MPY-CORE	40	40	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Vals ::= List{Val, ","}
/candidate/reference-semantics/semantics/core.k	MPY-CORE	41	41	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax Exc ::= "NoExc" | "AssertionError"
/candidate/reference-semantics/semantics/core.k	MPY-CORE	42	42	syntax	syntax	-	IMPORTED_DORMANT	INERT_FOR_SUBMITTED_PROGRAM_NO_FALSE_WITNESS	syntax RetState ::= "noRet" | retV(Val)
