cwd: /tmp/audit-work
command: /audit-output/evidence/k_rule_inventory.py /tmp/audit-work/reference-semantics /tmp/audit-work/verification.k /tmp/audit-work/spec.k
captured_lines: 950
captured_bytes: 155144
--- output ---
file	line	kind	attributes	declaration
/tmp/audit-work/reference-semantics/semantics/builtins.k	266	rule	-	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
/tmp/audit-work/reference-semantics/semantics/builtins.k	267	rule	-	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
/tmp/audit-work/reference-semantics/semantics/builtins.k	268	rule	owise	rule inLevelE(_:String, _:String) => false [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	269	syntax	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	270	rule	-	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	271	rule	-	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
/tmp/audit-work/reference-semantics/semantics/builtins.k	272	syntax	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
/tmp/audit-work/reference-semantics/semantics/builtins.k	273	rule	-	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	274	rule	-	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N)) // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== // The md5 value itself is a named shared trust (sortVS-style, no concrete // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
/tmp/audit-work/reference-semantics/semantics/builtins.k	279	syntax	-	syntax KItem ::= "#md5"
/tmp/audit-work/reference-semantics/semantics/builtins.k	280	rule	priority	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/builtins.k	282	rule	-	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
/tmp/audit-work/reference-semantics/semantics/builtins.k	283	syntax	-	syntax Val ::= md5Obj(IntSeq)
/tmp/audit-work/reference-semantics/semantics/builtins.k	284	rule	-	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
/tmp/audit-work/reference-semantics/semantics/builtins.k	285	syntax	function,total,symbol	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
/tmp/audit-work/reference-semantics/semantics/builtins.k	291	rule	-	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
/tmp/audit-work/reference-semantics/semantics/builtins.k	292	rule	-	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
/tmp/audit-work/reference-semantics/semantics/builtins.k	293	syntax	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
/tmp/audit-work/reference-semantics/semantics/builtins.k	294	rule	-	rule isIntV(_:Int) => true
/tmp/audit-work/reference-semantics/semantics/builtins.k	295	rule	owise	rule isIntV(_:Val) => false [owise]
/tmp/audit-work/reference-semantics/semantics/builtins.k	296	rule	-	rule isStrV(str(_:IntSeq)) => true
/tmp/audit-work/reference-semantics/semantics/builtins.k	297	rule	owise	rule isStrV(_:Val) => false [owise]
/tmp/audit-work/reference-semantics/semantics/call.k	16	rule	owise	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
/tmp/audit-work/reference-semantics/semantics/call.k	19	syntax	-	syntax KItem ::= #callee(Exprs)
/tmp/audit-work/reference-semantics/semantics/call.k	20	rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
/tmp/audit-work/reference-semantics/semantics/call.k	21	rule	-	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> // ==== dispatch on the callee value ========================================
/tmp/audit-work/reference-semantics/semantics/call.k	24	rule	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
/tmp/audit-work/reference-semantics/semantics/call.k	26	rule	-	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
/tmp/audit-work/reference-semantics/semantics/call.k	27	rule	-	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
/tmp/audit-work/reference-semantics/semantics/call.k	28	rule	-	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
/tmp/audit-work/reference-semantics/semantics/call.k	29	rule	-	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
/tmp/audit-work/reference-semantics/semantics/call.k	30	rule	-	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
/tmp/audit-work/reference-semantics/semantics/call.k	31	rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
/tmp/audit-work/reference-semantics/semantics/call.k	32	rule	-	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list // methods take the ref itself; every other method receiver is deref'd.
/tmp/audit-work/reference-semantics/semantics/call.k	38	rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/call.k	42	rule	-	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
/tmp/audit-work/reference-semantics/semantics/call.k	47	rule	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/call.k	52	syntax	function,total	syntax Bool ::= isMutMethod(String) [function, total]
/tmp/audit-work/reference-semantics/semantics/call.k	53	rule	-	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
/tmp/audit-work/reference-semantics/semantics/call.k	56	rule	-	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
/tmp/audit-work/reference-semantics/semantics/call.k	63	rule	-	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
/tmp/audit-work/reference-semantics/semantics/call.k	69	rule	-	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).
/tmp/audit-work/reference-semantics/semantics/call.k	80	rule	-	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
/tmp/audit-work/reference-semantics/semantics/call.k	87	syntax	-	syntax KItem ::= #allocCells(ParamNames)
/tmp/audit-work/reference-semantics/semantics/call.k	88	rule	-	rule <k> #allocCells(.ParamNames) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/call.k	89	rule	-	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
/tmp/audit-work/reference-semantics/semantics/comprehension.k	11	rule	-	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/tmp/audit-work/reference-semantics/semantics/comprehension.k	12	rule	-	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/tmp/audit-work/reference-semantics/semantics/comprehension.k	14	syntax	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
/tmp/audit-work/reference-semantics/semantics/comprehension.k	15	rule	-	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
/tmp/audit-work/reference-semantics/semantics/comprehension.k	18	syntax	macro	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
/tmp/audit-work/reference-semantics/semantics/comprehension.k	19	rule	-	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
/tmp/audit-work/reference-semantics/semantics/comprehension.k	21	rule	-	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
/tmp/audit-work/reference-semantics/semantics/comprehension.k	24	syntax	macro	syntax Expr ::= compGuard(Exprs) [macro]
/tmp/audit-work/reference-semantics/semantics/comprehension.k	25	rule	-	rule compGuard(.Exprs) => Bool(true)
/tmp/audit-work/reference-semantics/semantics/comprehension.k	26	rule	-	rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
/tmp/audit-work/reference-semantics/semantics/concrete.k	13	rule	-	rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
/tmp/audit-work/reference-semantics/semantics/concrete.k	16	rule	-	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
/tmp/audit-work/reference-semantics/semantics/concrete.k	25	syntax	-	syntax Val ::= kvP(Val, Val)
/tmp/audit-work/reference-semantics/semantics/concrete.k	26	syntax	-	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
/tmp/audit-work/reference-semantics/semantics/concrete.k	28	rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/concrete.k	31	rule	priority	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/concrete.k	34	rule	-	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
/tmp/audit-work/reference-semantics/semantics/concrete.k	36	rule	-	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/tmp/audit-work/reference-semantics/semantics/concrete.k	38	rule	-	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
/tmp/audit-work/reference-semantics/semantics/concrete.k	42	syntax	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/tmp/audit-work/reference-semantics/semantics/concrete.k	43	rule	-	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/tmp/audit-work/reference-semantics/semantics/concrete.k	44	rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
/tmp/audit-work/reference-semantics/semantics/concrete.k	47	rule	-	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
/tmp/audit-work/reference-semantics/semantics/concrete.k	51	syntax	function	syntax Bool ::= kLt(Val, Val) [function]
/tmp/audit-work/reference-semantics/semantics/concrete.k	52	rule	-	rule kLt(I1:Int, I2:Int) => I1 <Int I2
/tmp/audit-work/reference-semantics/semantics/concrete.k	53	rule	-	rule kLt(F1:Float, F2:Float) => F1 <Float F2
/tmp/audit-work/reference-semantics/semantics/concrete.k	54	rule	-	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/tmp/audit-work/reference-semantics/semantics/concrete.k	56	syntax	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/concrete.k	57	rule	-	rule unpairVS(.ValSeq) => .ValSeq
/tmp/audit-work/reference-semantics/semantics/concrete.k	58	rule	-	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/tmp/audit-work/reference-semantics/semantics/concrete.k	59	rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/tmp/audit-work/reference-semantics/semantics/controls.k	9	rule	-	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	12	rule	-	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	20	rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	27	rule	-	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	35	rule	-	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	36	rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
/tmp/audit-work/reference-semantics/semantics/controls.k	37	syntax	-	syntax KItem ::= #bindImports(ParamNames)
/tmp/audit-work/reference-semantics/semantics/controls.k	38	rule	-	rule <k> #bindImports(.ParamNames) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	39	rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	43	rule	-	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	48	rule	-	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
/tmp/audit-work/reference-semantics/semantics/controls.k	51	syntax	-	syntax KItem ::= #branch(Bool, Stmts, Stmts)
/tmp/audit-work/reference-semantics/semantics/controls.k	52	rule	-	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	53	rule	-	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	54	rule	-	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
/tmp/audit-work/reference-semantics/semantics/controls.k	57	rule	-	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	59	rule	-	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	65	syntax	-	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
/tmp/audit-work/reference-semantics/semantics/controls.k	69	rule	-	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	71	rule	-	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	72	rule	-	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	73	rule	-	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
/tmp/audit-work/reference-semantics/semantics/controls.k	77	rule	-	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	78	rule	-	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	79	rule	-	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	81	rule	-	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	85	rule	-	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	86	rule	-	rule <k> Continue => #cont ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	87	rule	-	rule <k> Break => #brk ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	88	rule	-	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	89	rule	owise	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/tmp/audit-work/reference-semantics/semantics/controls.k	90	rule	-	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	91	rule	owise	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
/tmp/audit-work/reference-semantics/semantics/controls.k	95	rule	priority	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/controls.k	98	rule	priority	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/controls.k	101	rule	priority	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
/tmp/audit-work/reference-semantics/semantics/controls.k	106	rule	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/core.k	13	syntax	-	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
/tmp/audit-work/reference-semantics/semantics/core.k	14	syntax	-	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
/tmp/audit-work/reference-semantics/semantics/core.k	15	syntax	-	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
/tmp/audit-work/reference-semantics/semantics/core.k	18	syntax	-	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/tmp/audit-work/reference-semantics/semantics/core.k	25	syntax	-	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
/tmp/audit-work/reference-semantics/semantics/core.k	36	syntax	-	syntax Parent ::= "root" | parent(Int)
/tmp/audit-work/reference-semantics/semantics/core.k	37	syntax	-	syntax Scope ::= scope(Map, Parent)
/tmp/audit-work/reference-semantics/semantics/core.k	38	syntax	-	syntax KResult ::= Val
/tmp/audit-work/reference-semantics/semantics/core.k	39	syntax	-	syntax Expr ::= Val // cooling puts results back into expression holes
/tmp/audit-work/reference-semantics/semantics/core.k	40	syntax	-	syntax Vals ::= List{Val, ","}
/tmp/audit-work/reference-semantics/semantics/core.k	41	syntax	-	syntax Exc ::= "NoExc" | "AssertionError"
/tmp/audit-work/reference-semantics/semantics/core.k	42	syntax	-	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
/tmp/audit-work/reference-semantics/semantics/core.k	49	configuration	-	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
/tmp/audit-work/reference-semantics/semantics/core.k	68	syntax	function,total	syntax Bool ::= isRefV(Val) [function, total]
/tmp/audit-work/reference-semantics/semantics/core.k	69	rule	-	rule isRefV(ref(_:Int)) => true
--- omitted 350 middle lines ---
/tmp/audit-work/reference-semantics/semantics/methods.k	39	rule	-	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
/tmp/audit-work/reference-semantics/semantics/methods.k	41	syntax	function,total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
/tmp/audit-work/reference-semantics/semantics/methods.k	42	rule	-	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
/tmp/audit-work/reference-semantics/semantics/methods.k	43	rule	owise	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
/tmp/audit-work/reference-semantics/semantics/methods.k	44	rule	-	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0 // S.strip(): trim whitespace runs from both ends
/tmp/audit-work/reference-semantics/semantics/methods.k	47	rule	-	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
/tmp/audit-work/reference-semantics/semantics/methods.k	48	syntax	function,total	syntax IntSeq ::= trimWS(IntSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/methods.k	49	rule	-	rule trimWS(.IntSeq) => .IntSeq
/tmp/audit-work/reference-semantics/semantics/methods.k	50	rule	-	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
/tmp/audit-work/reference-semantics/semantics/methods.k	51	rule	-	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
/tmp/audit-work/reference-semantics/semantics/methods.k	52	syntax	function,total	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/methods.k	53	rule	-	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
/tmp/audit-work/reference-semantics/semantics/methods.k	54	rule	-	rule revISAcc(.IntSeq, A:IntSeq) => A
/tmp/audit-work/reference-semantics/semantics/methods.k	55	rule	-	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A)) // S.encode('ascii'): identity on the code-sequence model (bytes == codes)
/tmp/audit-work/reference-semantics/semantics/methods.k	58	rule	-	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS) // ==== prefix ===============================================================
/tmp/audit-work/reference-semantics/semantics/methods.k	61	rule	-	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC) // ==== list.count(v) — number of occurrences of v in the list (concrete for krun) ==========
/tmp/audit-work/reference-semantics/semantics/methods.k	64	rule	-	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
/tmp/audit-work/reference-semantics/semantics/methods.k	65	syntax	function,total	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
/tmp/audit-work/reference-semantics/semantics/methods.k	66	rule	-	rule cntOccVS(.ValSeq, _:Val) => 0
/tmp/audit-work/reference-semantics/semantics/methods.k	67	rule	-	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
