file	line	kind	attributes	scope	decision	rationale	declaration
/tmp/audit-work/reference-semantics/semantics/concrete.k	16	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap>
/tmp/audit-work/reference-semantics/semantics/concrete.k	25	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Val ::= kvP(Val, Val)
/tmp/audit-work/reference-semantics/semantics/concrete.k	26	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
/tmp/audit-work/reference-semantics/semantics/concrete.k	28	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/concrete.k	31	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/concrete.k	34	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
/tmp/audit-work/reference-semantics/semantics/concrete.k	36	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/tmp/audit-work/reference-semantics/semantics/concrete.k	38	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
/tmp/audit-work/reference-semantics/semantics/concrete.k	42	syntax	function	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/tmp/audit-work/reference-semantics/semantics/concrete.k	43	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/tmp/audit-work/reference-semantics/semantics/concrete.k	44	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
/tmp/audit-work/reference-semantics/semantics/concrete.k	47	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
/tmp/audit-work/reference-semantics/semantics/concrete.k	51	syntax	function	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Bool ::= kLt(Val, Val) [function]
/tmp/audit-work/reference-semantics/semantics/concrete.k	52	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule kLt(I1:Int, I2:Int) => I1 <Int I2
/tmp/audit-work/reference-semantics/semantics/concrete.k	53	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule kLt(F1:Float, F2:Float) => F1 <Float F2
/tmp/audit-work/reference-semantics/semantics/concrete.k	54	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/tmp/audit-work/reference-semantics/semantics/concrete.k	56	syntax	function,total	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/tmp/audit-work/reference-semantics/semantics/concrete.k	57	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule unpairVS(.ValSeq) => .ValSeq
/tmp/audit-work/reference-semantics/semantics/concrete.k	58	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/tmp/audit-work/reference-semantics/semantics/concrete.k	59	rule	owise	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/tmp/audit-work/reference-semantics/semantics/controls.k	9	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	12	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	20	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	27	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	35	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	36	rule	owise	supplied-used	PASS_OBSERVABLE_PATH_LIMITATION	The typing import is modeled as a no-op; its bindings are unused and final module scope is outside the return-value theorem.	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
/tmp/audit-work/reference-semantics/semantics/controls.k	37	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #bindImports(ParamNames)
/tmp/audit-work/reference-semantics/semantics/controls.k	38	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #bindImports(.ParamNames) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	39	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
/tmp/audit-work/reference-semantics/semantics/controls.k	43	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	48	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Expr(_:Val) => .K ... </k> // ==== If (condition evaluated by strictness) ==============================
/tmp/audit-work/reference-semantics/semantics/controls.k	51	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #branch(Bool, Stmts, Stmts)
/tmp/audit-work/reference-semantics/semantics/controls.k	52	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	53	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	54	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> // ==== IfExp: ternary T if C else E ========================================
/tmp/audit-work/reference-semantics/semantics/controls.k	57	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	59	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	65	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
/tmp/audit-work/reference-semantics/semantics/controls.k	69	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	71	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	72	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	73	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
/tmp/audit-work/reference-semantics/semantics/controls.k	77	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	78	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	79	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	81	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	85	rule	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	86	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Continue => #cont ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	87	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> Break => #brk ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	88	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	89	rule	owise	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
/tmp/audit-work/reference-semantics/semantics/controls.k	90	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
/tmp/audit-work/reference-semantics/semantics/controls.k	91	rule	owise	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
/tmp/audit-work/reference-semantics/semantics/controls.k	95	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/controls.k	98	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/controls.k	101	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
/tmp/audit-work/reference-semantics/semantics/controls.k	106	rule	priority	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/tmp/audit-work/reference-semantics/semantics/core.k	13	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
/tmp/audit-work/reference-semantics/semantics/core.k	14	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
/tmp/audit-work/reference-semantics/semantics/core.k	15	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Str ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
/tmp/audit-work/reference-semantics/semantics/core.k	18	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
/tmp/audit-work/reference-semantics/semantics/core.k	25	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
/tmp/audit-work/reference-semantics/semantics/core.k	36	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax Parent ::= "root" | parent(Int)
/tmp/audit-work/reference-semantics/semantics/core.k	37	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax Scope ::= scope(Map, Parent)
/tmp/audit-work/reference-semantics/semantics/core.k	38	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax KResult ::= Val
/tmp/audit-work/reference-semantics/semantics/core.k	39	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax Expr ::= Val // cooling puts results back into expression holes
/tmp/audit-work/reference-semantics/semantics/core.k	40	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax Vals ::= List{Val, ","}
/tmp/audit-work/reference-semantics/semantics/core.k	41	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax Exc ::= "NoExc" | "AssertionError"
/tmp/audit-work/reference-semantics/semantics/core.k	42	syntax	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
/tmp/audit-work/reference-semantics/semantics/core.k	49	configuration	-	supplied-used	PASS_USED_PATH	Ordinary supplied operational/type/mathematical rule checked against the mapped program step; no conflicting overlap on this path.	configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
/tmp/audit-work/reference-semantics/semantics/core.k	68	syntax	function,total	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Bool ::= isRefV(Val) [function, total]
/tmp/audit-work/reference-semantics/semantics/core.k	69	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule isRefV(ref(_:Int)) => true
/tmp/audit-work/reference-semantics/semantics/core.k	70	rule	owise	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule isRefV(_:Val) => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
/tmp/audit-work/reference-semantics/semantics/core.k	75	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax HeapVal ::= cellV(Val)
/tmp/audit-work/reference-semantics/semantics/core.k	76	syntax	function,total	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Bool ::= isCellRef(Val) [function, total]
/tmp/audit-work/reference-semantics/semantics/core.k	77	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule isCellRef(cellRef(_:Int)) => true
/tmp/audit-work/reference-semantics/semantics/core.k	78	rule	owise	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule isCellRef(_:Val) => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
/tmp/audit-work/reference-semantics/semantics/core.k	85	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
/tmp/audit-work/reference-semantics/semantics/core.k	95	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Val ::= kwV(String, Val)
/tmp/audit-work/reference-semantics/semantics/core.k	96	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax KItem ::= #kwTag(String)
/tmp/audit-work/reference-semantics/semantics/core.k	97	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
/tmp/audit-work/reference-semantics/semantics/core.k	98	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
/tmp/audit-work/reference-semantics/semantics/core.k	100	syntax	function,total	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Bool ::= isKwV(Val) [function, total]
/tmp/audit-work/reference-semantics/semantics/core.k	101	rule	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule isKwV(kwV(_:String, _:Val)) => true
/tmp/audit-work/reference-semantics/semantics/core.k	102	rule	owise	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	rule isKwV(_:Val) => false [owise] // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch // decides by pnMember even over an abstract frame rest (no prover branching)
/tmp/audit-work/reference-semantics/semantics/core.k	106	syntax	-	supplied-unused	OUTSIDE_EXECUTED_SUBLANGUAGE	LHS/syntax is not reachable from the submitted AST on List[int]; no false conclusion witness exists on the intended program path.	syntax Val ::= cellsMark(ParamNames)
