id	file	line	kind	flags	decision	reason
227	reference-semantics/semantics/call.k	63	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
228	reference-semantics/semantics/call.k	69	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
229	reference-semantics/semantics/call.k	80	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
230	reference-semantics/semantics/call.k	87	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
231	reference-semantics/semantics/call.k	88	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
232	reference-semantics/semantics/call.k	89	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
233	reference-semantics/semantics/comprehension.k	3	module		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
234	reference-semantics/semantics/comprehension.k	4	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
235	reference-semantics/semantics/comprehension.k	5	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
236	reference-semantics/semantics/comprehension.k	6	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
237	reference-semantics/semantics/comprehension.k	7	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
238	reference-semantics/semantics/comprehension.k	8	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
239	reference-semantics/semantics/comprehension.k	11	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
240	reference-semantics/semantics/comprehension.k	12	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
241	reference-semantics/semantics/comprehension.k	14	syntax	macro	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
242	reference-semantics/semantics/comprehension.k	15	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
243	reference-semantics/semantics/comprehension.k	18	syntax	macro	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
244	reference-semantics/semantics/comprehension.k	19	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
245	reference-semantics/semantics/comprehension.k	21	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
246	reference-semantics/semantics/comprehension.k	24	syntax	macro	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
247	reference-semantics/semantics/comprehension.k	25	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
248	reference-semantics/semantics/comprehension.k	26	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
249	reference-semantics/semantics/concrete.k	8	module		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
250	reference-semantics/semantics/concrete.k	9	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
251	reference-semantics/semantics/concrete.k	13	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
252	reference-semantics/semantics/concrete.k	16	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
253	reference-semantics/semantics/concrete.k	25	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
254	reference-semantics/semantics/concrete.k	26	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
255	reference-semantics/semantics/concrete.k	28	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
256	reference-semantics/semantics/concrete.k	31	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
257	reference-semantics/semantics/concrete.k	34	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
258	reference-semantics/semantics/concrete.k	36	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
259	reference-semantics/semantics/concrete.k	38	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
260	reference-semantics/semantics/concrete.k	42	syntax	function	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
261	reference-semantics/semantics/concrete.k	43	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
262	reference-semantics/semantics/concrete.k	44	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
263	reference-semantics/semantics/concrete.k	47	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
264	reference-semantics/semantics/concrete.k	51	syntax	function	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
265	reference-semantics/semantics/concrete.k	52	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
266	reference-semantics/semantics/concrete.k	53	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
267	reference-semantics/semantics/concrete.k	54	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
268	reference-semantics/semantics/concrete.k	56	syntax	function,total	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
269	reference-semantics/semantics/concrete.k	57	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
270	reference-semantics/semantics/concrete.k	58	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
271	reference-semantics/semantics/concrete.k	59	rule	owise,equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
272	reference-semantics/semantics/controls.k	3	module		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
273	reference-semantics/semantics/controls.k	4	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
274	reference-semantics/semantics/controls.k	5	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
275	reference-semantics/semantics/controls.k	6	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
276	reference-semantics/semantics/controls.k	9	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
277	reference-semantics/semantics/controls.k	12	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
278	reference-semantics/semantics/controls.k	20	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
279	reference-semantics/semantics/controls.k	27	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
280	reference-semantics/semantics/controls.k	35	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
281	reference-semantics/semantics/controls.k	36	rule	owise,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
282	reference-semantics/semantics/controls.k	37	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
283	reference-semantics/semantics/controls.k	38	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
284	reference-semantics/semantics/controls.k	39	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
285	reference-semantics/semantics/controls.k	43	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
286	reference-semantics/semantics/controls.k	48	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
287	reference-semantics/semantics/controls.k	51	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
288	reference-semantics/semantics/controls.k	52	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
289	reference-semantics/semantics/controls.k	53	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
290	reference-semantics/semantics/controls.k	54	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
291	reference-semantics/semantics/controls.k	57	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
292	reference-semantics/semantics/controls.k	59	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
293	reference-semantics/semantics/controls.k	65	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
294	reference-semantics/semantics/controls.k	69	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
295	reference-semantics/semantics/controls.k	71	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
296	reference-semantics/semantics/controls.k	72	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
297	reference-semantics/semantics/controls.k	73	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
298	reference-semantics/semantics/controls.k	77	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
299	reference-semantics/semantics/controls.k	78	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
300	reference-semantics/semantics/controls.k	79	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
301	reference-semantics/semantics/controls.k	81	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
302	reference-semantics/semantics/controls.k	85	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
303	reference-semantics/semantics/controls.k	86	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
304	reference-semantics/semantics/controls.k	87	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
305	reference-semantics/semantics/controls.k	88	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
306	reference-semantics/semantics/controls.k	89	rule	owise,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
307	reference-semantics/semantics/controls.k	90	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
308	reference-semantics/semantics/controls.k	91	rule	owise,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
309	reference-semantics/semantics/controls.k	95	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
310	reference-semantics/semantics/controls.k	98	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
311	reference-semantics/semantics/controls.k	101	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
312	reference-semantics/semantics/controls.k	106	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
313	reference-semantics/semantics/core.k	3	module		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
314	reference-semantics/semantics/core.k	4	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
315	reference-semantics/semantics/core.k	5	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
316	reference-semantics/semantics/core.k	6	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
317	reference-semantics/semantics/core.k	7	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
318	reference-semantics/semantics/core.k	8	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
319	reference-semantics/semantics/core.k	9	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
320	reference-semantics/semantics/core.k	10	imports		SUPPLIED_ASSEMBLY	Byte-identical fixed supplied-semantics module/import/require structure.
321	reference-semantics/semantics/core.k	13	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
322	reference-semantics/semantics/core.k	14	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
323	reference-semantics/semantics/core.k	15	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
324	reference-semantics/semantics/core.k	18	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
325	reference-semantics/semantics/core.k	25	syntax	function	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
326	reference-semantics/semantics/core.k	36	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
327	reference-semantics/semantics/core.k	37	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
328	reference-semantics/semantics/core.k	38	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
329	reference-semantics/semantics/core.k	39	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
330	reference-semantics/semantics/core.k	40	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
331	reference-semantics/semantics/core.k	41	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
332	reference-semantics/semantics/core.k	42	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
333	reference-semantics/semantics/core.k	49	configuration		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
334	reference-semantics/semantics/core.k	68	syntax	function,total	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
335	reference-semantics/semantics/core.k	69	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
336	reference-semantics/semantics/core.k	70	rule	owise,equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
337	reference-semantics/semantics/core.k	75	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
338	reference-semantics/semantics/core.k	76	syntax	function,total	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
339	reference-semantics/semantics/core.k	77	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
340	reference-semantics/semantics/core.k	78	rule	owise,equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
341	reference-semantics/semantics/core.k	85	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
342	reference-semantics/semantics/core.k	95	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
343	reference-semantics/semantics/core.k	96	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
344	reference-semantics/semantics/core.k	97	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
345	reference-semantics/semantics/core.k	98	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
346	reference-semantics/semantics/core.k	100	syntax	function,total	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
347	reference-semantics/semantics/core.k	101	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
348	reference-semantics/semantics/core.k	102	rule	owise,equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
349	reference-semantics/semantics/core.k	106	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
350	reference-semantics/semantics/core.k	107	syntax	function	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
351	reference-semantics/semantics/core.k	108	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
352	reference-semantics/semantics/core.k	109	syntax	function,total	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
353	reference-semantics/semantics/core.k	110	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
354	reference-semantics/semantics/core.k	111	rule	equational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
355	reference-semantics/semantics/core.k	113	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
356	reference-semantics/semantics/core.k	114	rule	operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
357	reference-semantics/semantics/core.k	117	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
358	reference-semantics/semantics/core.k	118	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
359	reference-semantics/semantics/core.k	124	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
360	reference-semantics/semantics/core.k	125	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
361	reference-semantics/semantics/core.k	126	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
362	reference-semantics/semantics/core.k	127	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
363	reference-semantics/semantics/core.k	130	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
364	reference-semantics/semantics/core.k	131	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
365	reference-semantics/semantics/core.k	132	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
366	reference-semantics/semantics/core.k	145	rule	priority,operational	SUPPLIED_RULE_NOT_REACHED	Byte-identical fixed supplied-semantics rule outside the submitted program/proof slice; it contributes to no claimed conclusion and no false-rule witness was identified.
367	reference-semantics/semantics/core.k	152	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
368	reference-semantics/semantics/core.k	157	syntax	function,total	SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
369	reference-semantics/semantics/core.k	158	rule	equational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
370	reference-semantics/semantics/core.k	185	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
371	reference-semantics/semantics/core.k	186	syntax		SUPPLIED_DECLARATION_REVIEWED	Byte-identical fixed supplied-semantics declaration; used constructs are mapped separately and no proof-local behavior is introduced.
372	reference-semantics/semantics/core.k	189	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
373	reference-semantics/semantics/core.k	190	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
374	reference-semantics/semantics/core.k	191	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
375	reference-semantics/semantics/core.k	194	rule	operational	SUPPLIED_USED_RULE_ACCEPTED	Rule is in the real execution slice; binding, evaluation order, cell footprint, and arithmetic match the submitted program.
