id	file	line	kind	flags	text
195	reference-semantics/semantics/builtins.k	283	syntax		  syntax Val ::= md5Obj(IntSeq)
196	reference-semantics/semantics/builtins.k	284	rule	equational	  rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
197	reference-semantics/semantics/builtins.k	285	syntax	function,total,opaque-no-evaluators,symbol	  syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
198	reference-semantics/semantics/builtins.k	291	rule	equational	  rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
199	reference-semantics/semantics/builtins.k	292	rule	equational	  rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
200	reference-semantics/semantics/builtins.k	293	syntax	function	  syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
201	reference-semantics/semantics/builtins.k	294	rule	equational	  rule isIntV(_:Int)         => true
202	reference-semantics/semantics/builtins.k	295	rule	owise,equational	  rule isIntV(_:Val)         => false [owise]
203	reference-semantics/semantics/builtins.k	296	rule	equational	  rule isStrV(str(_:IntSeq)) => true
204	reference-semantics/semantics/builtins.k	297	rule	owise,equational	  rule isStrV(_:Val)         => false [owise]
205	reference-semantics/semantics/call.k	10	module		module MPY-CALL
206	reference-semantics/semantics/call.k	11	imports		  imports MPY-METHODS
207	reference-semantics/semantics/call.k	12	imports		  imports MPY-BUILTINS
208	reference-semantics/semantics/call.k	13	imports		  imports MPY-FUNCTIONS
209	reference-semantics/semantics/call.k	16	rule	operational	  rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
210	reference-semantics/semantics/call.k	19	syntax		  syntax KItem ::= #callee(Exprs)
211	reference-semantics/semantics/call.k	20	rule	owise,operational	  rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
212	reference-semantics/semantics/call.k	21	rule	operational	  rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
213	reference-semantics/semantics/call.k	24	rule	operational	  rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
214	reference-semantics/semantics/call.k	26	rule	operational	  rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
215	reference-semantics/semantics/call.k	27	rule	operational	  rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
216	reference-semantics/semantics/call.k	28	rule	operational	  rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
217	reference-semantics/semantics/call.k	29	rule	operational	  rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
218	reference-semantics/semantics/call.k	30	rule	operational	  rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
219	reference-semantics/semantics/call.k	31	rule	owise,operational	  rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
220	reference-semantics/semantics/call.k	32	rule	operational	  rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
221	reference-semantics/semantics/call.k	38	rule	priority,operational	  rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
222	reference-semantics/semantics/call.k	42	rule	priority,operational	  rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals))\n        => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isRefV(A)\n       [priority(40)]
223	reference-semantics/semantics/call.k	47	rule	priority,operational	  rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(typeV(T)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
224	reference-semantics/semantics/call.k	52	syntax	function,total	  syntax Bool ::= isMutMethod(String) [function, total]
225	reference-semantics/semantics/call.k	53	rule	equational	  rule isMutMethod(M:String)\n    => M ==String "append" orBool M ==String "sort" orBool M ==String "extend"\n       orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
226	reference-semantics/semantics/call.k	56	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals)\n        => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isMutMethod(M)\n       [priority(40)]
227	reference-semantics/semantics/call.k	63	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals))\n        => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isMutMethod(M) andBool notBool isRefV(OBJ)\n       [priority(40)]
228	reference-semantics/semantics/call.k	69	rule	operational	  rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT\n        => #bindP(PNS, ACC) ~> BODY ~> #endcall </k>\n       <env>     CALLERL:Int => NEWL </env>\n       <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes>\n       <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc>\n       <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
229	reference-semantics/semantics/call.k	80	rule	operational	  rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT\n        => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k>\n       <env>     CALLERL:Int => NEWL </env>\n       <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes>\n       <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc>\n       <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
230	reference-semantics/semantics/call.k	87	syntax		  syntax KItem ::= #allocCells(ParamNames)
231	reference-semantics/semantics/call.k	88	rule	operational	  rule <k> #allocCells(.ParamNames) => .K ... </k>
232	reference-semantics/semantics/call.k	89	rule	operational	  rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes>\n       <heap>    H:Map => (N |-> cellV(noneV)) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>\n       requires notBool N in_keys(H)
233	reference-semantics/semantics/comprehension.k	3	module		module MPY-COMPREHENSION
234	reference-semantics/semantics/comprehension.k	4	imports		  imports MPY-CORE
235	reference-semantics/semantics/comprehension.k	5	imports		  imports MPY-OPERATORS
236	reference-semantics/semantics/comprehension.k	6	imports		  imports MPY-LIST
237	reference-semantics/semantics/comprehension.k	7	imports		  imports MPY-CONTROLS
238	reference-semantics/semantics/comprehension.k	8	imports		  imports MPY-FUNCTIONS
239	reference-semantics/semantics/comprehension.k	11	rule	equational	  rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
240	reference-semantics/semantics/comprehension.k	12	rule	equational	  rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
241	reference-semantics/semantics/comprehension.k	14	syntax	macro	  syntax Stmts ::= compBody(CompFors, Expr) [macro]
242	reference-semantics/semantics/comprehension.k	15	rule	equational	  rule compBody(Gs:CompFors, ELT:Expr)\n    => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc"))
243	reference-semantics/semantics/comprehension.k	18	syntax	macro	  syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
244	reference-semantics/semantics/comprehension.k	19	rule	equational	  rule compNest(.CompFors, ELT:Expr)\n    => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
245	reference-semantics/semantics/comprehension.k	21	rule	equational	  rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr)\n    => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
246	reference-semantics/semantics/comprehension.k	24	syntax	macro	  syntax Expr ::= compGuard(Exprs) [macro]
247	reference-semantics/semantics/comprehension.k	25	rule	equational	  rule compGuard(.Exprs)             => Bool(true)
248	reference-semantics/semantics/comprehension.k	26	rule	equational	  rule compGuard((F:Expr, Fs:Exprs)) => BoolOp("and", (F, Fs))
249	reference-semantics/semantics/concrete.k	8	module		module MPY-CONCRETE
250	reference-semantics/semantics/concrete.k	9	imports		  imports MPY
251	reference-semantics/semantics/concrete.k	13	rule	operational	  rule <k> Compare(list(A:ValSeq), CmpOp("==", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>\n       requires hasRefVS(A) orBool hasRefVS(B)
252	reference-semantics/semantics/concrete.k	16	rule	operational	  rule <k> Compare(list(A:ValSeq), CmpOp("!=", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k>\n       <heap> HP:Map </heap>\n       requires hasRefVS(A) orBool hasRefVS(B)
253	reference-semantics/semantics/concrete.k	25	syntax		  syntax Val ::= kvP(Val, Val)
254	reference-semantics/semantics/concrete.k	26	syntax		  syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool)\n                 | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
255	reference-semantics/semantics/concrete.k	28	rule	priority,operational	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))\n        => #ksort(VS, KV, .ValSeq, false) ... </k>\n       [priority(40)]
256	reference-semantics/semantics/concrete.k	31	rule	priority,operational	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))\n        => #ksort(VS, KV, .ValSeq, RB) ... </k>\n       [priority(40)]
257	reference-semantics/semantics/concrete.k	34	rule	operational	  rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool)\n        => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
258	reference-semantics/semantics/concrete.k	36	rule	operational	  rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool)\n        => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
259	reference-semantics/semantics/concrete.k	38	rule	operational	  rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool)\n        => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>\n       requires notBool isKwV(K)
260	reference-semantics/semantics/concrete.k	42	syntax	function	  syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
261	reference-semantics/semantics/concrete.k	43	rule	equational	  rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
262	reference-semantics/semantics/concrete.k	44	rule	equational	  rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K, V), vCons(kvP(K2, V2), R))\n       requires kLt(K, K2)
263	reference-semantics/semantics/concrete.k	47	rule	equational	  rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K2, V2), insPair(R, K, V))\n       requires notBool kLt(K, K2)
264	reference-semantics/semantics/concrete.k	51	syntax	function	  syntax Bool ::= kLt(Val, Val) [function]
265	reference-semantics/semantics/concrete.k	52	rule	equational	  rule kLt(I1:Int, I2:Int)             => I1 <Int I2
266	reference-semantics/semantics/concrete.k	53	rule	equational	  rule kLt(F1:Float, F2:Float)         => F1 <Float F2
267	reference-semantics/semantics/concrete.k	54	rule	equational	  rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
268	reference-semantics/semantics/concrete.k	56	syntax	function,total	  syntax ValSeq ::= unpairVS(ValSeq) [function, total]
269	reference-semantics/semantics/concrete.k	57	rule	equational	  rule unpairVS(.ValSeq) => .ValSeq
270	reference-semantics/semantics/concrete.k	58	rule	equational	  rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
271	reference-semantics/semantics/concrete.k	59	rule	owise,equational	  rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
272	reference-semantics/semantics/controls.k	3	module		module MPY-CONTROLS
273	reference-semantics/semantics/controls.k	4	imports		  imports MPY-CORE
274	reference-semantics/semantics/controls.k	5	imports		  imports MPY-TUPLE
275	reference-semantics/semantics/controls.k	6	imports		  imports MPY-ITER
276	reference-semantics/semantics/controls.k	9	rule	operational	  rule <k> Assign(Name(X:String), V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
277	reference-semantics/semantics/controls.k	12	rule	priority,operational	  rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)\n       [priority(40)]
278	reference-semantics/semantics/controls.k	20	rule	operational	  rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>\n       requires X in_keys(M)
279	reference-semantics/semantics/controls.k	27	rule	priority,operational	  rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires X in_keys(M) andBool isRefV({M[X]}:>Val)\n       [priority(40)]
280	reference-semantics/semantics/controls.k	35	rule	operational	  rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
281	reference-semantics/semantics/controls.k	36	rule	owise,operational	  rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
282	reference-semantics/semantics/controls.k	37	syntax		  syntax KItem ::= #bindImports(ParamNames)
283	reference-semantics/semantics/controls.k	38	rule	operational	  rule <k> #bindImports(.ParamNames) => .K ... </k>
284	reference-semantics/semantics/controls.k	39	rule	operational	  rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>\n       requires N ==String "floor" orBool N ==String "ceil"
285	reference-semantics/semantics/controls.k	43	rule	operational	  rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       requires notBool (N ==String "floor" orBool N ==String "ceil")
286	reference-semantics/semantics/controls.k	48	rule	operational	  rule <k> Expr(_:Val) => .K ... </k>
287	reference-semantics/semantics/controls.k	51	syntax		  syntax KItem ::= #branch(Bool, Stmts, Stmts)
288	reference-semantics/semantics/controls.k	52	rule	operational	  rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
289	reference-semantics/semantics/controls.k	53	rule	operational	  rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
290	reference-semantics/semantics/controls.k	54	rule	operational	  rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
291	reference-semantics/semantics/controls.k	57	rule	operational	  rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>\n       requires truthy(V)
292	reference-semantics/semantics/controls.k	59	rule	operational	  rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>\n       requires notBool truthy(V)
293	reference-semantics/semantics/controls.k	65	syntax		  syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)\n                 | #while(Expr, Stmts) | #whileCond(Expr, Stmts)\n                 | #loopLbl(K) | "#cont" | "#brk"
294	reference-semantics/semantics/controls.k	69	rule	operational	  rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
295	reference-semantics/semantics/controls.k	71	rule	operational	  rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
296	reference-semantics/semantics/controls.k	72	rule	operational	  rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
297	reference-semantics/semantics/controls.k	73	rule	operational	  rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)\n        => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
298	reference-semantics/semantics/controls.k	77	rule	operational	  rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
299	reference-semantics/semantics/controls.k	78	rule	operational	  rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
300	reference-semantics/semantics/controls.k	79	rule	operational	  rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>\n       requires truthy(V)
301	reference-semantics/semantics/controls.k	81	rule	operational	  rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>\n       requires notBool truthy(V)
302	reference-semantics/semantics/controls.k	85	rule	operational	  rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
303	reference-semantics/semantics/controls.k	86	rule	operational	  rule <k> Continue => #cont ... </k>
304	reference-semantics/semantics/controls.k	87	rule	operational	  rule <k> Break => #brk ... </k>
305	reference-semantics/semantics/controls.k	88	rule	operational	  rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
306	reference-semantics/semantics/controls.k	89	rule	owise,operational	  rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
307	reference-semantics/semantics/controls.k	90	rule	operational	  rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
308	reference-semantics/semantics/controls.k	91	rule	owise,operational	  rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
309	reference-semantics/semantics/controls.k	95	rule	priority,operational	  rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
310	reference-semantics/semantics/controls.k	98	rule	priority,operational	  rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
311	reference-semantics/semantics/controls.k	101	rule	priority,operational	  rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
312	reference-semantics/semantics/controls.k	106	rule	priority,operational	  rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
313	reference-semantics/semantics/core.k	3	module		module MPY-CORE
314	reference-semantics/semantics/core.k	4	imports		  imports MPY-SYNTAX
315	reference-semantics/semantics/core.k	5	imports		  imports INT
316	reference-semantics/semantics/core.k	6	imports		  imports BOOL
317	reference-semantics/semantics/core.k	7	imports		  imports STRING
318	reference-semantics/semantics/core.k	8	imports		  imports MAP
319	reference-semantics/semantics/core.k	9	imports		  imports LIST
320	reference-semantics/semantics/core.k	10	imports		  imports K-EQUAL
321	reference-semantics/semantics/core.k	13	syntax		  syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
322	reference-semantics/semantics/core.k	14	syntax		  syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
323	reference-semantics/semantics/core.k	15	syntax		  syntax Str    ::= str(IntSeq)
324	reference-semantics/semantics/core.k	18	syntax		  syntax Iterable ::= list(ValSeq)\n                    | tuple(ValSeq)\n                    | Str\n                    | rangeObj(Int, Int, Int)\n                    | zipObj(ValSeq, ValSeq)\n                    | zipObjS(IntSeq, IntSeq)
325	reference-semantics/semantics/core.k	25	syntax	function	  syntax Val      ::= Int\n                    | Bool\n                    | "noneV"\n                    | Iterable\n                    | ref(Int)          // a heap object: <heap> holds its list(VS)\n                    | cellRef(Int)      // a closure cell: <heap> holds cellV(V)\n                    | closureVal(ParamNames, Stmts, Int)\n                    | typeV(String)     // a type object (int/str), resolved from the builtins frame\n                    | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough)\n                    | boundMethodV(Val, String)   // a cooled Attribute: obj.method
326	reference-semantics/semantics/core.k	36	syntax		  syntax Parent   ::= "root" | parent(Int)
327	reference-semantics/semantics/core.k	37	syntax		  syntax Scope    ::= scope(Map, Parent)
328	reference-semantics/semantics/core.k	38	syntax		  syntax KResult  ::= Val
329	reference-semantics/semantics/core.k	39	syntax		  syntax Expr     ::= Val   // cooling puts results back into expression holes
330	reference-semantics/semantics/core.k	40	syntax		  syntax Vals     ::= List{Val, ","}
331	reference-semantics/semantics/core.k	41	syntax		  syntax Exc      ::= "NoExc" | "AssertionError"
332	reference-semantics/semantics/core.k	42	syntax		  syntax RetState ::= "noRet" | retV(Val)
333	reference-semantics/semantics/core.k	49	configuration		  configuration\n    <k>       #loadAll($PGM:Module) </k>\n    <env>     0 </env>\n    <scopes>   0     |-> scope(.Map, parent(-1))\n              -1    |-> builtinsScope </scopes>\n    <scopeLoc> 1 </scopeLoc>\n    <heap>    .Map </heap>\n    <heapLoc> 0 </heapLoc>\n    <stack>   .List </stack>\n    <ret>     noRet </ret>\n    <exc>     NoExc </exc>\n    <exit-code exit=""> 0 </exit-code>
334	reference-semantics/semantics/core.k	68	syntax	function,total	  syntax Bool ::= isRefV(Val) [function, total]
335	reference-semantics/semantics/core.k	69	rule	equational	  rule isRefV(ref(_:Int)) => true
336	reference-semantics/semantics/core.k	70	rule	owise,equational	  rule isRefV(_:Val)      => false [owise]
337	reference-semantics/semantics/core.k	75	syntax		  syntax HeapVal ::= cellV(Val)
338	reference-semantics/semantics/core.k	76	syntax	function,total	  syntax Bool ::= isCellRef(Val) [function, total]
339	reference-semantics/semantics/core.k	77	rule	equational	  rule isCellRef(cellRef(_:Int)) => true
340	reference-semantics/semantics/core.k	78	rule	owise,equational	  rule isCellRef(_:Val)          => false [owise]
341	reference-semantics/semantics/core.k	85	rule	priority,operational	  rule <k> cellRef(H:Int) => V ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires "$cells" in_keys(M)\n       [priority(40)]
342	reference-semantics/semantics/core.k	95	syntax		  syntax Val ::= kwV(String, Val)
343	reference-semantics/semantics/core.k	96	syntax		  syntax KItem ::= #kwTag(String)
344	reference-semantics/semantics/core.k	97	rule	operational	  rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
345	reference-semantics/semantics/core.k	98	rule	operational	  rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>\n       requires notBool isKwV(V)
346	reference-semantics/semantics/core.k	100	syntax	function,total	  syntax Bool ::= isKwV(Val) [function, total]
347	reference-semantics/semantics/core.k	101	rule	equational	  rule isKwV(kwV(_:String, _:Val)) => true
348	reference-semantics/semantics/core.k	102	rule	owise,equational	  rule isKwV(_:Val)                => false [owise]
349	reference-semantics/semantics/core.k	106	syntax		  syntax Val ::= cellsMark(ParamNames)
350	reference-semantics/semantics/core.k	107	syntax	function	  syntax ParamNames ::= cellsOf(Val) [function]
351	reference-semantics/semantics/core.k	108	rule	equational	  rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
352	reference-semantics/semantics/core.k	109	syntax	function,total	  syntax Bool ::= pnMember(String, ParamNames) [function, total]
353	reference-semantics/semantics/core.k	110	rule	equational	  rule pnMember(_:String, .ParamNames) => false
354	reference-semantics/semantics/core.k	111	rule	equational	  rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
355	reference-semantics/semantics/core.k	113	syntax		  syntax KItem ::= #cellW(Val, Val)
356	reference-semantics/semantics/core.k	114	rule	operational	  rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>\n       <heap> ... H |-> cellV(_:Val => V) ... </heap>
357	reference-semantics/semantics/core.k	117	syntax		  syntax KItem ::= #alloc(Val)
358	reference-semantics/semantics/core.k	118	rule	operational	  rule <k> #alloc(V:Val) => ref(N) ... </k>\n       <heap>    H:Map => (N |-> V) H </heap>\n       <heapLoc> N:Int => N +Int 1 </heapLoc>\n       requires notBool N in_keys(H)
359	reference-semantics/semantics/core.k	124	syntax		  syntax KItem ::= #loadAll(Module)
360	reference-semantics/semantics/core.k	125	rule	operational	  rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
361	reference-semantics/semantics/core.k	126	rule	operational	  rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
362	reference-semantics/semantics/core.k	127	rule	operational	  rule <k> .Stmts => .K ... </k>
363	reference-semantics/semantics/core.k	130	syntax		  syntax KItem ::= #look(String, Int)
364	reference-semantics/semantics/core.k	131	rule	operational	  rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
365	reference-semantics/semantics/core.k	132	rule	operational	  rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       requires X in_keys(M)
366	reference-semantics/semantics/core.k	145	rule	priority,operational	  rule <k> #look(X:String, L:Int) => V ... </k>\n       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>\n       <heap> ... H |-> cellV(V:Val) ... </heap>\n       requires X in_keys(M) andBool "$cells" in_keys(M)\n        andBool pnMember(X, cellsOf({M["$cells"]}:>Val))\n        andBool {M[X]}:>Val ==K cellRef(H)\n       [priority(40)]
367	reference-semantics/semantics/core.k	152	rule	operational	  rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>\n       <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>\n       requires notBool (X in_keys(M))
368	reference-semantics/semantics/core.k	157	syntax	function,total	  syntax Scope ::= "builtinsScope" [function, total]
