record_id,file,start_line,end_line,kind,tags,disposition,justification
294,reference-semantics/semantics/comprehension.k,12,12,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
295,reference-semantics/semantics/comprehension.k,14,14,syntax,macro,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
296,reference-semantics/semantics/comprehension.k,15,16,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
297,reference-semantics/semantics/comprehension.k,18,18,syntax,"macro,macro-rec",SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
298,reference-semantics/semantics/comprehension.k,19,20,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
299,reference-semantics/semantics/comprehension.k,21,22,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
300,reference-semantics/semantics/comprehension.k,24,24,syntax,macro,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
301,reference-semantics/semantics/comprehension.k,25,25,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
302,reference-semantics/semantics/comprehension.k,26,26,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_INACTIVE_FAMILY_REVIEWED,Reviewed but syntactically unreachable from this integer-only program and its submitted claims.
303,reference-semantics/semantics/comprehension.k,27,27,endmodule,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
304,reference-semantics/semantics/concrete.k,8,8,module,concrete,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
305,reference-semantics/semantics/concrete.k,9,9,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
306,reference-semantics/semantics/concrete.k,13,15,rule,k-cell-operational,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
307,reference-semantics/semantics/concrete.k,16,18,rule,k-cell-operational,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
308,reference-semantics/semantics/concrete.k,25,25,syntax,,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
309,reference-semantics/semantics/concrete.k,26,27,syntax,,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
310,reference-semantics/semantics/concrete.k,28,30,rule,"k-cell-operational,priority",LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
311,reference-semantics/semantics/concrete.k,31,33,rule,"k-cell-operational,priority",LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
312,reference-semantics/semantics/concrete.k,34,35,rule,k-cell-operational,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
313,reference-semantics/semantics/concrete.k,36,37,rule,k-cell-operational,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
314,reference-semantics/semantics/concrete.k,38,40,rule,k-cell-operational,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
315,reference-semantics/semantics/concrete.k,42,42,syntax,function,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
316,reference-semantics/semantics/concrete.k,43,43,rule,equational-or-term-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
317,reference-semantics/semantics/concrete.k,44,46,rule,equational-or-term-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
318,reference-semantics/semantics/concrete.k,47,49,rule,equational-or-term-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
319,reference-semantics/semantics/concrete.k,51,51,syntax,function,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
320,reference-semantics/semantics/concrete.k,52,52,rule,cell-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
321,reference-semantics/semantics/concrete.k,53,53,rule,cell-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
322,reference-semantics/semantics/concrete.k,54,54,rule,equational-or-term-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
323,reference-semantics/semantics/concrete.k,56,56,syntax,"function,total",LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
324,reference-semantics/semantics/concrete.k,57,57,rule,equational-or-term-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
325,reference-semantics/semantics/concrete.k,58,58,rule,equational-or-term-rewrite,LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
326,reference-semantics/semantics/concrete.k,59,59,rule,"equational-or-term-rewrite,owise",LLVM_CONCRETE_ONLY_REVIEWED,Imported only by MPY-KRUN; reviewed as concrete test support and absent from the Haskell proof module.
327,reference-semantics/semantics/concrete.k,60,60,endmodule,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
328,reference-semantics/semantics/controls.k,3,3,module,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
329,reference-semantics/semantics/controls.k,4,4,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
330,reference-semantics/semantics/controls.k,5,5,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
331,reference-semantics/semantics/controls.k,6,6,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
332,reference-semantics/semantics/controls.k,9,11,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
333,reference-semantics/semantics/controls.k,12,14,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
334,reference-semantics/semantics/controls.k,15,18,requires-file,priority,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
335,reference-semantics/semantics/controls.k,20,23,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
336,reference-semantics/semantics/controls.k,27,31,rule,"k-cell-operational,priority",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
337,reference-semantics/semantics/controls.k,35,35,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
338,reference-semantics/semantics/controls.k,36,36,rule,"k-cell-operational,owise",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
339,reference-semantics/semantics/controls.k,37,37,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
340,reference-semantics/semantics/controls.k,38,38,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
341,reference-semantics/semantics/controls.k,39,42,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
342,reference-semantics/semantics/controls.k,43,44,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
343,reference-semantics/semantics/controls.k,48,48,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
344,reference-semantics/semantics/controls.k,51,51,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
345,reference-semantics/semantics/controls.k,52,52,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
346,reference-semantics/semantics/controls.k,53,53,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
347,reference-semantics/semantics/controls.k,54,54,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
348,reference-semantics/semantics/controls.k,57,58,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
349,reference-semantics/semantics/controls.k,59,60,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
350,reference-semantics/semantics/controls.k,65,67,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
351,reference-semantics/semantics/controls.k,69,69,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
352,reference-semantics/semantics/controls.k,71,71,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
353,reference-semantics/semantics/controls.k,72,72,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
354,reference-semantics/semantics/controls.k,73,74,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
355,reference-semantics/semantics/controls.k,77,77,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
356,reference-semantics/semantics/controls.k,78,78,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
357,reference-semantics/semantics/controls.k,79,80,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
358,reference-semantics/semantics/controls.k,81,82,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
359,reference-semantics/semantics/controls.k,85,85,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
360,reference-semantics/semantics/controls.k,86,86,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
361,reference-semantics/semantics/controls.k,87,87,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
362,reference-semantics/semantics/controls.k,88,88,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
363,reference-semantics/semantics/controls.k,89,89,rule,"k-cell-operational,owise",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
364,reference-semantics/semantics/controls.k,90,90,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
365,reference-semantics/semantics/controls.k,91,91,rule,"k-cell-operational,owise",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
366,reference-semantics/semantics/controls.k,95,97,rule,"k-cell-operational,priority",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
367,reference-semantics/semantics/controls.k,98,100,rule,"k-cell-operational,priority",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
368,reference-semantics/semantics/controls.k,101,103,rule,"k-cell-operational,priority",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
369,reference-semantics/semantics/controls.k,106,108,rule,"k-cell-operational,priority",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
370,reference-semantics/semantics/controls.k,109,109,endmodule,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
371,reference-semantics/semantics/core.k,3,3,module,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
372,reference-semantics/semantics/core.k,4,4,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
373,reference-semantics/semantics/core.k,5,5,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
374,reference-semantics/semantics/core.k,6,6,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
375,reference-semantics/semantics/core.k,7,7,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
376,reference-semantics/semantics/core.k,8,8,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
377,reference-semantics/semantics/core.k,9,9,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
378,reference-semantics/semantics/core.k,10,10,imports,,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
379,reference-semantics/semantics/core.k,13,13,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
380,reference-semantics/semantics/core.k,14,14,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
381,reference-semantics/semantics/core.k,15,15,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
382,reference-semantics/semantics/core.k,18,23,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
383,reference-semantics/semantics/core.k,25,34,syntax,function,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
384,reference-semantics/semantics/core.k,36,36,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
385,reference-semantics/semantics/core.k,37,37,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
386,reference-semantics/semantics/core.k,38,38,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
387,reference-semantics/semantics/core.k,39,39,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
388,reference-semantics/semantics/core.k,40,40,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
389,reference-semantics/semantics/core.k,41,41,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
390,reference-semantics/semantics/core.k,42,42,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
391,reference-semantics/semantics/core.k,49,60,configuration,,FIXED_SEMANTICS_REVIEWED_STRUCTURE,Configuration/cooling context is consistent with the supplied cell model and evaluation order.
392,reference-semantics/semantics/core.k,68,68,syntax,"function,total",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
393,reference-semantics/semantics/core.k,69,69,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
394,reference-semantics/semantics/core.k,70,70,rule,"equational-or-term-rewrite,owise",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
395,reference-semantics/semantics/core.k,75,75,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
396,reference-semantics/semantics/core.k,76,76,syntax,"function,total",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
397,reference-semantics/semantics/core.k,77,77,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
398,reference-semantics/semantics/core.k,78,78,rule,"equational-or-term-rewrite,owise",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
399,reference-semantics/semantics/core.k,85,88,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
400,reference-semantics/semantics/core.k,89,90,requires-file,priority,STRUCTURAL_DECLARATION,Module/dependency structure; no equation or execution conclusion.
401,reference-semantics/semantics/core.k,95,95,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
402,reference-semantics/semantics/core.k,96,96,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
403,reference-semantics/semantics/core.k,97,97,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
404,reference-semantics/semantics/core.k,98,99,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
405,reference-semantics/semantics/core.k,100,100,syntax,"function,total",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
406,reference-semantics/semantics/core.k,101,101,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
407,reference-semantics/semantics/core.k,102,102,rule,"equational-or-term-rewrite,owise",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
408,reference-semantics/semantics/core.k,106,106,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
409,reference-semantics/semantics/core.k,107,107,syntax,function,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
410,reference-semantics/semantics/core.k,108,108,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
411,reference-semantics/semantics/core.k,109,109,syntax,"function,total",SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
412,reference-semantics/semantics/core.k,110,110,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
413,reference-semantics/semantics/core.k,111,111,rule,equational-or-term-rewrite,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
414,reference-semantics/semantics/core.k,113,113,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
415,reference-semantics/semantics/core.k,114,115,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
416,reference-semantics/semantics/core.k,117,117,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
417,reference-semantics/semantics/core.k,118,121,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
418,reference-semantics/semantics/core.k,124,124,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
419,reference-semantics/semantics/core.k,125,125,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
420,reference-semantics/semantics/core.k,126,126,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
421,reference-semantics/semantics/core.k,127,127,rule,k-cell-operational,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
422,reference-semantics/semantics/core.k,130,130,syntax,,SUPPLIED_FIXED_SEMANTICS_ACTIVE_FAMILY_REVIEWED,"Rule/declaration family covers program syntax, integer evaluation, control, calls, frames, or assertions; no false matched-case conclusion found."
